AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,,,,
26480,MISSOURI                 ,JASPER,"-2,338,861","361,980","185,684","491,720","1,531,968",,,,,,,,,,,
26490,MISSOURI                 ,JEFFERSON,"635,641","435,496","454,163","151,469","-164,688",,,,,,,,,,,
26500,MISSOURI                 ,JOHNSON,"-116,510","-182,511","-138,229","-116,655","-94,404",,,,,,,,,,,
26510,MISSOURI                 ,KNOX,"-9,553","-10,288","2,104","8,621",-985,,,,,,,,,,,
26520,MISSOURI                 ,LACLEDE,"-74,045","-85,257","-53,269","-118,361","-84,685",,,,,,,,,,,
26530,MISSOURI                 ,LAFAYETTE,"-116,954","-186,215","-151,634","-129,780","-84,791",,,,,,,,,,,
26540,MISSOURI                 ,LAWRENCE,"-121,601","-94,922","-90,324","-221,001","-75,971",,,,,,,,,,,
26541,MISSOURI                 ,LEWIS,"-5,713","-1,291","5,547","7,971","-1,069",,,,,,,,,,,
26560,MISSOURI                 ,LINCOLN,"110,033","93,914","90,593","37,314","-41,179",,,,,,,,,,,
26570,MISSOURI                 ,LINN,"-61,768","-80,746",9,"18,050","-16,498",,,,,,,,,,,
26580,MISSOURI                 ,LIVINGSTON,"-56,549","-97,924","-73,466","-66,885","-49,397",,,,,,,,,,,
26590,MISSOURI                 ,MCDONALD,"-229,868","20,248","14,519",740,"76,014",,,,,,,,,,,
26600,MISSOURI                 ,MACON,"-51,060","-59,676","24,974","45,050","-5,913",,,,,,,,,,,
26601,MISSOURI                 ,MADISON,"26,194","16,109","21,453","-9,005","-27,086",,,,,,,,,,,
26620,MISSOURI                 ,MARIES,"-77,014","-40,967","-11,317","-1,101","1,024",,,,,,,,,,,
26630,MISSOURI                 ,MARION,"-5,459","-21,665","18,967","17,773","-6,693",,,,,,,,,,,
26631,MISSOURI                 ,MERCER,"-16,174","-24,676","-16,982","-15,368","-10,583",,,,,,,,,,,
26650,MISSOURI                 ,MILLER,"-331,537","-263,587","-112,859","-58,493","-55,495",,,,,,,,,,,
26660,MISSOURI                 ,MISSISSIPPI,"67,254","42,336","43,963","26,888","-7,190",,,,,,,,,,,
26670,MISSOURI                 ,MONITEAU,"-144,434","-83,051","-25,141","-4,493","7,721",,,,,,,,,,,
26680,MISSOURI                 ,MONROE,"-21,126","-21,403","18,736","18,297","1,264",,,,,,,,,,,
26690,MISSOURI                 ,MONTGOMERY,"-4,802","-18,082","36,603","26,249","-6,149",,,,,,,,,,,
26700,MISSOURI                 ,MORGAN,"-323,516","-223,512","-95,303","-61,355","-58,483",,,,,,,,,,,
26710,MISSOURI                 ,NEW MADRID,"46,207","30,577","69,609","16,449","-6,998",,,,,,,,,,,
26720,MISSOURI                 ,NEWTON,"-656,509","47,251","47,291","97,027","356,681",,,,,,,,,,,
26730,MISSOURI                 ,NODAWAY,"-28,150","-25,241","-24,290","-36,510","-23,534",,,,,,,,,,,
26740,MISSOURI                 ,OREGON,"-13,989","-25,089","-14,237","-31,614","-11,891",,,,,,,,,,,
26750,MISSOURI                 ,OSAGE,"-145,753","-95,703","-24,019","-5,918","4,084",,,,,,,,,,,
26751,MISSOURI                 ,OZARK,"-6,545","-10,892","-10,870","-30,018","-28,299",,,,,,,,,,,
26770,MISSOURI                 ,PEMISCOT,"-110,002","-45,383","-20,658","-9,517","14,135",,,,,,,,,,,
26780,MISSOURI                 ,PERRY,"79,698","43,767","58,019","36,885","-8,422",,,,,,,,,,,
26790,MISSOURI                 ,PETTIS,"-85,950","-105,700","-4,668","20,146","-21,229",,,,,,,,,,,
26800,MISSOURI                 ,PHELPS,"24,983","-3,634","28,768","3,341","-24,668",,,,,,,,,,,
26810,MISSOURI                 ,PIKE,"26,794","21,750","36,748","17,006","-15,130",,,,,,,,,,,
26820,MISSOURI                 ,PLATTE,"-282,586","-380,359","-315,924","-308,496","-206,949",,,,,,,,,,,
26821,MISSOURI                 ,POLK,"-48,784","-59,725","-62,197","-100,711","-72,206",,,,,,,,,,,
26840,MISSOURI                 ,PULASKI,"-108,318","-122,962","-56,415","-77,464","-70,238",,,,,,,,,,,
26850,MISSOURI                 ,PUTNAM,"-12,296","-26,409","-6,934","-2,785","-11,030",,,,,,,,,,,
26860,MISSOURI                 ,RALLS,"-7,553","-4,264","8,019","6,109","-1,552",,,,,,,,,,,
26870,MISSOURI                 ,RANDOLPH,"-81,566","-93,910","34,878","61,887","-4,621",,,,,,,,,,,
26880,MISSOURI                 ,RAY,"-98,403","-127,508","-123,319","-102,718","-71,802",,,,,,,,,,,
26881,MISSOURI                 ,REYNOLDS,"10,869",956,"9,090","3,973","-7,825",,,,,,,,,,,
26900,MISSOURI                 ,RIPLEY,"-50,091","-62,494","6,648","12,824","-14,890",,,,,,,,,,,
26910,MISSOURI                 ,ST. CHARLES,"913,558","654,069","685,795","276,051","-263,984",,,,,,,,,,,
26911,MISSOURI                 ,ST. CLAIR,"-43,864","-44,316","-39,697","-58,429","-38,703",,,,,,,,,,,
26930,MISSOURI                 ,ST. FRANCOIS,"-15,905","34,061","18,370","-168,566","-277,867",,,,,,,,,,,
26940,MISSOURI                 ,ST. LOUIS,"3,861,905","2,656,961","2,743,876","1,028,333","-941,022",,,,,,,,,,,
26950,MISSOURI                 ,ST. LOUIS CITY,"1,075,292","729,148","745,747","279,655","-232,971",,,,,,,,,,,
26960,MISSOURI                 ,STE. GENEVIEVE,"65,226","48,745","46,762","14,758","-20,288",,,,,,,,,,,
26970,MISSOURI                 ,SALINE,"-57,629","-109,670","-13,769","10,853","-10,633",,,,,,,,,,,
26980,MISSOURI                 ,SCHUYLER,"-9,680","-15,443",790,"5,931","-2,613",,,,,,,,,,,
26981,MISSOURI                 ,SCOTLAND,"-7,156","-6,283","2,234","4,171",-627,,,,,,,,,,,
26982,MISSOURI                 ,SCOTT,"225,094","133,745","166,592","70,770","-20,307",,,,,,,,,,,
26983,MISSOURI                 ,SHANNON,"-11,972","-11,427","-9,172","-24,355","-19,850",,,,,,,,,,,
26984,MISSOURI                 ,SHELBY,"-12,984","-21,097","8,249","19,316","-1,386",,,,,,,,,,,
26985,MISSOURI                 ,STODDARD,"77,041","28,955","87,528","44,483","-15,859",,,,,,,,,,,
26986,MISSOURI                 ,STONE,"-58,974","-68,514","-79,810","-188,601","-119,286",,,,,,,,,,,
26987,MISSOURI                 ,SULLIVAN,"-13,976","-24,179","-7,353","-1,078","-4,179",,,,,,,,,,,
26988,MISSOURI                 ,TANEY,"-49,064","-54,624","-81,108","-180,180","-116,364",,,,,,,,,,,
26989,MISSOURI                 ,TEXAS,"-48,592","-52,838","-40,027","-111,888","-72,434",,,,,,,,,,,
26990,MISSOURI                 ,VERNON,"-248,792","-16,033","-83,384","-57,098","59,799",,,,,,,,,,,
26991,MISSOURI                 ,WARREN,"82,860","64,053","69,381","21,954","-21,555",,,,,,,,,,,
26992,MISSOURI                 ,WASHINGTON,"65,472","46,706","51,678","-3,127","-47,136",,,,,,,,,,,
26993,MISSOURI                 ,WAYNE,"29,389","-21,080","36,082","22,517","-18,816",,,,,,,,,,,
26994,MISSOURI                 ,WEBSTER,"-73,547","-82,852","-97,065","-187,409","-115,520",,,,,,,,,,,
26995,MISSOURI                 ,WORTH,"-3,556","-8,487","-7,268","-4,956","-4,240",,,,,,,,,,,
26996,MISSOURI                 ,WRIGHT,"-58,226","-61,517","-69,046","-141,319","-82,049",,,,,,,,,,,
27000,MONTANA                  ,BEAVERHEAD,"43,151","27,634","10,442","-1,371","5,291",,,,,,,,,,,
27010,MONTANA                  ,BIG HORN,"156,722","113,618","1,037",-580,285,,,,,,,,,,,
27020,MONTANA                  ,BLAINE,"19,049","21,182",591,"1,756","3,214",,,,,,,,,,,
27030,MONTANA                  ,BROADWATER,"17,543","17,709",748,127,561,,,,,,,,,,,
27040,MONTANA                  ,CARBON,"163,017","125,391","-4,100",274,229,,,,,,,,,,,
27050,MONTANA                  ,CARTER,"11,301","25,443","3,807",-493,594,,,,,,,,,,,
27060,MONTANA                  ,CASCADE,"157,148","150,331","28,762","20,026","10,925",,,,,,,,,,,
27070,MONTANA                  ,CHOUTEAU,"8,694","11,924","1,793","1,470","1,197",,,,,,,,,,,
27080,MONTANA                  ,CUSTER,"122,712","67,739","-2,365","7,451","1,106",,,,,,,,,,,
27090,MONTANA                  ,DANIELS,"22,318","27,788","2,641","-1,534",-22,,,,,,,,,,,
27100,MONTANA                  ,DAWSON,"93,174","78,838","5,763","-3,131",813,,,,,,,,,,,
27110,MONTANA                  ,DEER LODGE,"103,189","61,360","5,542","12,976","6,290",,,,,,,,,,,
27120,MONTANA                  ,FALLON,"34,175","19,294",-546,-195,413,,,,,,,,,,,
27130,MONTANA                  ,FERGUS,"109,536","96,502","7,652",-1,"1,620",,,,,,,,,,,
27140,MONTANA                  ,FLATHEAD,"236,092","228,486","52,209","54,932","32,191",,,,,,,,,,,
27150,MONTANA                  ,GALLATIN,"169,278","118,384","41,689","22,991","20,214",,,,,,,,,,,
27160,MONTANA                  ,GARFIELD,"15,644","7,265","2,776",0,-315,,,,,,,,,,,
27170,MONTANA                  ,GLACIER,"14,301","18,321","3,896","15,604",411,,,,,,,,,,,
27180,MONTANA                  ,GOLDEN VALLEY,"18,063","16,201",56,0,201,,,,,,,,,,,
27190,MONTANA                  ,GRANITE,"36,668","28,768","1,245","2,788",264,,,,,,,,,,,
27200,MONTANA                  ,HILL,"22,246","32,022",428,"6,947","7,218",,,,,,,,,,,
27210,MONTANA                  ,JEFFERSON,"27,799","25,238","2,753","10,293","6,628",,,,,,,,,,,
27220,MONTANA                  ,JUDITH BASIN,"12,025","16,870","-1,044",120,353,,,,,,,,,,,
27230,MONTANA                  ,LAKE,"240,288","149,559","22,882","18,197","11,269",,,,,,,,,,,
27240,MONTANA                  ,LEWIS AND CLARK,"99,760","98,428","27,679","14,917","19,149",,,,,,,,,,,
27250,MONTANA                  ,LIBERTY,"5,722","3,173",238,752,942,,,,,,,,,,,
27260,MONTANA                  ,LINCOLN,"110,950","69,359","27,095","24,181","17,879",,,,,,,,,,,
27270,MONTANA                  ,MCCONE,"17,075","8,024",829,207,"1,429",,,,,,,,,,,
27280,MONTANA                  ,MADISON,"41,153","22,906",170,"3,727","5,512",,,,,,,,,,,
27290,MONTANA                  ,MEAGHER,"11,465","8,666",619,-118,"-1,744",,,,,,,,,,,
27300,MONTANA                  ,MINERAL,"64,703","55,394","3,796","10,446","14,451",,,,,,,,,,,
27310,MONTANA                  ,MISSOULA,"1,176,845","893,930","39,075","31,566","13,129",,,,,,,,,,,
27320,MONTANA                  ,MUSSELSHELL,"96,951","62,701","2,057","2,198",-84,,,,,,,,,,,
27330,MONTANA                  ,PARK,"89,859","52,660","11,422","14,359","15,484",,,,,,,,,,,
27340,MONTANA                  ,PETROLEUM,"4,489","4,127",0,0,0,,,,,,,,,,,
27350,MONTANA                  ,PHILLIPS,"51,782","35,562",779,"2,657",613,,,,,,,,,,,
27360,MONTANA                  ,PONDERA,"5,909","8,909",71,916,"1,033",,,,,,,,,,,
27370,MONTANA                  ,POWDER RIVER,"12,127","10,456",-368,"-1,301",816,,,,,,,,,,,
27380,MONTANA                  ,POWELL,"68,569","43,059",880,"2,238","2,094",,,,,,,,,,,
27390,MONTANA                  ,PRAIRIE,"18,685","12,707","3,282","2,111",0,,,,,,,,,,,
27400,MONTANA                  ,RAVALLI,"439,261","333,618","27,824","25,782","8,864",,,,,,,,,,,
27410,MONTANA                  ,RICHLAND,"72,424","69,009","3,956","2,789","2,786",,,,,,,,,,,
27420,MONTANA                  ,ROOSEVELT,"102,533","64,604","2,655","1,186","2,737",,,,,,,,,,,
27430,MONTANA                  ,ROSEBUD,"108,287","68,851",-911,"1,301","3,080",,,,,,,,,,,
27440,MONTANA                  ,SANDERS,"111,543","82,319","36,038","10,793","8,071",,,,,,,,,,,
27450,MONTANA                  ,SHERIDAN,"65,976","39,740",-8,271,"-1,213",,,,,,,,,,,
27460,MONTANA                  ,SILVER BOW,"132,181","80,057","16,899","17,498","16,927",,,,,,,,,,,
27470,MONTANA                  ,STILLWATER,"150,133","125,157","5,314","12,437","2,369",,,,,,,,,,,
27480,MONTANA                  ,SWEET GRASS,"38,524","58,092","1,152","1,786","4,086",,,,,,,,,,,
27490,MONTANA                  ,TETON,"11,684","13,783",708,53,"-1,307",,,,,,,,,,,
27500,MONTANA                  ,TOOLE,"3,624","6,118",275,"1,944",849,,,,,,,,,,,
27510,MONTANA                  ,TREASURE,"23,129","5,813","-1,374",0,0,,,,,,,,,,,
27520,MONTANA                  ,VALLEY,"91,486","92,107","3,037","2,025","21,369",,,,,,,,,,,
27530,MONTANA                  ,WHEATLAND,"21,974","25,034",59,72,-282,,,,,,,,,,,
27540,MONTANA                  ,WIBAUX,"13,784","12,926","1,285",-250,0,,,,,,,,,,,
27550,MONTANA                  ,YELLOWSTONE,"2,421,359","1,932,568","24,520","34,731","14,419",,,,,,,,,,,
28000,NEBRASKA                 ,ADAMS,"-266,696","-167,784","-82,037","-203,622","-207,096",,,,,,,,,,,
28010,NEBRASKA                 ,ANTELOPE,"6,455","2,778","-1,245","-8,670","-8,175",,,,,,,,,,,
28020,NEBRASKA                 ,ARTHUR,526,"1,696",-243,"3,086",-585,,,,,,,,,,,
28030,NEBRASKA                 ,BANNER,-759,"-1,179","-1,740",-125,-501,,,,,,,,,,,
28040,NEBRASKA                 ,BLAINE,"1,217","1,880",276,-406,-258,,,,,,,,,,,
28050,NEBRASKA                 ,BOONE,"8,400","6,687","1,490","-2,578","-10,526",,,,,,,,,,,
28060,NEBRASKA                 ,BOX BUTTE,"-6,144","-12,980","-10,094","-18,225","-13,608",,,,,,,,,,,
28070,NEBRASKA                 ,BOYD,"17,150","18,690",-452,"-1,321","-1,935",,,,,,,,,,,
28080,NEBRASKA                 ,BROWN,"5,691","22,839","-1,304","1,044","-1,325",,,,,,,,,,,
28090,NEBRASKA                 ,BUFFALO,"147,286","163,478",723,"-5,940","-8,452",,,,,,,,,,,
28100,NEBRASKA                 ,BURT,"14,005","-7,798","-20,969","-44,240","-13,262",,,,,,,,,,,
28110,NEBRASKA                 ,BUTLER,"-1,023","14,364","4,554",-799,"-14,028",,,,,,,,,,,
28120,NEBRASKA                 ,CASS,"66,320","12,906","-3,802","-93,510","-100,520",,,,,,,,,,,
28130,NEBRASKA                 ,CEDAR,"31,363","8,546","-4,547","-19,731","-8,908",,,,,,,,,,,
28140,NEBRASKA                 ,CHASE,"-5,932","4,506","-7,277","-9,154","-9,349",,,,,,,,,,,
28150,NEBRASKA                 ,CHERRY,"3,410","11,397","1,796","-9,092","-10,802",,,,,,,,,,,
28160,NEBRASKA                 ,CHEYENNE,"-34,207","-29,580","-14,724","-29,583","-27,062",,,,,,,,,,,
28170,NEBRASKA                 ,CLAY,"-43,620","-19,590","-11,562","-36,556","-28,761",,,,,,,,,,,
28180,NEBRASKA                 ,COLFAX,"24,271","3,973","-18,069","-31,632","-26,340",,,,,,,,,,,
28190,NEBRASKA                 ,CUMING,"13,549","-8,968","-9,967","-25,300","-25,270",,,,,,,,,,,
28200,NEBRASKA                 ,CUSTER,"25,315","33,788","1,476","-4,435","-4,895",,,,,,,,,,,
28210,NEBRASKA                 ,DAKOTA,"-7,049","-12,204","-22,364","-56,767","-17,893",,,,,,,,,,,
28220,NEBRASKA                 ,DAWES,"5,682","-7,814","-8,754","-8,272","-4,102",,,,,,,,,,,
28230,NEBRASKA                 ,DAWSON,"39,728","40,455","11,577","-11,265","-19,169",,,,,,,,,,,
28240,NEBRASKA                 ,DEUEL,"-6,337","-7,491","-5,739","2,731","2,168",,,,,,,,,,,
28250,NEBRASKA                 ,DIXON,-271,"4,239","-7,741","-22,946","-6,253",,,,,,,,,,,
28260,NEBRASKA                 ,DODGE,"44,115","-261,957","-329,494","-204,574","-27,315",,,,,,,,,,,
28270,NEBRASKA                 ,DOUGLAS,"1,312,960","149,461","-144,625","-1,815,764","-1,706,336",,,,,,,,,,,
28280,NEBRASKA                 ,DUNDY,"-4,846","-6,818","-6,257","-6,673","-5,863",,,,,,,,,,,
28290,NEBRASKA                 ,FILLMORE,"1,505","5,862","6,888","-4,486","-14,288",,,,,,,,,,,
28300,NEBRASKA                 ,FRANKLIN,"1,021","3,371","-2,259","-9,374","-6,515",,,,,,,,,,,
28310,NEBRASKA                 ,FRONTIER,609,"4,164",317,"-2,540","-3,043",,,,,,,,,,,
28320,NEBRASKA                 ,FURNAS,"11,290","18,961","1,273","-3,661","-9,945",,,,,,,,,,,
28330,NEBRASKA                 ,GAGE,532,"52,091","38,025","-2,580","-47,483",,,,,,,,,,,
28340,NEBRASKA                 ,GARDEN,"-3,870","-6,580","-4,575","-3,649","-3,348",,,,,,,,,,,
28350,NEBRASKA                 ,GARFIELD,"6,437","11,429","1,065","5,635","-1,330",,,,,,,,,,,
28360,NEBRASKA                 ,GOSPER,"2,727","8,015",-220,"-1,030","-3,487",,,,,,,,,,,
28370,NEBRASKA                 ,GRANT,-143,-54,-139,"-2,249",-147,,,,,,,,,,,
28380,NEBRASKA                 ,GREELEY,"5,958","4,524","3,588",-851,-389,,,,,,,,,,,
28390,NEBRASKA                 ,HALL,"146,527","146,509","57,803","135,026","126,911",,,,,,,,,,,
28400,NEBRASKA                 ,HAMILTON,638,"21,106","6,994","8,772","12,010",,,,,,,,,,,
28410,NEBRASKA                 ,HARLAN,"9,996","11,145","1,313","-4,520","-2,601",,,,,,,,,,,
28420,NEBRASKA                 ,HAYES,797,"1,137",101,0,-186,,,,,,,,,,,
28430,NEBRASKA                 ,HITCHCOCK,"4,340","5,244",951,"-4,178","-11,159",,,,,,,,,,,
28440,NEBRASKA                 ,HOLT,"14,628","7,186","-4,855","-25,818","-20,642",,,,,,,,,,,
28450,NEBRASKA                 ,HOOKER,"1,176",329,-89,76,-916,,,,,,,,,,,
28460,NEBRASKA                 ,HOWARD,"13,472","16,185","5,486","19,620","13,540",,,,,,,,,,,
28470,NEBRASKA                 ,JEFFERSON,-313,"13,792","12,822","1,887","-19,948",,,,,,,,,,,
28480,NEBRASKA                 ,JOHNSON,"-3,794","6,430","5,721","4,963","-9,353",,,,,,,,,,,
28490,NEBRASKA                 ,KEARNEY,"8,909","13,277",-452,"-12,516","-5,204",,,,,,,,,,,
28500,NEBRASKA                 ,KEITH,"-16,252","-17,956","-10,232","-14,981","-10,578",,,,,,,,,,,
28510,NEBRASKA                 ,KEYA PAHA,"4,340","2,437",-57,-397,"-1,148",,,,,,,,,,,
28520,NEBRASKA                 ,KIMBALL,"-7,889","-6,540","-9,645","-11,552","-5,290",,,,,,,,,,,
28530,NEBRASKA                 ,KNOX,"37,496","17,950","-5,837","-9,929","-11,797",,,,,,,,,,,
28540,NEBRASKA                 ,LANCASTER,"-90,920","460,375","338,439","16,428","-510,263",,,,,,,,,,,
28550,NEBRASKA                 ,LINCOLN,-800,"14,257","-2,729","-25,764","-42,283",,,,,,,,,,,
28560,NEBRASKA                 ,LOGAN,"1,358",291,-328,-503,-912,,,,,,,,,,,
28570,NEBRASKA                 ,LOUP,"1,605","1,442",200,-341,-650,,,,,,,,,,,
28580,NEBRASKA                 ,MCPHERSON,"-1,158",-432,-42,246,-758,,,,,,,,,,,
28590,NEBRASKA                 ,MADISON,"56,723","31,985","2,541","-34,459","-30,282",,,,,,,,,,,
28600,NEBRASKA                 ,MERRICK,"17,221","16,454","12,892","2,238",-436,,,,,,,,,,,
28610,NEBRASKA                 ,MORRILL,"-7,668","-8,439","-5,166","-8,854","-4,706",,,,,,,,,,,
28620,NEBRASKA                 ,NANCE,"6,419","6,569",173,"-3,409","-1,080",,,,,,,,,,,
28630,NEBRASKA                 ,NEMAHA,"-2,212","11,454","9,444","-6,155","-11,173",,,,,,,,,,,
28640,NEBRASKA                 ,NUCKOLLS,"-18,528","-7,083","1,180","-2,590","-25,870",,,,,,,,,,,
28650,NEBRASKA                 ,OTOE,"6,788","26,798","12,634","-12,867","-30,897",,,,,,,,,,,
28660,NEBRASKA                 ,PAWNEE,"-2,518","7,682","5,027",247,"-13,058",,,,,,,,,,,
28670,NEBRASKA                 ,PERKINS,"-3,705","-5,055","-4,244","-5,571","-6,515",,,,,,,,,,,
28680,NEBRASKA                 ,PHELPS,"14,083","16,771","3,530","-8,535","-15,501",,,,,,,,,,,
28690,NEBRASKA                 ,PIERCE,"10,746","5,552","-7,227","-13,428","-7,899",,,,,,,,,,,
28700,NEBRASKA                 ,PLATTE,"21,429","36,403","8,581","-42,663","-45,859",,,,,,,,,,,
28710,NEBRASKA                 ,POLK,"1,760","6,355","8,117","-5,145","-10,515",,,,,,,,,,,
28720,NEBRASKA                 ,RED WILLOW,"12,117","14,791","-2,687","-6,802","-19,155",,,,,,,,,,,
28730,NEBRASKA                 ,RICHARDSON,"-1,873","7,548","4,493","-11,961","-17,149",,,,,,,,,,,
28740,NEBRASKA                 ,ROCK,"2,299","2,464","1,922","-1,238","-1,321",,,,,,,,,,,
28750,NEBRASKA                 ,SALINE,"-1,566","34,227","23,059","-4,469","-27,249",,,,,,,,,,,
28760,NEBRASKA                 ,SARPY,"270,811","28,136","-33,751","-459,943","-423,138",,,,,,,,,,,
28770,NEBRASKA                 ,SAUNDERS,"20,319","-1,698","-22,295","-41,221","-34,714",,,,,,,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,"-57,378","-52,968","-46,858","-59,663","-65,926",,,,,,,,,,,
28790,NEBRASKA                 ,SEWARD,"-5,248","27,158","13,672",168,"-36,956",,,,,,,,,,,
28800,NEBRASKA                 ,SHERIDAN,"1,488","-7,530","-5,214","-13,534","-2,917",,,,,,,,,,,
28810,NEBRASKA                 ,SHERMAN,"15,866","12,076","2,574","4,922","2,232",,,,,,,,,,,
28820,NEBRASKA                 ,SIOUX,299,"-1,739","-1,083",-963,0,,,,,,,,,,,
28830,NEBRASKA                 ,STANTON,"8,473","1,361","1,064","-6,670","-4,186",,,,,,,,,,,
28840,NEBRASKA                 ,THAYER,"-8,263","5,555","4,536","-6,642","-16,083",,,,,,,,,,,
28850,NEBRASKA                 ,THOMAS,-103,369,150,-891,12,,,,,,,,,,,
28860,NEBRASKA                 ,THURSTON,523,"-8,332","-12,830","-16,613","-6,346",,,,,,,,,,,
28870,NEBRASKA                 ,VALLEY,"16,549","13,062","2,348","1,009","1,207",,,,,,,,,,,
28880,NEBRASKA                 ,WASHINGTON,"36,241","-13,097","-23,638","-69,467","-63,673",,,,,,,,,,,
28890,NEBRASKA                 ,WAYNE,"1,847","-1,276","-7,665","-19,517","-10,343",,,,,,,,,,,
28900,NEBRASKA                 ,WEBSTER,"-28,281","-14,624","-7,063","-22,380","-31,063",,,,,,,,,,,
28910,NEBRASKA                 ,WHEELER,"1,314","2,813","1,577",305,-419,,,,,,,,,,,
28920,NEBRASKA                 ,YORK,"-8,989","16,527","16,412","-2,542","-23,028",,,,,,,,,,,
29000,NEVADA                   ,CHURCHILL,"288,362","361,047","325,564","302,117","291,513",,,,,,,,,,,
29010,NEVADA                   ,CLARK,"-2,916,840","-5,802,582","-4,654,181","-3,571,018","-2,332,728",,,,,,,,,,,
29020,NEVADA                   ,DOUGLAS,"294,774","318,466","264,823","254,005","217,199",,,,,,,,,,,
29030,NEVADA                   ,ELKO,"127,695","85,224","127,023","105,208","142,718",,,,,,,,,,,
29040,NEVADA                   ,ESMERALDA,"5,032","4,825","11,098","12,284","1,822",,,,,,,,,,,
29050,NEVADA                   ,EUREKA,"7,682","13,155","16,644","6,449","6,618",,,,,,,,,,,
29060,NEVADA                   ,HUMBOLDT,"139,704","154,814","163,414","125,972","97,362",,,,,,,,,,,
29070,NEVADA                   ,LANDER,"29,108","36,904","28,376","26,126","50,667",,,,,,,,,,,
29080,NEVADA                   ,LINCOLN,"-19,305","-37,755","-66,737","-58,655","-39,287",,,,,,,,,,,
29090,NEVADA                   ,LYON,"481,446","568,998","559,400","411,924","461,651",,,,,,,,,,,
29100,NEVADA                   ,MINERAL,"64,651","60,010","56,259","65,383","77,573",,,,,,,,,,,
29110,NEVADA                   ,NYE,"-56,359","-180,259","-150,479","-117,172","-46,810",,,,,,,,,,,
29120,NEVADA                   ,CARSON CITY,"371,917","376,144","392,731","313,279","298,112",,,,,,,,,,,
29130,NEVADA                   ,PERSHING,"61,648","53,393","60,238","41,782","47,083",,,,,,,,,,,
29140,NEVADA                   ,STOREY,"8,201","20,155","5,186","14,851","3,204",,,,,,,,,,,
29150,NEVADA                   ,WASHOE,"4,852,407","5,300,308","4,663,209","4,601,596","4,585,901",,,,,,,,,,,
29160,NEVADA                   ,WHITE PINE,"23,363","28,985","33,691","26,523","44,608",,,,,,,,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"452,440","382,374","183,101","15,323",160,,,,,,,,,,,
30010,NEW HAMPSHIRE            ,CARROLL,"354,029","346,978","363,663","133,511","29,756",,,,,,,,,,,
30020,NEW HAMPSHIRE            ,CHESHIRE,"338,445","328,823","266,636","111,858","48,348",,,,,,,,,,,
30030,NEW HAMPSHIRE            ,COOS,"111,297","101,584","60,845","25,401","-2,680",,,,,,,,,,,
30040,NEW HAMPSHIRE            ,GRAFTON,"176,079","164,735","124,296","19,471","23,481",,,,,,,,,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"3,911,653","3,646,415","3,270,854","1,546,731","-365,383",,,,,,,,,,,
30060,NEW HAMPSHIRE            ,MERRIMACK,"680,717","1,071,525","381,513","166,357","-134,650",,,,,,,,,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"6,116,858","6,162,936","5,021,687","2,000,713","219,291",,,,,,,,,,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"952,756","1,285,258","618,189","287,870","-20,435",,,,,,,,,,,
30090,NEW HAMPSHIRE            ,SULLIVAN,"61,755","37,248","34,919","-4,818",-558,,,,,,,,,,,
31000,NEW JERSEY               ,ATLANTIC,"1,047,156","3,333,650","4,414,533","4,929,397","-1,221,439",,,,,,,,,,,
31100,NEW JERSEY               ,BERGEN,"-165,954","-1,653,267","-3,267,027","-2,914,387","-293,619",,,,,,,,,,,
31150,NEW JERSEY               ,BURLINGTON,"-390,826","31,217","2,775,189","8,061,564","2,563,349",,,,,,,,,,,
31160,NEW JERSEY               ,CAMDEN,"-1,274,810","-1,200,246","2,283,164","8,630,941","2,082,953",,,,,,,,,,,
31180,NEW JERSEY               ,CAPE MAY,"-445,739","479,632","1,043,110","1,909,383","243,911",,,,,,,,,,,
31190,NEW JERSEY               ,CUMBERLAND,"423,099","584,574","1,369,348","2,794,757","1,445,904",,,,,,,,,,,
31200,NEW JERSEY               ,ESSEX,"571,681","364,011","-569,104","97,002","1,855,891",,,,,,,,,,,
31220,NEW JERSEY               ,GLOUCESTER,"-592,162","-560,297","1,133,880","4,001,041","1,135,477",,,,,,,,,,,
31230,NEW JERSEY               ,HUDSON,"159,949","-604,292","-1,471,303","-1,143,507","72,255",,,,,,,,,,,
31250,NEW JERSEY               ,HUNTERDON,"-579,000","-370,063","-55,023","368,280","496,672",,,,,,,,,,,
31260,NEW JERSEY               ,MERCER,"1,279,565","2,021,916","5,597,451","10,472,803","4,798,292",,,,,,,,,,,
31270,NEW JERSEY               ,MIDDLESEX,"6,363,643","6,080,349","5,584,438","7,545,299","7,776,558",,,,,,,,,,,
31290,NEW JERSEY               ,MONMOUTH,"20,538,322","19,648,092","21,521,795","25,683,018","22,077,236",,,,,,,,,,,
