AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"-1,388,139","-2,464,232","-2,331,113","-1,952,629","-1,722,691",,,,,,,,,,,
14100,ILLINOIS                 ,CHRISTIAN,"-155,916","-226,432","-18,252","76,365","-60,363",,,,,,,,,,,
14110,ILLINOIS                 ,CLARK,"61,030","61,262","103,147","94,563","35,363",,,,,,,,,,,
14120,ILLINOIS                 ,CLAY,"13,116","18,000","52,420","28,627","-3,631",,,,,,,,,,,
14130,ILLINOIS                 ,CLINTON,"-126,563","-126,095","-104,462","-131,994","-165,916",,,,,,,,,,,
14140,ILLINOIS                 ,COLES,"-167,962","-322,407","-274,112","-197,119","-209,788",,,,,,,,,,,
14141,ILLINOIS                 ,COOK,"2,074,438","-12,771,981","-21,019,217","-14,530,632","-6,445,791",,,,,,,,,,,
14150,ILLINOIS                 ,CRAWFORD,"19,762","38,096","34,487","35,159","7,641",,,,,,,,,,,
14160,ILLINOIS                 ,CUMBERLAND,"-3,019","-27,633","-17,228","-5,648","-37,849",,,,,,,,,,,
14170,ILLINOIS                 ,DEKALB,"-196,358","-426,308","-526,471","-464,600","-261,725",,,,,,,,,,,
14180,ILLINOIS                 ,DE WITT,"-118,147","-154,441","-133,227","-74,381","-76,132",,,,,,,,,,,
14190,ILLINOIS                 ,DOUGLAS,"-141,791","-211,672","-235,925","-190,136","-214,757",,,,,,,,,,,
14250,ILLINOIS                 ,DUPAGE,"-660,536","-2,714,221","-4,185,676","-3,562,935","-1,964,413",,,,,,,,,,,
14310,ILLINOIS                 ,EDGAR,"-29,919","8,807","22,499","-5,415","-43,651",,,,,,,,,,,
14320,ILLINOIS                 ,EDWARDS,"5,418","14,431","18,840","-2,039","13,641",,,,,,,,,,,
14330,ILLINOIS                 ,EFFINGHAM,"60,633","62,260","118,301","88,624","-77,950",,,,,,,,,,,
14340,ILLINOIS                 ,FAYETTE,"2,197","2,276","63,326","48,689","-24,169",,,,,,,,,,,
14350,ILLINOIS                 ,FORD,"-116,830","-227,265","-194,092","-178,420","-131,264",,,,,,,,,,,
14360,ILLINOIS                 ,FRANKLIN,"-129,560","-58,795","32,570","-7,205","-70,414",,,,,,,,,,,
14370,ILLINOIS                 ,FULTON,"-168,500","-210,427","-159,283","-40,689","8,047",,,,,,,,,,,
14380,ILLINOIS                 ,GALLATIN,"-9,293",-431,"12,703","-1,037","6,644",,,,,,,,,,,
14390,ILLINOIS                 ,GREENE,"-47,444","-52,714","2,996","5,929","-41,156",,,,,,,,,,,
14400,ILLINOIS                 ,GRUNDY,"-70,408","-198,197","-278,122","-258,993","-153,814",,,,,,,,,,,
14410,ILLINOIS                 ,HAMILTON,"22,219","35,016","24,679","11,050","8,998",,,,,,,,,,,
14420,ILLINOIS                 ,HANCOCK,"-20,682","-11,138","-20,456","-33,073","-16,202",,,,,,,,,,,
14421,ILLINOIS                 ,HARDIN,"2,681","1,377","1,014",269,"-3,148",,,,,,,,,,,
14440,ILLINOIS                 ,HENDERSON,"62,914","56,659","19,841","-13,414","-10,657",,,,,,,,,,,
14450,ILLINOIS                 ,HENRY,"477,822","423,713","379,519","268,344","275,004",,,,,,,,,,,
14460,ILLINOIS                 ,IROQUOIS,"-146,624","-286,938","-296,417","-219,908","-177,267",,,,,,,,,,,
14470,ILLINOIS                 ,JACKSON,"-380,880","-293,085","1,099","-31,107","-63,719",,,,,,,,,,,
14480,ILLINOIS                 ,JASPER,"15,497","9,825","21,847","23,232","-17,118",,,,,,,,,,,
14490,ILLINOIS                 ,JEFFERSON,"188,583","198,063","181,560","106,031","-10,208",,,,,,,,,,,
14500,ILLINOIS                 ,JERSEY,"-31,847","-61,606","-50,776","-124,952","-134,938",,,,,,,,,,,
14510,ILLINOIS                 ,JO DAVIESS,"-52,750","-2,612","33,707","54,240","92,766",,,,,,,,,,,
14520,ILLINOIS                 ,JOHNSON,"-6,875","9,006","-15,611","-10,618","-16,058",,,,,,,,,,,
14530,ILLINOIS                 ,KANE,"-573,327","-1,497,301","-2,250,225","-2,075,859","-1,211,704",,,,,,,,,,,
14540,ILLINOIS                 ,KANKAKEE,"-469,710","-601,582","-866,844","-518,940","-400,850",,,,,,,,,,,
14550,ILLINOIS                 ,KENDALL,"-51,369","-155,335","-238,611","-238,066","-124,945",,,,,,,,,,,
14560,ILLINOIS                 ,KNOX,"149,290","14,558","228,323","416,067","256,999",,,,,,,,,,,
14570,ILLINOIS                 ,LAKE,"-263,195","-1,645,952","-3,200,029","-1,552,118","-1,214,564",,,,,,,,,,,
14580,ILLINOIS                 ,LA SALLE,"-908,983","-926,197","-609,211","-467,534","-188,920",,,,,,,,,,,
14590,ILLINOIS                 ,LAWRENCE,"6,822","33,463","40,587","16,796","11,208",,,,,,,,,,,
14600,ILLINOIS                 ,LEE,"-64,677","-174,386","-186,268","-187,037","-130,940",,,,,,,,,,,
14610,ILLINOIS                 ,LIVINGSTON,"-159,400","-202,219","-193,024","-183,069","-94,256",,,,,,,,,,,
14620,ILLINOIS                 ,LOGAN,"-130,329","-161,496","7,637","60,646","-45,666",,,,,,,,,,,
14630,ILLINOIS                 ,MCDONOUGH,"-58,415","-67,521","5,563","18,494","10,532",,,,,,,,,,,
14640,ILLINOIS                 ,MCHENRY,"-128,110","-890,916","-1,462,442","-1,022,770","-554,419",,,,,,,,,,,
14650,ILLINOIS                 ,MCLEAN,"-809,946","-892,557","-876,754","-862,558","-455,231",,,,,,,,,,,
14660,ILLINOIS                 ,MACON,"-549,983","-1,335,130","-1,152,708","-386,979","-270,984",,,,,,,,,,,
14670,ILLINOIS                 ,MACOUPIN,"-60,013","-122,845","125,718","123,986","-93,573",,,,,,,,,,,
14680,ILLINOIS                 ,MADISON,"1,051,797","722,613","762,962","273,303","-310,019",,,,,,,,,,,
14690,ILLINOIS                 ,MARION,"316,345","358,014","362,662","245,263","9,747",,,,,,,,,,,
14700,ILLINOIS                 ,MARSHALL,"-170,970","-195,387","-112,681","-55,041","-3,353",,,,,,,,,,,
14710,ILLINOIS                 ,MASON,"-123,625","-162,817","-89,832","2,291","-17,558",,,,,,,,,,,
14720,ILLINOIS                 ,MASSAC,"33,464","38,500","-19,264",62,"-14,270",,,,,,,,,,,
14730,ILLINOIS                 ,MENARD,"-65,635","-89,358","31,179","42,939","-25,958",,,,,,,,,,,
14740,ILLINOIS                 ,MERCER,"225,181","317,855","232,241","135,544","130,402",,,,,,,,,,,
14750,ILLINOIS                 ,MONROE,"106,074","81,571","77,623","32,388","-35,476",,,,,,,,,,,
14760,ILLINOIS                 ,MONTGOMERY,"-81,875","-134,308","55,401","73,949","-47,919",,,,,,,,,,,
14770,ILLINOIS                 ,MORGAN,"-98,298","-135,608","37,952","83,108","-46,990",,,,,,,,,,,
14780,ILLINOIS                 ,MOULTRIE,"-53,100","-226,285","-199,633","-110,499","-12,588",,,,,,,,,,,
14790,ILLINOIS                 ,OGLE,"-123,130","-305,581","-237,583","-184,403","-95,911",,,,,,,,,,,
14800,ILLINOIS                 ,PEORIA,"-1,575,517","-2,062,466","-1,681,712","-675,453","-32,355",,,,,,,,,,,
14810,ILLINOIS                 ,PERRY,"-81,954","-70,647","18,116","-6,715","-27,551",,,,,,,,,,,
14820,ILLINOIS                 ,PIATT,"-122,011","-298,455","-252,774","-180,093","-167,551",,,,,,,,,,,
14830,ILLINOIS                 ,PIKE,"-27,616","-34,394","18,646","17,921","-12,707",,,,,,,,,,,
14831,ILLINOIS                 ,POPE,"6,574","8,512","-5,731",151,"-3,094",,,,,,,,,,,
14850,ILLINOIS                 ,PULASKI,"23,160","9,840","19,182","6,807","-8,682",,,,,,,,,,,
14860,ILLINOIS                 ,PUTNAM,"-164,393","-161,777","-34,495","-22,146","-7,393",,,,,,,,,,,
14870,ILLINOIS                 ,RANDOLPH,"97,981","65,359","87,766","14,394","-46,258",,,,,,,,,,,
14880,ILLINOIS                 ,RICHLAND,"-8,591","10,188","15,427","-2,723","-21,070",,,,,,,,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"3,217,582","3,740,639","3,174,522","1,588,406","1,530,094",,,,,,,,,,,
14900,ILLINOIS                 ,ST. CLAIR,"948,295","650,968","691,099","265,732","-288,429",,,,,,,,,,,
14910,ILLINOIS                 ,SALINE,"-51,379","-42,272","25,561","-6,216","12,167",,,,,,,,,,,
14920,ILLINOIS                 ,SANGAMON,"-950,158","-1,328,471","438,357","694,591","-372,092",,,,,,,,,,,
14921,ILLINOIS                 ,SCHUYLER,"-32,402","-29,988","12,380","13,254","-9,673",,,,,,,,,,,
14940,ILLINOIS                 ,SCOTT,"-15,142","-18,966","5,538","15,604","-6,851",,,,,,,,,,,
14950,ILLINOIS                 ,SHELBY,"-72,221","-145,011","-60,389","-3,633","-43,583",,,,,,,,,,,
14960,ILLINOIS                 ,STARK,"-63,541","-82,955","-53,982","-23,651","-1,678",,,,,,,,,,,
14970,ILLINOIS                 ,STEPHENSON,"-55,825","-204,860","-78,625","10,097","104,583",,,,,,,,,,,
14980,ILLINOIS                 ,TAZEWELL,"-1,456,685","-1,780,073","-1,476,844","-583,641","-47,380",,,,,,,,,,,
14981,ILLINOIS                 ,UNION,"-21,846","-48,435","36,581","7,919","-18,968",,,,,,,,,,,
14982,ILLINOIS                 ,VERMILION,"-14,860","84,103","-656,144","-636,745","-668,512",,,,,,,,,,,
14983,ILLINOIS                 ,WABASH,"15,672","14,560","24,007","6,061","24,182",,,,,,,,,,,
14984,ILLINOIS                 ,WARREN,"38,410","17,411","62,358","94,271","69,998",,,,,,,,,,,
14985,ILLINOIS                 ,WASHINGTON,"63,383","55,421","50,077","29,975","-14,551",,,,,,,,,,,
14986,ILLINOIS                 ,WAYNE,"47,938","45,304","50,972","28,142","20,456",,,,,,,,,,,
14987,ILLINOIS                 ,WHITE,"35,926","43,915","77,741","19,184","62,316",,,,,,,,,,,
14988,ILLINOIS                 ,WHITESIDE,"1,126,374","1,197,206","897,512","299,005","319,421",,,,,,,,,,,
14989,ILLINOIS                 ,WILL,"-462,835","-1,840,509","-2,831,332","-2,540,483","-1,375,477",,,,,,,,,,,
14990,ILLINOIS                 ,WILLIAMSON,"-209,708","-132,716","-22,523","-88,799","-128,950",,,,,,,,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-986,338","-2,025,902","-1,524,183","-899,775","-332,671",,,,,,,,,,,
14992,ILLINOIS                 ,WOODFORD,"-235,208","-288,957","-277,548","-139,245","-45,199",,,,,,,,,,,
15000,INDIANA                  ,ADAMS,"90,950","83,959","18,860","1,025","-9,036",,,,,,,,,,,
15010,INDIANA                  ,ALLEN,"1,433,606","1,117,909","264,222","-18,876","-109,231",,,,,,,,,,,
15020,INDIANA                  ,BARTHOLOMEW,"289,726","599,201","683,028","689,892","324,004",,,,,,,,,,,
15030,INDIANA                  ,BENTON,"73,072","96,123","48,260","54,128","29,398",,,,,,,,,,,
15040,INDIANA                  ,BLACKFORD,"244,748","311,771","307,231","245,067","165,196",,,,,,,,,,,
15050,INDIANA                  ,BOONE,"279,480","441,482","480,098","402,224","171,397",,,,,,,,,,,
15060,INDIANA                  ,BROWN,"42,528","39,989","62,570","73,108","38,630",,,,,,,,,,,
15070,INDIANA                  ,CARROLL,"132,360","125,930","103,060","93,399","62,177",,,,,,,,,,,
15080,INDIANA                  ,CASS,"80,420","143,544","165,200","159,251","107,776",,,,,,,,,,,
15090,INDIANA                  ,CLARK,"-1,597,003","-1,015,548","-797,249","-776,987","-601,945",,,,,,,,,,,
15100,INDIANA                  ,CLAY,"102,321","176,673","215,508","196,907","75,952",,,,,,,,,,,
15110,INDIANA                  ,CLINTON,"196,019","256,371","256,878","203,385","101,707",,,,,,,,,,,
15120,INDIANA                  ,CRAWFORD,"-103,797","-50,937","-38,079","-29,642","-36,997",,,,,,,,,,,
15130,INDIANA                  ,DAVIESS,"-29,771","-4,879","63,410","-33,272","32,626",,,,,,,,,,,
15140,INDIANA                  ,DEARBORN,"-224,295","-180,666","-245,355","-71,449","-44,265",,,,,,,,,,,
15150,INDIANA                  ,DECATUR,"87,724","155,738","150,550","177,091","70,671",,,,,,,,,,,
15160,INDIANA                  ,DE KALB,"28,998","25,998","2,880","-43,401","-14,254",,,,,,,,,,,
15170,INDIANA                  ,DELAWARE,"3,106,945","3,118,459","3,286,740","3,098,708","2,072,153",,,,,,,,,,,
15180,INDIANA                  ,DUBOIS,"16,065","21,100","124,936","18,492","103,608",,,,,,,,,,,
15190,INDIANA                  ,ELKHART,"-1,818,980","-1,541,445","-1,425,484","-1,031,144","-864,387",,,,,,,,,,,
15200,INDIANA                  ,FAYETTE,"-20,098","-75,404","-224,859","-218,657","-165,877",,,,,,,,,,,
15210,INDIANA                  ,FLOYD,"-1,047,839","-646,495","-532,249","-505,847","-371,968",,,,,,,,,,,
15220,INDIANA                  ,FOUNTAIN,"145,862","191,783","122,156","87,805","28,375",,,,,,,,,,,
15230,INDIANA                  ,FRANKLIN,"-50,669","-36,996","-72,566","-18,263","-15,811",,,,,,,,,,,
15240,INDIANA                  ,FULTON,"-24,482","-17,622","-30,189","-3,108","-19,228",,,,,,,,,,,
15250,INDIANA                  ,GIBSON,"43,990","60,225","103,676","40,730","109,655",,,,,,,,,,,
15260,INDIANA                  ,GRANT,"339,302","328,344","340,324","335,505","187,228",,,,,,,,,,,
15270,INDIANA                  ,GREENE,"115,820","181,652","200,716","209,824","95,101",,,,,,,,,,,
15280,INDIANA                  ,HAMILTON,"799,330","1,236,088","1,486,859","1,356,810","648,832",,,,,,,,,,,
15290,INDIANA                  ,HANCOCK,"361,870","566,660","640,526","545,243","260,093",,,,,,,,,,,
15300,INDIANA                  ,HARRISON,"-422,112","-265,362","-212,009","-210,716","-168,498",,,,,,,,,,,
15310,INDIANA                  ,HENDRICKS,"644,509","932,491","1,187,516","995,895","438,122",,,,,,,,,,,
15320,INDIANA                  ,HENRY,"579,173","741,128","764,996","737,799","444,770",,,,,,,,,,,
15330,INDIANA                  ,HOWARD,"-532,414","-587,114","266,529","347,337","499,146",,,,,,,,,,,
15340,INDIANA                  ,HUNTINGTON,"218,288","161,912","66,136","1,520","-16,661",,,,,,,,,,,
15350,INDIANA                  ,JACKSON,"-464,239","-305,528","-358,202","-378,673","-267,954",,,,,,,,,,,
15360,INDIANA                  ,JASPER,"-37,887","85,039","55,558","47,072","-8,656",,,,,,,,,,,
15370,INDIANA                  ,JAY,"282,516","303,574","306,324","305,140","178,970",,,,,,,,,,,
15380,INDIANA                  ,JEFFERSON,"-344,146","-193,018","-76,407","-87,806","-81,955",,,,,,,,,,,
15390,INDIANA                  ,JENNINGS,"-22,632","51,731","74,837","73,605","20,365",,,,,,,,,,,
15400,INDIANA                  ,JOHNSON,"720,918","1,147,222","1,226,975","1,115,930","508,736",,,,,,,,,,,
15410,INDIANA                  ,KNOX,"28,476","131,161","99,888","48,337","65,762",,,,,,,,,,,
15420,INDIANA                  ,KOSCIUSKO,"-232,383","-196,858","-303,480","-269,312","-271,780",,,,,,,,,,,
15430,INDIANA                  ,LAGRANGE,"2,099","12,406","-33,089","-32,842","-19,899",,,,,,,,,,,
15440,INDIANA                  ,LAKE,"-667,146","-1,937,219","-2,012,028","-2,073,589","-1,630,764",,,,,,,,,,,
15450,INDIANA                  ,LA PORTE,"-150,135","21,707","-152,731","12,492","-30,628",,,,,,,,,,,
15460,INDIANA                  ,LAWRENCE,"97,846","188,988","235,893","244,831","115,379",,,,,,,,,,,
15470,INDIANA                  ,MADISON,"1,668,873","2,074,250","2,439,092","2,203,916","1,371,321",,,,,,,,,,,
15480,INDIANA                  ,MARION,"4,955,384","7,456,483","8,496,698","7,522,605","3,317,753",,,,,,,,,,,
15490,INDIANA                  ,MARSHALL,"-356,858","-308,516","-347,308","-215,731","-218,188",,,,,,,,,,,
15500,INDIANA                  ,MARTIN,296,"30,259","42,686","23,482","28,146",,,,,,,,,,,
15510,INDIANA                  ,MIAMI,"16,897","118,453","145,209","119,630","75,523",,,,,,,,,,,
15520,INDIANA                  ,MONROE,"304,106","477,064","564,677","590,693","300,064",,,,,,,,,,,
15530,INDIANA                  ,MONTGOMERY,"177,785","291,197","272,913","231,838","125,892",,,,,,,,,,,
15540,INDIANA                  ,MORGAN,"391,315","620,272","758,070","663,990","307,015",,,,,,,,,,,
15550,INDIANA                  ,NEWTON,"36,930","22,555","15,125","2,475","19,241",,,,,,,,,,,
15560,INDIANA                  ,NOBLE,"40,470","60,074","-9,769","-28,349","27,087",,,,,,,,,,,
15570,INDIANA                  ,OHIO,"-49,637","-26,491","-24,602","-10,288","-8,257",,,,,,,,,,,
15580,INDIANA                  ,ORANGE,"-10,157","19,283","51,726","39,385","24,552",,,,,,,,,,,
15590,INDIANA                  ,OWEN,"75,890","110,111","151,377","131,876","55,750",,,,,,,,,,,
15600,INDIANA                  ,PARKE,"77,661","130,208","141,518","115,461","45,214",,,,,,,,,,,
15610,INDIANA                  ,PERRY,"-13,788","16,086","28,615",-534,"34,001",,,,,,,,,,,
15620,INDIANA                  ,PIKE,"5,894","16,665","51,726","3,113","42,746",,,,,,,,,,,
15630,INDIANA                  ,PORTER,"-1,131,687","424,681","527,836","457,136","97,412",,,,,,,,,,,
15640,INDIANA                  ,POSEY,"29,643","56,142","86,662","14,386","88,421",,,,,,,,,,,
15650,INDIANA                  ,PULASKI,"12,797","43,104","41,886","43,228","19,777",,,,,,,,,,,
15660,INDIANA                  ,PUTNAM,"134,566","237,731","272,812","230,662","105,256",,,,,,,,,,,
15670,INDIANA                  ,RANDOLPH,"313,072","339,997","356,358","338,909","249,497",,,,,,,,,,,
15680,INDIANA                  ,RIPLEY,"-82,549","-20,962","-25,964","23,206","-6,487",,,,,,,,,,,
15690,INDIANA                  ,RUSH,"90,626","152,836","171,989","148,563","60,399",,,,,,,,,,,
15700,INDIANA                  ,ST. JOSEPH,"-3,022,590","-2,674,321","-2,900,217","-1,307,972","-1,380,164",,,,,,,,,,,
15710,INDIANA                  ,SCOTT,"-318,842","-185,204","-137,849","-148,344","-121,022",,,,,,,,,,,
15720,INDIANA                  ,SHELBY,"267,634","457,216","492,600","483,006","185,459",,,,,,,,,,,
15730,INDIANA                  ,SPENCER,"10,687","33,474","45,711","6,192","58,294",,,,,,,,,,,
15740,INDIANA                  ,STARKE,"-90,682","18,062","18,736","61,022","21,578",,,,,,,,,,,
15750,INDIANA                  ,STEUBEN,"116,706","110,402","16,918",-766,"-7,063",,,,,,,,,,,
15760,INDIANA                  ,SULLIVAN,"52,193","83,638","77,728","92,089","24,503",,,,,,,,,,,
15770,INDIANA                  ,SWITZERLAND,"-88,552","-53,873","-45,595","-14,038","-17,767",,,,,,,,,,,
15780,INDIANA                  ,TIPPECANOE,"927,320","1,090,885","764,846","633,003","378,471",,,,,,,,,,,
15790,INDIANA                  ,TIPTON,"42,816","53,508","101,386","79,310","49,014",,,,,,,,,,,
15800,INDIANA                  ,UNION,"-16,840","-9,412","-14,661","-7,956",-736,,,,,,,,,,,
15810,INDIANA                  ,VANDERBURGH,"274,155","402,125","578,229","130,985","584,666",,,,,,,,,,,
15820,INDIANA                  ,VERMILLION,"78,477","120,389","113,844","118,992","40,225",,,,,,,,,,,
15830,INDIANA                  ,VIGO,"546,256","744,292","844,487","787,617","353,407",,,,,,,,,,,
15840,INDIANA                  ,WABASH,"86,748","113,986","20,895","10,373","-25,422",,,,,,,,,,,
15850,INDIANA                  ,WARREN,"41,417","59,217","25,610","37,627","13,521",,,,,,,,,,,
15860,INDIANA                  ,WARRICK,"79,872","116,289","163,897","40,153","166,751",,,,,,,,,,,
15870,INDIANA                  ,WASHINGTON,"-244,669","-158,397","-139,064","-130,933","-98,199",,,,,,,,,,,
15880,INDIANA                  ,WAYNE,"85,527","87,112","108,747","122,845","52,809",,,,,,,,,,,
15890,INDIANA                  ,WELLS,"158,162","129,885","33,344","13,001","-12,823",,,,,,,,,,,
15900,INDIANA                  ,WHITE,"198,323","249,286","164,286","137,689","79,898",,,,,,,,,,,
15910,INDIANA                  ,WHITLEY,"124,641","120,319","28,763","-8,509","-1,686",,,,,,,,,,,
16000,IOWA                     ,ADAIR,"-41,636","-47,260","-55,385","-60,272","-48,570",,,,,,,,,,,
16010,IOWA                     ,ADAMS,"3,725","-13,800","-11,837","-25,082","-30,862",,,,,,,,,,,
16020,IOWA                     ,ALLAMAKEE,"-33,277","-38,914","-28,590","-25,630","-57,115",,,,,,,,,,,
16030,IOWA                     ,APPANOOSE,"-49,983","-74,235","-72,430","-83,107","-67,532",,,,,,,,,,,
16040,IOWA                     ,AUDUBON,"-15,036","-13,571","-23,182","-44,369","-30,398",,,,,,,,,,,
16050,IOWA                     ,BENTON,"-92,841","-72,175","-35,809","-48,421","-39,754",,,,,,,,,,,
16060,IOWA                     ,BLACK HAWK,"-386,559","-108,028","418,460","190,088","217,344",,,,,,,,,,,
16070,IOWA                     ,BOONE,"-96,715","-132,694","-222,296","-242,249","-109,734",,,,,,,,,,,
16080,IOWA                     ,BREMER,"-40,850","11,487","97,027","48,225","31,443",,,,,,,,,,,
16090,IOWA                     ,BUCHANAN,"-42,282","-28,144","31,823","13,596","17,815",,,,,,,,,,,
16100,IOWA                     ,BUENA VISTA,"-17,400","-1,402","-16,396","1,019","-4,439",,,,,,,,,,,
16110,IOWA                     ,BUTLER,"-35,736","-7,556","46,734","24,122","26,664",,,,,,,,,,,
16120,IOWA                     ,CALHOUN,"3,729","-31,078","-19,775","-40,654","-29,344",,,,,,,,,,,
16130,IOWA                     ,CARROLL,"-39,778","-52,254","-45,249","-94,170","-70,604",,,,,,,,,,,
16140,IOWA                     ,CASS,"4,922","-20,649","-36,662","-81,918","-72,145",,,,,,,,,,,
16150,IOWA                     ,CEDAR,"83,776","80,704","41,507","-29,738","-4,738",,,,,,,,,,,
16160,IOWA                     ,CERRO GORDO,"43,098","54,487","59,647","96,360","50,521",,,,,,,,,,,
16170,IOWA                     ,CHEROKEE,"20,240","2,015","-18,564","-42,786","-5,222",,,,,,,,,,,
16180,IOWA                     ,CHICKASAW,"20,260","27,440","86,949","61,759","51,444",,,,,,,,,,,
16190,IOWA                     ,CLARKE,"-50,057","-54,674","-64,274","-73,221","-50,481",,,,,,,,,,,
16200,IOWA                     ,CLAY,"-65,297","2,010","-45,199","-28,743","23,200",,,,,,,,,,,
16210,IOWA                     ,CLAYTON,"-14,175","-11,589","11,990","-5,131","-11,203",,,,,,,,,,,
16220,IOWA                     ,CLINTON,"325,460","457,337","270,447","123,844","145,414",,,,,,,,,,,
16230,IOWA                     ,CRAWFORD,"29,251","2,038","-18,381","-66,764","-57,226",,,,,,,,,,,
16240,IOWA                     ,DALLAS,"-236,850","-281,989","-290,869","-311,620","-225,430",,,,,,,,,,,
16250,IOWA                     ,DAVIS,"-14,684","-16,713","-22,052","-35,616","-22,804",,,,,,,,,,,
16260,IOWA                     ,DECATUR,"-45,085","-69,259","-62,540","-78,163","-56,569",,,,,,,,,,,
16270,IOWA                     ,DELAWARE,"-36,322","-19,969","-5,488","-17,538","-9,801",,,,,,,,,,,
16280,IOWA                     ,DES MOINES,"507,037","445,161","117,628","-246,996","-137,341",,,,,,,,,,,
16290,IOWA                     ,DICKINSON,"11,278","60,628","-28,362","-20,279","20,840",,,,,,,,,,,
16300,IOWA                     ,DUBUQUE,"-182,593","202,638","302,460","279,681","404,607",,,,,,,,,,,
16310,IOWA                     ,EMMET,"46,340","62,825","3,952","24,593","8,854",,,,,,,,,,,
16320,IOWA                     ,FAYETTE,"-26,882","-13,274","41,719","18,672","-10,763",,,,,,,,,,,
16330,IOWA                     ,FLOYD,"27,621","48,570","52,399","62,013","73,884",,,,,,,,,,,
16340,IOWA                     ,FRANKLIN,"4,658","1,762","6,822","21,631","5,383",,,,,,,,,,,
16350,IOWA                     ,FREMONT,"31,699","6,133","1,156","-31,633","-35,429",,,,,,,,,,,
16360,IOWA                     ,GREENE,"-33,121","-37,298","-65,169","-66,058","-34,403",,,,,,,,,,,
16370,IOWA                     ,GRUNDY,"-29,003","-16,187","23,071","-2,271","18,832",,,,,,,,,,,
16380,IOWA                     ,GUTHRIE,"-82,897","-89,720","-80,238","-119,938","-61,167",,,,,,,,,,,
16390,IOWA                     ,HAMILTON,"-24,483","-78,388","-109,787","-106,666","-65,722",,,,,,,,,,,
16400,IOWA                     ,HANCOCK,"24,000","11,655","23,158","39,259","5,554",,,,,,,,,,,
16410,IOWA                     ,HARDIN,"-55,309","-70,783","-115,479","-132,621","-49,681",,,,,,,,,,,
16420,IOWA                     ,HARRISON,"50,311","3,876","-10,667","-89,658","-61,967",,,,,,,,,,,
16430,IOWA                     ,HENRY,"97,450","71,131","15,447","-91,149","-63,249",,,,,,,,,,,
16440,IOWA                     ,HOWARD,"8,207","7,928","50,161","53,131","36,338",,,,,,,,,,,
16450,IOWA                     ,HUMBOLDT,"-9,045","-10,092","-14,163","-31,030","-22,226",,,,,,,,,,,
16460,IOWA                     ,IDA,"5,149","6,761","-16,369","-30,231","-8,782",,,,,,,,,,,
16470,IOWA                     ,IOWA,"30,158","10,750","-6,176","-74,901","-52,640",,,,,,,,,,,
16480,IOWA                     ,JACKSON,"51,455","140,560","113,967","51,086","78,183",,,,,,,,,,,
16490,IOWA                     ,JASPER,"-184,632","-101,492","-128,344","-215,337","-36,953",,,,,,,,,,,
16500,IOWA                     ,JEFFERSON,"53,345","26,037","5,630","-52,122","-33,213",,,,,,,,,,,
16510,IOWA                     ,JOHNSON,"364,687","251,238","47,099","-387,546","-243,824",,,,,,,,,,,
16520,IOWA                     ,JONES,"-78,938","-53,128","-27,141","-37,457","-27,463",,,,,,,,,,,
16530,IOWA                     ,KEOKUK,"33,126","30,048","3,063","-57,354","-52,245",,,,,,,,,,,
16540,IOWA                     ,KOSSUTH,"20,252","22,508","27,734","48,988","20,120",,,,,,,,,,,
16550,IOWA                     ,LEE,"-109,755","10,449","-83,747","-154,917","-39,510",,,,,,,,,,,
16560,IOWA                     ,LINN,"-670,146","-585,406","-287,584","-323,625","-275,189",,,,,,,,,,,
16570,IOWA                     ,LOUISA,"86,530","66,004","38,338","-45,591","-19,773",,,,,,,,,,,
16580,IOWA                     ,LUCAS,"-47,076","-71,057","-69,961","-77,480","-49,528",,,,,,,,,,,
16590,IOWA                     ,LYON,"163,253","190,609","2,833","-1,595",182,,,,,,,,,,,
16600,IOWA                     ,MADISON,"-100,668","-93,740","-84,096","-85,121","-72,717",,,,,,,,,,,
16610,IOWA                     ,MAHASKA,"-54,772","-80,269","-93,681","-92,896","-74,995",,,,,,,,,,,
16620,IOWA                     ,MARION,"-151,097","-163,313","-191,184","-250,130","-156,228",,,,,,,,,,,
16630,IOWA                     ,MARSHALL,"-96,948","-128,518","-193,320","-215,837","-125,050",,,,,,,,,,,
16640,IOWA                     ,MILLS,"50,525","4,973","-16,878","-88,268","-76,757",,,,,,,,,,,
16650,IOWA                     ,MITCHELL,"49,276","57,242","84,019","106,470","48,152",,,,,,,,,,,
16660,IOWA                     ,MONONA,"7,846","2,753","-24,290","-49,416","-22,264",,,,,,,,,,,
16670,IOWA                     ,MONROE,"-42,682","-37,175","-38,831","-39,513","-50,261",,,,,,,,,,,
16680,IOWA                     ,MONTGOMERY,"39,838",207,"-5,694","-48,930","-52,880",,,,,,,,,,,
16690,IOWA                     ,MUSCATINE,"244,439","330,644","165,632","-4,753","42,274",,,,,,,,,,,
