DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMSBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,
43440,SOUTH DAKOTA             ,MCPHERSON,0,0,0,0,0,,,,,,,,
43450,SOUTH DAKOTA             ,MARSHALL,0,0,0,0,0,,,,,,,,
43460,SOUTH DAKOTA             ,MEADE,0,0,0,0,0,,,,,,,,
43470,SOUTH DAKOTA             ,MELLETTE,0,0,0,0,0,,,,,,,,
43480,SOUTH DAKOTA             ,MINER,0,0,0,0,0,,,,,,,,
43490,SOUTH DAKOTA             ,MINNEHAHA,0,0,0,0,0,,,,,,,,
43500,SOUTH DAKOTA             ,MOODY,0,0,0,0,0,,,,,,,,
43510,SOUTH DAKOTA             ,PENNINGTON,0,0,0,0,0,,,,,,,,
43520,SOUTH DAKOTA             ,PERKINS,0,0,0,0,0,,,,,,,,
43530,SOUTH DAKOTA             ,POTTER,0,0,0,0,0,,,,,,,,
43540,SOUTH DAKOTA             ,ROBERTS,0,0,0,0,0,,,,,,,,
43550,SOUTH DAKOTA             ,SANBORN,0,0,0,0,0,,,,,,,,
43560,SOUTH DAKOTA             ,SHANNON,0,0,0,0,0,,,,,,,,
43570,SOUTH DAKOTA             ,SPINK,0,0,0,0,0,,,,,,,,
43580,SOUTH DAKOTA             ,STANLEY,0,0,0,0,0,,,,,,,,
43590,SOUTH DAKOTA             ,SULLY,0,-48,0,0,0,,,,,,,,
43600,SOUTH DAKOTA             ,TODD,0,0,0,0,0,,,,,,,,
43610,SOUTH DAKOTA             ,TRIPP,0,0,0,0,0,,,,,,,,
43620,SOUTH DAKOTA             ,TURNER,0,0,0,0,0,,,,,,,,
43630,SOUTH DAKOTA             ,UNION,0,0,0,0,0,,,,,,,,
43640,SOUTH DAKOTA             ,WALWORTH,0,0,0,0,0,,,,,,,,
43670,SOUTH DAKOTA             ,YANKTON,0,0,0,0,0,,,,,,,,
43680,SOUTH DAKOTA             ,ZIEBACH,0,0,0,0,0,,,,,,,,
44000,TENNESSEE                ,ANDERSON,"-156,060","-146,984","-138,281","-130,088","-66,591",,,,,,,,
44010,TENNESSEE                ,BEDFORD,0,0,0,0,0,,,,,,,,
44020,TENNESSEE                ,BENTON,0,0,0,0,0,,,,,,,,
44030,TENNESSEE                ,BLEDSOE,0,0,0,0,0,,,,,,,,
44040,TENNESSEE                ,BLOUNT,"-173,442","-167,234","-192,981","-196,511","-92,566",,,,,,,,
44050,TENNESSEE                ,BRADLEY,-196,0,0,0,0,,,,,,,,
44060,TENNESSEE                ,CAMPBELL,0,0,0,0,0,,,,,,,,
44070,TENNESSEE                ,CANNON,"-2,617","-1,793","-1,458","-2,318","-1,423",,,,,,,,
44080,TENNESSEE                ,CARROLL,0,0,0,0,0,,,,,,,,
44090,TENNESSEE                ,CARTER,0,0,0,0,0,,,,,,,,
44100,TENNESSEE                ,CHEATHAM,"-55,461","-48,601","-45,621","-51,627","-24,808",,,,,,,,
44110,TENNESSEE                ,CHESTER,0,0,0,0,0,,,,,,,,
44120,TENNESSEE                ,CLAIBORNE,-418,-733,-463,0,0,,,,,,,,
44130,TENNESSEE                ,CLAY,-156,-92,0,0,0,,,,,,,,
44140,TENNESSEE                ,COCKE,0,0,0,0,0,,,,,,,,
44150,TENNESSEE                ,COFFEE,0,0,0,0,0,,,,,,,,
44160,TENNESSEE                ,CROCKETT,0,0,0,0,0,,,,,,,,
44170,TENNESSEE                ,CUMBERLAND,-776,0,0,0,0,,,,,,,,
44180,TENNESSEE                ,DAVIDSON,"-565,354","-508,551","-500,658","-499,756","-230,765",,,,,,,,
44190,TENNESSEE                ,DECATUR,0,0,0,0,0,,,,,,,,
44200,TENNESSEE                ,DEKALB,0,0,0,0,0,,,,,,,,
44210,TENNESSEE                ,DICKSON,"-89,539","-86,592","-94,398","-89,137","-38,980",,,,,,,,
44220,TENNESSEE                ,DYER,0,0,0,0,0,,,,,,,,
44230,TENNESSEE                ,FAYETTE,"-36,134","-32,331","-37,252","-42,185","-13,201",,,,,,,,
44240,TENNESSEE                ,FENTRESS,0,0,0,0,0,,,,,,,,
44250,TENNESSEE                ,FRANKLIN,"-1,033",-786,-464,-983,-140,,,,,,,,
44260,TENNESSEE                ,GIBSON,0,0,0,0,0,,,,,,,,
44270,TENNESSEE                ,GILES,0,0,0,0,0,,,,,,,,
44280,TENNESSEE                ,GRAINGER,-448,-59,0,0,0,,,,,,,,
44290,TENNESSEE                ,GREENE,0,-75,-70,0,0,,,,,,,,
44300,TENNESSEE                ,GRUNDY,"-10,566","-10,345","-11,173","-9,726","-4,352",,,,,,,,
44310,TENNESSEE                ,HAMBLEN,0,0,-66,0,0,,,,,,,,
44320,TENNESSEE                ,HAMILTON,"-615,786","-604,314","-616,671","-608,385","-270,540",,,,,,,,
44330,TENNESSEE                ,HANCOCK,0,0,0,0,0,,,,,,,,
44340,TENNESSEE                ,HARDEMAN,0,0,0,0,0,,,,,,,,
44350,TENNESSEE                ,HARDIN,0,-35,0,0,0,,,,,,,,
44360,TENNESSEE                ,HAWKINS,0,0,0,0,0,,,,,,,,
44370,TENNESSEE                ,HAYWOOD,0,0,0,0,0,,,,,,,,
44380,TENNESSEE                ,HENDERSON,0,0,0,0,0,,,,,,,,
44390,TENNESSEE                ,HENRY,0,0,0,0,0,,,,,,,,
44400,TENNESSEE                ,HICKMAN,"-58,569","-54,054","-55,170","-55,220","-24,732",,,,,,,,
44410,TENNESSEE                ,HOUSTON,0,0,0,0,0,,,,,,,,
44420,TENNESSEE                ,HUMPHREYS,0,0,0,0,0,,,,,,,,
44430,TENNESSEE                ,JACKSON,-90,0,0,0,0,,,,,,,,
44440,TENNESSEE                ,JEFFERSON,0,0,0,0,0,,,,,,,,
44450,TENNESSEE                ,JOHNSON,0,0,0,0,0,,,,,,,,
44460,TENNESSEE                ,KNOX,"-576,857","-572,952","-565,770","-578,961","-271,409",,,,,,,,
44470,TENNESSEE                ,LAKE,0,0,0,0,0,,,,,,,,
44480,TENNESSEE                ,LAUDERDALE,0,0,0,0,0,,,,,,,,
44490,TENNESSEE                ,LAWRENCE,0,0,0,0,0,,,,,,,,
44500,TENNESSEE                ,LEWIS,-76,0,0,0,0,,,,,,,,
44510,TENNESSEE                ,LINCOLN,0,0,0,0,0,,,,,,,,
44520,TENNESSEE                ,LOUDON,"-89,922","-73,584","-77,544","-85,976","-43,405",,,,,,,,
44530,TENNESSEE                ,MCMINN,0,0,0,0,0,,,,,,,,
44540,TENNESSEE                ,MCNAIRY,0,0,0,0,0,,,,,,,,
44550,TENNESSEE                ,MACON,"-59,452","-46,184","-47,581","-49,028","-21,037",,,,,,,,
44560,TENNESSEE                ,MADISON,0,0,0,0,0,,,,,,,,
44570,TENNESSEE                ,MARION,"-93,691","-96,316","-105,146","-78,199","-31,421",,,,,,,,
44580,TENNESSEE                ,MARSHALL,0,0,0,0,0,,,,,,,,
44590,TENNESSEE                ,MAURY,-373,"-1,602","-4,299","-5,045","-2,219",,,,,,,,
44600,TENNESSEE                ,MEIGS,-320,-68,0,-304,-738,,,,,,,,
44610,TENNESSEE                ,MONROE,0,-21,-28,0,0,,,,,,,,
44620,TENNESSEE                ,MONTGOMERY,"-1,294","-1,246","-3,373","-3,418","-5,670",,,,,,,,
44630,TENNESSEE                ,MOORE,0,0,0,0,0,,,,,,,,
44640,TENNESSEE                ,MORGAN,-265,-421,-112,0,0,,,,,,,,
44650,TENNESSEE                ,OBION,0,0,0,0,0,,,,,,,,
44660,TENNESSEE                ,OVERTON,0,0,0,0,0,,,,,,,,
44670,TENNESSEE                ,PERRY,0,0,0,0,0,,,,,,,,
44680,TENNESSEE                ,PICKETT,0,0,0,0,0,,,,,,,,
44690,TENNESSEE                ,POLK,0,0,0,0,0,,,,,,,,
44700,TENNESSEE                ,PUTNAM,-676,"-2,010","-2,559",-918,-473,,,,,,,,
44710,TENNESSEE                ,RHEA,0,0,0,0,0,,,,,,,,
44720,TENNESSEE                ,ROANE,-845,-671,"-1,240",-228,-403,,,,,,,,
44730,TENNESSEE                ,ROBERTSON,"-87,895","-94,876","-79,383","-64,818","-36,497",,,,,,,,
44740,TENNESSEE                ,RUTHERFORD,"-252,024","-243,870","-228,427","-204,964","-98,625",,,,,,,,
44750,TENNESSEE                ,SCOTT,0,0,0,0,0,,,,,,,,
44760,TENNESSEE                ,SEQUATCHIE,"-54,067","-31,824","-41,348","-32,544","-13,473",,,,,,,,
44770,TENNESSEE                ,SEVIER,0,0,0,0,0,,,,,,,,
44780,TENNESSEE                ,SHELBY,"-766,912","-789,022","-816,673","-863,758","-390,201",,,,,,,,
44790,TENNESSEE                ,SMITH,"-46,133","-41,005","-37,903","-39,520","-15,070",,,,,,,,
44800,TENNESSEE                ,STEWART,0,0,0,0,0,,,,,,,,
44810,TENNESSEE                ,SULLIVAN,0,0,0,0,0,,,,,,,,
44820,TENNESSEE                ,SUMNER,"-191,422","-186,422","-162,062","-174,270","-83,608",,,,,,,,
44830,TENNESSEE                ,TIPTON,"-96,120","-100,686","-108,074","-101,428","-47,269",,,,,,,,
44840,TENNESSEE                ,TROUSDALE,"-19,704","-11,150","-12,497","-9,887","-7,872",,,,,,,,
44850,TENNESSEE                ,UNICOI,0,0,0,0,0,,,,,,,,
44860,TENNESSEE                ,UNION,"-48,452","-40,402","-38,229","-36,881","-16,433",,,,,,,,
44870,TENNESSEE                ,VAN BUREN,-99,-2,0,0,0,,,,,,,,
44880,TENNESSEE                ,WARREN,-613,-78,-62,-991,0,,,,,,,,
44890,TENNESSEE                ,WASHINGTON,0,0,0,0,0,,,,,,,,
44900,TENNESSEE                ,WAYNE,0,0,0,0,0,,,,,,,,
44910,TENNESSEE                ,WEAKLEY,0,0,0,0,0,,,,,,,,
44920,TENNESSEE                ,WHITE,0,0,0,0,0,,,,,,,,
44930,TENNESSEE                ,WILLIAMSON,"-73,465","-59,534","-64,164","-70,560","-28,208",,,,,,,,
44940,TENNESSEE                ,WILSON,"-127,274","-117,825","-128,714","-115,057","-50,447",,,,,,,,
45000,TEXAS                    ,ANDERSON,0,0,-49,0,0,,,,,,,,
45010,TEXAS                    ,ANDREWS,0,0,0,0,0,,,,,,,,
45020,TEXAS                    ,ANGELINA,0,-193,0,0,0,,,,,,,,
45030,TEXAS                    ,ARANSAS,0,0,0,0,0,,,,,,,,
45040,TEXAS                    ,ARCHER,0,0,0,0,0,,,,,,,,
45050,TEXAS                    ,ARMSTRONG,0,0,0,0,0,,,,,,,,
45060,TEXAS                    ,ATASCOSA,"-56,186","-59,509","-40,628","-26,634","-15,105",,,,,,,,
45070,TEXAS                    ,AUSTIN,"-19,667","-19,798","-28,065","-24,776","-9,712",,,,,,,,
45080,TEXAS                    ,BAILEY,0,0,0,0,0,,,,,,,,
45090,TEXAS                    ,BANDERA,"-36,281","-29,732","-26,039","-22,809","-11,526",,,,,,,,
45100,TEXAS                    ,BASTROP,"-77,357","-86,482","-109,610","-98,765","-45,605",,,,,,,,
45110,TEXAS                    ,BAYLOR,0,0,0,0,0,,,,,,,,
45113,TEXAS                    ,BEE,0,0,0,0,0,,,,,,,,
45120,TEXAS                    ,BELL,0,0,-73,-55,0,,,,,,,,
45130,TEXAS                    ,BEXAR,"-1,427,245","-1,447,741","-1,525,231","-1,532,584","-668,293",,,,,,,,
45140,TEXAS                    ,BLANCO,0,0,0,0,0,,,,,,,,
45150,TEXAS                    ,BORDEN,-154,0,0,0,0,,,,,,,,
45160,TEXAS                    ,BOSQUE,-764,-559,0,0,0,,,,,,,,
45170,TEXAS                    ,BOWIE,0,-29,-34,-4,0,,,,,,,,
45180,TEXAS                    ,BRAZORIA,"-199,609","-190,303","-215,993","-243,666","-101,613",,,,,,,,
45190,TEXAS                    ,BRAZOS,0,0,0,0,0,,,,,,,,
45200,TEXAS                    ,BREWSTER,0,0,0,0,0,,,,,,,,
45201,TEXAS                    ,BRISCOE,0,0,0,0,0,,,,,,,,
45210,TEXAS                    ,BROOKS,0,0,0,0,0,,,,,,,,
45220,TEXAS                    ,BROWN,0,0,0,0,0,,,,,,,,
45221,TEXAS                    ,BURLESON,-83,0,0,0,0,,,,,,,,
45222,TEXAS                    ,BURNET,"-2,992","-2,870","-3,687","-4,636","-1,651",,,,,,,,
45223,TEXAS                    ,CALDWELL,"-52,395","-51,633","-58,966","-49,150","-21,194",,,,,,,,
45224,TEXAS                    ,CALHOUN,0,0,0,0,0,,,,,,,,
45230,TEXAS                    ,CALLAHAN,0,0,0,0,0,,,,,,,,
45240,TEXAS                    ,CAMERON,-437,"-2,231","-5,011","-7,162","-3,374",,,,,,,,
45250,TEXAS                    ,CAMP,0,-206,-696,-107,-16,,,,,,,,
45251,TEXAS                    ,CARSON,0,0,0,0,0,,,,,,,,
45260,TEXAS                    ,CASS,0,0,0,0,0,,,,,,,,
45270,TEXAS                    ,CASTRO,0,0,0,0,0,,,,,,,,
45280,TEXAS                    ,CHAMBERS,"-22,073","-26,568","-25,249","-22,061","-5,093",,,,,,,,
45281,TEXAS                    ,CHEROKEE,-505,0,0,-29,0,,,,,,,,
45290,TEXAS                    ,CHILDRESS,0,0,0,0,0,,,,,,,,
45291,TEXAS                    ,CLAY,-219,-48,0,0,0,,,,,,,,
45292,TEXAS                    ,COCHRAN,0,0,0,0,0,,,,,,,,
45300,TEXAS                    ,COKE,0,0,0,0,0,,,,,,,,
45301,TEXAS                    ,COLEMAN,-1,-41,-144,-352,0,,,,,,,,
45310,TEXAS                    ,COLLIN,"-253,651","-254,213","-123,479","-116,331","-92,717",,,,,,,,
45311,TEXAS                    ,COLLINGSWORTH,0,0,0,0,0,,,,,,,,
45312,TEXAS                    ,COLORADO,0,-48,0,0,0,,,,,,,,
45320,TEXAS                    ,COMAL,"-90,912","-96,438","-92,204","-91,118","-39,214",,,,,,,,
45321,TEXAS                    ,COMANCHE,-774,"-1,182",0,0,0,,,,,,,,
45330,TEXAS                    ,CONCHO,-641,-292,-181,0,0,,,,,,,,
45340,TEXAS                    ,COOKE,-305,0,0,0,0,,,,,,,,
45341,TEXAS                    ,CORYELL,0,0,0,0,0,,,,,,,,
45350,TEXAS                    ,COTTLE,0,0,0,0,0,,,,,,,,
45360,TEXAS                    ,CRANE,0,0,0,0,0,,,,,,,,
45361,TEXAS                    ,CROCKETT,0,0,0,0,0,,,,,,,,
45362,TEXAS                    ,CROSBY,0,0,0,0,0,,,,,,,,
45370,TEXAS                    ,CULBERSON,0,0,0,0,0,,,,,,,,
45380,TEXAS                    ,DALLAM,0,0,0,0,0,,,,,,,,
45390,TEXAS                    ,DALLAS,"-2,149,687","-2,006,881","-970,722","-851,460","-729,596",,,,,,,,
45391,TEXAS                    ,DAWSON,0,0,0,0,0,,,,,,,,
45392,TEXAS                    ,DEAF SMITH,0,0,0,0,-125,,,,,,,,
45400,TEXAS                    ,DELTA,-90,0,0,0,0,,,,,,,,
45410,TEXAS                    ,DENTON,"-436,364","-385,118","-155,209","-156,337","-122,462",,,,,,,,
45420,TEXAS                    ,DEWITT,0,0,0,0,0,,,,,,,,
45421,TEXAS                    ,DICKENS,0,0,0,0,0,,,,,,,,
45430,TEXAS                    ,DIMMIT,0,0,0,0,0,,,,,,,,
45431,TEXAS                    ,DONLEY,0,0,0,0,0,,,,,,,,
45440,TEXAS                    ,DUVAL,0,0,0,0,-66,,,,,,,,
45450,TEXAS                    ,EASTLAND,0,0,0,-193,0,,,,,,,,
45451,TEXAS                    ,ECTOR,-360,-414,0,0,0,,,,,,,,
45460,TEXAS                    ,EDWARDS,0,0,0,0,0,,,,,,,,
45470,TEXAS                    ,ELLIS,"-186,301","-169,028","-77,583","-80,368","-63,623",,,,,,,,
45480,TEXAS                    ,EL PASO,"-540,296","-590,978","-571,853","-590,330","-268,624",,,,,,,,
45490,TEXAS                    ,ERATH,-18,0,0,0,0,,,,,,,,
45500,TEXAS                    ,FALLS,0,0,0,0,0,,,,,,,,
45510,TEXAS                    ,FANNIN,0,0,-42,0,0,,,,,,,,
45511,TEXAS                    ,FAYETTE,0,0,0,0,0,,,,,,,,
45520,TEXAS                    ,FISHER,0,0,0,0,0,,,,,,,,
45521,TEXAS                    ,FLOYD,0,0,0,0,0,,,,,,,,
45522,TEXAS                    ,FOARD,0,0,0,0,0,,,,,,,,
45530,TEXAS                    ,FORT BEND,"-192,332","-167,093","-171,328","-182,882","-78,948",,,,,,,,
45531,TEXAS                    ,FRANKLIN,0,0,0,0,0,,,,,,,,
45540,TEXAS                    ,FREESTONE,0,0,0,0,0,,,,,,,,
45541,TEXAS                    ,FRIO,0,0,0,0,0,,,,,,,,
45542,TEXAS                    ,GAINES,0,0,0,0,0,,,,,,,,
45550,TEXAS                    ,GALVESTON,"-227,528","-230,756","-244,593","-261,842","-123,851",,,,,,,,
45551,TEXAS                    ,GARZA,0,0,0,0,0,,,,,,,,
45552,TEXAS                    ,GILLESPIE,0,-51,0,0,0,,,,,,,,
45560,TEXAS                    ,GLASSCOCK,0,0,0,0,0,,,,,,,,
45561,TEXAS                    ,GOLIAD,0,0,0,0,0,,,,,,,,
45562,TEXAS                    ,GONZALES,"-3,111","-1,425",-938,-45,"-2,220",,,,,,,,
45563,TEXAS                    ,GRAY,0,0,0,0,0,,,,,,,,
45564,TEXAS                    ,GRAYSON,-35,-561,-38,0,-270,,,,,,,,
45570,TEXAS                    ,GREGG,-5,-606,0,-55,0,,,,,,,,
45580,TEXAS                    ,GRIMES,-298,-234,-245,-147,"-1,266",,,,,,,,
45581,TEXAS                    ,GUADALUPE,"-105,678","-112,885","-92,856","-106,777","-46,235",,,,,,,,
45582,TEXAS                    ,HALE,0,0,0,0,0,,,,,,,,
45583,TEXAS                    ,HALL,0,0,0,0,0,,,,,,,,
45590,TEXAS                    ,HAMILTON,0,0,0,0,0,,,,,,,,
45591,TEXAS                    ,HANSFORD,0,0,0,0,0,,,,,,,,
45592,TEXAS                    ,HARDEMAN,0,0,0,0,0,,,,,,,,
45600,TEXAS                    ,HARDIN,"-61,019","-64,078","-63,622","-50,781","-27,819",,,,,,,,
45610,TEXAS                    ,HARRIS,"-2,116,862","-2,052,291","-2,125,811","-2,131,858","-1,015,847",,,,,,,,
45620,TEXAS                    ,HARRISON,0,0,0,0,0,,,,,,,,
45621,TEXAS                    ,HARTLEY,0,0,0,0,0,,,,,,,,
45630,TEXAS                    ,HASKELL,0,0,-650,0,0,,,,,,,,
45631,TEXAS                    ,HAYS,"-109,342","-92,796","-112,733","-109,602","-48,139",,,,,,,,
45632,TEXAS                    ,HEMPHILL,0,0,0,0,0,,,,,,,,
45640,TEXAS                    ,HENDERSON,-3,0,0,0,0,,,,,,,,
45650,TEXAS                    ,HIDALGO,"-643,884","-598,707","-623,039","-607,779","-269,778",,,,,,,,
45651,TEXAS                    ,HILL,0,-150,0,0,0,,,,,,,,
45652,TEXAS                    ,HOCKLEY,0,0,0,0,0,,,,,,,,
45653,TEXAS                    ,HOOD,0,0,0,0,0,,,,,,,,
45654,TEXAS                    ,HOPKINS,0,-76,-46,-405,-102,,,,,,,,
45660,TEXAS                    ,HOUSTON,0,0,0,0,-49,,,,,,,,
45661,TEXAS                    ,HOWARD,0,0,0,0,0,,,,,,,,
45662,TEXAS                    ,HUDSPETH,0,0,0,0,0,,,,,,,,
45670,TEXAS                    ,HUNT,"-151,907","-153,448","-73,153","-75,608","-57,939",,,,,,,,
45671,TEXAS                    ,HUTCHINSON,0,0,0,-32,0,,,,,,,,
45672,TEXAS                    ,IRION,0,0,0,0,0,,,,,,,,
45680,TEXAS                    ,JACK,0,-351,-29,-29,0,,,,,,,,
45681,TEXAS                    ,JACKSON,0,0,0,0,0,,,,,,,,
45690,TEXAS                    ,JASPER,-246,0,-49,0,0,,,,,,,,
45691,TEXAS                    ,JEFF DAVIS,0,0,0,0,0,,,,,,,,
45700,TEXAS                    ,JEFFERSON,"-306,993","-294,610","-297,247","-307,317","-143,999",,,,,,,,
45710,TEXAS                    ,JIM HOGG,0,0,0,0,0,,,,,,,,
45711,TEXAS                    ,JIM WELLS,0,0,0,0,0,,,,,,,,
45720,TEXAS                    ,JOHNSON,"-180,643","-180,072","-82,371","-82,550","-80,347",,,,,,,,
45721,TEXAS                    ,JONES,0,0,0,0,0,,,,,,,,
45722,TEXAS                    ,KARNES,"-1,617",-918,"-1,476",-368,-11,,,,,,,,
45730,TEXAS                    ,KAUFMAN,"-142,797","-140,611","-60,611","-57,838","-44,564",,,,,,,,
45731,TEXAS                    ,KENDALL,"-21,139","-18,395","-18,349","-16,286","-9,088",,,,,,,,
45732,TEXAS                    ,KENEDY,0,0,0,0,0,,,,,,,,
45733,TEXAS                    ,KENT,0,0,0,0,0,,,,,,,,
45734,TEXAS                    ,KERR,-175,-514,"-2,517","-8,120","-2,880",,,,,,,,
45740,TEXAS                    ,KIMBLE,0,0,0,0,0,,,,,,,,
45741,TEXAS                    ,KING,0,0,0,0,0,,,,,,,,
45742,TEXAS                    ,KINNEY,0,0,0,0,0,,,,,,,,
45743,TEXAS                    ,KLEBERG,0,0,-76,0,0,,,,,,,,
45744,TEXAS                    ,KNOX,0,0,0,0,0,,,,,,,,
45750,TEXAS                    ,LAMAR,-255,0,0,0,0,,,,,,,,
45751,TEXAS                    ,LAMB,0,0,0,0,0,,,,,,,,
45752,TEXAS                    ,LAMPASAS,0,0,0,0,0,,,,,,,,
45753,TEXAS                    ,LA SALLE,0,0,0,0,0,,,,,,,,
45754,TEXAS                    ,LAVACA,0,0,0,0,0,,,,,,,,
45755,TEXAS                    ,LEE,0,-263,0,0,0,,,,,,,,
45756,TEXAS                    ,LEON,0,0,0,0,0,,,,,,,,
45757,TEXAS                    ,LIBERTY,"-120,583","-113,387","-123,278","-104,005","-44,999",,,,,,,,
45758,TEXAS                    ,LIMESTONE,0,0,0,0,0,,,,,,,,
45759,TEXAS                    ,LIPSCOMB,0,0,0,0,0,,,,,,,,
45760,TEXAS                    ,LIVE OAK,0,0,0,0,0,,,,,,,,
45761,TEXAS                    ,LLANO,"-1,589","-4,198","-5,585","-1,147",-556,,,,,,,,
45762,TEXAS                    ,LOVING,0,0,0,0,0,,,,,,,,
45770,TEXAS                    ,LUBBOCK,0,-367,-4,-21,0,,,,,,,,
45771,TEXAS                    ,LYNN,0,0,0,0,0,,,,,,,,
45772,TEXAS                    ,MCCULLOCH,0,0,0,0,0,,,,,,,,
45780,TEXAS                    ,MCLENNAN,0,0,0,-318,0,,,,,,,,
45781,TEXAS                    ,MCMULLEN,0,0,0,0,0,,,,,,,,
45782,TEXAS                    ,MADISON,0,0,0,0,0,,,,,,,,
45783,TEXAS                    ,MARION,0,0,0,0,0,,,,,,,,
45784,TEXAS                    ,MARTIN,0,0,0,0,0,,,,,,,,
45785,TEXAS                    ,MASON,0,0,0,0,0,,,,,,,,
45790,TEXAS                    ,MATAGORDA,0,0,0,0,0,,,,,,,,
45791,TEXAS                    ,MAVERICK,0,0,0,0,0,,,,,,,,
45792,TEXAS                    ,MEDINA,"-39,482","-44,916","-40,033","-41,907","-15,757",,,,,,,,
45793,TEXAS                    ,MENARD,0,0,0,0,0,,,,,,,,
45794,TEXAS                    ,MIDLAND,0,0,0,0,0,,,,,,,,
45795,TEXAS                    ,MILAM,0,0,0,0,-4,,,,,,,,
45796,TEXAS                    ,MILLS,0,0,0,0,0,,,,,,,,
45797,TEXAS                    ,MITCHELL,0,0,0,0,0,,,,,,,,
45800,TEXAS                    ,MONTAGUE,"-1,810","-5,949","-3,341",-949,"-1,732",,,,,,,,
45801,TEXAS                    ,MONTGOMERY,"-269,798","-295,383","-309,084","-325,525","-156,355",,,,,,,,
45802,TEXAS                    ,MOORE,0,0,0,0,0,,,,,,,,
45803,TEXAS                    ,MORRIS,0,0,0,-195,-607,,,,,,,,
45804,TEXAS                    ,MOTLEY,0,0,0,-454,-355,,,,,,,,
45810,TEXAS                    ,NACOGDOCHES,0,0,0,0,0,,,,,,,,
45820,TEXAS                    ,NAVARRO,0,-241,-162,-152,-206,,,,,,,,
45821,TEXAS                    ,NEWTON,-4,0,0,-35,0,,,,,,,,
45822,TEXAS                    ,NOLAN,0,0,0,0,0,,,,,,,,
45830,TEXAS                    ,NUECES,"-1,804","-1,249",-959,"-1,458","-1,862",,,,,,,,
45831,TEXAS                    ,OCHILTREE,0,0,0,0,0,,,,,,,,
45832,TEXAS                    ,OLDHAM,0,0,0,0,0,,,,,,,,
45840,TEXAS                    ,ORANGE,"-103,072","-95,623","-113,299","-132,923","-68,223",,,,,,,,
45841,TEXAS                    ,PALO PINTO,0,0,0,-633,-80,,,,,,,,
45842,TEXAS                    ,PANOLA,0,0,0,0,0,,,,,,,,
45843,TEXAS                    ,PARKER,"-127,173","-106,935","-38,619","-35,189","-38,460",,,,,,,,
45844,TEXAS                    ,PARMER,0,0,0,0,0,,,,,,,,
45845,TEXAS                    ,PECOS,0,0,0,0,0,,,,,,,,
45850,TEXAS                    ,POLK,-46,0,0,-295,-113,,,,,,,,
45860,TEXAS                    ,POTTER,0,0,0,0,0,,,,,,,,
45861,TEXAS                    ,PRESIDIO,0,0,0,0,0,,,,,,,,
45870,TEXAS                    ,RAINS,0,0,0,0,0,,,,,,,,
45871,TEXAS                    ,RANDALL,0,0,0,0,0,,,,,,,,
45872,TEXAS                    ,REAGAN,0,0,0,0,0,,,,,,,,
45873,TEXAS                    ,REAL,0,0,0,0,0,,,,,,,,
45874,TEXAS                    ,RED RIVER,0,0,0,0,0,,,,,,,,
45875,TEXAS                    ,REEVES,-662,0,0,0,0,,,,,,,,
45876,TEXAS                    ,REFUGIO,-74,-105,-122,0,0,,,,,,,,
45877,TEXAS                    ,ROBERTS,0,0,0,0,0,,,,,,,,
45878,TEXAS                    ,ROBERTSON,0,0,0,0,0,,,,,,,,
45879,TEXAS                    ,ROCKWALL,"-47,131","-36,832","-14,982","-15,943","-12,766",,,,,,,,
45880,TEXAS                    ,RUNNELS,0,0,0,0,0,,,,,,,,
45881,TEXAS                    ,RUSK,0,0,0,0,0,,,,,,,,
45882,TEXAS                    ,SABINE,0,0,0,0,0,,,,,,,,
45883,TEXAS                    ,SAN AUGUSTINE,0,0,0,0,0,,,,,,,,
45884,TEXAS                    ,SAN JACINTO,"-24,963","-27,909","-38,863","-38,417","-15,043",,,,,,,,
45885,TEXAS                    ,SAN PATRICIO,-555,0,0,0,0,,,,,,,,
45886,TEXAS                    ,SAN SABA,0,0,0,0,0,,,,,,,,
45887,TEXAS                    ,SCHLEICHER,0,0,0,0,0,,,,,,,,
45888,TEXAS                    ,SCURRY,0,0,0,0,0,,,,,,,,
45889,TEXAS                    ,SHACKELFORD,0,0,0,0,0,,,,,,,,
45890,TEXAS                    ,SHELBY,0,0,0,-22,0,,,,,,,,
45891,TEXAS                    ,SHERMAN,0,0,0,0,0,,,,,,,,
45892,TEXAS                    ,SMITH,"-1,124","-1,586",-407,-49,0,,,,,,,,
45893,TEXAS                    ,SOMERVELL,0,0,0,0,0,,,,,,,,
45900,TEXAS                    ,STARR,-738,0,0,0,0,,,,,,,,
45901,TEXAS                    ,STEPHENS,0,0,0,-25,-17,,,,,,,,
45902,TEXAS                    ,STERLING,0,0,0,0,0,,,,,,,,
45903,TEXAS                    ,STONEWALL,0,0,0,0,0,,,,,,,,
45904,TEXAS                    ,SUTTON,0,0,0,0,0,,,,,,,,
45905,TEXAS                    ,SWISHER,0,0,0,0,0,,,,,,,,
45910,TEXAS                    ,TARRANT,"-1,303,379","-1,279,819","-541,836","-503,185","-437,000",,,,,,,,
45911,TEXAS                    ,TAYLOR,-515,-6,0,0,0,,,,,,,,
