AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,
13030,IDAHO                    ,BEAR LAKE,"6,455","-8,477","-10,511","1,548",777,,,,,
13040,IDAHO                    ,BENEWAH,"10,887","-17,380","-20,017","-8,031","-10,308",,,,,
13050,IDAHO                    ,BINGHAM,"26,481","-79,549","-99,991","-9,611","-9,901",,,,,
13060,IDAHO                    ,BLAINE,"11,108","-37,241","-49,193","-3,969","-3,494",,,,,
13070,IDAHO                    ,BOISE,"2,533","-8,813","-12,807","-1,571","-1,527",,,,,
13080,IDAHO                    ,BONNER,"41,878","-58,098","-84,622","-29,774","-31,001",,,,,
13090,IDAHO                    ,BONNEVILLE,"83,737","-255,581","-302,120","-27,674","-26,928",,,,,
13100,IDAHO                    ,BOUNDARY,"7,727","-15,652","-18,992","-4,657","-6,644",,,,,
13110,IDAHO                    ,BUTTE,"2,381","-7,730","-10,621","-1,285","-1,515",,,,,
13120,IDAHO                    ,CAMAS,658,"-1,510","-2,219",-304,-200,,,,,
13130,IDAHO                    ,CANYON,"75,130","-252,800","-321,675","-35,321","-35,577",,,,,
13140,IDAHO                    ,CARIBOU,"7,620","-15,259","-16,893",-988,"-1,347",,,,,
13150,IDAHO                    ,CASSIA,"12,583","-36,146","-47,649","-4,846","-4,613",,,,,
13160,IDAHO                    ,CLARK,746,"-2,422","-2,105",-380,-267,,,,,
13170,IDAHO                    ,CLEARWATER,"12,564","-15,607","-25,493","-11,185","-12,960",,,,,
13180,IDAHO                    ,CUSTER,"5,086","-8,501","-10,689","-1,316","-1,548",,,,,
13190,IDAHO                    ,ELMORE,"12,941","-47,840","-61,349","-7,336","-7,017",,,,,
13200,IDAHO                    ,FRANKLIN,"12,165","-13,669","-14,899","6,714","6,531",,,,,
13210,IDAHO                    ,FREMONT,"12,115","-28,679","-36,643","-3,014","-2,194",,,,,
13220,IDAHO                    ,GEM,"11,961","-38,457","-41,010","-4,909","-4,956",,,,,
13230,IDAHO                    ,GOODING,"8,136","-30,206","-39,286","-5,674","-5,653",,,,,
13240,IDAHO                    ,IDAHO,"13,998","-21,424","-31,584","-16,631","-18,212",,,,,
13250,IDAHO                    ,JEFFERSON,"15,745","-51,731","-57,953","-6,031","-6,337",,,,,
13260,IDAHO                    ,JEROME,"8,336","-31,433","-36,490","-5,503","-5,426",,,,,
13270,IDAHO                    ,KOOTENAI,"153,025","-334,742","-397,256","-90,618","-99,554",,,,,
13280,IDAHO                    ,LATAH,"23,317","-36,259","-58,166","-27,595","-27,834",,,,,
13290,IDAHO                    ,LEMHI,"44,556","12,069","-2,494","2,105","1,971",,,,,
13300,IDAHO                    ,LEWIS,"7,431","-8,731","-14,128","-7,949","-11,368",,,,,
13310,IDAHO                    ,LINCOLN,"1,686","-6,392","-9,351","-1,634","-1,742",,,,,
13320,IDAHO                    ,MADISON,"10,591","-27,455","-33,974","-3,080","-3,547",,,,,
13330,IDAHO                    ,MINIDOKA,"10,614","-32,409","-39,114","-5,087","-4,872",,,,,
13340,IDAHO                    ,NEZ PERCE,"51,768","-87,308","-130,145","-50,370","-50,261",,,,,
13350,IDAHO                    ,ONEIDA,"5,696","-7,224","-9,046","1,289","1,591",,,,,
13360,IDAHO                    ,OWYHEE,"4,964","-16,558","-21,515","-2,721","-2,709",,,,,
13370,IDAHO                    ,PAYETTE,"30,458","-23,492","-32,878",117,-826,,,,,
13380,IDAHO                    ,POWER,"3,713","-10,795","-13,048","-1,824","-1,808",,,,,
13390,IDAHO                    ,SHOSHONE,"19,901","-35,230","-45,290","-9,923","-11,966",,,,,
13400,IDAHO                    ,TETON,"9,926","-5,713","-12,642","-1,076",-899,,,,,
13410,IDAHO                    ,TWIN FALLS,"47,066","-163,602","-205,359","-32,353","-30,709",,,,,
13420,IDAHO                    ,VALLEY,"8,275","-22,420","-23,846","-2,622","-2,568",,,,,
13430,IDAHO                    ,WASHINGTON,"10,641","-16,821","-20,297","-1,764",-824,,,,,
14000,ILLINOIS                 ,ADAMS,"217,574","-218,622","-289,632","-70,058","-68,281",,,,,
14010,ILLINOIS                 ,ALEXANDER,"14,860","-38,224","-47,828","-7,541","-7,892",,,,,
14020,ILLINOIS                 ,BOND,"30,995","-26,640","-42,152","-13,955","-13,804",,,,,
14030,ILLINOIS                 ,BOONE,"70,098","-79,176","-115,054","-39,715","-38,152",,,,,
14040,ILLINOIS                 ,BROWN,"10,967","-9,852","-13,746","-3,697","-3,514",,,,,
14050,ILLINOIS                 ,BUREAU,"88,689","-85,277","-116,375","-32,611","-30,134",,,,,
14060,ILLINOIS                 ,CALHOUN,"11,407","-10,327","-13,845","-5,122","-5,328",,,,,
14070,ILLINOIS                 ,CARROLL,"49,378","-45,298","-57,020","-4,798","-3,740",,,,,
14080,ILLINOIS                 ,CASS,"30,321","-28,609","-38,331","-9,546","-8,837",,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"353,527","-336,640","-448,148","-93,980","-92,077",,,,,
14100,ILLINOIS                 ,CHRISTIAN,"94,884","-89,831","-117,548","-31,537","-29,189",,,,,
14110,ILLINOIS                 ,CLARK,"15,309","-41,723","-56,303","-6,035","-6,062",,,,,
14120,ILLINOIS                 ,CLAY,"39,327","-41,752","-54,031","-12,333","-11,818",,,,,
14130,ILLINOIS                 ,CLINTON,"57,939","-55,911","-80,407","-25,444","-23,510",,,,,
14140,ILLINOIS                 ,COLES,"104,784","-101,700","-146,940","-40,745","-38,350",,,,,
14141,ILLINOIS                 ,COOK,"-15,634,336","-17,264,406","-15,109,111","-14,809,580","-14,640,105",,,,,
14150,ILLINOIS                 ,CRAWFORD,"18,998","-48,048","-53,887","-6,331","-6,979",,,,,
14160,ILLINOIS                 ,CUMBERLAND,"20,317","-21,261","-33,256","-8,252","-8,537",,,,,
14170,ILLINOIS                 ,DEKALB,"131,981","-206,158","-271,980","-142,089","-141,398",,,,,
14180,ILLINOIS                 ,DE WITT,"37,102","-41,706","-53,713","-12,331","-12,813",,,,,
14190,ILLINOIS                 ,DOUGLAS,"36,091","-33,654","-50,772","-9,970","-10,420",,,,,
14250,ILLINOIS                 ,DUPAGE,"-1,478,389","-1,848,281","-1,657,719","-3,045,732","-3,123,689",,,,,
14310,ILLINOIS                 ,EDGAR,"25,212","-48,110","-61,242","-8,045","-8,215",,,,,
14320,ILLINOIS                 ,EDWARDS,"9,374","-18,773","-22,853","-2,796","-3,232",,,,,
14330,ILLINOIS                 ,EFFINGHAM,"99,128","-102,715","-126,698","-33,156","-32,737",,,,,
14340,ILLINOIS                 ,FAYETTE,"51,441","-52,277","-75,799","-18,169","-18,887",,,,,
14350,ILLINOIS                 ,FORD,"36,200","-37,975","-44,966","-11,217","-9,486",,,,,
14360,ILLINOIS                 ,FRANKLIN,"117,404","-117,667","-157,308","-37,853","-39,424",,,,,
14370,ILLINOIS                 ,FULTON,"74,897","-73,327","-99,069","-27,317","-26,443",,,,,
14380,ILLINOIS                 ,GALLATIN,"12,721","-20,266","-23,029","-4,053","-2,774",,,,,
14390,ILLINOIS                 ,GREENE,"32,215","-28,894","-39,302","-11,711","-10,679",,,,,
14400,ILLINOIS                 ,GRUNDY,"45,198","-117,837","-148,571","-108,635","-110,523",,,,,
14410,ILLINOIS                 ,HAMILTON,"22,481","-25,070","-32,456","-5,995","-6,527",,,,,
14420,ILLINOIS                 ,HANCOCK,"50,641","-46,202","-61,452","-2,528","-2,891",,,,,
14421,ILLINOIS                 ,HARDIN,"7,658","-11,197","-16,511","-1,217",-880,,,,,
14440,ILLINOIS                 ,HENDERSON,"21,164","-17,331","-20,031","3,048","3,911",,,,,
14450,ILLINOIS                 ,HENRY,"134,388","-122,983","-164,927","-26,548","-24,783",,,,,
14460,ILLINOIS                 ,IROQUOIS,"86,354","-91,917","-118,789","-38,534","-36,639",,,,,
14470,ILLINOIS                 ,JACKSON,"109,615","-119,102","-160,478","-44,376","-45,841",,,,,
14480,ILLINOIS                 ,JASPER,"27,830","-29,176","-38,978","-7,904","-7,881",,,,,
14490,ILLINOIS                 ,JEFFERSON,"125,956","-120,082","-158,211","-37,707","-35,193",,,,,
14500,ILLINOIS                 ,JERSEY,"34,545","-31,271","-40,574","-17,199","-16,541",,,,,
14510,ILLINOIS                 ,JO DAVIESS,"48,115","-46,469","-59,997","3,627","3,889",,,,,
14520,ILLINOIS                 ,JOHNSON,"37,047","-48,545","-67,130","-6,737","-7,310",,,,,
14530,ILLINOIS                 ,KANE,"-521,613","-765,742","-687,987","-1,375,266","-1,411,205",,,,,
14540,ILLINOIS                 ,KANKAKEE,"235,320","-332,445","-442,630","-146,725","-150,386",,,,,
14550,ILLINOIS                 ,KENDALL,"-19,154","-85,797","-91,637","-139,758","-146,443",,,,,
14560,ILLINOIS                 ,KNOX,"137,068","-123,057","-170,872","-37,442","-36,781",,,,,
14570,ILLINOIS                 ,LAKE,"-1,020,419","-1,298,662","-1,177,346","-2,038,516","-2,081,589",,,,,
14580,ILLINOIS                 ,LA SALLE,"265,516","-295,737","-380,519","-136,007","-128,415",,,,,
14590,ILLINOIS                 ,LAWRENCE,"11,042","-41,237","-43,436","-4,247","-3,972",,,,,
14600,ILLINOIS                 ,LEE,"71,402","-85,541","-108,121","-36,503","-33,328",,,,,
14610,ILLINOIS                 ,LIVINGSTON,"91,090","-97,681","-127,998","-35,936","-34,999",,,,,
14620,ILLINOIS                 ,LOGAN,"66,911","-62,611","-86,908","-24,353","-22,694",,,,,
14630,ILLINOIS                 ,MCDONOUGH,"62,858","-64,138","-77,331","-19,382","-17,330",,,,,
14640,ILLINOIS                 ,MCHENRY,"74,201","-720,998","-833,061","-675,632","-691,997",,,,,
14650,ILLINOIS                 ,MCLEAN,"292,909","-313,992","-431,621","-104,943","-108,382",,,,,
14660,ILLINOIS                 ,MACON,"284,555","-290,713","-395,001","-107,611","-108,059",,,,,
14670,ILLINOIS                 ,MACOUPIN,"112,253","-107,353","-152,966","-47,554","-44,159",,,,,
14680,ILLINOIS                 ,MADISON,"410,642","-386,136","-542,907","-201,705","-194,139",,,,,
14690,ILLINOIS                 ,MARION,"124,191","-123,213","-159,511","-44,349","-41,424",,,,,
14700,ILLINOIS                 ,MARSHALL,"34,066","-32,835","-49,427","-12,809","-12,390",,,,,
14710,ILLINOIS                 ,MASON,"40,316","-44,520","-54,438","-14,971","-14,136",,,,,
14720,ILLINOIS                 ,MASSAC,"35,445","-58,742","-75,392","3,084","2,806",,,,,
14730,ILLINOIS                 ,MENARD,"33,054","-32,236","-47,083","-12,147","-11,332",,,,,
14740,ILLINOIS                 ,MERCER,"42,934","-38,883","-55,285","-6,376","-6,174",,,,,
14750,ILLINOIS                 ,MONROE,"50,607","-48,003","-66,063","-31,510","-32,523",,,,,
14760,ILLINOIS                 ,MONTGOMERY,"65,617","-60,985","-89,145","-25,412","-23,952",,,,,
14770,ILLINOIS                 ,MORGAN,"93,658","-87,391","-114,510","-32,118","-30,163",,,,,
14780,ILLINOIS                 ,MOULTRIE,"41,815","-39,163","-54,203","-15,478","-14,901",,,,,
14790,ILLINOIS                 ,OGLE,"94,431","-99,507","-144,752","-44,026","-45,041",,,,,
14800,ILLINOIS                 ,PEORIA,"347,074","-355,357","-488,886","-128,367","-127,222",,,,,
14810,ILLINOIS                 ,PERRY,"54,628","-46,850","-62,250","-18,787","-17,395",,,,,
14820,ILLINOIS                 ,PIATT,"44,018","-42,293","-50,903","-11,288","-12,214",,,,,
14830,ILLINOIS                 ,PIKE,"42,275","-49,185","-62,058","-15,701","-15,454",,,,,
14831,ILLINOIS                 ,POPE,"10,114","-15,421","-19,187",-204,-48,,,,,
14850,ILLINOIS                 ,PULASKI,"11,995","-23,762","-28,730","-4,084","-3,915",,,,,
14860,ILLINOIS                 ,PUTNAM,"13,653","-15,882","-18,189","-6,771","-6,190",,,,,
14870,ILLINOIS                 ,RANDOLPH,"66,371","-60,695","-84,776","-31,483","-32,303",,,,,
14880,ILLINOIS                 ,RICHLAND,"31,644","-45,702","-60,772","-11,423","-11,908",,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"445,798","-412,317","-540,579","-72,968","-68,143",,,,,
14900,ILLINOIS                 ,ST. CLAIR,"339,436","-320,390","-459,217","-147,403","-146,627",,,,,
14910,ILLINOIS                 ,SALINE,"67,488","-83,582","-105,404","-19,780","-18,026",,,,,
14920,ILLINOIS                 ,SANGAMON,"527,662","-517,005","-714,469","-182,254","-179,559",,,,,
14921,ILLINOIS                 ,SCHUYLER,"18,720","-13,374","-21,228","-5,242","-4,710",,,,,
14940,ILLINOIS                 ,SCOTT,"12,474","-11,945","-15,974","-4,786","-4,386",,,,,
14950,ILLINOIS                 ,SHELBY,"69,568","-67,053","-87,182","-23,438","-22,465",,,,,
14960,ILLINOIS                 ,STARK,"19,351","-15,489","-24,525","-5,951","-5,192",,,,,
14970,ILLINOIS                 ,STEPHENSON,"99,401","-66,149","-106,763","-30,210","-29,420",,,,,
14980,ILLINOIS                 ,TAZEWELL,"308,512","-313,398","-431,378","-114,649","-113,917",,,,,
14981,ILLINOIS                 ,UNION,"40,729","-70,018","-90,662","-19,461","-18,904",,,,,
14982,ILLINOIS                 ,VERMILION,"161,788","-170,991","-231,999","-53,349","-51,774",,,,,
14983,ILLINOIS                 ,WABASH,"10,834","-33,082","-34,803","-3,632","-3,319",,,,,
14984,ILLINOIS                 ,WARREN,"38,686","-37,351","-57,425","-9,858","-10,111",,,,,
14985,ILLINOIS                 ,WASHINGTON,"33,309","-31,173","-43,105","-12,902","-11,764",,,,,
14986,ILLINOIS                 ,WAYNE,"45,618","-58,223","-69,447","-13,216","-12,207",,,,,
14987,ILLINOIS                 ,WHITE,"23,958","-55,531","-71,064","-8,080","-7,415",,,,,
14988,ILLINOIS                 ,WHITESIDE,"178,348","-185,930","-241,225","-28,346","-25,237",,,,,
14989,ILLINOIS                 ,WILL,"-899,848","-1,195,945","-1,056,954","-1,779,684","-1,749,596",,,,,
14990,ILLINOIS                 ,WILLIAMSON,"182,780","-183,803","-249,863","-59,993","-62,165",,,,,
14991,ILLINOIS                 ,WINNEBAGO,"488,980","-465,790","-725,829","-213,846","-219,502",,,,,
14992,ILLINOIS                 ,WOODFORD,"64,275","-67,937","-96,767","-25,379","-25,227",,,,,
15000,INDIANA                  ,ADAMS,"5,775","-54,943","-60,017","-3,453","-2,983",,,,,
15010,INDIANA                  ,ALLEN,"61,158","-595,082","-589,264","-37,664","-37,831",,,,,
15020,INDIANA                  ,BARTHOLOMEW,"23,754","-212,895","-232,713","-15,796","-14,336",,,,,
15030,INDIANA                  ,BENTON,"4,206","-34,766","-32,953","-1,894","-2,040",,,,,
15040,INDIANA                  ,BLACKFORD,"5,279","-50,420","-49,580","-2,453","-2,353",,,,,
15050,INDIANA                  ,BOONE,"14,614","-125,751","-128,329","-8,726","-9,149",,,,,
15060,INDIANA                  ,BROWN,"2,806","-21,092","-26,995","-1,594","-1,634",,,,,
15070,INDIANA                  ,CARROLL,"6,355","-53,178","-56,297","-2,362","-3,310",,,,,
15080,INDIANA                  ,CASS,"12,978","-112,736","-118,386","-7,184","-7,236",,,,,
15090,INDIANA                  ,CLARK,"69,892","-337,684","-365,572","-3,587","-5,205",,,,,
15100,INDIANA                  ,CLAY,"12,141","-94,945","-97,750","-5,620","-5,237",,,,,
15110,INDIANA                  ,CLINTON,"10,439","-89,098","-91,627","-6,322","-5,655",,,,,
15120,INDIANA                  ,CRAWFORD,"7,233","-31,899","-33,183",-405,-412,,,,,
15130,INDIANA                  ,DAVIESS,"8,237","-69,898","-76,289","-4,514","-3,512",,,,,
15140,INDIANA                  ,DEARBORN,"-28,705","-157,002","-174,888","-54,183","-49,859",,,,,
15150,INDIANA                  ,DECATUR,"6,915","-53,786","-56,600","-3,723","-3,639",,,,,
15160,INDIANA                  ,DE KALB,"7,026","-67,066","-59,235","-3,917","-4,177",,,,,
15170,INDIANA                  ,DELAWARE,"42,146","-398,986","-410,484","-23,872","-21,714",,,,,
15180,INDIANA                  ,DUBOIS,"12,982","-108,069","-117,784","-5,143","-4,642",,,,,
15190,INDIANA                  ,ELKHART,"41,619","-406,251","-416,481","-32,495","-29,109",,,,,
15200,INDIANA                  ,FAYETTE,"5,649","-72,047","-79,119","-5,361","-5,406",,,,,
15210,INDIANA                  ,FLOYD,"51,580","-245,674","-264,708","-4,339","-5,661",,,,,
15220,INDIANA                  ,FOUNTAIN,"15,290","-67,579","-66,752","-6,554","-5,461",,,,,
15230,INDIANA                  ,FRANKLIN,"-10,823","-50,015","-49,867","-18,811","-18,403",,,,,
15240,INDIANA                  ,FULTON,"4,902","-48,524","-45,301","-4,422","-3,847",,,,,
15250,INDIANA                  ,GIBSON,"10,148","-81,080","-88,643","-4,403","-5,364",,,,,
15260,INDIANA                  ,GRANT,"28,168","-242,794","-265,929","-13,560","-13,268",,,,,
15270,INDIANA                  ,GREENE,"12,829","-101,795","-105,988","-6,072","-5,982",,,,,
15280,INDIANA                  ,HAMILTON,"52,140","-498,639","-517,292","-30,024","-31,999",,,,,
15290,INDIANA                  ,HANCOCK,"19,806","-182,657","-193,693","-10,762","-10,359",,,,,
15300,INDIANA                  ,HARRISON,"25,974","-130,428","-140,335","-2,630","-2,065",,,,,
15310,INDIANA                  ,HENDRICKS,"32,841","-277,445","-296,059","-17,778","-17,919",,,,,
15320,INDIANA                  ,HENRY,"17,499","-148,504","-151,349","-7,288","-7,794",,,,,
15330,INDIANA                  ,HOWARD,"37,431","-348,904","-367,454","-23,661","-21,168",,,,,
15340,INDIANA                  ,HUNTINGTON,"9,191","-79,792","-83,602","-4,626","-4,777",,,,,
15350,INDIANA                  ,JACKSON,"8,981","-86,279","-92,621","-4,599","-5,400",,,,,
15360,INDIANA                  ,JASPER,"11,320","-117,239","-122,184","-10,537","-10,521",,,,,
15370,INDIANA                  ,JAY,"6,308","-62,618","-61,630","-4,133","-3,367",,,,,
15380,INDIANA                  ,JEFFERSON,"16,610","-89,660","-102,933","-4,650","-5,159",,,,,
15390,INDIANA                  ,JENNINGS,"5,859","-52,945","-58,114","-2,728","-2,953",,,,,
15400,INDIANA                  ,JOHNSON,"38,647","-361,019","-368,132","-22,545","-22,249",,,,,
15410,INDIANA                  ,KNOX,"13,451","-115,836","-121,002","-7,179","-6,706",,,,,
15420,INDIANA                  ,KOSCIUSKO,"11,288","-123,211","-132,346","-11,977","-11,241",,,,,
15430,INDIANA                  ,LAGRANGE,"4,092","-53,044","-59,774","-5,823","-5,483",,,,,
15440,INDIANA                  ,LAKE,"80,908","-1,766,208","-1,827,617","-208,237","-204,900",,,,,
15450,INDIANA                  ,LA PORTE,"19,219","-333,148","-370,913","-39,203","-36,672",,,,,
15460,INDIANA                  ,LAWRENCE,"17,680","-136,150","-151,721","-7,596","-7,856",,,,,
15470,INDIANA                  ,MADISON,"48,544","-452,784","-466,095","-25,900","-24,580",,,,,
15480,INDIANA                  ,MARION,"207,781","-1,791,147","-1,804,720","-95,062","-90,220",,,,,
15490,INDIANA                  ,MARSHALL,"10,996","-98,368","-97,848","-8,056","-8,624",,,,,
15500,INDIANA                  ,MARTIN,"3,528","-28,024","-30,555","-1,510","-1,761",,,,,
15510,INDIANA                  ,MIAMI,"13,663","-106,321","-117,150","-6,531","-5,578",,,,,
15520,INDIANA                  ,MONROE,"36,337","-301,696","-319,843","-17,821","-18,460",,,,,
15530,INDIANA                  ,MONTGOMERY,"13,645","-115,214","-110,141","-6,086","-6,324",,,,,
15540,INDIANA                  ,MORGAN,"16,826","-158,515","-176,346","-11,299","-11,285",,,,,
15550,INDIANA                  ,NEWTON,"4,172","-38,560","-38,306","-3,718","-3,233",,,,,
15560,INDIANA                  ,NOBLE,"6,961","-68,189","-68,236","-4,420","-4,538",,,,,
15570,INDIANA                  ,OHIO,"-1,465","-16,780","-16,147","-3,951","-4,508",,,,,
15580,INDIANA                  ,ORANGE,"6,241","-42,171","-47,188","-1,742","-2,004",,,,,
15590,INDIANA                  ,OWEN,"7,331","-50,502","-53,093","-2,719","-2,851",,,,,
15600,INDIANA                  ,PARKE,"6,606","-54,350","-54,516","-2,798","-2,904",,,,,
15610,INDIANA                  ,PERRY,"14,680","-61,822","-63,701",514,136,,,,,
15620,INDIANA                  ,PIKE,"3,621","-27,113","-31,685","-1,238","-1,399",,,,,
15630,INDIANA                  ,PORTER,"31,265","-508,283","-529,489","-64,171","-54,816",,,,,
15640,INDIANA                  ,POSEY,"6,460","-58,094","-69,875","-3,927","-3,694",,,,,
15650,INDIANA                  ,PULASKI,"4,061","-42,148","-38,119","-3,267","-3,134",,,,,
15660,INDIANA                  ,PUTNAM,"8,984","-83,460","-88,139","-4,428","-4,485",,,,,
15670,INDIANA                  ,RANDOLPH,"5,366","-83,439","-87,759","-8,305","-7,847",,,,,
15680,INDIANA                  ,RIPLEY,"-5,580","-83,446","-95,020","-21,307","-22,386",,,,,
15690,INDIANA                  ,RUSH,"5,650","-46,480","-46,379","-2,354","-2,751",,,,,
15700,INDIANA                  ,ST. JOSEPH,"66,988","-672,908","-724,746","-49,654","-44,402",,,,,
15710,INDIANA                  ,SCOTT,"14,670","-71,552","-83,073","-1,577","-2,183",,,,,
15720,INDIANA                  ,SHELBY,"11,603","-105,549","-109,662","-6,406","-6,278",,,,,
15730,INDIANA                  ,SPENCER,"13,426","-63,569","-71,079",-925,-416,,,,,
15740,INDIANA                  ,STARKE,"5,131","-60,781","-67,789","-4,984","-6,298",,,,,
15750,INDIANA                  ,STEUBEN,"3,982","-80,843","-84,824","-10,233","-8,787",,,,,
15760,INDIANA                  ,SULLIVAN,"7,790","-65,861","-63,180","-3,763","-3,581",,,,,
15770,INDIANA                  ,SWITZERLAND,"1,891","-23,656","-26,751","-2,635","-3,382",,,,,
15780,INDIANA                  ,TIPPECANOE,"35,794","-347,377","-366,148","-22,953","-21,823",,,,,
15790,INDIANA                  ,TIPTON,"6,226","-52,252","-52,620","-2,716","-2,613",,,,,
15800,INDIANA                  ,UNION,"-3,263","-22,644","-22,128","-6,796","-6,799",,,,,
15810,INDIANA                  ,VANDERBURGH,"56,593","-480,258","-505,332","-26,443","-26,544",,,,,
15820,INDIANA                  ,VERMILLION,"10,801","-54,870","-53,097","-3,730","-3,616",,,,,
15830,INDIANA                  ,VIGO,"42,603","-360,263","-358,001","-19,471","-18,518",,,,,
15840,INDIANA                  ,WABASH,"9,632","-87,682","-88,368","-4,782","-4,546",,,,,
15850,INDIANA                  ,WARREN,"5,098","-20,282","-21,048","-1,595","-1,379",,,,,
15860,INDIANA                  ,WARRICK,"18,271","-150,920","-168,653","-7,962","-7,845",,,,,
15870,INDIANA                  ,WASHINGTON,"12,802","-73,192","-67,872","-1,914","-2,053",,,,,
15880,INDIANA                  ,WAYNE,"20,973","-216,489","-222,792","-16,661","-17,878",,,,,
15890,INDIANA                  ,WELLS,"5,959","-64,914","-59,990","-4,077","-3,816",,,,,
15900,INDIANA                  ,WHITE,"10,194","-94,676","-95,071","-7,130","-6,561",,,,,
15910,INDIANA                  ,WHITLEY,"5,811","-49,213","-50,698","-3,533","-2,921",,,,,
16000,IOWA                     ,ADAIR,"17,680","-18,348","-19,740","7,229","7,897",,,,,
16010,IOWA                     ,ADAMS,"8,320","-7,923","-8,610","3,677","3,827",,,,,
16020,IOWA                     ,ALLAMAKEE,"40,529","-7,213","-15,513","5,355","5,710",,,,,
16030,IOWA                     ,APPANOOSE,"33,028","-36,185","-36,972","13,636","13,876",,,,,
16040,IOWA                     ,AUDUBON,"15,927","-14,068","-15,917","6,747","5,971",,,,,
16050,IOWA                     ,BENTON,"48,162","-50,171","-51,419","21,576","20,071",,,,,
16060,IOWA                     ,BLACK HAWK,"276,289","-285,087","-324,733","133,004","135,973",,,,,
16070,IOWA                     ,BOONE,"57,927","-61,890","-73,190","27,724","25,694",,,,,
16080,IOWA                     ,BREMER,"62,096","-57,381","-63,378","29,807","29,447",,,,,
16090,IOWA                     ,BUCHANAN,"48,879","-49,124","-51,817","22,666","21,884",,,,,
16100,IOWA                     ,BUENA VISTA,"55,953","-40,679","-51,383","21,200","19,504",,,,,
16110,IOWA                     ,BUTLER,"42,338","-38,245","-41,866","20,539","20,657",,,,,
16120,IOWA                     ,CALHOUN,"37,163","-29,090","-32,909","14,178","13,583",,,,,
16130,IOWA                     ,CARROLL,"57,935","-59,170","-69,242","28,538","28,145",,,,,
16140,IOWA                     ,CASS,"36,794","-34,935","-37,623","14,406","15,505",,,,,
16150,IOWA                     ,CEDAR,"36,397","-42,394","-46,876","17,143","17,861",,,,,
16160,IOWA                     ,CERRO GORDO,"127,135","-97,748","-111,332","62,053","62,247",,,,,
16170,IOWA                     ,CHEROKEE,"46,352","-17,615","-32,568","12,700","13,939",,,,,
16180,IOWA                     ,CHICKASAW,"36,951","-24,671","-25,822","14,433","13,881",,,,,
16190,IOWA                     ,CLARKE,"19,695","-21,532","-24,209","9,441","9,557",,,,,
16200,IOWA                     ,CLAY,"82,663","-37,946","-58,155","20,956","20,182",,,,,
16210,IOWA                     ,CLAYTON,"43,173","-25,165","-28,519","11,791","10,504",,,,,
16220,IOWA                     ,CLINTON,"139,711","-157,148","-173,494","63,727","63,465",,,,,
16230,IOWA                     ,CRAWFORD,"33,410","-28,404","-32,745","13,031","11,743",,,,,
16240,IOWA                     ,DALLAS,"93,712","-101,269","-112,448","42,228","44,776",,,,,
16250,IOWA                     ,DAVIS,"16,081","-17,298","-22,551","6,711","6,045",,,,,
16260,IOWA                     ,DECATUR,"18,669","-19,917","-20,568","7,565","7,199",,,,,
16270,IOWA                     ,DELAWARE,"29,218","-30,478","-34,168","13,295","13,330",,,,,
16280,IOWA                     ,DES MOINES,"102,378","-101,093","-114,124","46,324","46,314",,,,,
16290,IOWA                     ,DICKINSON,"112,497","-21,253","-59,915","22,096","19,123",,,,,
16300,IOWA                     ,DUBUQUE,"155,366","-175,914","-199,839","76,691","76,467",,,,,
16310,IOWA                     ,EMMET,"41,124","-4,330","-14,981","9,607","8,535",,,,,
16320,IOWA                     ,FAYETTE,"50,809","-36,789","-43,482","19,976","19,154",,,,,
16330,IOWA                     ,FLOYD,"46,774","-31,632","-38,937","21,906","21,081",,,,,
16340,IOWA                     ,FRANKLIN,"23,760","-17,832","-20,626","12,338","10,864",,,,,
16350,IOWA                     ,FREMONT,"19,628","-18,598","-19,409","6,462","6,228",,,,,
16360,IOWA                     ,GREENE,"27,740","-29,265","-32,137","12,318","12,390",,,,,
16370,IOWA                     ,GRUNDY,"35,366","-31,793","-35,147","14,888","15,094",,,,,
16380,IOWA                     ,GUTHRIE,"35,194","-36,854","-40,580","16,439","15,245",,,,,
16390,IOWA                     ,HAMILTON,"55,906","-56,688","-62,555","24,112","23,325",,,,,
16400,IOWA                     ,HANCOCK,"28,967","-21,362","-23,244","13,366","13,029",,,,,
16410,IOWA                     ,HARDIN,"61,101","-58,263","-67,068","28,744","26,587",,,,,
16420,IOWA                     ,HARRISON,"31,789","-28,433","-30,192","12,161","11,890",,,,,
16430,IOWA                     ,HENRY,"39,252","-44,756","-49,995","20,374","18,837",,,,,
16440,IOWA                     ,HOWARD,"27,166","-2,113","-4,004","7,757","8,265",,,,,
16450,IOWA                     ,HUMBOLDT,"26,194","-24,433","-27,192","11,752","11,271",,,,,
16460,IOWA                     ,IDA,"30,298","-15,472","-20,385","7,309","7,905",,,,,
16470,IOWA                     ,IOWA,"34,581","-37,267","-41,596","15,862","16,013",,,,,
16480,IOWA                     ,JACKSON,"51,536","-59,300","-63,125","23,853","23,575",,,,,
