"ESRD -- 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE 
BENEFICIARIES ENROLLED IN PARTS A AND/OR B 
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
29020,NEVADA,DOUGLAS,33,"805,773",2034.78,"755,883","1,908.80","33,042","11,718","5,130",31,"1,131,427",3041.47
29030,NEVADA,ELKO,51,"985,130",1609.69,"880,964","1,439.48","45,928","47,355","10,883",48,"1,261,832",2190.68
29040,NEVADA,ESMERALDA,1,0,0,0,0,0,0,0,1,0,0
29050,NEVADA,EUREKA,1,0,0,0,0,0,0,0,1,"11,458",954.83
29060,NEVADA,HUMBOLDT,17,"309,850",1518.87,"272,660","1,336.57","2,642","33,768",780,15,"486,263",2701.46
29070,NEVADA,LANDER,1,0,0,0,0,0,0,0,1,"60,489",5040.75
29080,NEVADA,LINCOLN,13,"632,853",4056.75,"580,515","3,721.25","7,416","41,287","3,635",12,"524,942",3645.43
29090,NEVADA,LYON,64,"1,535,670",1999.57,"1,494,098","1,945.44","10,517","28,122","2,933",63,"2,130,114",2817.61
29100,NEVADA,MINERAL,10,"227,444",1895.37,"219,473","1,828.94","1,626","5,788",557,9,"340,438",3152.2
29110,NEVADA,NYE,69,"1,852,647",2237.5,"1,718,901","2,075.97","29,727","96,125","7,894",64,"2,483,703",3233.99
29120,NEVADA,CARSON CITY,88,"2,217,928",2100.31,"2,150,938","2,036.87","31,792","29,569","5,629",80,"2,989,797",3114.37
29130,NEVADA,PERSHING,4,"35,728",744.33,"33,924",706.75,681,789,334,4,"103,752",2161.5
29140,NEVADA,STOREY,1,0,0,0,0,0,0,0,1,"12,636",1053
29150,NEVADA,WASHOE,436,"7,646,096",1461.41,"7,045,346","1,346.59","198,556","363,214","38,980",409,"14,289,338",2911.44
29160,NEVADA,WHITE PINE,9,"237,065",2195.05,"189,744","1,756.89","29,035","13,125","5,161",9,"418,717",3877.01
30000,NEW HAMPSHIRE,BELKNAP,45,"891,024",1650.04,"848,115","1,570.58","22,918","15,342","4,649",43,"1,427,944",2767.33
30010,NEW HAMPSHIRE,CARROLL,37,"1,246,646",2807.76,"1,130,220","2,545.54","58,501","43,559","14,366",36,"1,586,232",3671.83
30020,NEW HAMPSHIRE,CHESHIRE,65,"1,825,172",2339.96,"1,623,977","2,082.02","131,110","45,653","24,432",62,"2,294,450",3083.94
30030,NEW HAMPSHIRE,COOS,36,"824,718",1909.07,"678,549","1,570.72","101,706","27,015","17,448",34,"1,451,264",3557.02
30040,NEW HAMPSHIRE,GRAFTON,50,"1,224,887",2041.48,"1,003,920","1,673.20","158,621","34,587","27,759",46,"1,453,950",2633.97
30050,NEW HAMPSHIRE,HILLSBOROUGH,271,"6,085,406",1871.28,"5,690,219","1,749.76","201,587","149,768","43,832",251,"8,998,923",2987.69
30060,NEW HAMPSHIRE,MERRIMACK,91,"2,284,257",2091.81,"1,972,002","1,805.86","233,056","43,145","36,054",87,"3,287,323",3148.78
30070,NEW HAMPSHIRE,ROCKINGHAM,228,"5,822,716",2128.19,"5,384,059","1,967.86","220,264","178,329","40,064",211,"8,204,978",3240.51
30080,NEW HAMPSHIRE,STRAFFORD,109,"3,043,798",2327.06,"2,850,231","2,179.08","83,797","92,729","17,041",106,"4,231,288",3326.48
30090,NEW HAMPSHIRE,SULLIVAN,31,"874,500",2350.81,"727,742","1,956.30","98,040","26,909","21,809",28,"967,237",2878.68
31000,NEW JERSEY,ATLANTIC,525,"15,264,860",2422.99,"13,713,975","2,176.82","607,279","709,857","233,749",491,"24,769,887",4203.99
31100,NEW JERSEY,BERGEN,1086,"33,319,798",2556.77,"30,544,127","2,343.78","1,488,634","904,522","382,515",1032,"56,388,117",4553.3
31150,NEW JERSEY,BURLINGTON,605,"17,244,994",2375.34,"15,565,142","2,143.96","835,183","526,856","317,813",567,"26,818,949",3941.64
31160,NEW JERSEY,CAMDEN,851,"22,733,462",2226.15,"19,085,674","1,868.95","1,614,673","1,315,644","717,471",789,"36,943,949",3901.98
31180,NEW JERSEY,CAPE MAY,169,"4,311,954",2126.21,"3,984,473","1,964.73","143,214","136,273","47,994",162,"7,518,551",3867.57
31190,NEW JERSEY,CUMBERLAND,305,"8,960,802",2448.31,"7,494,244","2,047.61","627,324","646,883","192,351",294,"13,540,379",3837.98
31200,NEW JERSEY,ESSEX,1790,"60,461,992",2814.8,"50,497,204","2,350.89","3,891,143","4,788,551","1,285,094",1665,"99,800,547",4995.02
31220,NEW JERSEY,GLOUCESTER,336,"8,808,174",2184.57,"7,438,746","1,844.93","681,913","378,077","309,438",309,"13,570,819",3659.88
31230,NEW JERSEY,HUDSON,843,"28,679,946",2835.11,"23,799,670","2,352.68","1,518,961","2,876,216","485,099",790,"42,232,038",4454.86
31250,NEW JERSEY,HUNTERDON,73,"1,744,072",1990.95,"1,541,887","1,760.14","101,374","69,937","30,874",68,"2,844,661",3486.1
31260,NEW JERSEY,MERCER,629,"16,394,309",2172.01,"14,894,185","1,973.26","612,533","746,670","140,921",589,"28,110,298",3977.12
31270,NEW JERSEY,MIDDLESEX,946,"24,764,285",2181.49,"21,726,014","1,913.85","1,588,315","972,781","477,175",885,"45,791,930",4311.86
31290,NEW JERSEY,MONMOUTH,865,"23,094,602",2224.91,"20,686,674","1,992.94","1,292,177","746,695","369,056",825,"37,545,449",3792.47
31300,NEW JERSEY,MORRIS,469,"11,416,581",2028.53,"10,426,067","1,852.54","643,475","170,119","176,920",447,"22,180,951",4135.15
31310,NEW JERSEY,OCEAN,871,"21,287,807",2036.72,"19,910,497","1,904.95","696,397","472,759","208,154",834,"37,864,706",3783.44
31320,NEW JERSEY,PASSAIC,814,"25,125,053",2572.18,"21,365,384","2,187.28","1,296,550","1,971,312","491,807",774,"52,299,885",5630.91
31340,NEW JERSEY,SALEM,95,"3,831,212",3360.71,"3,223,354","2,827.50","255,561","270,349","81,948",89,"4,331,809",4056
31350,NEW JERSEY,SOMERSET,314,"7,815,732",2074.24,"7,045,166","1,869.74","448,774","197,077","124,715",294,"12,661,549",3588.87
31360,NEW JERSEY,SUSSEX,160,"4,127,558",2149.77,"3,863,495","2,012.24","168,599","56,637","38,827",149,"6,063,756",3391.36
31370,NEW JERSEY,UNION,844,"20,540,235",2028.06,"18,168,938","1,793.93","1,079,314","914,207","377,776",781,"42,331,198",4516.77
31390,NEW JERSEY,WARREN,105,"2,572,304",2041.51,"2,373,613","1,883.82","121,779","22,236","54,676",96,"3,930,824",3412.17
32000,NEW MEXICO,BERNALILLO,618,"9,428,201",1271.33,"7,869,052","1,061.09","432,409","968,812","157,928",580,"19,344,264",2779.35
32010,NEW MEXICO,CATRON,4,"83,631",1742.31,"73,169","1,524.35","4,860","4,533","1,069",4,"128,608",2679.33
32020,NEW MEXICO,CHAVES,116,"2,090,840",1502.04,"1,850,175","1,329.15","28,233","201,315","11,117",113,"4,490,844",3311.83
32025,NEW MEXICO,CIBOLA,121,"2,032,977",1400.12,"1,757,874","1,210.66","65,433","189,532","20,138",118,"3,899,471",2753.86
32030,NEW MEXICO,COLFAX,10,"103,597",863.31,"96,946",807.88,900,"5,195",556,10,"355,514",2962.62
32040,NEW MEXICO,CURRY,62,"1,878,326",2524.63,"1,724,203","2,317.48","26,428","122,434","5,261",61,"2,342,428",3200.04
32050,NEW MEXICO,DE BACA,2,"88,148",3672.83,"76,271","3,177.96",116,"11,743",18,2,"187,987",7832.79
32060,NEW MEXICO,DONA ANA,307,"5,762,741",1564.26,"4,999,409","1,357.06","59,979","656,084","47,269",293,"11,297,508",3213.17
32070,NEW MEXICO,EDDY,81,"2,169,808",2232.31,"1,963,690","2,020.26","42,245","154,074","9,799",80,"2,961,861",3085.27
32080,NEW MEXICO,GRANT,37,"748,286",1685.33,"683,978","1,540.49","3,055","59,655","1,598",36,"1,294,542",2996.63
32090,NEW MEXICO,GUADALUPE,9,"69,132",640.11,"58,645",543.01,268,"10,132",87,8,"269,197",2804.14
32100,NEW MEXICO,HARDING,1,0,0,0,0,0,0,0,1,0,0
32110,NEW MEXICO,HIDALGO,3,"64,906",1802.94,"49,864","1,385.11","4,566","9,407","1,069",3,"92,440",2567.78
32120,NEW MEXICO,LEA,102,"2,314,813",1891.19,"2,104,122","1,719.05","56,583","134,663","19,445",101,"4,167,487",3438.52
32130,NEW MEXICO,LINCOLN,19,"343,803",1507.91,"308,030","1,351.01","1,237","33,878",658,18,"581,750",2693.29
32131,NEW MEXICO,LOS ALAMOS,6,"62,798",872.19,"51,706",718.14,"4,303","5,829",960,6,"140,513",1951.57
32140,NEW MEXICO,LUNA,42,"712,841",1414.37,"626,609","1,243.27","1,631","81,917","2,684",42,"1,455,262",2887.42
32150,NEW MEXICO,MCKINLEY,304,"4,526,817",1240.9,"4,073,914","1,116.75","65,326","365,518","22,059",295,"11,965,412",3380.06
32160,NEW MEXICO,MORA,6,"176,669",2453.74,"168,609","2,341.79",623,"7,044",393,6,"195,981",2721.96
32170,NEW MEXICO,OTERO,52,"702,951",1126.52,"628,331","1,006.94","10,476","58,968","5,176",50,"1,992,100",3320.17
32180,NEW MEXICO,QUAY,5,"47,042",784.03,"43,336",722.27,423,"3,182",101,4,"274,060",5709.58
32190,NEW MEXICO,RIO ARRIBA,68,"1,403,191",1719.6,"1,252,097","1,534.43","29,734","111,455","9,905",67,"2,264,933",2817.08
32200,NEW MEXICO,ROOSEVELT,25,"539,746",1799.15,"495,320","1,651.07","8,856","33,272","2,298",25,"924,000",3080
32210,NEW MEXICO,SANDOVAL,157,"2,851,745",1513.67,"2,547,538","1,352.20","75,519","202,905","25,783",150,"5,462,857",3034.92
32220,NEW MEXICO,SAN JUAN,298,"9,799,744",2740.42,"8,695,361","2,431.59","48,456","1,041,893","14,034",288,"11,156,519",3228.16
32230,NEW MEXICO,SAN MIGUEL,35,"849,540",2022.71,"753,647","1,794.40","24,093","64,467","7,333",33,"1,228,628",3102.6
32240,NEW MEXICO,SANTA FE,116,"2,053,984",1475.56,"1,763,207","1,266.67","76,959","188,542","25,276",111,"3,805,342",2856.86
32250,NEW MEXICO,SIERRA,15,"263,390",1463.28,"230,819","1,282.33","1,115","30,039","1,417",15,"489,982",2722.12
32260,NEW MEXICO,SOCORRO,19,"304,464",1335.37,"276,124","1,211.07","4,535","21,568","2,237",18,"610,262",2825.29
32270,NEW MEXICO,TAOS,42,"1,082,722",2148.26,"974,007","1,932.55","28,632","75,806","4,277",42,"1,515,801",3007.54
32280,NEW MEXICO,TORRANCE,8,"60,859",633.95,"51,883",540.45,"2,885","4,950","1,141",7,"348,211",4145.37
32290,NEW MEXICO,UNION,3,"181,571",5043.64,"169,826","4,717.39","4,218","6,324","1,203",3,"194,879",5413.31
32300,NEW MEXICO,VALENCIA,88,"1,293,418",1224.83,"1,126,269","1,066.54","41,593","110,078","15,478",85,"2,825,880",2770.47
33000,NEW YORK,ALBANY,329,"8,756,856",2218.05,"7,084,422","1,794.43","762,473","561,084","348,877",308,"11,325,772",3064.33
33010,NEW YORK,ALLEGANY,26,"235,349",754.32,"144,210",462.21,"42,474","32,359","16,306",25,"820,710",2735.7
33020,NEW YORK,BRONX,1978,"84,274,625",3550.5,"52,103,996","2,195.15","11,547,949","12,890,714","7,731,966",1814,"81,848,043",3760.02
33030,NEW YORK,BROOME,221,"3,869,060",1458.92,"3,212,705","1,211.43","247,085","265,476","143,794",209,"7,389,036",2946.19
33040,NEW YORK,CATTARAUGUS,77,"1,566,523",1695.37,"1,375,934","1,489.11","62,318","92,628","35,643",71,"2,562,766",3007.94
33050,NEW YORK,CAYUGA,80,"1,624,155",1691.83,"1,307,591","1,362.07","143,583","116,971","56,010",77,"2,655,222",2873.62
33060,NEW YORK,CHAUTAUQUA,146,"2,836,261",1618.87,"2,508,337","1,431.70","99,303","178,407","50,214",140,"5,107,407",3040.12
33070,NEW YORK,CHEMUNG,109,"2,439,343",1864.94,"2,173,829","1,661.95","91,158","155,110","19,246",103,"3,771,526",3051.4
33080,NEW YORK,CHENANGO,42,"873,825",1733.78,"746,144","1,480.44","62,664","40,083","24,934",42,"1,558,348",3091.96
33090,NEW YORK,CLINTON,92,"2,505,485",2269.46,"2,354,130","2,132.36","33,427","111,956","5,972",88,"3,215,599",3045.07
33200,NEW YORK,COLUMBIA,69,"2,081,433",2513.81,"1,750,970","2,114.70","124,289","163,028","43,146",63,"2,488,910",3292.21
33210,NEW YORK,CORTLAND,40,"969,680",2020.17,"849,242","1,769.25","56,108","45,776","18,554",38,"1,354,989",2971.47
33220,NEW YORK,DELAWARE,39,"1,316,595",2813.24,"1,114,831","2,382.12","105,526","60,743","35,495",39,"1,629,851",3482.59
33230,NEW YORK,DUTCHESS,333,"7,388,736",1849.03,"6,582,286","1,647.22","233,420","481,033","91,997",318,"12,380,062",3244.25
33240,NEW YORK,ERIE,928,"20,268,159",1820.06,"15,445,753","1,387.01","1,941,295","1,752,920","1,128,191",858,"31,742,144",3082.96
33260,NEW YORK,ESSEX,57,"1,236,188",1807.29,"1,183,445","1,730.18","3,926","47,184","1,633",55,"1,999,015",3028.81
33270,NEW YORK,FRANKLIN,69,"1,133,609",1369.09,"961,026","1,160.66","76,374","76,766","19,443",65,"2,627,060",3368.03
33280,NEW YORK,FULTON,44,"1,243,151",2354.45,"1,103,345","2,089.67","45,204","80,737","13,865",44,"1,363,175",2581.77
33290,NEW YORK,GENESEE,56,"1,104,666",1643.85,"825,220","1,228.01","138,138","81,102","60,206",53,"1,904,634",2994.71
33300,NEW YORK,GREENE,52,"1,052,668",1686.97,"869,035","1,392.68","75,053","75,260","33,320",50,"1,893,272",3155.45
33310,NEW YORK,HAMILTON,3,"24,388",677.44,"24,123",670.08,0,265,0,3,"106,613",2961.47
33320,NEW YORK,HERKIMER,70,"1,271,537",1513.73,"1,159,945","1,380.89","40,952","58,581","12,059",67,"2,104,896",2618.03
33330,NEW YORK,JEFFERSON,126,"3,583,296",2369.9,"3,315,373","2,192.71","99,451","136,967","31,505",122,"4,640,972",3170.06
33331,NEW YORK,KINGS,3285,"134,439,473",3410.44,"86,386,091","2,191.43","16,956,240","20,250,570","10,846,572",3013,"162,709,024",4500.19
33340,NEW YORK,LEWIS,26,"625,867",2005.98,"567,089","1,817.59","23,036","26,780","8,962",26,"853,010",2734.01
33350,NEW YORK,LIVINGSTON,34,"474,969",1164.14,"334,328",819.43,"74,152","38,853","27,636",31,"1,499,706",4031.47
33360,NEW YORK,MADISON,71,"1,659,248",1947.47,"1,478,397","1,735.21","62,524","91,977","26,350",69,"2,327,651",2811.17
33370,NEW YORK,MONROE,805,"16,609,120",1719.37,"12,353,451","1,278.83","2,118,482","1,143,680","993,507",761,"28,881,824",3162.71
33380,NEW YORK,MONTGOMERY,60,"1,579,719",2194.05,"1,374,208","1,908.62","79,692","101,942","23,877",55,"2,080,377",3152.09
33400,NEW YORK,NASSAU,1547,"43,885,692",2364.02,"35,468,548","1,910.61","4,162,042","2,237,178","2,017,924",1448,"63,785,974",3670.92
33420,NEW YORK,NEW YORK,1710,"66,924,662",3261.44,"44,932,018","2,189.67","8,847,367","8,195,334","4,949,943",1539,"72,506,236",3926.05
33500,NEW YORK,NIAGARA,217,"3,973,619",1525.97,"3,150,503","1,209.87","288,423","383,153","151,540",195,"7,154,062",3057.29
33510,NEW YORK,ONEIDA,320,"7,559,970",1968.74,"6,772,340","1,763.63","243,837","448,935","94,858",311,"10,998,590",2947.1
33520,NEW YORK,ONONDAGA,592,"12,945,257",1822.25,"10,805,199","1,521.00","878,748","916,084","345,226",562,"20,970,068",3109.44
33530,NEW YORK,ONTARIO,80,"1,581,030",1646.91,"1,264,497","1,317.18","146,670","108,938","60,925",74,"2,329,196",2622.97
33540,NEW YORK,ORANGE,400,"12,127,638",2526.59,"10,672,959","2,223.53","413,012","863,903","177,764",375,"14,955,747",3323.5
33550,NEW YORK,ORLEANS,33,"569,632",1438.46,"400,891","1,012.35","75,679","54,178","38,884",33,"1,112,785",2810.06
33560,NEW YORK,OSWEGO,121,"3,218,483",2216.59,"2,650,171","1,825.19","256,922","216,153","95,237",118,"4,647,917",3282.43
33570,NEW YORK,OTSEGO,75,"1,674,741",1860.82,"1,447,841","1,608.71","130,278","54,190","42,432",72,"2,190,330",2535.1
33580,NEW YORK,PUTNAM,67,"2,445,199",3041.29,"1,997,470","2,484.42","196,281","158,457","92,991",64,"2,764,567",3599.7
33590,NEW YORK,QUEENS,2616,"89,073,953",2837.47,"61,299,840","1,952.72","10,990,494","10,669,629","6,113,989",2397,"116,748,452",4058.84
33600,NEW YORK,RENSSELAER,163,"2,794,893",1428.88,"2,391,399","1,222.60","177,442","158,596","67,456",154,"5,637,898",3050.81
33610,NEW YORK,RICHMOND,524,"17,233,836",2740.75,"12,359,753","1,965.61","1,994,316","1,934,746","945,021",489,"23,403,865",3988.39
33620,NEW YORK,ROCKLAND,345,"10,977,868",2651.66,"9,466,152","2,286.51","411,438","954,733","145,545",325,"13,490,127",3459.01
33630,NEW YORK,ST. LAWRENCE,129,"2,877,306",1858.72,"2,584,092","1,669.31","100,231","168,285","24,698",123,"4,278,114",2898.45
33640,NEW YORK,SARATOGA,174,"3,977,789",1905.07,"3,544,633","1,697.62","191,714","186,700","54,742",165,"6,402,073",3233.37
33650,NEW YORK,SCHENECTADY,195,"4,695,878",2006.79,"3,815,308","1,630.47","356,787","376,048","147,735",187,"7,447,839",3319
33660,NEW YORK,SCHOHARIE,35,"953,144",2269.39,"820,725","1,954.11","72,475","44,150","15,794",32,"1,328,956",3460.82
33670,NEW YORK,SCHUYLER,12,"211,041",1465.56,"186,005","1,291.70","10,489","10,276","4,271",11,"410,540",3110.15
33680,NEW YORK,SENECA,18,"249,960",1157.22,"224,762","1,040.56","10,896","11,175","3,127",17,"650,497",3188.71
33690,NEW YORK,STEUBEN,90,"2,017,976",1868.5,"1,754,711","1,624.73","122,742","111,079","29,444",84,"3,038,876",3014.76
33700,NEW YORK,SUFFOLK,1657,"52,654,713",2648.09,"44,803,488","2,253.24","4,131,312","2,256,858","1,463,055",1553,"69,333,088",3720.38
33710,NEW YORK,SULLIVAN,82,"1,895,699",1926.52,"1,648,850","1,675.66","73,823","146,407","26,619",80,"3,313,074",3451.12
33720,NEW YORK,TIOGA,45,"668,459",1237.89,"581,085","1,076.08","40,663","31,536","15,175",42,"1,405,177",2788.05
33730,NEW YORK,TOMPKINS,47,"931,302",1651.24,"815,515","1,445.95","45,064","57,129","13,594",47,"1,831,964",3248.16
33740,NEW YORK,ULSTER,170,"4,490,130",2201.04,"3,900,118","1,911.82","202,466","289,709","97,837",161,"6,159,666",3188.23
33750,NEW YORK,WARREN,89,"2,120,778",1985.75,"2,019,370","1,890.80","31,883","63,207","6,318",85,"3,635,008",3563.73
33760,NEW YORK,WASHINGTON,61,"2,199,735",3005.1,"1,998,048","2,729.57","81,047","100,437","20,203",56,"2,270,884",3379.29
33770,NEW YORK,WAYNE,95,"1,705,676",1496.21,"1,331,720","1,168.18","182,244","119,715","71,997",89,"3,058,189",2863.47
33800,NEW YORK,WESTCHESTER,1161,"38,968,321",2797.04,"31,553,860","2,264.85","2,537,920","3,594,566","1,281,975",1095,"47,786,198",3636.7
33900,NEW YORK,WYOMING,27,"908,844",2805.07,"722,007","2,228.42","90,881","62,774","33,182",25,"943,693",3145.64
33910,NEW YORK,YATES,12,"195,420",1357.08,"162,080","1,125.56","13,585","11,060","8,695",11,"337,675",2558.14
34000,NORTH CAROLINA,ALAMANCE,252,"5,551,351",1835.76,"4,591,677","1,518.41","391,854","463,462","104,358",247,"9,249,956",3120.77
34010,NORTH CAROLINA,ALEXANDER,38,"651,529",1428.79,"600,100","1,316.01","11,720","34,483","5,226",38,"1,193,409",2617.13
34020,NORTH CAROLINA,ALLEGHANY,9,"435,157",4029.23,"343,552","3,181.04","45,510","29,222","16,873",9,"256,070",2371.02
34030,NORTH CAROLINA,ANSON,83,"1,339,130",1344.51,"1,178,864","1,183.60","17,429","136,204","6,633",82,"3,076,839",3126.87
34040,NORTH CAROLINA,ASHE,20,"305,467",1272.78,"269,345","1,122.27","13,926","17,333","4,863",19,"785,988",3447.32
34050,NORTH CAROLINA,AVERY,14,"225,787",1343.97,"197,661","1,176.55","10,821","13,893","3,412",14,"556,102",3310.13
34060,NORTH CAROLINA,BEAUFORT,123,"3,124,890",2117.13,"2,518,973","1,706.62","202,680","296,175","107,062",120,"5,082,623",3529.6
34070,NORTH CAROLINA,BERTIE,59,"1,331,015",1879.96,"1,069,805","1,511.02","81,275","143,885","36,050",57,"3,140,360",4591.17
34080,NORTH CAROLINA,BLADEN,98,"1,841,143",1565.6,"1,560,073","1,326.59","73,025","189,848","18,197",96,"3,871,161",3360.38
34090,NORTH CAROLINA,BRUNSWICK,132,"2,604,357",1644.16,"2,320,156","1,464.74","86,463","177,890","19,848",129,"4,776,445",3085.56
34100,NORTH CAROLINA,BUNCOMBE,257,"3,737,406",1211.87,"3,259,196","1,056.81","122,849","318,047","37,314",243,"7,722,277",2648.24
34110,NORTH CAROLINA,BURKE,111,"1,275,856",957.85,"1,097,708",824.11,"42,169","112,687","23,292",107,"3,831,289",2983.87
34120,NORTH CAROLINA,CABARRUS,205,"3,904,823",1587.33,"3,575,995","1,453.66","76,709","225,814","26,305",195,"7,015,278",2997.98
34130,NORTH CAROLINA,CALDWELL,103,"1,833,756",1483.62,"1,546,175","1,250.95","111,478","143,533","32,570",102,"3,487,035",2848.88
34140,NORTH CAROLINA,CAMDEN,17,"245,301",1202.46,"194,374",952.81,"24,097","24,570","2,260",17,"563,039",2760
34150,NORTH CAROLINA,CARTERET,74,"1,292,833",1455.89,"1,191,571","1,341.86","20,026","70,357","10,879",72,"3,232,985",3741.88
34160,NORTH CAROLINA,CASWELL,37,"750,438",1690.18,"603,458","1,359.14","69,141","57,664","20,175",36,"1,439,107",3331.27
34170,NORTH CAROLINA,CATAWBA,223,"3,390,299",1266.93,"2,885,576","1,078.32","176,545","272,683","55,495",216,"7,918,606",3055.02
34180,NORTH CAROLINA,CHATHAM,68,"1,224,490",1500.6,"923,220","1,131.40","137,451","108,429","55,390",66,"2,503,922",3161.52
34190,NORTH CAROLINA,CHEROKEE,26,"395,981",1269.17,"365,904","1,172.77","5,052","23,312","1,713",25,"897,423",2991.41
34200,NORTH CAROLINA,CHOWAN,30,"637,610",1771.14,"560,834","1,557.87","25,269","43,001","8,506",29,"1,371,542",3941.21
34210,NORTH CAROLINA,CLAY,10,"180,189",1501.58,"169,718","1,414.32","1,971","7,854",646,10,"385,704",3214.2
34220,NORTH CAROLINA,CLEVELAND,260,"4,517,795",1448.01,"3,997,321","1,281.19","91,454","402,949","26,071",256,"9,011,348",2933.38
34230,NORTH CAROLINA,COLUMBUS,144,"2,600,456",1504.89,"2,288,847","1,324.56","55,660","241,707","14,242",141,"6,091,675",3600.28
34240,NORTH CAROLINA,CRAVEN,210,"3,798,762",1507.45,"3,421,720","1,357.83","75,441","260,274","41,327",204,"7,864,444",3212.6
34250,NORTH CAROLINA,CUMBERLAND,601,"12,028,304",1667.82,"10,112,109","1,402.12","413,018","1,379,430","123,747",579,"21,516,327",3096.77
34251,NORTH CAROLINA,CURRITUCK,17,"486,608",2385.33,"429,929","2,107.50","19,784","30,484","6,411",16,"648,348",3376.81
34270,NORTH CAROLINA,DARE,34,"990,862",2428.58,"861,019","2,110.34","38,568","79,118","12,157",33,"1,350,753",3410.99
34280,NORTH CAROLINA,DAVIDSON,172,"3,898,581",1888.85,"3,063,217","1,484.12","361,917","308,208","165,239",168,"5,925,772",2939.37
34290,NORTH CAROLINA,DAVIE,35,"1,037,809",2470.97,"871,628","2,075.30","58,871","82,644","24,666",33,"1,443,593",3645.44
34300,NORTH CAROLINA,DUPLIN,135,"2,588,519",1597.85,"2,273,434","1,403.35","80,568","210,078","24,439",133,"5,486,137",3437.43
34310,NORTH CAROLINA,DURHAM,503,"11,377,263",1884.9,"9,103,786","1,508.25","1,213,781","776,291","283,405",475,"17,232,909",3023.32
34320,NORTH CAROLINA,EDGECOMBE,144,"3,313,523",1917.55,"2,665,852","1,542.74","159,962","387,435","100,274",143,"5,860,693",3415.32
34330,NORTH CAROLINA,FORSYTH,535,"15,343,088",2389.89,"12,156,107","1,893.47","1,389,895","1,181,701","615,385",516,"18,364,729",2965.88
34340,NORTH CAROLINA,FRANKLIN,111,"2,162,362",1623.39,"1,865,913","1,400.84","93,357","174,622","28,470",110,"4,314,881",3268.85
34350,NORTH CAROLINA,GASTON,292,"4,790,739",1367.22,"4,230,665","1,207.38","84,338","452,976","22,760",285,"10,860,885",3175.7
34360,NORTH CAROLINA,GATES,25,"360,858",1202.86,"320,745","1,069.15","8,931","27,760","3,422",25,"1,174,890",3916.3
34370,NORTH CAROLINA,GRAHAM,11,"163,802",1240.92,"143,200","1,084.85","4,749","14,284","1,569",11,"450,802",3415.17
34380,NORTH CAROLINA,GRANVILLE,131,"2,453,243",1560.59,"1,972,856","1,255.00","209,882","210,843","59,662",124,"4,750,212",3192.35
34390,NORTH CAROLINA,GREENE,49,"1,402,592",2385.36,"1,155,144","1,964.53","70,793","134,901","41,754",49,"2,466,011",4193.9
34400,NORTH CAROLINA,GUILFORD,812,"14,506,599",1488.77,"12,540,395","1,286.99","625,724","1,067,506","272,974",788,"28,400,572",3003.44
34410,NORTH CAROLINA,HALIFAX,240,"4,893,540",1699.15,"4,257,455","1,478.28","142,190","438,124","55,771",236,"9,545,365",3370.54
34420,NORTH CAROLINA,HARNETT,136,"3,051,784",1869.97,"2,617,471","1,603.84","145,174","232,947","56,192",132,"5,094,466",3216.2
34430,NORTH CAROLINA,HAYWOOD,63,"1,062,737",1405.74,"940,655","1,244.25","34,758","76,185","11,139",63,"2,178,258",2881.29
34440,NORTH CAROLINA,HENDERSON,92,"1,470,073",1331.59,"1,306,965","1,183.85","45,437","105,296","12,375",89,"3,092,093",2895.22
34450,NORTH CAROLINA,HERTFORD,96,"2,033,954",1765.59,"1,723,532","1,496.12","98,367","163,115","48,940",95,"4,171,940",3659.6
34460,NORTH CAROLINA,HOKE,90,"2,022,120",1872.33,"1,820,913","1,686.03","37,869","150,984","12,354",90,"3,348,372",3100.34
