AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,
31000,NEW JERSEY               ,ATLANTIC,"12,607","46,838","115,303","197,333","663,297",,"1,934","21,246","64,021","110,268","396,610",
31100,NEW JERSEY               ,BERGEN,"-2,865","137,980","63,743","90,149","102,724",,"-2,441","81,819","40,821","59,275","69,225",
31150,NEW JERSEY               ,BURLINGTON,"-24,399","-11,930","-18,919","-24,383","76,723",,"-13,502","-6,444","-13,668","-18,364","58,434",
31160,NEW JERSEY               ,CAMDEN,"-25,289","-10,482","-19,213","-24,444","92,601",,"-13,364","-6,577","-10,786","-16,885","61,580",
31180,NEW JERSEY               ,CAPE MAY,"-18,137","-38,831","23,147","-17,009","1,407",,"-9,066","-17,470","11,375","-10,056","1,113",
31190,NEW JERSEY               ,CUMBERLAND,"29,578","20,075","39,357","11,481","128,365",,"16,604","10,361","14,499","4,119","66,152",
31200,NEW JERSEY               ,ESSEX,"-154,489","-133,104","-48,111","-56,556","-38,712",,"-105,935","-88,971","-34,571","-38,288","-26,861",
31220,NEW JERSEY               ,GLOUCESTER,"-10,704","-4,399","-4,588","-8,619","53,644",,"-5,337","-1,648","-1,585","-4,910","26,607",
31230,NEW JERSEY               ,HUDSON,"-1,510","54,571","26,205","40,509","49,712",,"-2,022","40,407","17,255","28,547","38,496",
31250,NEW JERSEY               ,HUNTERDON,"-19,709","-16,218","-6,429","-9,752","-5,035",,"-13,365","-10,989","-4,127","-4,774","-4,887",
31260,NEW JERSEY               ,MERCER,"-15,088",509,"10,857","80,571","279,014",,"-7,898",625,"7,270","47,720","189,337",
31270,NEW JERSEY               ,MIDDLESEX,"-75,757","-109,745","-35,826","-17,487","86,646",,"-41,450","-71,018","-24,452","-11,128","50,428",
31290,NEW JERSEY               ,MONMOUTH,"-96,833","-146,279","-46,092","-20,705","92,280",,"-68,298","-98,239","-34,892","-15,055","60,572",
31300,NEW JERSEY               ,MORRIS,"-108,457","-104,872","-31,218","-41,559","-35,495",,"-66,745","-67,656","-23,491","-25,918","-26,432",
31310,NEW JERSEY               ,OCEAN,"-95,940","-151,567","-47,512","-23,182","131,251",,"-42,519","-61,878","-22,717","-10,480","56,914",
31320,NEW JERSEY               ,PASSAIC,"-3,021","40,327","21,416","26,992","40,618",,"-2,417","26,034","15,779","16,874","20,695",
31340,NEW JERSEY               ,SALEM,"-7,070","-2,529","3,447","1,781","-2,036",,"-3,048","-1,725","1,447",937,"-2,554",
31350,NEW JERSEY               ,SOMERSET,"-24,420","-38,916","-13,806","-6,342","38,399",,"-19,589","-21,776","-7,172","-6,060","21,383",
31360,NEW JERSEY               ,SUSSEX,"-20,406","-18,849","-6,198","-6,945","-9,416",,"-13,037","-9,112","-3,269","-4,850","-5,631",
31370,NEW JERSEY               ,UNION,"-116,050","-96,326","-34,139","-36,177","-29,826",,"-75,746","-68,577","-23,882","-26,282","-29,668",
31390,NEW JERSEY               ,WARREN,"-28,258","-14,217","-15,711",-89,"-9,935",,"-15,732","-6,306","-8,771",-690,"-5,698",
32000,NEW MEXICO               ,BERNALILLO,"55,797","187,091","139,179","93,567","64,967",,"80,699","280,686","179,875","114,962","82,951",
32010,NEW MEXICO               ,CATRON,-79,168,147,8,43,,-410,505,814,-62,-62,
32020,NEW MEXICO               ,CHAVES,"-13,409","5,890","-10,744","-9,594","-4,245",,"-19,354","8,476","-27,349","-21,810","-10,741",
32025,NEW MEXICO               ,CIBOLA,572,342,-38,231,-133,,51,601,292,354,-804,
32030,NEW MEXICO               ,COLFAX,-275,217,-709,-930,-315,,-472,242,-875,-403,-231,
32040,NEW MEXICO               ,CURRY,"-5,339","2,013","-5,276","-3,328","-2,390",,"-6,747","2,232","-5,768","-5,586","-3,345",
32050,NEW MEXICO               ,DEBACA,-652,500,-29,-344,-177,,"-2,243","1,132",-586,-371,-211,
32060,NEW MEXICO               ,DONA ANA,"143,717","79,951","83,586","-23,139","25,950",,"264,809","162,704","172,625","-52,329","64,013",
32070,NEW MEXICO               ,EDDY,"-9,314","3,851","-11,759","-8,497","-4,168",,"-20,806","7,913","-24,145","-17,898","-8,344",
32080,NEW MEXICO               ,GRANT,"-4,459","1,541","-5,182","-2,180","-1,045",,"-4,139","-9,652","-7,171","-3,892","-2,693",
32090,NEW MEXICO               ,GUADALUPE,-212,395,-106,-234,-200,,-650,656,-474,-568,-191,
32100,NEW MEXICO               ,HARDING,-55,32,45,182,-46,,-225,16,28,-3,5,
32110,NEW MEXICO               ,HIDALGO,"-1,041",45,-520,-627,-447,,-728,741,"-1,067",-849,-237,
32120,NEW MEXICO               ,LEA,"-7,193","4,705","-9,008","-6,061","-3,414",,"-12,790","7,054","-17,086","-14,401","-7,860",
32130,NEW MEXICO               ,LINCOLN,"-2,475","1,194","-3,187","-2,196",-569,,"-3,699","1,318","-5,436","-3,713","-2,085",
32131,NEW MEXICO               ,LOS ALAMOS,"-2,520",575,"-1,440","-1,850","-1,336",,-992,-230,"-2,156",-576,"-1,108",
32140,NEW MEXICO               ,LUNA,"-22,686","1,555","-4,566","-2,991","-1,618",,"-4,845","1,284","-3,504","-2,871","-1,511",
32150,NEW MEXICO               ,MCKINLEY,"-1,367","3,821",712,-715,-234,,"-1,049","9,214","9,605",860,-168,
32160,NEW MEXICO               ,MORA,-313,525,-62,-269,1,,"-5,508",939,"-1,774","-1,219",-395,
32170,NEW MEXICO               ,OTERO,"-5,523","2,885","-5,528","-4,283","-2,258",,"-1,472","2,571","-3,919","-4,848","-2,262",
32180,NEW MEXICO               ,QUAY,"-1,188",584,-922,"-1,264",-388,,"-1,335","1,157","-2,847","-1,218",-773,
32190,NEW MEXICO               ,RIO ARRIBA,"-4,329",716,"-2,755","-3,171","-1,510",,"-3,107","1,092","1,828","-1,945","-1,294",
32200,NEW MEXICO               ,ROOSEVELT,"-2,739",992,"-2,135","-1,677","-1,299",,"-3,489","1,012","-3,565","-2,803","-1,762",
32210,NEW MEXICO               ,SANDOVAL,"9,427","31,881","22,387","14,811","9,466",,"12,989","50,206","39,893","18,463","13,122",
32220,NEW MEXICO               ,SAN JUAN,"41,621","410,770","513,086","104,621","-3,783",,"78,800","802,885","949,328","177,156","-7,237",
32230,NEW MEXICO               ,SAN MIGUEL,"-18,095",637,"-4,305","-3,181","-1,372",,"-10,741","2,669","-8,085","-4,395","-1,613",
32240,NEW MEXICO               ,SANTA FE,"-76,241","-55,429","-74,212","-93,416","-57,477",,"-55,219","-48,597","-74,585","-93,692","-61,841",
32250,NEW MEXICO               ,SIERRA,"-1,063","1,986","-2,938","-2,682","-1,080",,"-6,978","3,179","-7,388","-5,073","-1,733",
32260,NEW MEXICO               ,SOCORRO,"-1,491","1,001","-1,415",-864,-331,,"-2,211","1,501","-2,851","-1,854",-439,
32270,NEW MEXICO               ,TAOS,"-1,820","1,579","-2,766","-1,504","-1,070",,"-3,144","1,857","-1,649",-726,-696,
32280,NEW MEXICO               ,TORRANCE,"1,363","6,525","2,657","1,707","1,618",,"-1,518","5,088","2,258","1,808","1,092",
32290,NEW MEXICO               ,UNION,7,587,-409,-363,-393,,-286,681,-859,-407,-194,
32300,NEW MEXICO               ,VALENCIA,"6,352","16,907","16,680","8,175","5,945",,"4,670","18,326","11,258","7,631","7,038",
33000,NEW YORK                 ,ALBANY,"10,034","-17,034","-29,702","-3,032","-11,444",,"6,634","-12,162","-22,594","-2,819","-8,923",
33010,NEW YORK                 ,ALLEGANY,"-1,454","2,474","-1,207","1,524","5,829",,"-1,126","2,743","-1,349","1,740","6,593",
33020,NEW YORK                 ,BRONX,742,"143,208","80,794","102,369","61,958",,-832,"161,359","79,656","104,868","57,998",
33030,NEW YORK                 ,BROOME,"-237,362","-149,021","-167,470","-142,429","-266,139",,"-157,164","-121,065","-144,349","-111,842","-224,452",
33040,NEW YORK                 ,CATTARAUGUS,-664,"7,217","-2,056","3,388","9,350",,-589,"4,114",-153,"2,688","6,116",
33050,NEW YORK                 ,CAYUGA,"-3,309","9,481","-4,553","5,138","14,887",,"-2,561","6,473","-1,389","2,790","9,103",
33060,NEW YORK                 ,CHAUTAUQUA,"-5,786","11,685","-4,034","5,345","14,169",,"-3,783","5,551","-3,466","3,233","14,100",
33070,NEW YORK                 ,CHEMUNG,"8,481","11,627","3,077","-3,578","-14,468",,"3,690","4,798","1,690","-1,542","-9,109",
33080,NEW YORK                 ,CHENANGO,"-2,957",269,"-1,810","2,123","3,750",,"-1,249","2,483","-1,932","1,316","2,023",
33090,NEW YORK                 ,CLINTON,"-2,101","3,559","-1,941",904,"5,454",,"-1,151","2,396",-704,-268,"2,585",
33200,NEW YORK                 ,COLUMBIA,"-1,754","7,556",751,"2,713","5,905",,-31,"3,774","-1,019","1,320","4,034",
33210,NEW YORK                 ,CORTLAND,"-2,908","3,436","-1,329",689,"5,565",,"-1,525",408,"-1,721",-86,"2,550",
33220,NEW YORK                 ,DELAWARE,"-1,589","2,700","-1,624","1,261","5,952",,-997,803,-6,-406,"1,757",
33230,NEW YORK                 ,DUTCHESS,"145,263","181,567","92,036","57,050","95,075",,"63,315","75,114","33,717","21,709","48,912",
33240,NEW YORK                 ,ERIE,"274,659","293,217","187,392","266,466","250,954",,"232,010","276,397","178,338","252,888","235,542",
33260,NEW YORK                 ,ESSEX,-935,"2,701",-717,826,"3,465",,-218,"1,725",228,228,"1,570",
33270,NEW YORK                 ,FRANKLIN,"-1,002","2,586",-615,"1,237","2,871",,233,"2,120",88,809,"2,413",
33280,NEW YORK                 ,FULTON,"-1,333","4,069","-1,327","1,244","3,751",,"-1,376","2,864","-1,034","1,323","2,490",
33290,NEW YORK                 ,GENESEE,"-1,034","3,751",-746,"2,549","5,068",,"-1,083","1,406",-431,"1,080","4,607",
33300,NEW YORK                 ,GREENE,-941,"3,162","-1,930",934,"4,495",,"-1,522","1,080",-665,971,"1,207",
33310,NEW YORK                 ,HAMILTON,-80,644,-135,189,956,,-193,205,-584,89,435,
33320,NEW YORK                 ,HERKIMER,"11,376","16,741","14,643","11,685","21,790",,"6,707","10,174","6,097","6,286","12,713",
33330,NEW YORK                 ,JEFFERSON,"-1,314","4,992","-2,231","1,779","7,735",,"-2,378","4,385","-2,356","1,986","3,686",
33331,NEW YORK                 ,KINGS,"4,297","394,742","184,790","220,607","164,232",,-309,"330,686","184,986","243,315","152,498",
33340,NEW YORK                 ,LEWIS,-673,898,-385,609,"1,131",,84,227,-168,54,532,
33350,NEW YORK                 ,LIVINGSTON,"-2,622",-986,"1,261","3,733","7,532",,"-2,240",-707,"1,185","2,316","6,818",
33360,NEW YORK                 ,MADISON,716,"4,272","4,635",897,"7,439",,"1,050","3,272","3,351",146,"5,572",
33370,NEW YORK                 ,MONROE,"-40,974","-19,477","18,709","60,830","90,688",,"-40,218","-22,487","20,205","60,364","93,044",
33380,NEW YORK                 ,MONTGOMERY,"-1,761","6,069","-1,980","2,447","6,434",,"-1,823","6,311","-2,136","2,313","5,131",
33400,NEW YORK                 ,NASSAU,"172,705","517,277","438,049","614,041","833,644",,"87,655","277,265","237,143","339,438","511,569",
33420,NEW YORK                 ,NEW YORK,"2,143","307,674","157,396","214,955","138,857",,"4,176","292,592","147,401","196,424","132,771",
33500,NEW YORK                 ,NIAGARA,"73,517","89,988","54,072","82,006","84,967",,"44,819","63,078","50,200","62,207","69,528",
33510,NEW YORK                 ,ONEIDA,"53,618","72,070","65,908","49,087","97,996",,"37,082","48,456","47,361","41,201","71,147",
33520,NEW YORK                 ,ONONDAGA,"13,314","81,145","69,547","13,359","123,532",,"9,467","65,205","57,099","6,744","98,058",
33530,NEW YORK                 ,ONTARIO,"-5,409","-2,196","3,015","9,554","15,974",,"-3,921","-1,628","2,144","8,128","14,726",
33540,NEW YORK                 ,ORANGE,"153,803","199,275","99,277","59,586","105,425",,"77,209","91,125","53,567","27,422","56,828",
33550,NEW YORK                 ,ORLEANS,"-1,928",-567,891,"2,603","4,663",,-780,-237,575,"1,681","2,821",
33560,NEW YORK                 ,OSWEGO,"1,693","17,538","17,441","2,401","35,515",,609,"11,818","9,726","2,105","24,087",
33570,NEW YORK                 ,OTSEGO,"-3,319","5,670","-1,648","1,545","7,701",,"-1,856","4,086","-3,042","1,144","4,474",
33580,NEW YORK                 ,PUTNAM,"1,158","19,002","10,679","12,160","9,973",,540,"10,824","3,424","5,782","5,945",
33590,NEW YORK                 ,QUEENS,"5,479","339,406","155,546","203,216","157,157",,"3,091","299,466","142,669","193,726","123,621",
33600,NEW YORK                 ,RENSSELAER,"5,894","-11,003","-15,832","-1,100","-5,349",,"3,537","-6,736","-11,235",-439,"-4,013",
33610,NEW YORK                 ,RICHMOND,"-1,917","77,122","36,698","46,294","33,325",,363,"81,144","37,444","54,026","31,964",
33620,NEW YORK                 ,ROCKLAND,-214,"50,482","22,497","28,246","23,812",,-290,"33,502","15,260","15,897","22,651",
33630,NEW YORK                 ,ST. LAWRENCE,"-3,096","6,265","-3,495","2,143","8,521",,"-2,085","1,976","-1,180",908,"4,111",
33640,NEW YORK                 ,SARATOGA,"6,844","-14,055","-23,148","-3,231","-9,965",,"3,769","-8,880","-14,155","-2,550","-8,235",
33650,NEW YORK                 ,SCHENECTADY,"6,059","-10,752","-16,871","-2,615","-7,270",,"4,065","-6,495","-11,093","-2,019","-3,764",
33660,NEW YORK                 ,SCHOHARIE,564,-969,"-2,668",-326,"-1,138",,207,-345,"-1,592",342,"-1,476",
33670,NEW YORK                 ,SCHUYLER,-340,512,-499,241,"1,177",,-360,261,-294,-83,723,
33680,NEW YORK                 ,SENECA,"-1,434","1,531",-714,"1,213","3,245",,-538,"1,484",-771,884,"2,879",
33690,NEW YORK                 ,STEUBEN,"-3,579","5,874","-2,357","2,496","1,155",,-876,"4,391","-1,165","1,981","1,929",
33700,NEW YORK                 ,SUFFOLK,"148,692","479,981","452,216","612,019","871,799",,"50,182","176,656","189,398","262,736","390,896",
33710,NEW YORK                 ,SULLIVAN,948,"9,513",-795,"3,529","7,221",,-425,"4,867","-1,103","2,136","3,318",
33720,NEW YORK                 ,TIOGA,"-13,262","-21,700","-22,427","-17,127","-28,906",,"-10,050","-26,394","-45,378","-17,721","-19,250",
33730,NEW YORK                 ,TOMPKINS,"-9,527","-10,095","-34,350","-18,751","23,731",,"-3,939","-5,889","-20,175","-10,018","15,724",
33740,NEW YORK                 ,ULSTER,"-77,815","-42,359","-42,888","4,056","-15,227",,"-42,331","-22,833","-24,801","3,879","-14,111",
33750,NEW YORK                 ,WARREN,"7,377","-4,619","-3,125","-5,167","-8,886",,"6,815","-3,781","-3,297","-3,268","-7,012",
33760,NEW YORK                 ,WASHINGTON,"7,344","-4,471","-2,645","-2,812","-4,664",,"4,996","-4,097","-2,749","-2,757","-3,469",
33770,NEW YORK                 ,WAYNE,"-6,003","-2,762","3,151","9,982","15,818",,"-4,147","-2,766","2,983","7,754","10,518",
33800,NEW YORK                 ,WESTCHESTER,"3,277","252,517","116,281","155,708","111,560",,"1,842","178,316","76,569","96,059","74,577",
33900,NEW YORK                 ,WYOMING,-526,"1,744",-547,603,"2,243",,-258,"1,097",242,224,947,
33910,NEW YORK                 ,YATES,-308,"1,266",-33,496,"1,227",,-583,367,-156,289,"1,412",
34000,NORTH CAROLINA           ,ALAMANCE,"-60,076","-42,718","-41,216","-51,210","-24,792",,"-41,076","-46,143","-43,765","-63,318","-25,305",
34010,NORTH CAROLINA           ,ALEXANDER,"-43,974","-39,868","-42,851","-20,013","-26,696",,"-34,869","-39,471","-55,311","-22,653","-33,265",
34020,NORTH CAROLINA           ,ALLEGHANY,"-10,903","-11,032","-9,283","-5,387","-3,121",,"-9,632","-10,678","-9,404","-4,196","-2,061",
34030,NORTH CAROLINA           ,ANSON,"-3,724","-8,291","-1,880","2,054","3,647",,"-4,935","-6,402","-2,071","1,360","4,236",
34040,NORTH CAROLINA           ,ASHE,"-30,413","-25,457","-18,182","-11,538","-10,052",,"-26,887","-28,480","-24,553","-12,317","-9,232",
34050,NORTH CAROLINA           ,AVERY,"-15,205","-15,203","-14,872","-8,526","-5,316",,"-20,597","-15,374","-12,599","-7,362","-5,492",
34060,NORTH CAROLINA           ,BEAUFORT,"-39,104","-36,594","-38,343","-18,421","-15,140",,"-28,144","-29,960","-32,677","-16,689","-8,955",
34070,NORTH CAROLINA           ,BERTIE,"-15,537","-17,579","-15,883","-11,606","-7,216",,"-11,625","-11,759","-13,018","-5,653","-2,808",
34080,NORTH CAROLINA           ,BLADEN,"-27,206","-25,962","-27,588","-14,351","-8,533",,"-22,817","-26,293","-21,180","-12,714","-9,127",
34090,NORTH CAROLINA           ,BRUNSWICK,"-98,275","-42,469","-16,885","-63,709","-51,235",,"-79,872","-37,731","-17,564","-54,021","-46,657",
34100,NORTH CAROLINA           ,BUNCOMBE,"-323,365","-312,881","-277,430","-242,155","-200,951",,"-277,185","-249,847","-244,470","-240,083","-196,446",
34110,NORTH CAROLINA           ,BURKE,"-113,508","-123,850","-136,127","-56,224","-73,639",,"-105,937","-106,951","-120,698","-58,304","-75,847",
34120,NORTH CAROLINA           ,CABARRUS,"-28,983","-51,255","-9,900","13,410","43,882",,"-19,243","-41,197","-8,700","11,588","45,567",
34130,NORTH CAROLINA           ,CALDWELL,"-109,760","-104,041","-103,858","-39,390","-58,141",,"-92,637","-92,568","-94,501","-31,015","-40,907",
34140,NORTH CAROLINA           ,CAMDEN,"-4,602","-4,453","-5,250","-3,218","-2,284",,"-1,151","-2,861","-4,150","-1,486","-1,353",
34150,NORTH CAROLINA           ,CARTERET,"-62,544","-68,118","-64,928","-33,013","-27,602",,"-51,620","-63,810","-65,203","-33,202","-23,635",
34160,NORTH CAROLINA           ,CASWELL,"-14,963","-13,233","-10,430","-8,676","-4,842",,"-12,149","-13,345","-12,038","-7,251","-4,855",
34170,NORTH CAROLINA           ,CATAWBA,"-182,391","-191,962","-187,675","-79,044","-118,399",,"-205,791","-209,004","-215,377","-98,943","-136,458",
34180,NORTH CAROLINA           ,CHATHAM,"-8,123","-5,582","3,370",-89,"-1,124",,"-6,509","-3,877","3,025",545,"-1,030",
34190,NORTH CAROLINA           ,CHEROKEE,"-25,394","-22,987","-21,781","-11,214","-7,318",,"-22,710","-20,940","-18,021","-9,351","-6,200",
34200,NORTH CAROLINA           ,CHOWAN,"-10,159","-11,520","-10,886","-5,359","-4,370",,"-5,534","-7,996","-7,449","-4,210","-3,028",
34210,NORTH CAROLINA           ,CLAY,"-10,420","-11,470","-11,056","-5,917","-4,346",,"-10,241","-12,902","-8,777","-4,965","-2,678",
34220,NORTH CAROLINA           ,CLEVELAND,"-110,579","-101,782","-110,833","-55,511","-39,841",,"-109,742","-132,684","-124,774","-76,627","-51,392",
34230,NORTH CAROLINA           ,COLUMBUS,"-81,660","-68,225","-61,909","-39,843","-25,967",,"-75,748","-75,396","-69,698","-39,707","-25,279",
34240,NORTH CAROLINA           ,CRAVEN,"-72,089","-65,366","-67,526","-35,009","-32,072",,"-43,550","-44,976","-58,384","-27,359","-27,857",
34250,NORTH CAROLINA           ,CUMBERLAND,"-197,594","-224,279","-228,290","-198,323","-184,447",,"-144,289","-153,699","-174,145","-168,066","-166,296",
34251,NORTH CAROLINA           ,CURRITUCK,"2,817",830,"-1,298","-1,320","-2,695",,-13,196,-765,-701,"-2,006",
34270,NORTH CAROLINA           ,DARE,"-12,016","-15,614","-17,671","-8,074","-6,970",,"-13,459","-10,068","-7,338","-5,128","-4,670",
34280,NORTH CAROLINA           ,DAVIDSON,"-78,229","-83,856","-89,621","-47,831","-33,282",,"-93,516","-108,772","-105,238","-68,374","-34,391",
34290,NORTH CAROLINA           ,DAVIE,"-51,925","-41,098","-43,561","-34,211",48,,"-76,631","-58,349","-50,028","-50,679",-497,
34300,NORTH CAROLINA           ,DUPLIN,"-37,706","-42,043","-43,419","-27,422","-19,113",,"-44,843","-42,705","-47,040","-25,714","-21,204",
34310,NORTH CAROLINA           ,DURHAM,"-36,028","-11,418","18,927","7,403","-2,676",,"-33,310","-16,918","16,722","2,560","-3,690",
34320,NORTH CAROLINA           ,EDGECOMBE,"-20,522","-19,111","-5,276","-15,564","-14,327",,"-14,380","-14,087","-5,066","-11,347","-12,002",
34330,NORTH CAROLINA           ,FORSYTH,"-287,566","-245,138","-246,267","-243,567","1,736",,"-300,849","-266,814","-262,153","-283,654","6,685",
34340,NORTH CAROLINA           ,FRANKLIN,"-33,288","-35,065","-31,007","-36,719","-26,556",,"-30,223","-30,906","-30,437","-34,332","-28,648",
34350,NORTH CAROLINA           ,GASTON,"-28,261","-64,072","-8,030","22,178","57,230",,"-41,508","-83,617","-18,654","19,894","70,436",
34360,NORTH CAROLINA           ,GATES,"-7,528","-7,329","-6,701","-4,321","-2,577",,"-8,023","-4,245","-4,840","-3,183","-2,924",
34370,NORTH CAROLINA           ,GRAHAM,"-6,528","-5,368","-6,402","-2,759","-2,008",,"-5,971","-5,915","-6,042","-2,379",-819,
34380,NORTH CAROLINA           ,GRANVILLE,"-29,843","-29,083","-29,193","-14,736","-11,771",,"-23,278","-27,698","-33,861","-16,885","-10,201",
34390,NORTH CAROLINA           ,GREENE,"-1,834","-2,371","-6,049","-1,263","-7,850",,"-1,561","-3,133","-2,661",-749,"-6,698",
34400,NORTH CAROLINA           ,GUILFORD,"-378,686","-409,823","-432,080","-352,639","-287,250",,"-317,677","-357,419","-419,788","-342,698","-283,270",
34410,NORTH CAROLINA           ,HALIFAX,"-38,996","-41,107","-40,204","-24,240","-19,467",,"-17,153","-18,607","-21,933","-14,668","-12,044",
34420,NORTH CAROLINA           ,HARNETT,"-72,441","-81,950","-74,557","-48,547","-30,909",,"-79,913","-84,962","-72,796","-39,354","-32,533",
34430,NORTH CAROLINA           ,HAYWOOD,"-69,680","-67,213","-59,259","-55,900","-50,786",,"-53,334","-52,688","-46,873","-48,401","-38,335",
34440,NORTH CAROLINA           ,HENDERSON,"-142,128","-120,221","-122,889","-109,658","-96,582",,"-121,175","-118,349","-107,261","-112,132","-97,210",
34450,NORTH CAROLINA           ,HERTFORD,"-15,838","-13,831","-14,654","-11,251","-6,691",,"-13,776","-12,513","-13,442","-7,775","-5,701",
34460,NORTH CAROLINA           ,HOKE,"-26,455","-21,156","-31,383","-31,664","-15,096",,"-35,090","-44,869","-51,164","-35,630","-21,155",
34470,NORTH CAROLINA           ,HYDE,"-1,575","-2,666","-3,080","-1,140",-898,,"-1,116","-1,814","-2,776",-793,"-1,142",
34480,NORTH CAROLINA           ,IREDELL,"-127,119","-133,245","-134,841","-69,331","-53,202",,"-116,767","-128,136","-136,812","-74,277","-52,074",
34490,NORTH CAROLINA           ,JACKSON,"-18,082","-15,685","-17,607","-9,121","-6,851",,"-9,645","-17,376","-18,060","-8,912","-7,438",
34500,NORTH CAROLINA           ,JOHNSTON,"-130,658","-134,686","-118,324","-153,193","-94,496",,"-105,110","-112,541","-90,890","-115,599","-86,293",
34510,NORTH CAROLINA           ,JONES,"-9,725","-10,270","-12,069","-3,723","-5,067",,"-9,255","-12,299","-9,485","-5,416","-4,707",
34520,NORTH CAROLINA           ,LEE,"-42,455","-47,340","-47,121","-24,518","-17,656",,"-27,287","-27,877","-28,790","-18,008","-13,285",
34530,NORTH CAROLINA           ,LENOIR,"-76,108","-70,492","-78,349","-43,679","-30,655",,"-47,262","-46,224","-51,100","-31,248","-24,210",
34540,NORTH CAROLINA           ,LINCOLN,"-71,690","-66,152","-62,430","-32,796","-25,237",,"-65,689","-73,661","-69,174","-35,456","-27,300",
34550,NORTH CAROLINA           ,MCDOWELL,"-78,415","-35,611","-33,256","-22,345","-15,854",,"-77,013","-27,886","-32,498","-21,230","-16,447",
34560,NORTH CAROLINA           ,MACON,"-29,139","-25,964","-29,607","-15,794","-13,621",,"-16,061","-17,516","-21,985","-12,027","-9,410",
34570,NORTH CAROLINA           ,MADISON,"-29,919","-31,256","-40,298","-25,124","-22,280",,"-37,419","-35,738","-42,638","-40,405","-29,056",
34580,NORTH CAROLINA           ,MARTIN,"-38,857","-39,566","-41,094","-19,335","-14,355",,"-20,921","-15,682","-16,449","-10,199","-7,583",
34590,NORTH CAROLINA           ,MECKLENBURG,"-50,354","-119,489","-5,983","43,353","146,856",,"-49,652","-108,346","-14,528","33,860","138,974",
34600,NORTH CAROLINA           ,MITCHELL,"-17,219","-19,215","-19,655","-11,505","-6,703",,"-12,777","-14,937","-14,400","-10,887","-8,116",
34610,NORTH CAROLINA           ,MONTGOMERY,"-17,653","-20,735","-24,018","-13,707","-9,559",,"-24,872","-26,671","-38,781","-22,155","-9,607",
34620,NORTH CAROLINA           ,MOORE,"-72,751","-69,035","-61,881","-49,903","-32,621",,"-48,936","-32,262","-31,568","-20,792","-17,211",
34630,NORTH CAROLINA           ,NASH,"-42,072","-47,183","-17,894","-50,335","-52,131",,"-28,266","-34,528","-13,381","-34,589","-38,460",
34640,NORTH CAROLINA           ,NEW HANOVER,"-171,731","-71,206","-33,797","-97,269","-68,627",,"-145,031","-63,755","-30,496","-96,261","-65,228",
34650,NORTH CAROLINA           ,NORTHAMPTON,"-15,221","-16,982","-14,420","-7,358","-7,620",,"-8,454","-8,645","-8,514","-5,209","-5,592",
34660,NORTH CAROLINA           ,ONSLOW,"-46,437","-58,506","-37,282","7,994","-34,273",,"-32,543","-47,151","-31,803","10,512","-44,058",
34670,NORTH CAROLINA           ,ORANGE,"-14,443","-4,676","7,625","2,147",-869,,"-13,371","-7,988","4,016",-784,-648,
34680,NORTH CAROLINA           ,PAMLICO,"-9,330","-7,489","-5,671","-2,779","-3,914",,"-1,777","-2,186","-3,952","-1,782","-1,548",
34690,NORTH CAROLINA           ,PASQUOTANK,"-22,347","-19,503","-21,247","-14,132","-8,148",,"-9,575","-13,444","-14,616","-9,331","-7,966",
34700,NORTH CAROLINA           ,PENDER,"-45,152","-15,878","-8,282","-26,142","-20,367",,"-28,670","-18,215","-11,202","-24,754","-18,692",
34710,NORTH CAROLINA           ,PERQUIMANS,"-8,504","-8,422","-11,793","-4,943","-3,180",,"-5,570","-4,598","-6,096","-2,969","-2,784",
34720,NORTH CAROLINA           ,PERSON,"-5,819","-1,899","3,847","1,797",166,,"-4,848","-3,328","3,684","2,088",-58,
34730,NORTH CAROLINA           ,PITT,"-10,142","-20,162","-11,329","-4,221","-52,998",,"-10,259","-15,991","-9,947",-771,"-39,726",
34740,NORTH CAROLINA           ,POLK,"-18,861","-19,086","-21,581","-9,035","-7,569",,"-13,029","-16,677","-16,058","-11,470","-8,993",
34750,NORTH CAROLINA           ,RANDOLPH,"-144,947","-131,512","-149,733","-105,338","-93,227",,"-136,440","-158,965","-173,925","-118,716","-99,621",
34760,NORTH CAROLINA           ,RICHMOND,"-47,736","-41,467","-37,207","-29,430","-16,520",,"-60,667","-56,546","-39,285","-16,808","-10,245",
34770,NORTH CAROLINA           ,ROBESON,"-92,220","-97,321","-95,971","-57,312","-35,617",,"-79,374","-84,182","-89,043","-51,400","-34,910",
34780,NORTH CAROLINA           ,ROCKINGHAM,"-107,716","-109,495","-123,419","-104,196","-87,493",,"-92,285","-108,404","-110,224","-82,166","-77,645",
34790,NORTH CAROLINA           ,ROWAN,"-89,727","-97,581","-79,745","-46,453","-26,585",,"-75,288","-85,655","-88,815","-43,434","-32,894",
34800,NORTH CAROLINA           ,RUTHERFORD,"-67,572","-60,290","-69,663","-35,277","-25,683",,"-58,683","-65,525","-68,868","-36,034","-27,115",
34810,NORTH CAROLINA           ,SAMPSON,"-50,378","-49,728","-50,823","-30,690","-20,455",,"-47,423","-50,958","-51,329","-26,169","-18,584",
