AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,
13280,IDAHO                    ,LATAH,"-6,875",451,"-2,121","2,705","3,742",,"-4,840",434,"-1,384","2,901","3,272",
13290,IDAHO                    ,LEMHI,-532,34,-153,341,955,,"-2,079",165,-838,390,"1,399",
13300,IDAHO                    ,LEWIS,-936,-157,-60,154,0,,-347,-1,-9,77,7,
13310,IDAHO                    ,LINCOLN,"-1,323",-66,-373,514,850,,"-1,480",-44,-472,534,805,
13320,IDAHO                    ,MADISON,"-3,374",267,"-1,478",243,"1,489",,"-7,051",242,"-2,838",535,"1,680",
13330,IDAHO                    ,MINIDOKA,"-7,467",341,"-2,500","1,988","3,327",,"-8,824",-131,"-3,136","2,718","4,265",
13340,IDAHO                    ,NEZ PERCE,"-5,172","-3,053","-3,183","-1,374","4,871",,"-2,545","-3,355","-4,048","1,141","3,458",
13350,IDAHO                    ,ONEIDA,"-1,953",-67,-799,"1,096",717,,"-1,882","1,771",412,"1,035","1,907",
13360,IDAHO                    ,OWYHEE,"-1,034",236,-202,183,170,,"-1,340",-38,-168,197,130,
13370,IDAHO                    ,PAYETTE,"-6,125",-846,"-2,104","2,385",-488,,"-5,466","-1,098","-4,383",-144,466,
13380,IDAHO                    ,POWER,"3,117","3,187","2,370","1,734","3,281",,"4,242","6,536","9,374","3,718","4,731",
13390,IDAHO                    ,SHOSHONE,"-10,520",-609,"-4,436","2,416","3,906",,"-12,232",-760,"-4,586","2,861","5,494",
13400,IDAHO                    ,TETON,"-1,134",-76,-385,298,498,,-709,248,525,136,879,
13410,IDAHO                    ,TWIN FALLS,"-32,556",-985,"-11,744","9,818","12,871",,"-31,633","-1,635","-14,803","13,489","18,143",
13420,IDAHO                    ,VALLEY,"-1,038",380,-155,85,-632,,"-1,483",446,717,"1,060",840,
13430,IDAHO                    ,WASHINGTON,"-3,271",-204,"-1,407",972,"1,976",,"-3,241",-412,"-2,373","1,409",689,
14000,ILLINOIS                 ,ADAMS,"3,075",223,"5,243","3,061","-5,316",,853,-494,"3,591","2,581","-4,629",
14010,ILLINOIS                 ,ALEXANDER,904,-193,"2,413","3,389","7,412",,"1,545",858,"1,922","2,463","8,383",
14020,ILLINOIS                 ,BOND,"9,248","12,240","9,560","9,678","7,143",,"8,590","10,755","8,101","11,071","6,500",
14030,ILLINOIS                 ,BOONE,"-1,918","-2,301","-20,862","-17,170","-10,186",,"-2,502","-1,323","-16,396","-17,579","-11,314",
14040,ILLINOIS                 ,BROWN,101,-210,318,96,-344,,155,-1,576,58,-141,
14050,ILLINOIS                 ,BUREAU,"2,591","2,555","-3,025","-6,940","-1,979",,"-2,613","-19,152",761,"-2,013","-2,862",
14060,ILLINOIS                 ,CALHOUN,"5,186","3,898","3,560","3,136","1,835",,"2,547","2,898","2,282","1,999","1,695",
14070,ILLINOIS                 ,CARROLL,"1,471",331,"2,491","1,193","-1,418",,853,-121,409,"1,109","-1,797",
14080,ILLINOIS                 ,CASS,155,-51,749,"1,111",-194,,347,-223,163,374,-17,
14090,ILLINOIS                 ,CHAMPAIGN,"6,271","-2,471","-68,827","-73,402","-47,353",,"4,276","-3,644","-63,040","-57,758","-39,410",
14100,ILLINOIS                 ,CHRISTIAN,"3,577","-1,172","5,188","1,635","-2,199",,"3,113","-1,257","2,552","1,886","-1,249",
14110,ILLINOIS                 ,CLARK,968,-156,"1,812","1,156",-564,,275,-472,"1,554",531,-511,
14120,ILLINOIS                 ,CLAY,"2,396",141,"3,700","2,238","-1,402",,"1,896",-194,"5,045","2,439",-988,
14130,ILLINOIS                 ,CLINTON,"26,070","30,965","22,016","17,627","12,664",,"24,338","33,849","25,741","24,987","17,177",
14140,ILLINOIS                 ,COLES,"3,723",154,"5,483","2,951","-2,767",,"3,320",645,"6,609","2,773","-2,625",
14141,ILLINOIS                 ,COOK,"-2,984,675","488,469","-314,642","-1,479,100","-1,364,494",,"-7,315,787","1,428,724","-1,032,264","-5,173,670","-4,954,116",
14150,ILLINOIS                 ,CRAWFORD,"1,553",249,"1,772",875,-680,,958,201,933,418,"-1,002",
14160,ILLINOIS                 ,CUMBERLAND,501,-378,"1,400",721,-689,,550,56,739,275,-616,
14170,ILLINOIS                 ,DEKALB,"-25,632","4,148","-8,549","-15,564","-17,833",,"-20,101","4,435","-3,458","-20,528","-18,932",
14180,ILLINOIS                 ,DE WITT,829,"-1,280",10,-733,"-1,046",,156,-553,628,602,-783,
14190,ILLINOIS                 ,DOUGLAS,"1,043",-78,348,38,"-1,092",,508,-94,-156,-260,"-1,328",
14250,ILLINOIS                 ,DUPAGE,"-466,436","69,574","-48,215","-258,621","-255,337",,"-437,861","86,521","-70,937","-358,787","-363,608",
14310,ILLINOIS                 ,EDGAR,"1,570",91,"1,289",975,-191,,785,130,"2,090",789,"-1,039",
14320,ILLINOIS                 ,EDWARDS,853,220,"1,157",643,-599,,749,93,"1,629",545,-529,
14330,ILLINOIS                 ,EFFINGHAM,"2,329","-2,519","-3,481","1,397","-2,119",,"1,300",305,"3,083","1,482","-2,408",
14340,ILLINOIS                 ,FAYETTE,"2,531",509,216,"2,415","-1,468",,"1,609",264,"3,625","1,787","-1,104",
14350,ILLINOIS                 ,FORD,503,-165,"-8,965","-6,913","-4,642",,103,-189,"-4,792","-4,766","-3,271",
14360,ILLINOIS                 ,FRANKLIN,"6,492",-47,"9,799","4,641","-3,968",,"4,206",580,"7,323","4,564","-3,059",
14370,ILLINOIS                 ,FULTON,"1,185","-1,320","2,409","1,633","-2,951",,"2,394",-858,"2,575","1,408","-3,316",
14380,ILLINOIS                 ,GALLATIN,914,95,"1,135",209,-452,,44,-183,567,459,-441,
14390,ILLINOIS                 ,GREENE,"1,417",884,"2,679","1,553",-126,,"1,857",380,"2,940","2,284",-412,
14400,ILLINOIS                 ,GRUNDY,"-20,226","3,285","-2,394","-11,530","-13,250",,"-15,275","3,481","-2,054","-14,085","-15,461",
14410,ILLINOIS                 ,HAMILTON,919,-342,"1,980",660,-566,,860,72,677,567,-357,
14420,ILLINOIS                 ,HANCOCK,"2,023",-88,"3,207","2,657","-1,764",,"2,409",111,"2,563","2,977","-1,960",
14421,ILLINOIS                 ,HARDIN,299,-130,588,360,-269,,443,146,248,120,-158,
14440,ILLINOIS                 ,HENDERSON,862,-454,956,478,-318,,856,525,"2,721",849,-282,
14450,ILLINOIS                 ,HENRY,"44,043","61,448","60,996","74,392","20,640",,"31,632","48,609","114,069","89,777","31,530",
14460,ILLINOIS                 ,IROQUOIS,"-3,305","-5,159","1,369",-352,"-2,097",,"-3,605","-2,800",-552,117,"-1,431",
14470,ILLINOIS                 ,JACKSON,"4,627",-396,"10,704","5,191","-2,822",,"3,339",669,"7,901","4,604","-2,156",
14480,ILLINOIS                 ,JASPER,609,"-2,286","1,310",661,-376,,452,68,532,565,-318,
14490,ILLINOIS                 ,JEFFERSON,"5,393",549,"8,453","4,322","-2,948",,"1,743","1,586","6,950","3,306","-3,037",
14500,ILLINOIS                 ,JERSEY,"14,494","16,084","12,629","10,335","6,861",,"8,557","10,075","11,142","10,453","10,064",
14510,ILLINOIS                 ,JO DAVIESS,440,131,"1,960",901,"-1,435",,"-1,076",-547,"1,829",890,"-1,345",
14520,ILLINOIS                 ,JOHNSON,"1,104",18,"2,534","1,405","-1,378",,895,-298,"1,111",960,"-1,139",
14530,ILLINOIS                 ,KANE,"-195,874","31,570","-21,404","-113,150","-116,359",,"-191,073","38,123","-33,738","-170,057","-174,593",
14540,ILLINOIS                 ,KANKAKEE,"-154,229","-209,965","-110,534","-200,976","-24,393",,"-118,086","-132,593","-102,640","-232,514","-35,203",
14550,ILLINOIS                 ,KENDALL,"-16,503",984,"-2,189","-9,674","-11,454",,"-15,677","2,350","-2,769","-13,933","-14,914",
14560,ILLINOIS                 ,KNOX,"2,661",359,"10,494","5,781","-4,811",,"2,702","1,629","10,060","3,193","-4,778",
14570,ILLINOIS                 ,LAKE,"-128,686","-112,139","-234,496","-509,730","-83,656",,"-157,076","-157,635","-364,263","-807,186","-161,466",
14580,ILLINOIS                 ,LA SALLE,"7,973","-5,093","12,583","6,755","-8,855",,"-2,280","-11,325","10,576","6,705","-8,646",
14590,ILLINOIS                 ,LAWRENCE,"2,713",459,"3,996","2,199","-1,185",,"3,707",402,"4,569","2,373","-2,166",
14600,ILLINOIS                 ,LEE,"1,909",366,"3,147","1,075","-2,192",,"-3,066","-9,102","-5,337","1,573","-1,136",
14610,ILLINOIS                 ,LIVINGSTON,"2,806",404,"3,063",-805,"-2,032",,645,361,"1,226","-2,513","-12,411",
14620,ILLINOIS                 ,LOGAN,"2,105","-1,909",636,"2,264","-1,938",,"1,215",231,"1,838",925,-951,
14630,ILLINOIS                 ,MCDONOUGH,"1,840",466,"3,008","2,103","-1,188",,"1,768",47,"3,651","1,690","-1,960",
14640,ILLINOIS                 ,MCHENRY,"-166,325","24,238","-31,022","-105,431","-98,556",,"-121,513","18,351","-26,014","-112,908","-106,464",
14650,ILLINOIS                 ,MCLEAN,662,"2,572","-4,761","-12,678","-20,583",,113,"1,499","-6,790","-15,622","-25,533",
14660,ILLINOIS                 ,MACON,"-21,717","-31,667","-11,170","4,246","-12,127",,"-13,093","-24,832","-6,228",295,"-9,617",
14670,ILLINOIS                 ,MACOUPIN,"36,022","40,698","30,636","33,699","24,415",,"26,039","30,265","23,171","22,013","14,224",
14680,ILLINOIS                 ,MADISON,"142,648","164,141","130,807","124,303","92,713",,"86,967","118,690","103,160","113,487","77,504",
14690,ILLINOIS                 ,MARION,"6,328","3,532","11,232","8,365","-4,456",,"5,063","2,471","6,665","4,161","-2,067",
14700,ILLINOIS                 ,MARSHALL,"-18,814","-11,707","-15,711","-16,750","-10,187",,"-11,624","-9,404","-16,571","-11,521","-11,396",
14710,ILLINOIS                 ,MASON,"-1,161","-1,975",774,324,"-2,757",,"-1,347","-1,688",51,-321,"-1,570",
14720,ILLINOIS                 ,MASSAC,"1,128",185,"2,906","1,804","-1,714",,"1,568",32,"2,057",987,"-1,035",
14730,ILLINOIS                 ,MENARD,"4,386","1,575","-6,350",992,"3,306",,"2,935",987,"-3,385",964,"3,350",
14740,ILLINOIS                 ,MERCER,"9,841","14,508","22,150","17,995","5,932",,"18,612","40,517","45,638","36,170","9,914",
14750,ILLINOIS                 ,MONROE,"19,018","20,144","16,830","16,486","12,541",,"10,276","13,341","10,889","12,550","9,238",
14760,ILLINOIS                 ,MONTGOMERY,"1,662","3,215","5,911","3,517",-458,,"3,385","2,831","4,818","2,857",-660,
14770,ILLINOIS                 ,MORGAN,"2,028",286,"3,429","2,573","-1,399",,977,646,"1,817","2,211","-1,279",
14780,ILLINOIS                 ,MOULTRIE,387,-805,"2,274","-1,664","-1,384",,"1,180","-1,694","1,407","1,193",-761,
14790,ILLINOIS                 ,OGLE,"2,250",-29,"2,552",519,"-2,451",,601,-208,559,391,"-3,513",
14800,ILLINOIS                 ,PEORIA,"-276,873","-210,317","-241,851","-240,912","-155,792",,"-200,260","-183,624","-299,332","-285,798","-196,634",
14810,ILLINOIS                 ,PERRY,"3,105","1,215","4,786","3,425","-1,766",,"1,215",335,"2,339","1,222","-1,045",
14820,ILLINOIS                 ,PIATT,990,-85,"-9,449","-7,449","-6,030",,532,-390,"-8,105","-7,385","-4,588",
14830,ILLINOIS                 ,PIKE,539,942,"2,338","1,053","-1,139",,770,87,"1,091","1,052",-891,
14831,ILLINOIS                 ,POPE,95,-776,859,440,-283,,148,32,-123,-208,-603,
14850,ILLINOIS                 ,PULASKI,910,157,"1,121",456,-409,,715,-18,"1,051",526,-246,
14860,ILLINOIS                 ,PUTNAM,229,-514,832,-419,-558,,-814,-76,527,247,-606,
14870,ILLINOIS                 ,RANDOLPH,"5,844",339,"8,099","5,237","-2,575",,"1,872",939,"5,951","4,517","-2,125",
14880,ILLINOIS                 ,RICHLAND,"1,937",614,"3,263","2,521","-1,783",,"1,963",617,"4,627","2,405","-1,684",
14890,ILLINOIS                 ,ROCK ISLAND,"141,969","221,233","275,877","256,812","76,412",,"223,725","391,287","573,369","483,048","130,809",
14900,ILLINOIS                 ,ST. CLAIR,"128,532","146,472","118,242","107,326","78,666",,"93,338","112,825","113,715","108,428","77,046",
14910,ILLINOIS                 ,SALINE,"3,036",530,"5,243","3,315","-2,229",,"2,504",231,"2,938","1,696","-2,177",
14920,ILLINOIS                 ,SANGAMON,"89,275","27,061","-151,264","29,001","91,432",,"49,520","27,954","-132,887","25,271","94,781",
14921,ILLINOIS                 ,SCHUYLER,145,37,544,404,-473,,199,147,280,167,-261,
14940,ILLINOIS                 ,SCOTT,241,47,878,234,-271,,258,37,290,234,-64,
14950,ILLINOIS                 ,SHELBY,"1,933","-161,628","-169,667","-214,283","-94,989",,"1,505","-115,719","-138,358","-154,916","-96,048",
14960,ILLINOIS                 ,STARK,"-10,813","-6,195","-6,693","-5,148","-3,513",,"-9,635","-8,001","-6,579","-3,587","-4,737",
14970,ILLINOIS                 ,STEPHENSON,"-11,617","-6,626","-2,592","-2,718","-1,923",,"-9,788","-5,179","-3,284","-3,456","-2,611",
14980,ILLINOIS                 ,TAZEWELL,"-227,823","-201,715","-218,243","-212,688","-140,945",,"-181,732","-185,817","-267,529","-261,061","-158,293",
14981,ILLINOIS                 ,UNION,"2,421",252,"3,839","2,165","-1,420",,"1,224",466,"2,048",995,-963,
14982,ILLINOIS                 ,VERMILION,"46,944","8,394","56,323","-16,299","-24,456",,"39,979","8,830","40,023","-10,156","-17,317",
14983,ILLINOIS                 ,WABASH,"1,316",153,"1,886","1,291",-973,,283,99,"1,643","1,283",-753,
14984,ILLINOIS                 ,WARREN,"2,308","1,705","5,407","5,786","-1,093",,"2,199",848,"3,181","3,283",-572,
14985,ILLINOIS                 ,WASHINGTON,"1,785",897,"3,470","1,960",-561,,"1,053",182,"2,879",842,-86,
14986,ILLINOIS                 ,WAYNE,"1,417",161,"1,869","1,027","-1,082",,"1,458",-66,"1,834",948,"-1,557",
14987,ILLINOIS                 ,WHITE,960,-3,"1,440","1,081","-1,142",,786,-262,"1,678",571,-939,
14988,ILLINOIS                 ,WHITESIDE,"4,478","-10,316","5,642","4,428","-4,184",,-764,"-47,531","-3,796","4,535","-5,728",
14989,ILLINOIS                 ,WILL,"-296,823","45,250","-29,614","-157,356","-164,406",,"-246,473","51,924","-41,388","-227,002","-230,933",
14990,ILLINOIS                 ,WILLIAMSON,"7,914",800,"11,049","7,481","-5,101",,"3,296",-156,"7,616","5,106","-4,194",
14991,ILLINOIS                 ,WINNEBAGO,"-13,683","-18,640","-149,225","-95,817","-59,083",,"-28,978","-13,947","-210,911","-156,830","-98,837",
14992,ILLINOIS                 ,WOODFORD,"-29,607","-23,164","-30,576","-33,379","-20,253",,"-19,799","-15,839","-23,872","-28,019","-19,435",
15000,INDIANA                  ,ADAMS,-751,"1,238",592,"2,880",-203,,787,"1,677",359,977,-320,
15010,INDIANA                  ,ALLEN,"-52,821","-31,127","7,406","-68,231","-71,795",,"-49,229","-29,696","10,007","-92,786","-90,480",
15020,INDIANA                  ,BARTHOLOMEW,"23,279","12,728","27,180","32,774","12,506",,"12,316","8,122","27,732","36,010","14,023",
15030,INDIANA                  ,BENTON,"12,942","7,471","6,380","9,710","5,654",,"4,545","4,052","4,284","6,182","4,363",
15040,INDIANA                  ,BLACKFORD,707,"1,401",430,"3,607",151,,-99,"1,718",978,"4,055","1,965",
15050,INDIANA                  ,BOONE,"19,005","16,884","30,294","28,899","32,334",,"15,294","16,544","33,530","40,623","37,253",
15060,INDIANA                  ,BROWN,"1,684","1,669","4,647","4,037","4,511",,313,"1,575","2,815","4,237","3,402",
15070,INDIANA                  ,CARROLL,"18,199","12,376","15,542","14,524","12,112",,"7,766","7,588","10,786","20,257","16,004",
15080,INDIANA                  ,CASS,"-2,069","4,540",751,"13,508",-171,,"-1,773","5,445",646,"15,051",-279,
15090,INDIANA                  ,CLARK,"-31,588","-70,316","-15,541",-925,"-1,575",,"-32,518","-75,698","-17,865",-880,"-2,857",
15100,INDIANA                  ,CLAY,"41,240","24,493","30,425","26,544","24,007",,"27,158","20,310","28,464","25,057","27,244",
15110,INDIANA                  ,CLINTON,"3,060","4,182","2,561","7,390",975,,"3,730","4,169","2,852","6,784",964,
15120,INDIANA                  ,CRAWFORD,-841,232,-198,"2,605",-94,,"-1,074",572,944,"4,471",-254,
15130,INDIANA                  ,DAVIESS,"-1,132","3,677",870,"8,403",-166,,"-2,010","3,466",844,"6,738",-282,
15140,INDIANA                  ,DEARBORN,"-18,879","-15,402","-5,779","-13,868","-2,577",,"-9,994","-8,718","-2,806","-7,428","-1,638",
15150,INDIANA                  ,DECATUR,"-1,036","2,276",871,"3,378",164,,"-1,159","1,472",738,"5,445",670,
15160,INDIANA                  ,DE KALB,-865,652,547,"1,474","-1,192",,-977,210,"1,297","1,307",-546,
15170,INDIANA                  ,DELAWARE,"89,329","62,717","78,763","110,533","191,046",,"101,918","69,250","107,227","147,991","192,088",
15180,INDIANA                  ,DUBOIS,"-1,391","1,490",427,"7,293",-127,,"-1,089","2,298",686,"8,195",-856,
15190,INDIANA                  ,ELKHART,"-30,235","-30,129","-17,990","-12,234","-5,274",,"-27,236","-24,609","-19,219","-13,879","-5,377",
15200,INDIANA                  ,FAYETTE,-526,"1,691",292,-345,-455,,-708,"1,492",705,657,-348,
15210,INDIANA                  ,FLOYD,"-16,115","-43,589","-9,219",-718,"-1,252",,"-12,720","-34,772","-8,260",-657,-585,
15220,INDIANA                  ,FOUNTAIN,372,"2,098","1,508","4,559",146,,-359,"1,793","2,060","2,945",466,
15230,INDIANA                  ,FRANKLIN,"-6,824","-5,153","-1,891","-5,910","-1,372",,"-4,440","-2,917","-1,184","-3,878",-784,
15240,INDIANA                  ,FULTON,-752,"1,214",423,"3,357",-386,,-686,"1,406",-201,"3,566",-689,
15250,INDIANA                  ,GIBSON,"-17,009","-16,364","-9,225","-3,172","-17,616",,"-21,291","-26,106","-11,991","-2,509","-14,836",
15260,INDIANA                  ,GRANT,"-3,630","7,774","2,116","20,413",4,,"-1,768","8,189","1,932","29,284",-248,
15270,INDIANA                  ,GREENE,"18,459","18,481","14,078","18,552","30,290",,"26,855","21,372","20,743","21,524","33,367",
15280,INDIANA                  ,HAMILTON,"65,228","52,918","87,362","105,062","97,280",,"71,506","67,380","112,444","118,868","122,373",
15290,INDIANA                  ,HANCOCK,"27,319","21,163","42,404","41,434","41,441",,"21,002","18,027","30,722","29,299","40,136",
15300,INDIANA                  ,HARRISON,"-6,582","-16,318","-4,309",0,-290,,"-6,443","-14,943","-2,640",12,-517,
15310,INDIANA                  ,HENDRICKS,"40,909","36,849","58,501","73,491","60,017",,"51,111","39,462","72,212","91,476","87,427",
15320,INDIANA                  ,HENRY,532,"10,364","4,149","13,941","4,394",,848,"10,088","3,278","13,184","4,794",
15330,INDIANA                  ,HOWARD,"-73,107","-33,258","-113,651","-4,049","-13,178",,"-68,007","-32,155","-136,130","-6,106","-18,537",
15340,INDIANA                  ,HUNTINGTON,-571,"1,213",614,"2,843",-333,,"-1,462",930,438,"3,971","-1,050",
15350,INDIANA                  ,JACKSON,-727,"2,344","1,518","5,947",6,,-107,"2,002",972,"5,901",230,
15360,INDIANA                  ,JASPER,"9,558","5,893","8,567","19,243","10,592",,"9,679","9,873","7,355","15,290","10,127",
15370,INDIANA                  ,JAY,802,"2,441","1,555","6,335",674,,596,"1,434","2,120","4,631",77,
15380,INDIANA                  ,JEFFERSON,"-1,187","2,269",994,"5,974",3,,"-1,062","2,731","1,523","6,246",-719,
15390,INDIANA                  ,JENNINGS,268,864,651,"3,589",12,,-352,"1,899",985,"3,518",350,
15400,INDIANA                  ,JOHNSON,"54,280","55,247","89,810","81,757","78,515",,"30,983","26,405","79,619","98,530","94,880",
15410,INDIANA                  ,KNOX,"-2,630","9,002","3,128","16,016",94,,"-3,830","11,754","2,846","22,545",-449,
15420,INDIANA                  ,KOSCIUSKO,"-2,275","3,093",-679,"3,731","-1,236",,"-2,723","3,319","2,245","14,696",-335,
15430,INDIANA                  ,LAGRANGE,-532,357,17,"2,060",-451,,-193,-727,-244,913,"-1,200",
15440,INDIANA                  ,LAKE,"271,209","249,490","185,862","427,951","265,697",,"514,807","450,771","401,511","944,670","475,542",
15450,INDIANA                  ,LA PORTE,"59,286","18,373","-11,129","-40,405","-17,181",,"49,770","18,361","-11,281","-47,462","-19,517",
15460,INDIANA                  ,LAWRENCE,-856,"7,398","2,816","12,971","1,551",,"-1,699","8,666","3,792","17,515","1,789",
15470,INDIANA                  ,MADISON,"215,446","264,854","174,087","143,116","113,013",,"237,533","253,058","219,452","163,946","146,878",
15480,INDIANA                  ,MARION,"398,878","339,645","579,491","561,566","547,885",,"404,403","355,996","668,719","693,948","710,300",
15490,INDIANA                  ,MARSHALL,"-2,343",-503,-912,"4,858",-660,,"-3,055","-5,306",-649,"8,732",-889,
15500,INDIANA                  ,MARTIN,-353,"1,223",426,"2,180",99,,-639,"1,694",268,"4,118",-201,
15510,INDIANA                  ,MIAMI,-936,"2,872",158,"7,157",-472,,"-4,473","2,037",178,"6,633",558,
15520,INDIANA                  ,MONROE,"35,693","34,846","29,662","34,549","57,229",,"57,641","56,875","42,992","49,566","73,536",
15530,INDIANA                  ,MONTGOMERY,"-1,141","5,088","3,672","8,044","1,949",,225,"3,310","3,819","9,537","2,964",
15540,INDIANA                  ,MORGAN,"24,241","23,630","34,647","44,052","39,594",,"26,973","22,588","39,787","41,782","39,333",
15550,INDIANA                  ,NEWTON,"3,448","3,104","3,832","8,113","3,807",,"2,620","3,773","2,677","7,228","4,252",
15560,INDIANA                  ,NOBLE,-836,737,350,"2,255",-805,,"-1,213",-60,454,"1,957",-584,
15570,INDIANA                  ,OHIO,"-1,907","-2,034",-799,"-1,090",-693,,-993,-342,-385,"-1,263",-139,
15580,INDIANA                  ,ORANGE,-390,"2,296",304,"5,002",205,,-979,"3,400",721,"7,401",-13,
15590,INDIANA                  ,OWEN,"7,919","6,703","5,935","7,485","13,826",,"14,444","7,401","6,197","6,533","13,588",
15600,INDIANA                  ,PARKE,253,"2,019","2,639","5,815",913,,"3,077","2,052","1,778","3,932","1,066",
15610,INDIANA                  ,PERRY,-787,"2,148",283,"7,102",-552,,-885,"1,236",116,"4,609",-488,
15620,INDIANA                  ,PIKE,"-1,116","1,799",113,"2,594",-195,,"-1,534","2,285",-273,"4,007",-542,
15630,INDIANA                  ,PORTER,"53,131","27,191","5,884","79,927","36,956",,"46,547","-18,636","-92,908",-46,"-30,611",
15640,INDIANA                  ,POSEY,"-9,739","-11,545","-5,413","-1,863","-10,069",,"-10,337","-12,215","-6,072","-2,030","-7,174",
15650,INDIANA                  ,PULASKI,-380,"1,764",580,"2,161",34,,-105,"-6,623",599,"1,911",-43,
15660,INDIANA                  ,PUTNAM,"8,765","6,173","15,670","14,057","12,418",,"6,427","5,698","12,186","16,061","16,502",
15670,INDIANA                  ,RANDOLPH,475,"4,024","1,584","8,108","1,355",,411,"3,468","1,298","12,887","1,208",
15680,INDIANA                  ,RIPLEY,"-2,792","-2,794",-187,"3,820",-270,,"-1,593",238,340,"2,048",-618,
15690,INDIANA                  ,RUSH,569,"2,211","1,097","3,823","1,897",,-261,"1,078","1,919","2,357",542,
15700,INDIANA                  ,ST. JOSEPH,"-50,431","-119,825","-85,075","-161,423","11,491",,"-40,769","-97,335","-77,861","-132,573","6,303",
15710,INDIANA                  ,SCOTT,"-1,760","2,602",327,"7,181",-193,,"-1,420",367,522,"8,781",119,
15720,INDIANA                  ,SHELBY,"16,052","15,289","25,859","25,613","24,628",,"10,482","10,474","21,140","23,846","22,000",
15730,INDIANA                  ,SPENCER,"-1,074","1,212",21,"4,796","-1,406",,"-1,625","1,314",-319,"5,688",-836,
15740,INDIANA                  ,STARKE,"-4,038","-34,474",914,"4,420",369,,"-3,915","-43,908",633,"4,895",-18,
15750,INDIANA                  ,STEUBEN,-961,"1,128",-839,"1,948",-439,,-836,-279,-314,578,-858,
15760,INDIANA                  ,SULLIVAN,"14,546","17,434","20,726","19,030","21,752",,"28,350","30,065","30,520","19,240","24,044",
15770,INDIANA                  ,SWITZERLAND,-973,647,-7,"1,038",-93,,-254,316,21,596,-40,
15780,INDIANA                  ,TIPPECANOE,"107,317","78,130","91,235","105,597","64,016",,"89,817","69,206","66,952","92,223","65,706",
15790,INDIANA                  ,TIPTON,"-12,666","-5,664","-12,273",-472,"-1,907",,"-9,459","-3,938","-15,879",-205,"-1,487",
15800,INDIANA                  ,UNION,-354,-4,-279,-854,-289,,64,69,-13,-613,-304,
15810,INDIANA                  ,VANDERBURGH,"-89,951","-90,849","-47,162","-17,978","-83,240",,"-127,002","-126,764","-62,011","-22,500","-104,535",
15820,INDIANA                  ,VERMILLION,"26,104","14,572","15,998","14,700","15,089",,"21,601","12,828","15,006","10,490","13,777",
15830,INDIANA                  ,VIGO,"145,525","112,223","124,267","90,698","91,819",,"117,074","107,384","126,230","86,583","95,615",
15840,INDIANA                  ,WABASH,-653,768,408,"3,688",99,,46,"2,083",877,"5,247",-276,
15850,INDIANA                  ,WARREN,39,612,174,673,370,,-183,153,156,605,-17,
15860,INDIANA                  ,WARRICK,"-19,595","-24,547","-12,090","-4,771","-22,333",,"-35,198","-46,123","-22,965","-9,297","-32,985",
15870,INDIANA                  ,WASHINGTON,"-4,846","-13,216","-2,705",139,231,,"-4,513","-10,695","-2,349",-428,-252,
15880,INDIANA                  ,WAYNE,"-2,600","8,176","2,201","16,922",-775,,"-2,200","6,029","1,661","12,907",361,
15890,INDIANA                  ,WELLS,"-3,481","-1,557",25,"-2,024","-5,916",,"-1,524",-837,386,"-2,269","-2,444",
15900,INDIANA                  ,WHITE,"2,164","4,025","1,738","6,635",294,,"1,715","4,571","1,220","4,981",147,
15910,INDIANA                  ,WHITLEY,"-3,065","-2,184",290,"-5,457","-5,709",,"-3,551","-1,491",-272,"-4,586","-6,280",
16000,IOWA                     ,ADAIR,-655,"-1,645","-1,075",-558,-729,,-258,"-1,366",-708,-435,-846,
16010,IOWA                     ,ADAMS,-616,"-2,897","-1,002",-381,-433,,-677,"-1,141",-578,-336,-791,
16020,IOWA                     ,ALLAMAKEE,"-1,296","-5,550","-1,903","-1,012","-1,684",,-844,"-3,833","-2,239",-280,"-2,393",
16030,IOWA                     ,APPANOOSE,-902,"-4,273","-1,967",-767,"-1,811",,"-1,278","-3,203","-2,524",-677,"-1,381",
16040,IOWA                     ,AUDUBON,"-1,045","-2,281","-1,471",-540,-748,,-955,"-3,178","-1,271",-564,"-1,135",
16050,IOWA                     ,BENTON,"1,421","1,097",331,"3,140","3,217",,"1,139",927,294,"2,456","3,308",
16060,IOWA                     ,BLACK HAWK,"-25,301","-17,698","-21,259","-11,429",-704,,"-15,204","-13,309","-17,365","-9,894",-903,
16070,IOWA                     ,BOONE,"-1,757","-6,688","-4,171","-1,997","-3,191",,-678,"-2,896","-1,229",-847,"-2,796",
16080,IOWA                     ,BREMER,"-4,420","-3,449","-4,256","-2,887",-401,,"-4,222","-2,964","-3,858","-3,170",-489,
16090,IOWA                     ,BUCHANAN,"-2,025","-8,949","-3,617","-1,670","-3,278",,-690,"-4,478","-2,208","-1,593","-2,187",
16100,IOWA                     ,BUENA VISTA,-664,"-2,688","-1,504",-947,"-1,738",,-629,"-1,570",-710,-593,"-1,653",
16110,IOWA                     ,BUTLER,"-2,123","-5,336","-1,650","-1,058","-2,454",,-759,"-2,798","-1,261","-1,018","-1,554",
