IPPS and OPPS Wage Indices by Fiscal Year ,,,,,,,,,,,
"Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,,
County code,State,County name,CBSA 2014,IPPS Wage 2008,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2012,IPPS Wage 2013,IPPS Wage 2014
15440,IN,LAKE,23844,0.9242,0.9267,0.9168,0.9168,0.9088,0.9174,0.9283,0.9420
15450,IN,LA PORTE,33140,0.8786,0.9027,0.9210,0.9210,0.9351,0.9242,0.9540,0.9053
15460,IN,LAWRENCE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15470,IN,MADISON,11300,0.8965,0.8894,0.9116,0.9116,0.9241,0.9296,0.9444,0.9786
15480,IN,MARION,26900,0.9718,0.9783,0.9593,0.9593,0.9508,0.9489,0.9750,0.9981
15490,IN,MARSHALL,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15500,IN,MARTIN,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15510,IN,MIAMI,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15520,IN,MONROE,14020,0.9324,0.9390,0.9311,0.9311,0.9241,0.8969,0.8878,0.9454
15530,IN,MONTGOMERY,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15540,IN,MORGAN,26900,0.9718,0.9783,0.9593,0.9593,0.9508,0.9489,0.9750,0.9981
15550,IN,NEWTON,23844,0.9242,0.9267,0.9168,0.9168,0.9088,0.9174,0.9283,0.9420
15560,IN,NOBLE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15570,IN,OHIO,17140,0.9661,0.9560,0.9397,0.9397,0.9589,0.9333,0.9319,0.9264
15580,IN,ORANGE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15590,IN,OWEN,14020,0.9324,0.9390,0.9311,0.9311,0.9241,0.8969,0.8878,0.9454
15600,IN,PARKE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15610,IN,PERRY,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15620,IN,PIKE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15630,IN,PORTER,23844,0.9242,0.9267,0.9168,0.9168,0.9088,0.9174,0.9283,0.9420
15640,IN,POSEY,21780,0.8569,0.8498,0.8513,0.8513,0.8358,0.8597,0.8401,0.8413
15650,IN,PULASKI,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15660,IN,PUTNAM,26900,0.9718,0.9783,0.9593,0.9593,0.9508,0.9489,0.9750,0.9981
15670,IN,RANDOLPH,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15680,IN,RIPLEY,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15690,IN,RUSH,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15700,IN,ST. JOSEPH,43780,0.9643,0.9783,0.9599,0.9599,0.9839,0.9335,0.9402,0.9282
15710,IN,SCOTT,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15720,IN,SHELBY,26900,0.9718,0.9783,0.9593,0.9593,0.9508,0.9489,0.9750,0.9981
15730,IN,SPENCER,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15740,IN,STARKE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15750,IN,STEUBEN,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15760,IN,SULLIVAN,45460,0.8824,0.9103,0.9078,0.9078,0.9207,0.9213,0.9056,0.9701
15770,IN,SWITZERLAND,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15780,IN,TIPPECANOE,29140,0.8677,0.9020,0.9115,0.9115,0.9207,0.9426,0.9218,0.9830
15790,IN,TIPTON,29020,0.9464,0.9225,0.9710,0.9710,0.8975,0.9035,0.8598,0.8984
15800,IN,UNION,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15810,IN,VANDERBURGH,21780,0.8569,0.8498,0.8513,0.8513,0.8358,0.8597,0.8401,0.8413
15820,IN,VERMILLION,45460,0.8824,0.9103,0.9078,0.9078,0.9207,0.9213,0.9056,0.9701
15830,IN,VIGO,45460,0.8824,0.9103,0.9078,0.9078,0.9207,0.9213,0.9056,0.9701
15840,IN,WABASH,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15850,IN,WARREN,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15860,IN,WARRICK,21780,0.8569,0.8498,0.8513,0.8513,0.8358,0.8597,0.8401,0.8413
15870,IN,WASHINGTON,31140,0.9030,0.9209,0.8900,0.8900,0.8817,0.8825,0.8742,0.8762
15880,IN,WAYNE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15890,IN,WELLS,23060,0.9041,0.8975,0.8950,0.8950,0.9252,0.9280,0.9491,0.8966
15900,IN,WHITE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8371
15910,IN,WHITLEY,23060,0.9041,0.8975,0.8950,0.8950,0.9252,0.9280,0.9491,0.8966
15999,IN,STATEWIDE,NA,0.8569,0.8465,0.8513,0.8513,0.8358,0.8584,n/a ,0.8371
16000,IA,ADAIR,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16010,IA,ADAMS,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16020,IA,ALLAMAKEE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16030,IA,APPANOOSE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16040,IA,AUDUBON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16050,IA,BENTON,16300,0.8685,0.8954,0.8908,0.8910,0.8759,0.8748,0.8728,0.8771
16060,IA,BLACK HAWK,47940,0.8720,0.8954,0.8564,0.8565,0.8469,0.8541,0.8535,0.8472
16070,IA,BOONE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16080,IA,BREMER,47940,0.8720,0.8954,0.8564,0.8565,0.8469,0.8541,0.8535,0.8472
16090,IA,BUCHANAN,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16100,IA,BUENA VISTA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16110,IA,BUTLER,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16120,IA,CALHOUN,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16130,IA,CARROLL,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16140,IA,CASS,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16150,IA,CEDAR,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16160,IA,CERRO GORDO,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16170,IA,CHEROKEE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16180,IA,CHICKASAW,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16190,IA,CLARKE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16200,IA,CLAY,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16210,IA,CLAYTON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16220,IA,CLINTON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16230,IA,CRAWFORD,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16240,IA,DALLAS,19780,0.9158,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9290
16250,IA,DAVIS,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16260,IA,DECATUR,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16270,IA,DELAWARE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16280,IA,DES MOINES,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16290,IA,DICKINSON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16300,IA,DUBUQUE,20220,0.8876,0.8954,0.8626,0.8627,0.8523,0.8541,0.8410,0.8550
16310,IA,EMMET,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16320,IA,FAYETTE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16330,IA,FLOYD,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16340,IA,FRANKLIN,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16350,IA,FREMONT,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16360,IA,GREENE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16370,IA,GRUNDY,47940,0.8720,0.8954,0.8564,0.8565,0.8469,0.8541,0.8535,0.8472
16380,IA,GUTHRIE,19780,0.9158,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9290
16390,IA,HAMILTON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16400,IA,HANCOCK,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16410,IA,HARDIN,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16420,IA,HARRISON,36540,0.9474,0.9329,0.9541,0.9542,0.9507,0.9786,0.9848,0.9576
16430,IA,HENRY,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16440,IA,HOWARD,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16450,IA,HUMBOLDT,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16460,IA,IDA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16470,IA,IOWA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16480,IA,JACKSON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16490,IA,JASPER,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16500,IA,JEFFERSON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16510,IA,JOHNSON,26980,0.9424,0.9319,0.9407,0.9409,0.9507,0.9917,0.9885,0.9610
16520,IA,JONES,16300,0.8685,0.8954,0.8908,0.8910,0.8759,0.8748,0.8728,0.8771
16530,IA,KEOKUK,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16540,IA,KOSSUTH,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16550,IA,LEE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16560,IA,LINN,16300,0.8685,0.8954,0.8908,0.8910,0.8759,0.8748,0.8728,0.8771
16570,IA,LOUISA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16580,IA,LUCAS,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16590,IA,LYON,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16600,IA,MADISON,19780,0.9158,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9290
16610,IA,MAHASKA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16620,IA,MARION,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16630,IA,MARSHALL,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16640,IA,MILLS,36540,0.9474,0.9329,0.9541,0.9542,0.9507,0.9786,0.9848,0.9576
16650,IA,MITCHELL,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16660,IA,MONONA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16670,IA,MONROE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16680,IA,MONTGOMERY,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16690,IA,MUSCATINE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16700,IA,OBRIEN,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16710,IA,OSCEOLA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16720,IA,PAGE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16730,IA,PALO ALTO,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16740,IA,PLYMOUTH,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16750,IA,POCAHONTAS,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16760,IA,POLK,19780,0.9158,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9290
16770,IA,POTTAWATTAMIE,36540,0.9474,0.9329,0.9541,0.9542,0.9507,0.9786,0.9848,0.9576
16780,IA,POWESHIEK,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16790,IA,RINGGOLD,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16800,IA,SAC,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16810,IA,SCOTT,19340,0.8894,0.8954,0.8564,0.8565,0.8615,0.9149,0.9090,0.9251
16820,IA,SHELBY,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16830,IA,SIOUX,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16840,IA,STORY,11180,0.9976,0.9399,0.9533,0.9534,0.9999,1.0040,0.9593,0.9408
16850,IA,TAMA,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16860,IA,TAYLOR,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16870,IA,UNION,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16880,IA,VAN BUREN,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16890,IA,WAPELLO,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16900,IA,WARREN,19780,0.9158,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9290
16910,IA,WASHINGTON,26980,0.9424,0.9319,0.9407,0.9409,0.9507,0.9917,0.9885,0.9610
16920,IA,WAYNE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16930,IA,WEBSTER,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16940,IA,WINNEBAGO,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16950,IA,WINNESHIEK,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16960,IA,WOODBURY,43580,0.9083,0.8954,0.8937,0.8939,0.8924,0.9363,0.8847,0.9069
16970,IA,WORTH,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16980,IA,WRIGHT,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8284
16999,IA,STATEWIDE,NA,0.8476,0.8954,0.8564,0.8565,0.8469,0.8541,n/a ,0.8284
17000,KS,ALLEN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17010,KS,ANDERSON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17020,KS,ATCHISON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17030,KS,BARBER,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17040,KS,BARTON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17050,KS,BOURBON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17060,KS,BROWN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17070,KS,BUTLER,48620,0.8939,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8523
17080,KS,CHASE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17090,KS,CHAUTAUQUA,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17100,KS,CHEROKEE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17110,KS,CHEYENNE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17120,KS,CLARK,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17130,KS,CLAY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17140,KS,CLOUD,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17150,KS,COFFEY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17160,KS,COMANCHE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17170,KS,COWLEY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17180,KS,CRAWFORD,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17190,KS,DECATUR,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17200,KS,DICKINSON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17210,KS,DONIPHAN,41140,0.8827,1.0456,1.0229,1.0229,1.0325,1.0280,0.9894,0.9857
17220,KS,DOUGLAS,29940,0.8170,0.8285,0.8532,0.8532,0.8470,0.8789,0.8495,0.8470
17230,KS,EDWARDS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17240,KS,ELK,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17250,KS,ELLIS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17260,KS,ELLSWORTH,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17270,KS,FINNEY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17280,KS,FORD,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17290,KS,FRANKLIN,28140,0.9319,0.9423,0.9555,0.9554,0.9510,0.9494,0.9442,0.9262
17300,KS,GEARY,31740,,,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17310,KS,GOVE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17320,KS,GRAHAM,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17330,KS,GRANT,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17340,KS,GRAY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17350,KS,GREELEY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17360,KS,GREENWOOD,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17370,KS,HAMILTON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17380,KS,HARPER,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17390,KS,HARVEY,48620,0.8939,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8523
17391,KS,HASKELL,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17410,KS,HODGEMAN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17420,KS,JACKSON,45820,0.8557,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.9083
17430,KS,JEFFERSON,45820,0.8557,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.9083
17440,KS,JEWELL,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17450,KS,JOHNSON,28140,0.9319,0.9423,0.9555,0.9554,0.9510,0.9494,0.9442,0.9262
17451,KS,KEARNY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17470,KS,KINGMAN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17480,KS,KIOWA,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17490,KS,LABETTE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17500,KS,LANE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17510,KS,LEAVENWORTH,28140,0.9319,0.9423,0.9555,0.9554,0.9510,0.9494,0.9442,0.9262
17520,KS,LINCOLN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17530,KS,LINN,28140,0.9319,0.9423,0.9555,0.9554,0.9510,0.9494,0.9442,0.9262
17540,KS,LOGAN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17550,KS,LYON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17560,KS,MCPHERSON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17570,KS,MARION,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17580,KS,MARSHALL,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17590,KS,MEADE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17600,KS,MIAMI,28140,0.9319,0.9423,0.9555,0.9554,0.9510,0.9494,0.9442,0.9262
17610,KS,MITCHELL,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17620,KS,MONTGOMERY,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17630,KS,MORRIS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17640,KS,MORTON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17650,KS,NEMAHA,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17660,KS,NEOSHO,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17670,KS,NESS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17680,KS,NORTON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17690,KS,OSAGE,45820,0.8557,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.9083
17700,KS,OSBORNE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17710,KS,OTTAWA,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17720,KS,PAWNEE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17730,KS,PHILLIPS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17740,KS,POTTAWATOMIE,31740,,,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17750,KS,PRATT,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17760,KS,RAWLINS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17770,KS,RENO,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17780,KS,REPUBLIC,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17790,KS,RICE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17800,KS,RILEY,31740,,,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17810,KS,ROOKS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17820,KS,RUSH,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17830,KS,RUSSELL,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17840,KS,SALINE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17841,KS,SCOTT,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17860,KS,SEDGWICK,48620,0.8939,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8523
17870,KS,SEWARD,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17880,KS,SHAWNEE,45820,0.8557,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.9083
17890,KS,SHERIDAN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17900,KS,SHERMAN,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17910,KS,SMITH,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17920,KS,STAFFORD,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17921,KS,STANTON,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17940,KS,STEVENS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17950,KS,SUMNER,48620,0.8939,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8523
17960,KS,THOMAS,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17970,KS,TREGO,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
17980,KS,WABAUNSEE,45820,0.8557,0.8840,0.9180,0.9180,0.9092,0.8956,0.9083,0.9083
17981,KS,WALLACE,NA,0.7980,0.8055,0.8183,0.8183,0.7987,0.8080,0.7935,0.7859
