DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,
16160,IOWA                     ,CERRO GORDO,"-18,328","-79,330","-22,118","3,767","5,621",,,,
16170,IOWA                     ,CHEROKEE,-87,-951,-23,-358,"-1,046",,,,
16180,IOWA                     ,CHICKASAW,-283,"-1,605",-355,761,213,,,,
16190,IOWA                     ,CLARKE,114,-699,-830,"-1,447","-1,675",,,,
16200,IOWA                     ,CLAY,"-3,416","-5,803",-771,"-2,501","-1,766",,,,
16210,IOWA                     ,CLAYTON,-92,-295,610,141,-557,,,,
16220,IOWA                     ,CLINTON,"11,708","17,459","27,136","24,383","2,114",,,,
16230,IOWA                     ,CRAWFORD,419,954,143,-295,"-1,515",,,,
16240,IOWA                     ,DALLAS,152,"-2,755","-3,422","-5,907","-7,275",,,,
16250,IOWA                     ,DAVIS,"-1,249","-1,134","-1,522",-638,"-2,397",,,,
16260,IOWA                     ,DECATUR,125,-773,19,"-1,426","-1,906",,,,
16270,IOWA                     ,DELAWARE,-111,"-1,030",-192,-842,"-1,555",,,,
16280,IOWA                     ,DES MOINES,"18,817","26,307","19,333",641,"-22,805",,,,
16290,IOWA                     ,DICKINSON,1,"-3,174",-118,-807,-262,,,,
16300,IOWA                     ,DUBUQUE,"-10,742","-12,683",-527,"2,067","-1,721",,,,
16310,IOWA                     ,EMMET,340,562,-96,421,401,,,,
16320,IOWA                     ,FAYETTE,"-1,814","-2,560",-197,"1,758",456,,,,
16330,IOWA                     ,FLOYD,"-3,734","-16,705","-4,197","2,498","1,122",,,,
16340,IOWA                     ,FRANKLIN,"-1,314","-3,540","-2,976",344,-71,,,,
16350,IOWA                     ,FREMONT,7,220,-80,-360,"-2,816",,,,
16360,IOWA                     ,GREENE,"-1,472",-482,-919,"-1,480","-2,718",,,,
16370,IOWA                     ,GRUNDY,-854,"-1,712","-1,570",-182,"-1,153",,,,
16380,IOWA                     ,GUTHRIE,-164,-830,"-1,097",-805,"-2,100",,,,
16390,IOWA                     ,HAMILTON,"-3,119",-102,"-2,147","-3,541","-4,378",,,,
16400,IOWA                     ,HANCOCK,"-1,517","-5,424","-1,387","1,225",719,,,,
16410,IOWA                     ,HARDIN,"-1,888","-3,126","-1,301",-875,"-2,113",,,,
16420,IOWA                     ,HARRISON,"1,944","2,776",799,191,"-7,547",,,,
16430,IOWA                     ,HENRY,"3,521","5,233","2,101",194,"-4,138",,,,
16440,IOWA                     ,HOWARD,252,"-1,379",714,367,"2,079",,,,
16450,IOWA                     ,HUMBOLDT,"-2,211","-1,829","-4,317","-2,365","-1,976",,,,
16460,IOWA                     ,IDA,81,407,493,-202,"-1,239",,,,
16470,IOWA                     ,IOWA,"1,268","1,678","1,391",162,"-2,405",,,,
16480,IOWA                     ,JACKSON,436,984,"2,456","1,803",-189,,,,
16490,IOWA                     ,JASPER,"-1,352","-7,625","-3,208","-4,303","-6,333",,,,
16500,IOWA                     ,JEFFERSON,0,135,"-1,166",-494,"-3,509",,,,
16510,IOWA                     ,JOHNSON,"19,575","25,816","14,943",816,"-38,338",,,,
16520,IOWA                     ,JONES,"1,133",-472,694,6,-891,,,,
16530,IOWA                     ,KEOKUK,"-1,275","1,035",-399,198,"-3,305",,,,
16540,IOWA                     ,KOSSUTH,-766,"-4,142","-2,026","-1,060",386,,,,
16550,IOWA                     ,LEE,"-1,496","-6,595","-2,213","-8,306","-14,426",,,,
16560,IOWA                     ,LINN,"6,600","-23,500","-11,539","6,494","-6,133",,,,
16570,IOWA                     ,LOUISA,"2,260","3,158","1,928",132,"-2,745",,,,
16580,IOWA                     ,LUCAS,219,-50,-282,-682,-818,,,,
16590,IOWA                     ,LYON,"2,396","4,168","3,888",29,-30,,,,
16600,IOWA                     ,MADISON,401,-950,"-1,767","-1,325","-2,294",,,,
16610,IOWA                     ,MAHASKA,130,"-1,661","-2,837","-1,573","-3,386",,,,
16620,IOWA                     ,MARION,459,-645,-914,"-1,771","-3,197",,,,
16630,IOWA                     ,MARSHALL,"1,409","3,502","-5,194","-9,366","-14,517",,,,
16640,IOWA                     ,MILLS,"3,052","3,956",999,-213,"-5,774",,,,
16650,IOWA                     ,MITCHELL,"-2,079",810,-323,"3,196","2,430",,,,
16660,IOWA                     ,MONONA,"1,402","1,505",-68,0,"-2,499",,,,
16670,IOWA                     ,MONROE,"-1,409","-1,016","-1,331",-811,"-1,313",,,,
16680,IOWA                     ,MONTGOMERY,885,579,227,-82,"-1,672",,,,
16690,IOWA                     ,MUSCATINE,"1,145","-1,324","5,434","2,457","-8,103",,,,
16700,IOWA                     ,O'BRIEN,"1,392","1,999","2,411",-436,-181,,,,
16710,IOWA                     ,OSCEOLA,659,"1,299","2,023",-46,-159,,,,
16720,IOWA                     ,PAGE,982,564,874,-157,"-2,582",,,,
16730,IOWA                     ,PALO ALTO,274,"-3,614",-573,761,"-1,120",,,,
16740,IOWA                     ,PLYMOUTH,"1,078","3,131","1,631",-267,"-3,321",,,,
16750,IOWA                     ,POCAHONTAS,"-2,236","-2,117","-2,155",-634,"-1,769",,,,
16760,IOWA                     ,POLK,"18,713","-43,797","-51,992","-67,520","-104,213",,,,
16770,IOWA                     ,POTTAWATTAMIE,"14,031","22,265","5,752","-1,170","-38,743",,,,
16780,IOWA                     ,POWESHIEK,"1,481","1,714",-229,-284,"-2,867",,,,
16790,IOWA                     ,RINGGOLD,741,-84,-161,-133,-284,,,,
16800,IOWA                     ,SAC,-748,"-1,447",-852,"-1,429","-1,435",,,,
16810,IOWA                     ,SCOTT,"43,542","66,615","94,857","93,042","13,876",,,,
16820,IOWA                     ,SHELBY,-258,"-1,454",-711,-912,"-3,195",,,,
16830,IOWA                     ,SIOUX,"1,857","6,152","4,517",25,"1,122",,,,
16840,IOWA                     ,STORY,"-6,406","-1,968","-5,709","-16,804","-16,788",,,,
16850,IOWA                     ,TAMA,-303,"-1,678","-1,806","-1,801","-2,646",,,,
16860,IOWA                     ,TAYLOR,-620,"-1,883",-635,-276,"-1,804",,,,
16870,IOWA                     ,UNION,101,-890,-704,-568,"-2,520",,,,
16880,IOWA                     ,VAN BUREN,-263,"-2,093","-1,815",-762,"-2,065",,,,
16890,IOWA                     ,WAPELLO,"-27,928","-36,794","-28,829","-14,110","-18,556",,,,
16900,IOWA                     ,WARREN,988,"-1,813","-3,808","-4,630","-7,133",,,,
16910,IOWA                     ,WASHINGTON,"2,478","3,477","2,423",192,"-5,471",,,,
16920,IOWA                     ,WAYNE,-155,-825,"-1,008",-464,"-1,054",,,,
16930,IOWA                     ,WEBSTER,"-18,428","-17,657","-24,466","-24,578","-27,879",,,,
16940,IOWA                     ,WINNEBAGO,"-1,708","-8,442","-1,363",307,39,,,,
16950,IOWA                     ,WINNESHIEK,273,"1,303",598,"1,834",825,,,,
16960,IOWA                     ,WOODBURY,"14,985","27,111","22,524","4,218","-20,355",,,,
16970,IOWA                     ,WORTH,"-1,607","-4,026","-1,996",150,553,,,,
16980,IOWA                     ,WRIGHT,"-2,169","-3,139","-1,287","-1,335","-2,102",,,,
17000,KANSAS                   ,ALLEN,"-3,075","-2,982","-3,451","-1,518","-2,975",,,,
17010,KANSAS                   ,ANDERSON,"-1,488","-2,541","-2,576","-1,750","-2,223",,,,
17020,KANSAS                   ,ATCHISON,"-1,096","-3,887","-2,656","-1,170","-3,153",,,,
17030,KANSAS                   ,BARBER,-474,-875,"-1,791",-590,-755,,,,
17040,KANSAS                   ,BARTON,"-5,110","-8,583","-8,580","-3,908","-6,241",,,,
17050,KANSAS                   ,BOURBON,"-15,351","-8,636","-13,122","-14,475","-25,339",,,,
17060,KANSAS                   ,BROWN,"1,239",-752,-693,-259,-350,,,,
17070,KANSAS                   ,BUTLER,"-21,620","-22,603","-25,000","-10,954","-3,793",,,,
17080,KANSAS                   ,CHASE,663,-450,-485,-183,-207,,,,
17090,KANSAS                   ,CHAUTAUQUA,"-1,533","-2,216","-2,886","-1,214","-1,615",,,,
17100,KANSAS                   ,CHEROKEE,"-43,804","-48,353","-20,605","-13,234","-14,985",,,,
17110,KANSAS                   ,CHEYENNE,-63,-190,-439,-120,-56,,,,
17120,KANSAS                   ,CLARK,-447,-269,-437,-46,-107,,,,
17130,KANSAS                   ,CLAY,-447,"1,137",77,675,"2,124",,,,
17140,KANSAS                   ,CLOUD,"-2,239","-4,569","3,841",-665,"-1,862",,,,
17150,KANSAS                   ,COFFEY,"-1,100","-3,121","-4,335",-928,"-2,456",,,,
17160,KANSAS                   ,COMANCHE,-497,"-2,004",-546,-203,-201,,,,
17170,KANSAS                   ,COWLEY,"-6,306","-7,424","-11,274","-4,300","-4,939",,,,
17180,KANSAS                   ,CRAWFORD,"-60,648","-63,048","-34,527","-22,911","-27,695",,,,
17190,KANSAS                   ,DECATUR,-311,-543,-647,-592,-134,,,,
17200,KANSAS                   ,DICKINSON,"-7,408","-7,433","-2,227",-604,"-2,499",,,,
17210,KANSAS                   ,DONIPHAN,-986,"-2,970","-1,523",-800,-940,,,,
17220,KANSAS                   ,DOUGLAS,"-10,266","-19,176","-29,931","-12,148","-23,394",,,,
17230,KANSAS                   ,EDWARDS,-211,-315,-558,-218,-443,,,,
17240,KANSAS                   ,ELK,"-1,212","-1,228","-2,770",-351,-815,,,,
17250,KANSAS                   ,ELLIS,"-1,733","-4,931","-6,134","-4,026","-5,751",,,,
17260,KANSAS                   ,ELLSWORTH,"-1,851","-1,196","-1,635","-1,238",-554,,,,
17270,KANSAS                   ,FINNEY,"-19,531","-21,796","-16,952","-3,004","-5,383",,,,
17280,KANSAS                   ,FORD,"-4,235","-6,481","-6,778","-4,307","-3,477",,,,
17290,KANSAS                   ,FRANKLIN,"-2,678","-7,198","-10,110","-6,208","-11,717",,,,
17300,KANSAS                   ,GEARY,"-40,241","-32,038","3,572","4,669","2,916",,,,
17310,KANSAS                   ,GOVE,-356,-129,-466,-289,-234,,,,
17320,KANSAS                   ,GRAHAM,-567,-736,"-1,007",-489,-764,,,,
17330,KANSAS                   ,GRANT,"-2,511","-1,349","-1,499",-811,"-1,449",,,,
17340,KANSAS                   ,GRAY,-681,"-1,363","-1,949",-86,-329,,,,
17350,KANSAS                   ,GREELEY,"-1,114",-402,-165,-69,-262,,,,
17360,KANSAS                   ,GREENWOOD,"-2,209","-2,668","-3,381","-1,515","-1,139",,,,
17370,KANSAS                   ,HAMILTON,-569,-656,-432,-555,-206,,,,
17380,KANSAS                   ,HARPER,"-1,249","-1,036","-1,541",-385,-580,,,,
17390,KANSAS                   ,HARVEY,"-13,925","-17,734","-19,717","-7,865","-2,729",,,,
17391,KANSAS                   ,HASKELL,-533,-641,"-1,442",-536,-671,,,,
17410,KANSAS                   ,HODGEMAN,-258,-608,-621,-444,-364,,,,
17420,KANSAS                   ,JACKSON,"3,226","1,188",-996,4,"1,328",,,,
17430,KANSAS                   ,JEFFERSON,"2,279","-1,118","-3,346","-1,350","-2,295",,,,
17440,KANSAS                   ,JEWELL,"-1,207",-47,-478,-75,-374,,,,
17450,KANSAS                   ,JOHNSON,"-17,749","-45,427","-73,180","-58,069","-78,092",,,,
17451,KANSAS                   ,KEARNY,-617,"-1,017",-514,-182,-297,,,,
17470,KANSAS                   ,KINGMAN,"-1,218","-1,817","-1,846","-1,369",-850,,,,
17480,KANSAS                   ,KIOWA,-423,-805,-542,-222,-736,,,,
17490,KANSAS                   ,LABETTE,"-39,107","-47,425","-16,050","-5,363","-12,890",,,,
17500,KANSAS                   ,LANE,-421,-686,-245,-154,-647,,,,
17510,KANSAS                   ,LEAVENWORTH,"-4,652","-12,611","-17,397","-11,575","-19,004",,,,
17520,KANSAS                   ,LINCOLN,"-1,307","-2,373","-1,018",-810,"-1,139",,,,
17530,KANSAS                   ,LINN,"-2,261","-2,651","-3,978","-5,006","-7,181",,,,
17540,KANSAS                   ,LOGAN,-259,-472,-511,-438,-674,,,,
17550,KANSAS                   ,LYON,"-3,098","-9,940","-12,423","-4,543","-8,806",,,,
17560,KANSAS                   ,MCPHERSON,"-9,225","-8,120","-9,357","-4,427","-3,435",,,,
17570,KANSAS                   ,MARION,"-7,027","-5,925","-5,913","-1,336",-695,,,,
17580,KANSAS                   ,MARSHALL,445,77,467,"1,328","1,765",,,,
17590,KANSAS                   ,MEADE,-531,-621,-531,-409,-534,,,,
17600,KANSAS                   ,MIAMI,"-1,743","-6,129","-8,736","-5,645","-7,017",,,,
17610,KANSAS                   ,MITCHELL,-620,"-2,134","-1,387",-106,-926,,,,
17620,KANSAS                   ,MONTGOMERY,"-16,554","-23,437","-32,422","-14,069","-19,508",,,,
17630,KANSAS                   ,MORRIS,"-1,505","-2,263",-120,"1,879",713,,,,
17640,KANSAS                   ,MORTON,"-1,969","-2,226","-1,681",-779,"-1,139",,,,
17650,KANSAS                   ,NEMAHA,364,191,-382,-87,-285,,,,
17660,KANSAS                   ,NEOSHO,"-7,691","-7,789","-3,721","-2,597","-2,672",,,,
17670,KANSAS                   ,NESS,-211,-201,-924,-505,-258,,,,
17680,KANSAS                   ,NORTON,-621,-846,"-1,371",-626,"-1,459",,,,
17690,KANSAS                   ,OSAGE,"3,254",808,"-3,647",-655,-370,,,,
17700,KANSAS                   ,OSBORNE,-340,"-1,239",-620,-288,-309,,,,
17710,KANSAS                   ,OTTAWA,-934,"-1,317","-1,451",-586,"-1,160",,,,
17720,KANSAS                   ,PAWNEE,-430,-800,"-2,233",-252,-657,,,,
17730,KANSAS                   ,PHILLIPS,-739,-670,-681,-652,-877,,,,
17740,KANSAS                   ,POTTAWATOMIE,"-2,190","-2,944","4,028",424,"3,519",,,,
17750,KANSAS                   ,PRATT,"-4,471","-3,627","-2,580","-1,353","-2,185",,,,
17760,KANSAS                   ,RAWLINS,-406,-98,-498,-220,-443,,,,
17770,KANSAS                   ,RENO,"-19,508","-24,437","-25,912","-13,139","-6,457",,,,
17780,KANSAS                   ,REPUBLIC,-746,-537,32,"2,014",-147,,,,
17790,KANSAS                   ,RICE,"-2,395","-2,658","-4,874","-1,623","-1,145",,,,
17800,KANSAS                   ,RILEY,"9,087","5,892","12,249","9,917","11,370",,,,
17810,KANSAS                   ,ROOKS,-839,"-1,128","-2,114","-1,613","-1,712",,,,
17820,KANSAS                   ,RUSH,-464,-651,-699,-950,-928,,,,
17830,KANSAS                   ,RUSSELL,"-1,119","-2,595","-2,276","-1,283","-1,311",,,,
17840,KANSAS                   ,SALINE,"-33,338","-37,575","-39,666","-7,142","-16,665",,,,
17841,KANSAS                   ,SCOTT,-382,-677,-848,-276,-304,,,,
17860,KANSAS                   ,SEDGWICK,"-135,318","-169,702","-183,284","-74,567","-26,172",,,,
17870,KANSAS                   ,SEWARD,"-9,540","-6,081","-6,723","-3,497","-5,743",,,,
17880,KANSAS                   ,SHAWNEE,"75,545","25,232","-24,491",603,"23,087",,,,
17890,KANSAS                   ,SHERIDAN,-131,-117,-382,-117,-202,,,,
17900,KANSAS                   ,SHERMAN,-365,-818,"-1,580","-1,052","-1,067",,,,
17910,KANSAS                   ,SMITH,-223,"-1,226",-452,-295,-544,,,,
17920,KANSAS                   ,STAFFORD,-744,"-1,791","-1,806",-591,"-1,006",,,,
17921,KANSAS                   ,STANTON,-252,-25,-53,-159,-31,,,,
17940,KANSAS                   ,STEVENS,"-2,233","-1,559",-797,-591,-656,,,,
17950,KANSAS                   ,SUMNER,"-7,147","-8,402","-9,259","-4,497","-1,823",,,,
17960,KANSAS                   ,THOMAS,-594,"-1,330","-1,542","-1,246","-1,525",,,,
17970,KANSAS                   ,TREGO,-408,-794,-612,-430,-595,,,,
17980,KANSAS                   ,WABAUNSEE,882,"1,349",-85,183,738,,,,
17981,KANSAS                   ,WALLACE,-101,-198,-218,-231,-374,,,,
17982,KANSAS                   ,WASHINGTON,144,492,577,399,3,,,,
17983,KANSAS                   ,WICHITA,-432,-246,-168,-60,-247,,,,
17984,KANSAS                   ,WILSON,"-2,638","-3,018","-4,657","-1,845","-1,492",,,,
17985,KANSAS                   ,WOODSON,"-1,917","-1,533","-1,671",-571,-832,,,,
17986,KANSAS                   ,WYANDOTTE,"-11,461","-34,979","-58,270","-37,722","-55,952",,,,
18000,KENTUCKY                 ,ADAIR,"-3,487","-8,186","-8,558","-8,696","-7,748",,,,
18010,KENTUCKY                 ,ALLEN,"-10,041","-10,452","-16,060","-14,972","-6,753",,,,
18020,KENTUCKY                 ,ANDERSON,-607,-910,"1,520","-1,706","-1,427",,,,
18030,KENTUCKY                 ,BALLARD,"3,611","2,553","4,569","1,279","2,108",,,,
18040,KENTUCKY                 ,BARREN,"4,575",81,"1,789","-3,216","-3,490",,,,
18050,KENTUCKY                 ,BATH,"-2,389","-3,441","-4,041","-9,948","-8,209",,,,
18060,KENTUCKY                 ,BELL,"-14,023","-16,601","-21,593","-22,331","-18,586",,,,
18070,KENTUCKY                 ,BOONE,"-24,182","-20,993","-17,868","-30,072","-8,046",,,,
18080,KENTUCKY                 ,BOURBON,"-4,847","-3,747",-872,"1,514",-82,,,,
18090,KENTUCKY                 ,BOYD,"-19,861","-43,314","-38,068","-18,316","3,306",,,,
18100,KENTUCKY                 ,BOYLE,"-15,288","-17,345","-10,725","-7,872","-8,875",,,,
18110,KENTUCKY                 ,BRACKEN,"-6,075","-3,334","-4,877","-7,156","-2,900",,,,
18120,KENTUCKY                 ,BREATHITT,"-5,388","-4,915","-5,947","-4,148","-5,519",,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-6,445","-10,234","-4,409","-3,873","-3,777",,,,
18140,KENTUCKY                 ,BULLITT,"-18,759","-29,472","-10,614","-5,621","-5,883",,,,
18150,KENTUCKY                 ,BUTLER,"-9,987","-9,105","-10,825","-9,616","-5,713",,,,
18160,KENTUCKY                 ,CALDWELL,-444,"-2,172","-1,231","-2,003","-2,120",,,,
18170,KENTUCKY                 ,CALLOWAY,"-9,556","-15,884","-14,428","-8,174","-7,216",,,,
18180,KENTUCKY                 ,CAMPBELL,"-25,004","-23,681","-15,449","-27,263","-6,760",,,,
18190,KENTUCKY                 ,CARLISLE,"2,236","1,422","2,554",511,"1,107",,,,
18191,KENTUCKY                 ,CARROLL,"-3,814","-3,914","-1,929","-1,773","-1,284",,,,
18210,KENTUCKY                 ,CARTER,"-6,965","-16,919","-14,698","-9,610","-1,638",,,,
18220,KENTUCKY                 ,CASEY,"-6,698","-9,419","-5,578","-3,878","-5,224",,,,
18230,KENTUCKY                 ,CHRISTIAN,"-31,067","-37,881","-33,517","-28,276","-37,018",,,,
18240,KENTUCKY                 ,CLARK,"-10,996","-7,210","-1,347","4,976",662,,,,
18250,KENTUCKY                 ,CLAY,"11,251","12,309","14,946","16,772","-4,657",,,,
18260,KENTUCKY                 ,CLINTON,"-1,207","-4,161","-5,624","-5,632","-4,565",,,,
18270,KENTUCKY                 ,CRITTENDEN,"1,300",-698,-444,"-2,447","-1,470",,,,
18271,KENTUCKY                 ,CUMBERLAND,"-2,213","-2,518","-2,829","-4,084","-3,062",,,,
18290,KENTUCKY                 ,DAVIESS,"-94,992","-25,214","-33,354","-36,768","-35,504",,,,
18291,KENTUCKY                 ,EDMONSON,"-9,338","-8,921","-8,561","-8,246","-5,479",,,,
18310,KENTUCKY                 ,ELLIOTT,"-2,857","-7,326","-7,816","-10,726","-10,401",,,,
18320,KENTUCKY                 ,ESTILL,"-4,331","-3,468","-1,670",233,"-1,152",,,,
18330,KENTUCKY                 ,FAYETTE,"-33,705","-21,899","-5,179","16,257","1,719",,,,
18340,KENTUCKY                 ,FLEMING,"-5,439","-4,837","-6,483","-8,983","-10,233",,,,
18350,KENTUCKY                 ,FLOYD,"-25,650","-35,801","-26,252","3,461","-13,714",,,,
18360,KENTUCKY                 ,FRANKLIN,"-7,205","-6,460",-82,"-16,878","-9,071",,,,
18361,KENTUCKY                 ,FULTON,-180,"-1,547",-831,"-3,666","-2,248",,,,
18362,KENTUCKY                 ,GALLATIN,"-3,813","-4,378","-1,929","-4,661","-1,003",,,,
18390,KENTUCKY                 ,GARRARD,"-4,885","-4,497","-2,299","-1,505","-1,943",,,,
18400,KENTUCKY                 ,GRANT,"-8,030","-8,020","-5,866","-6,671","-2,772",,,,
18410,KENTUCKY                 ,GRAVES,"8,078","6,695","15,965","-1,053","3,775",,,,
18420,KENTUCKY                 ,GRAYSON,"-14,719","-19,283","-14,381","-12,309","-15,406",,,,
18421,KENTUCKY                 ,GREEN,"-4,171","-5,677","-4,885","-4,733","-4,500",,,,
18440,KENTUCKY                 ,GREENUP,"-21,203","-47,455","-37,819","-17,624","6,238",,,,
18450,KENTUCKY                 ,HANCOCK,"-4,804","-1,279","-1,908","-2,571","-2,281",,,,
18460,KENTUCKY                 ,HARDIN,"-42,251","-45,052","-24,976","-18,222","-26,367",,,,
18470,KENTUCKY                 ,HARLAN,"-10,441","-18,583","-27,327","-17,492","-17,439",,,,
18480,KENTUCKY                 ,HARRISON,"-3,758","-4,685","-3,708","-1,674","-2,334",,,,
18490,KENTUCKY                 ,HART,"-1,591","-4,323","-2,089","-3,850","-2,331",,,,
18500,KENTUCKY                 ,HENDERSON,"-8,325","-9,735","-7,092","-3,616","-16,045",,,,
18510,KENTUCKY                 ,HENRY,"-8,217","-11,856","-5,315","-1,590","-2,193",,,,
18511,KENTUCKY                 ,HICKMAN,752,0,966,-591,210,,,,
18530,KENTUCKY                 ,HOPKINS,"-25,961","-32,794","-36,024","-36,756","-51,320",,,,
18540,KENTUCKY                 ,JACKSON,"-3,554","-2,839","-2,060","-1,077","-2,406",,,,
18550,KENTUCKY                 ,JEFFERSON,"-213,521","-325,071","-116,184","-61,249","-66,428",,,,
18560,KENTUCKY                 ,JESSAMINE,"-5,246","-4,273",-758,"3,863",210,,,,
18570,KENTUCKY                 ,JOHNSON,"-14,900","-21,264","-14,866","3,689","-5,257",,,,
18580,KENTUCKY                 ,KENTON,"-48,713","-38,159","-28,990","-55,276","-15,205",,,,
18590,KENTUCKY                 ,KNOTT,"-8,323","-5,870","-7,126","-3,745","-4,259",,,,
18600,KENTUCKY                 ,KNOX,"-10,581","-8,949","-9,053","-6,440","-7,608",,,,
18610,KENTUCKY                 ,LARUE,"-4,497","-5,253","-2,490","-2,218","-3,246",,,,
18620,KENTUCKY                 ,LAUREL,"-21,674","-23,240","-21,377","-7,233","-8,847",,,,
18630,KENTUCKY                 ,LAWRENCE,"-5,968","-15,760","-10,954","-7,213","-3,645",,,,
18640,KENTUCKY                 ,LEE,"-1,722","-2,067","-2,825","-1,138","-1,923",,,,
18650,KENTUCKY                 ,LESLIE,"-3,255","-3,102","-3,068","-1,408","-2,230",,,,
18660,KENTUCKY                 ,LETCHER,"-13,293","-20,147","-22,147","-18,182","-14,451",,,,
18670,KENTUCKY                 ,LEWIS,"-10,611","-8,349","-10,084","-8,635","-6,266",,,,
18680,KENTUCKY                 ,LINCOLN,"-10,307","-11,253","-7,780","-4,837","-7,567",,,,
18690,KENTUCKY                 ,LIVINGSTON,"3,022","1,731","3,693",-577,"1,095",,,,
18700,KENTUCKY                 ,LOGAN,"-27,804","-27,696","-30,603","-17,482","-10,343",,,,
18710,KENTUCKY                 ,LYON,"1,619",964,16,-98,444,,,,
18720,KENTUCKY                 ,MCCRACKEN,"30,173","20,827","28,151","5,431","15,753",,,,
18730,KENTUCKY                 ,MCCREARY,"-10,398","-9,386","-8,643","-4,563","-5,169",,,,
18740,KENTUCKY                 ,MCLEAN,"-9,727","-4,464","-5,018","-5,518","-5,401",,,,
18750,KENTUCKY                 ,MADISON,"-14,396","-13,282","-9,593",-782,"-4,326",,,,
18760,KENTUCKY                 ,MAGOFFIN,"-5,228","-8,154","-5,284","-1,428","-4,988",,,,
18770,KENTUCKY                 ,MARION,"-8,692","-9,502","-4,887","-4,146","-4,763",,,,
18780,KENTUCKY                 ,MARSHALL,"5,949","2,558","1,447","-1,907","1,527",,,,
18790,KENTUCKY                 ,MARTIN,"-6,803","-12,573","-12,592","-2,679","-2,965",,,,
18800,KENTUCKY                 ,MASON,"-12,932","-5,209","-6,510","-7,748","-7,335",,,,
18801,KENTUCKY                 ,MEADE,"-8,016","-10,374","-4,681","-3,127","-3,041",,,,
18802,KENTUCKY                 ,MENIFEE,"-1,980","-2,722","-5,060","-5,994","-6,918",,,,
18830,KENTUCKY                 ,MERCER,"-5,179","-5,370","-2,348","-2,106","-2,900",,,,
18831,KENTUCKY                 ,METCALFE,"1,466","-1,571",663,"-3,174","-2,012",,,,
18850,KENTUCKY                 ,MONROE,"-3,791","-5,026","-8,840","-6,106","-4,413",,,,
18860,KENTUCKY                 ,MONTGOMERY,"-5,577","-6,726","-6,064","-2,723","-4,436",,,,
18861,KENTUCKY                 ,MORGAN,"-2,314","-4,370","-5,874","-11,433","-15,015",,,,
18880,KENTUCKY                 ,MUHLENBERG,"-18,111","-18,526","-23,181","-21,895","-24,743",,,,
18890,KENTUCKY                 ,NELSON,"-16,871","-23,126","-9,876","-5,080","-5,396",,,,
18900,KENTUCKY                 ,NICHOLAS,"-1,308","-1,131",-847,-86,-533,,,,
18910,KENTUCKY                 ,OHIO,"-14,017","-4,953","-6,889","-8,626","-6,253",,,,
18920,KENTUCKY                 ,OLDHAM,"-7,855","-10,552","-3,993","-2,098","-1,730",,,,
18930,KENTUCKY                 ,OWEN,"-1,849",-816,"-1,328","-2,043",-871,,,,
18931,KENTUCKY                 ,OWSLEY,"-1,151","-1,576","-1,737",-962,"-1,840",,,,
18932,KENTUCKY                 ,PENDLETON,"-4,983","-3,699","-3,895","-5,205","-1,708",,,,
18960,KENTUCKY                 ,PERRY,"-16,376","-14,173","-15,656","-8,439","-8,319",,,,
18970,KENTUCKY                 ,PIKE,"-54,754","-70,224","-68,206","-61,058","-26,658",,,,
18971,KENTUCKY                 ,POWELL,"-5,294","-4,497","-2,183",783,-658,,,,
18972,KENTUCKY                 ,PULASKI,"-24,888","-25,125","-22,063","-7,316","-7,869",,,,
18973,KENTUCKY                 ,ROBERTSON,-520,-586,-707,-366,-526,,,,
18974,KENTUCKY                 ,ROCKCASTLE,"-3,358","-5,047","-5,222","-5,132","-4,820",,,,
18975,KENTUCKY                 ,ROWAN,"-2,739","-7,551","-11,209","-33,122","-37,585",,,,
18976,KENTUCKY                 ,RUSSELL,"-3,705","-5,622","-6,569","-4,580","-5,422",,,,
18977,KENTUCKY                 ,SCOTT,"-7,614","-4,483","-1,152","2,206","1,194",,,,
18978,KENTUCKY                 ,SHELBY,"-19,224","-32,996","-18,441","-4,730","-5,989",,,,
18979,KENTUCKY                 ,SIMPSON,"-9,079","-9,371","-12,522","-9,529","-4,231",,,,
18980,KENTUCKY                 ,SPENCER,"-6,003","-9,662","-7,171","-2,009","-2,144",,,,
18981,KENTUCKY                 ,TAYLOR,"-10,146","-16,252","-10,478","-10,118","-11,142",,,,
18982,KENTUCKY                 ,TODD,"-10,020","-7,914","-10,295","-8,167","-5,114",,,,
18983,KENTUCKY                 ,TRIGG,"-6,020","-7,675","-4,937","-4,621","-5,126",,,,
18984,KENTUCKY                 ,TRIMBLE,"-3,362","-4,715","-1,611","-1,603",-953,,,,
18985,KENTUCKY                 ,UNION,"-2,390","-2,631","-2,546",-930,"-3,476",,,,
18986,KENTUCKY                 ,WARREN,"-66,864","-79,848","-93,590","-78,477","-47,601",,,,
18987,KENTUCKY                 ,WASHINGTON,"-4,549","-5,634","-2,353","-1,363","-1,892",,,,
18988,KENTUCKY                 ,WAYNE,"-4,521","-3,512","-5,933","-3,345","-4,325",,,,
18989,KENTUCKY                 ,WEBSTER,"-5,962","-5,509","-6,514","-5,305","-8,666",,,,
