DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,
40390,PUERTO RICO              ,LAJAS,-397,-160,-69,58,-103,,,,
40400,PUERTO RICO              ,LARES,"-1,349",-178,-893,192,-17,,,,
40410,PUERTO RICO              ,LAS MARIAS,388,-14,135,-27,1,,,,
40420,PUERTO RICO              ,LAS PIEDRAS,"-1,318",-169,54,166,101,,,,
40430,PUERTO RICO              ,LOIZA,-879,-258,207,-137,46,,,,
40440,PUERTO RICO              ,LUQUILLO,-24,-6,-7,26,0,,,,
40450,PUERTO RICO              ,MANATI,"-1,547",-450,-246,369,226,,,,
40460,PUERTO RICO              ,MARICAO,-6,131,57,0,-5,,,,
40470,PUERTO RICO              ,MAUNABO,-94,207,122,84,23,,,,
40480,PUERTO RICO              ,MAYAGUEZ,"1,106",316,"1,220","1,387",736,,,,
40490,PUERTO RICO              ,MOCA,785,843,262,425,1,,,,
40500,PUERTO RICO              ,MOROVIS,-131,317,32,19,37,,,,
40510,PUERTO RICO              ,NAGUABO,-396,-108,-12,34,-14,,,,
40520,PUERTO RICO              ,NARANJITO,-280,-155,-21,125,-2,,,,
40530,PUERTO RICO              ,OROCOVIS,-54,-97,-112,219,-32,,,,
40540,PUERTO RICO              ,PATILLAS,244,"1,702",716,484,16,,,,
40550,PUERTO RICO              ,PENUELAS,788,"1,599",200,82,700,,,,
40560,PUERTO RICO              ,PONCE,"4,039","7,950","3,659","2,608","4,464",,,,
40570,PUERTO RICO              ,QUEBRADILLAS,-172,-78,"1,065",0,-34,,,,
40580,PUERTO RICO              ,RINCON,452,190,291,-240,-45,,,,
40590,PUERTO RICO              ,RIO GRANDE,-344,-111,-44,49,-22,,,,
40610,PUERTO RICO              ,SABANA GRANDE,170,103,-295,-22,-275,,,,
40620,PUERTO RICO              ,SALINAS,"1,440","2,506","1,462",954,163,,,,
40630,PUERTO RICO              ,SAN GERMAN,-346,-264,-547,-154,-508,,,,
40640,PUERTO RICO              ,SAN JUAN,"-5,161","-1,789",-461,929,-78,,,,
40650,PUERTO RICO              ,SAN LORENZO,-984,-66,-26,327,100,,,,
40660,PUERTO RICO              ,SAN SEBASTIAN,"1,135",458,"1,177",685,-28,,,,
40670,PUERTO RICO              ,SANTA ISABEL,265,"1,083",328,443,384,,,,
40680,PUERTO RICO              ,TOA ALTA,-548,-213,-31,-2,-151,,,,
40690,PUERTO RICO              ,TOA BAJA,-352,-72,82,32,61,,,,
40700,PUERTO RICO              ,TRUJILLO ALTO,"-1,075",-248,-96,66,-15,,,,
40710,PUERTO RICO              ,UTUADO,-82,-38,"-2,135",-549,17,,,,
40720,PUERTO RICO              ,VEGA ALTA,-441,180,253,93,48,,,,
40730,PUERTO RICO              ,VEGA BAJA,"-1,343",-425,-366,-841,-61,,,,
40740,PUERTO RICO              ,VIEQUES,-97,98,-15,235,6,,,,
40750,PUERTO RICO              ,VILLALBA,550,598,508,504,458,,,,
40760,PUERTO RICO              ,YABUCOA,-545,91,-93,68,-36,,,,
40770,PUERTO RICO              ,YAUCO,"1,395","1,040",229,"1,031",691,,,,
41000,RHODE ISLAND             ,BRISTOL,"13,897","10,913","5,688","6,960","2,368",,,,
41010,RHODE ISLAND             ,KENT,"80,087","68,568","57,365","74,834","69,733",,,,
41020,RHODE ISLAND             ,NEWPORT,"57,995","62,513","49,789","45,678","13,940",,,,
41030,RHODE ISLAND             ,PROVIDENCE,"208,044","155,060","65,396","94,582","51,805",,,,
41050,RHODE ISLAND             ,WASHINGTON,"33,365","32,908","28,152","36,335","29,967",,,,
42000,SOUTH CAROLINA           ,ABBEVILLE,"-12,865","-9,473","-10,519","-4,554","-5,241",,,,
42010,SOUTH CAROLINA           ,AIKEN,"-79,309","-90,184","-91,415","-119,721","-108,104",,,,
42020,SOUTH CAROLINA           ,ALLENDALE,"-6,283","-4,493","-3,877","-6,184","-2,645",,,,
42030,SOUTH CAROLINA           ,ANDERSON,"-115,365","-144,850","-92,479","-34,845","-6,265",,,,
42040,SOUTH CAROLINA           ,BAMBERG,"-6,972","-7,363","-6,934","-6,952","-4,863",,,,
42050,SOUTH CAROLINA           ,BARNWELL,"-16,488","-20,734","-14,717","-19,631","-20,769",,,,
42060,SOUTH CAROLINA           ,BEAUFORT,"-18,334","-18,226","-31,990","-18,368","7,361",,,,
42070,SOUTH CAROLINA           ,BERKELEY,"-38,324","-50,236","-62,018","-59,974","-19,796",,,,
42080,SOUTH CAROLINA           ,CALHOUN,"-4,205","-5,540","-5,222","-5,890","-3,707",,,,
42090,SOUTH CAROLINA           ,CHARLESTON,"-128,079","-173,556","-197,512","-196,166","-54,286",,,,
42100,SOUTH CAROLINA           ,CHEROKEE,"-39,268","-34,031","-25,637","-16,296","-3,857",,,,
42110,SOUTH CAROLINA           ,CHESTER,"-17,716","-16,537","-8,569","-4,119","3,023",,,,
42120,SOUTH CAROLINA           ,CHESTERFIELD,"-41,804","-36,871","-25,872","-11,815","-1,898",,,,
42130,SOUTH CAROLINA           ,CLARENDON,"-20,158","-17,764","-11,995","-12,429","-5,979",,,,
42140,SOUTH CAROLINA           ,COLLETON,"-21,959","-31,090","-31,006","-30,571","-8,707",,,,
42150,SOUTH CAROLINA           ,DARLINGTON,"-47,857","-38,466","-28,397","-29,936","-22,328",,,,
42160,SOUTH CAROLINA           ,DILLON,"-23,219","-18,674","-12,810","-12,022","-6,010",,,,
42170,SOUTH CAROLINA           ,DORCHESTER,"-33,935","-45,189","-51,610","-55,927","-15,435",,,,
42180,SOUTH CAROLINA           ,EDGEFIELD,"-6,491","-9,461","-7,883","-11,540","-9,266",,,,
42190,SOUTH CAROLINA           ,FAIRFIELD,"-7,368","-7,861","-6,821","-5,210","-4,425",,,,
42200,SOUTH CAROLINA           ,FLORENCE,"-98,703","-80,598","-52,284","-65,328","-44,959",,,,
42210,SOUTH CAROLINA           ,GEORGETOWN,"-38,322","-38,928","-43,481","-38,600","-11,669",,,,
42220,SOUTH CAROLINA           ,GREENVILLE,"-121,140","-159,444","-153,046","-23,622","25,071",,,,
42230,SOUTH CAROLINA           ,GREENWOOD,"-41,351","-48,975","-41,231","-27,623","-32,818",,,,
42240,SOUTH CAROLINA           ,HAMPTON,"-12,607","-14,207","-14,756","-11,669","-2,157",,,,
42250,SOUTH CAROLINA           ,HORRY,"-99,812","-94,900","-114,452","-119,974","-72,879",,,,
42260,SOUTH CAROLINA           ,JASPER,"-4,170","-4,851","-8,763","-5,592","-2,288",,,,
42270,SOUTH CAROLINA           ,KERSHAW,"-21,181","-27,688","-21,624","-20,927","-15,365",,,,
42280,SOUTH CAROLINA           ,LANCASTER,"-23,574","-30,758","-15,926","-2,702","11,538",,,,
42290,SOUTH CAROLINA           ,LAURENS,"-79,813","-92,211","-87,056","-61,045","-58,353",,,,
42300,SOUTH CAROLINA           ,LEE,"-10,968","-11,047","-8,787","-6,326","-3,943",,,,
42310,SOUTH CAROLINA           ,LEXINGTON,"-48,761","-73,117","-55,834","-52,339","-37,491",,,,
42320,SOUTH CAROLINA           ,MCCORMICK,"-6,332","-7,373","-4,292","-4,306","-4,322",,,,
42330,SOUTH CAROLINA           ,MARION,"-27,579","-29,272","-16,288","-15,978","-8,927",,,,
42340,SOUTH CAROLINA           ,MARLBORO,"-36,644","-37,371","-21,947","-14,201","-12,767",,,,
42350,SOUTH CAROLINA           ,NEWBERRY,"-18,123","-19,795","-14,575","-10,418","-8,919",,,,
42360,SOUTH CAROLINA           ,OCONEE,"-97,843","-100,826","-94,240","-68,871","-34,294",,,,
42370,SOUTH CAROLINA           ,ORANGEBURG,"-45,006","-50,186","-45,625","-60,614","-31,405",,,,
42380,SOUTH CAROLINA           ,PICKENS,"-59,854","-76,607","-59,399","-11,615","8,030",,,,
42390,SOUTH CAROLINA           ,RICHLAND,"-65,187","-87,051","-77,266","-66,514","-52,829",,,,
42400,SOUTH CAROLINA           ,SALUDA,"-7,038","-7,120","-5,601","-6,734","-7,079",,,,
42410,SOUTH CAROLINA           ,SPARTANBURG,"-125,392","-124,370","-115,352","-61,477","-16,572",,,,
42420,SOUTH CAROLINA           ,SUMTER,"-44,512","-54,738","-48,071","-40,404","-23,274",,,,
42430,SOUTH CAROLINA           ,UNION,"-40,302","-30,144","-30,845","-25,903","-14,152",,,,
42440,SOUTH CAROLINA           ,WILLIAMSBURG,"-19,706","-19,609","-14,986","-17,109","-5,849",,,,
42450,SOUTH CAROLINA           ,YORK,"-58,331","-56,647","-21,527","-3,416","27,925",,,,
43010,SOUTH DAKOTA             ,AURORA,"1,208","1,865","3,295",0,5,,,,
43020,SOUTH DAKOTA             ,BEADLE,"6,518","10,249","12,803",-165,-182,,,,
43030,SOUTH DAKOTA             ,BENNETT,"1,899","1,106",164,-781,-770,,,,
43040,SOUTH DAKOTA             ,BON HOMME,973,"2,920","3,154",4,-4,,,,
43050,SOUTH DAKOTA             ,BROOKINGS,"12,177","19,463","17,082",-21,22,,,,
43060,SOUTH DAKOTA             ,BROWN,"41,588","44,127","44,852",-42,-395,,,,
43070,SOUTH DAKOTA             ,BRULE,"1,583","1,946","2,108",-106,28,,,,
43080,SOUTH DAKOTA             ,BUFFALO,48,"1,546",615,0,-63,,,,
43090,SOUTH DAKOTA             ,BUTTE,"9,215","7,412","2,391","-3,920","-4,351",,,,
43100,SOUTH DAKOTA             ,CAMPBELL,"5,191","1,035","1,114",-7,-5,,,,
43110,SOUTH DAKOTA             ,CHARLES MIX,"1,677","3,343","2,236",-29,249,,,,
43120,SOUTH DAKOTA             ,CLARK,"1,379","1,674","1,463",0,-1,,,,
43130,SOUTH DAKOTA             ,CLAY,"2,955","3,614","4,995",540,289,,,,
43140,SOUTH DAKOTA             ,CODINGTON,"20,380","19,999","11,518",234,"2,019",,,,
43150,SOUTH DAKOTA             ,CORSON,"3,162","1,510",840,1,-15,,,,
43160,SOUTH DAKOTA             ,CUSTER,"6,293","2,583","-1,084","-4,052","-3,705",,,,
43170,SOUTH DAKOTA             ,DAVISON,"16,443","28,875","18,415",316,368,,,,
43180,SOUTH DAKOTA             ,DAY,"4,736","6,369","5,802",365,5,,,,
43190,SOUTH DAKOTA             ,DEUEL,"2,249","1,596","1,229",140,5,,,,
43200,SOUTH DAKOTA             ,DEWEY,"2,523","1,838","1,545",-652,-695,,,,
43210,SOUTH DAKOTA             ,DOUGLAS,"1,520","1,945",676,0,5,,,,
43220,SOUTH DAKOTA             ,EDMUNDS,"2,202","3,233","1,827",19,18,,,,
43230,SOUTH DAKOTA             ,FALL RIVER,"5,228","4,162",425,"-6,396","-1,547",,,,
43240,SOUTH DAKOTA             ,FAULK,"1,630","3,632",973,-1,-79,,,,
43250,SOUTH DAKOTA             ,GRANT,"2,258","2,789","3,352",75,-54,,,,
43260,SOUTH DAKOTA             ,GREGORY,387,"1,421",655,-4,-5,,,,
43270,SOUTH DAKOTA             ,HAAKON,130,245,-97,-504,-533,,,,
43280,SOUTH DAKOTA             ,HAMLIN,"3,236","2,175","2,544",-6,6,,,,
43290,SOUTH DAKOTA             ,HAND,734,844,236,-28,264,,,,
43300,SOUTH DAKOTA             ,HANSON,"1,145","1,740",880,64,538,,,,
43310,SOUTH DAKOTA             ,HARDING,409,492,-249,-250,-88,,,,
43320,SOUTH DAKOTA             ,HUGHES,"12,675","7,791","9,599",652,-316,,,,
43330,SOUTH DAKOTA             ,HUTCHINSON,"2,481","2,894","4,139",227,-8,,,,
43340,SOUTH DAKOTA             ,HYDE,991,552,132,5,-13,,,,
43350,SOUTH DAKOTA             ,JACKSON,228,77,-150,-191,-97,,,,
43360,SOUTH DAKOTA             ,JERAULD,621,"1,711","1,077",-2,0,,,,
43370,SOUTH DAKOTA             ,JONES,492,"1,060",96,-291,-6,,,,
43380,SOUTH DAKOTA             ,KINGSBURY,"3,031","2,538","2,776",0,17,,,,
43390,SOUTH DAKOTA             ,LAKE,"2,383","3,147","6,662",60,27,,,,
43400,SOUTH DAKOTA             ,LAWRENCE,"19,027","7,570","1,342","-7,166","-7,787",,,,
43410,SOUTH DAKOTA             ,LINCOLN,"4,423","5,887","5,971",584,-60,,,,
43420,SOUTH DAKOTA             ,LYMAN,675,488,"1,928",2,-46,,,,
43430,SOUTH DAKOTA             ,MCCOOK,"1,667","2,833","3,325",59,74,,,,
43440,SOUTH DAKOTA             ,MCPHERSON,"1,409","1,484","1,168",0,-102,,,,
43450,SOUTH DAKOTA             ,MARSHALL,"1,354","2,035","4,184",84,7,,,,
43460,SOUTH DAKOTA             ,MEADE,"18,853","4,641","-6,698","-10,764","-7,771",,,,
43470,SOUTH DAKOTA             ,MELLETTE,439,836,311,-863,-195,,,,
43480,SOUTH DAKOTA             ,MINER,"2,031","3,412","3,000",0,0,,,,
43490,SOUTH DAKOTA             ,MINNEHAHA,"64,533","118,414","122,781","1,406",996,,,,
43500,SOUTH DAKOTA             ,MOODY,"1,168","1,756","2,904",-1,1,,,,
43510,SOUTH DAKOTA             ,PENNINGTON,"95,969","29,169","-34,996","-87,758","-59,351",,,,
43520,SOUTH DAKOTA             ,PERKINS,"1,219","1,334",381,-90,-53,,,,
43530,SOUTH DAKOTA             ,POTTER,"1,629",991,"2,154",27,-61,,,,
43540,SOUTH DAKOTA             ,ROBERTS,"11,626","6,566","3,419",60,-82,,,,
43550,SOUTH DAKOTA             ,SANBORN,"2,749","3,842","4,244",353,81,,,,
43560,SOUTH DAKOTA             ,SHANNON,"2,771",680,-954,"-5,018","-3,292",,,,
43570,SOUTH DAKOTA             ,SPINK,"10,895","17,735","16,939",-546,-216,,,,
43580,SOUTH DAKOTA             ,STANLEY,"2,394","1,591",457,"-1,342",-99,,,,
43590,SOUTH DAKOTA             ,SULLY,609,150,247,0,54,,,,
43600,SOUTH DAKOTA             ,TODD,"2,949","2,956","1,789",-399,-196,,,,
43610,SOUTH DAKOTA             ,TRIPP,"1,260","1,484","1,726",-61,63,,,,
43620,SOUTH DAKOTA             ,TURNER,"2,911","8,026","6,652",-41,-277,,,,
43630,SOUTH DAKOTA             ,UNION,"1,725","3,582","6,137",13,-468,,,,
43640,SOUTH DAKOTA             ,WALWORTH,"4,033","5,749","4,493","-1,109",-116,,,,
43670,SOUTH DAKOTA             ,YANKTON,"13,071","17,863","17,543",544,596,,,,
43680,SOUTH DAKOTA             ,ZIEBACH,597,219,-524,-374,-297,,,,
44000,TENNESSEE                ,ANDERSON,"-49,175","-34,935","-44,269","-63,027","-44,598",,,,
44010,TENNESSEE                ,BEDFORD,"-28,219","-22,212","-31,377","-21,664","-13,200",,,,
44020,TENNESSEE                ,BENTON,"-13,937","-10,912","-15,752","-10,210","-5,364",,,,
44030,TENNESSEE                ,BLEDSOE,"-4,053","-4,244","-3,551","-4,560","-2,184",,,,
44040,TENNESSEE                ,BLOUNT,"-62,691","-41,464","-63,215","-79,543","-72,330",,,,
44050,TENNESSEE                ,BRADLEY,"-48,745","-20,574","-25,752","-25,348","-11,064",,,,
44060,TENNESSEE                ,CAMPBELL,"-58,070","-38,294","-56,155","-53,841","-41,556",,,,
44070,TENNESSEE                ,CANNON,"-9,721","-6,114","-11,218","-6,463","-2,338",,,,
44080,TENNESSEE                ,CARROLL,"-27,268","-17,674","-26,465","-23,201","-10,059",,,,
44090,TENNESSEE                ,CARTER,"-37,181","-25,375","-36,426","-40,354","-25,753",,,,
44100,TENNESSEE                ,CHEATHAM,"-15,958","-12,989","-17,397","-10,994","-2,298",,,,
44110,TENNESSEE                ,CHESTER,"-9,558","-5,889","-7,922","-6,793",-858,,,,
44120,TENNESSEE                ,CLAIBORNE,"-44,145","-30,663","-34,505","-35,014","-29,215",,,,
44130,TENNESSEE                ,CLAY,"1,390",-765,"-2,864","-2,479",417,,,,
44140,TENNESSEE                ,COCKE,"-43,121","-29,877","-41,604","-41,082","-27,403",,,,
44150,TENNESSEE                ,COFFEE,"-30,791","-23,076","-37,064","-17,744","-16,326",,,,
44160,TENNESSEE                ,CROCKETT,"-5,716","-3,732","-6,648","-3,727","1,988",,,,
44170,TENNESSEE                ,CUMBERLAND,"-28,686","-29,844","-35,124","-42,057","-25,251",,,,
44180,TENNESSEE                ,DAVIDSON,"-261,556","-165,245","-236,703","-137,108","-27,982",,,,
44190,TENNESSEE                ,DECATUR,"-8,253","-6,896","-8,821","-8,328","-4,741",,,,
44200,TENNESSEE                ,DEKALB,"-31,376","-25,503","-30,626","-20,231","-10,070",,,,
44210,TENNESSEE                ,DICKSON,"-35,741","-22,925","-35,746","-24,127","-5,718",,,,
44220,TENNESSEE                ,DYER,"-18,317","-7,805","22,444","34,143","46,786",,,,
44230,TENNESSEE                ,FAYETTE,"-8,714","-5,366","-10,165","-8,908","-6,211",,,,
44240,TENNESSEE                ,FENTRESS,"23,464","10,765","13,123","13,427","20,462",,,,
44250,TENNESSEE                ,FRANKLIN,"2,660","-1,681","-16,315","-6,602","-5,258",,,,
44260,TENNESSEE                ,GIBSON,"-39,649","-26,903","-38,980","-28,601","-10,833",,,,
44270,TENNESSEE                ,GILES,"-38,865","-26,546","-41,641","-32,998","-38,412",,,,
44280,TENNESSEE                ,GRAINGER,"-22,689","-14,384","-19,172","-19,383","-16,414",,,,
44290,TENNESSEE                ,GREENE,"-28,176","-16,483","-26,768","-11,783","9,019",,,,
44300,TENNESSEE                ,GRUNDY,"-3,708","-5,039","-14,621","-10,367","-3,916",,,,
44310,TENNESSEE                ,HAMBLEN,"-58,422","-41,440","-57,016","-56,983","-44,654",,,,
44320,TENNESSEE                ,HAMILTON,"-85,945","-44,463","-65,948","-58,150","2,642",,,,
44330,TENNESSEE                ,HANCOCK,"-6,181","-3,351","-3,351","-6,147","-5,326",,,,
44340,TENNESSEE                ,HARDEMAN,"-18,167","-11,952","-19,203","-17,926","-7,143",,,,
44350,TENNESSEE                ,HARDIN,"-23,645","-19,814","-25,309","-27,982","-12,553",,,,
44360,TENNESSEE                ,HAWKINS,"-42,705","-30,903","-51,608","-44,789","-29,300",,,,
44370,TENNESSEE                ,HAYWOOD,"-3,066","-1,670","-5,732","-5,678","2,792",,,,
44380,TENNESSEE                ,HENDERSON,"-26,627","-16,604","-27,570","-18,781","-3,317",,,,
44390,TENNESSEE                ,HENRY,"-23,037","-20,804","-29,684","-25,928","-18,586",,,,
44400,TENNESSEE                ,HICKMAN,"-26,327","-14,539","-20,468","-16,921","-10,516",,,,
44410,TENNESSEE                ,HOUSTON,"-6,956","-5,081","-7,257","-5,296","-2,184",,,,
44420,TENNESSEE                ,HUMPHREYS,"-9,120","-6,782","-11,533","-6,121","-1,742",,,,
44430,TENNESSEE                ,JACKSON,-604,"-4,136","-5,761","-4,836",-245,,,,
44440,TENNESSEE                ,JEFFERSON,"-58,264","-34,078","-44,754","-43,967","-36,152",,,,
44450,TENNESSEE                ,JOHNSON,"-12,835","-10,251","-14,016","-13,113","-10,350",,,,
44460,TENNESSEE                ,KNOX,"-235,525","-133,694","-195,021","-244,277","-216,862",,,,
44470,TENNESSEE                ,LAKE,"-3,460","-1,394","3,407","2,983","3,955",,,,
44480,TENNESSEE                ,LAUDERDALE,"-8,733","-4,195","-1,741","1,730","9,796",,,,
44490,TENNESSEE                ,LAWRENCE,"-60,543","-26,474","-39,891","-55,045","-63,686",,,,
44500,TENNESSEE                ,LEWIS,"-21,125","-24,553","-36,869","-27,949","-29,738",,,,
44510,TENNESSEE                ,LINCOLN,"-21,028","-17,087","-31,508","-30,310","-19,290",,,,
44520,TENNESSEE                ,LOUDON,"-32,369","-23,289","-28,730","-37,066","-29,779",,,,
44530,TENNESSEE                ,MCMINN,"-75,801","-42,281","-69,682","-69,609","-64,558",,,,
44540,TENNESSEE                ,MCNAIRY,"-32,173","-26,917","-38,602","-35,269","-15,450",,,,
44550,TENNESSEE                ,MACON,"-10,202","-7,368","-13,725","-7,658","-1,438",,,,
44560,TENNESSEE                ,MADISON,"-43,513","-28,705","-50,644","-34,333","3,892",,,,
44570,TENNESSEE                ,MARION,"-12,462","-6,370","-9,400","-9,280",-548,,,,
44580,TENNESSEE                ,MARSHALL,"-30,622","-24,182","-39,408","-27,523","-29,665",,,,
44590,TENNESSEE                ,MAURY,"-108,900","-82,136","-137,925","-124,000","-112,678",,,,
44600,TENNESSEE                ,MEIGS,"-18,033","-11,803","-13,569","-14,000","-11,803",,,,
44610,TENNESSEE                ,MONROE,"-46,668","-28,412","-46,684","-49,863","-41,225",,,,
44620,TENNESSEE                ,MONTGOMERY,"-95,262","-82,005","-109,138","-109,859","-38,814",,,,
44630,TENNESSEE                ,MOORE,"-1,340",-841,"-1,514",-776,-480,,,,
44640,TENNESSEE                ,MORGAN,"-12,663","-4,957","-7,434","-14,523","-7,404",,,,
44650,TENNESSEE                ,OBION,"-12,633","-9,870","-11,226","-9,359","-1,701",,,,
44660,TENNESSEE                ,OVERTON,"22,595","6,460","5,334","11,321","13,457",,,,
44670,TENNESSEE                ,PERRY,"-12,427","-5,829","-14,810","-8,054","-7,667",,,,
44680,TENNESSEE                ,PICKETT,"3,113","1,787",-27,"2,636","2,357",,,,
44690,TENNESSEE                ,POLK,"-13,576","-6,052","-10,050","-7,489","-1,263",,,,
44700,TENNESSEE                ,PUTNAM,"23,904","-34,236","-53,505","-34,581","1,198",,,,
44710,TENNESSEE                ,RHEA,"-10,085","-8,069","-8,963","-11,480","-5,268",,,,
44720,TENNESSEE                ,ROANE,"-44,585","-30,186","-47,814","-50,810","-43,310",,,,
44730,TENNESSEE                ,ROBERTSON,"-40,455","-23,544","-44,394","-26,597","-5,115",,,,
44740,TENNESSEE                ,RUTHERFORD,"-81,721","-56,452","-92,297","-48,392","-11,200",,,,
44750,TENNESSEE                ,SCOTT,"-32,089","-10,446","-14,348","-17,426","-15,835",,,,
44760,TENNESSEE                ,SEQUATCHIE,"-8,008","-3,255","-3,916","-2,732",-452,,,,
44770,TENNESSEE                ,SEVIER,"-53,189","-41,807","-50,030","-57,367","-40,824",,,,
44780,TENNESSEE                ,SHELBY,"-191,043","-144,964","-203,038","-179,187","-146,173",,,,
44790,TENNESSEE                ,SMITH,"-12,355","-7,380","-12,740","-7,816","-2,041",,,,
44800,TENNESSEE                ,STEWART,"-10,961","-9,006","-15,009","-11,710","-4,661",,,,
44810,TENNESSEE                ,SULLIVAN,"-90,585","-75,157","-115,554","-98,999","-70,975",,,,
44820,TENNESSEE                ,SUMNER,"-73,582","-44,543","-81,675","-40,070","-9,835",,,,
44830,TENNESSEE                ,TIPTON,"-15,656","-9,602","-13,963","-16,924","-11,238",,,,
44840,TENNESSEE                ,TROUSDALE,"-3,138","-2,194","-4,818","-2,219",-515,,,,
44850,TENNESSEE                ,UNICOI,"-15,843","-10,544","-16,770","-16,621","-11,972",,,,
44860,TENNESSEE                ,UNION,"-17,435","-9,355","-12,142","-17,315","-12,688",,,,
44870,TENNESSEE                ,VAN BUREN,"-6,316","-3,897","-5,675","-5,858","-5,322",,,,
44880,TENNESSEE                ,WARREN,"-84,360","-71,085","-108,460","-110,119","-88,722",,,,
44890,TENNESSEE                ,WASHINGTON,"-69,409","-52,173","-67,899","-75,692","-49,409",,,,
44900,TENNESSEE                ,WAYNE,"-23,223","-15,150","-24,898","-20,939","-25,248",,,,
44910,TENNESSEE                ,WEAKLEY,"-17,651","-11,912","-19,714","-16,647","-5,391",,,,
44920,TENNESSEE                ,WHITE,"-8,022","-18,875","-31,706","-19,026","-6,176",,,,
44930,TENNESSEE                ,WILLIAMSON,"-21,610","-16,748","-22,952","-13,425","-4,298",,,,
44940,TENNESSEE                ,WILSON,"-45,534","-25,760","-42,942","-25,323","-5,597",,,,
45000,TEXAS                    ,ANDERSON,"-22,840","-5,708","19,061","29,632","14,663",,,,
45010,TEXAS                    ,ANDREWS,"1,701","2,443","1,315",-89,"-3,817",,,,
45020,TEXAS                    ,ANGELINA,"-16,685","2,869","27,694","1,503","-13,188",,,,
45030,TEXAS                    ,ARANSAS,316,"-1,197","-3,523","-1,984","-2,899",,,,
45040,TEXAS                    ,ARCHER,"4,471","2,319","1,563",-197,"-2,944",,,,
45050,TEXAS                    ,ARMSTRONG,-709,-368,-206,-224,-240,,,,
45060,TEXAS                    ,ATASCOSA,"-1,065","-1,349","-2,467","-5,773","-4,923",,,,
45070,TEXAS                    ,AUSTIN,"-1,541",-368,"-1,964","-1,621","-3,819",,,,
45080,TEXAS                    ,BAILEY,724,698,683,492,-15,,,,
45090,TEXAS                    ,BANDERA,-376,-289,-202,"-2,467","-2,287",,,,
45100,TEXAS                    ,BASTROP,"-2,977","-2,796","-5,096","-3,109","-7,258",,,,
45110,TEXAS                    ,BAYLOR,569,"1,301","1,974",-727,"-1,997",,,,
45113,TEXAS                    ,BEE,"-2,754","-1,782",-919,"-1,181","-3,574",,,,
45120,TEXAS                    ,BELL,"168,335","78,222","101,226","7,484","-257,765",,,,
45130,TEXAS                    ,BEXAR,"-22,809","-39,120","-77,527","-181,334","-158,359",,,,
45140,TEXAS                    ,BLANCO,"1,584","1,135","1,235",-475,-893,,,,
45150,TEXAS                    ,BORDEN,10,-31,65,-1,0,,,,
45160,TEXAS                    ,BOSQUE,"-3,718","-3,431","-2,290","-6,375","-8,777",,,,
45170,TEXAS                    ,BOWIE,"-25,572","-28,995","-24,698","-7,774","-27,046",,,,
45180,TEXAS                    ,BRAZORIA,"-22,279","-7,945","-16,658","-20,186","-36,703",,,,
45190,TEXAS                    ,BRAZOS,"1,306","2,327","2,645","-4,483","-14,475",,,,
45200,TEXAS                    ,BREWSTER,-787,-169,"1,197",-17,-495,,,,
45201,TEXAS                    ,BRISCOE,-70,154,117,31,14,,,,
45210,TEXAS                    ,BROOKS,-799,-619,-744,-586,"-1,410",,,,
45220,TEXAS                    ,BROWN,"-5,885","-4,484","1,527","-3,912","-13,414",,,,
45221,TEXAS                    ,BURLESON,869,701,599,-637,"-3,003",,,,
45222,TEXAS                    ,BURNET,"-2,237","-1,666",-35,"-2,500","-6,281",,,,
45223,TEXAS                    ,CALDWELL,"-1,335","-1,882","-1,729","-2,327","-4,308",,,,
45224,TEXAS                    ,CALHOUN,"4,974","6,048","5,155","4,736","1,837",,,,
45230,TEXAS                    ,CALLAHAN,"2,678",814,"2,411",-202,"-3,814",,,,
45240,TEXAS                    ,CAMERON,"-178,593","-191,410","-230,782","-255,816","-227,549",,,,
45250,TEXAS                    ,CAMP,"-4,669","-5,896","-1,807","-1,192","1,612",,,,
45251,TEXAS                    ,CARSON,"-2,127","-1,458","-3,063","-1,624","-1,382",,,,
45260,TEXAS                    ,CASS,"-7,573","-4,763",-56,"-1,260","-4,157",,,,
45270,TEXAS                    ,CASTRO,"-1,200","-2,393",300,56,-312,,,,
45280,TEXAS                    ,CHAMBERS,-887,222,629,-348,"-1,775",,,,
45281,TEXAS                    ,CHEROKEE,"-10,846","1,672","20,010","19,564","4,732",,,,
45290,TEXAS                    ,CHILDRESS,"-2,216","-2,196","-1,309","-1,008","-2,248",,,,
45291,TEXAS                    ,CLAY,"4,918","3,307","2,895",-240,"-2,278",,,,
45292,TEXAS                    ,COCHRAN,-201,203,801,54,271,,,,
45300,TEXAS                    ,COKE,-284,-73,351,-89,-221,,,,
45301,TEXAS                    ,COLEMAN,-32,485,874,-282,"-2,489",,,,
45310,TEXAS                    ,COLLIN,"-24,498","-28,337","-14,675","-11,974","-11,689",,,,
45311,TEXAS                    ,COLLINGSWORTH,-922,-818,"-1,419",-404,"-1,007",,,,
45312,TEXAS                    ,COLORADO,"-3,059","-2,694","-9,338","-10,934","-13,045",,,,
45320,TEXAS                    ,COMAL,"-1,617","-2,795","-3,818","-11,221","-10,193",,,,
