"DISABLED - HOSPICE - 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL,PART A TOTAL,PART A REIMBURSEMENT,PART A PER CAPITA,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL,PART B PER CAPITA,
11780,GEORGIA                  ,MUSCOGEE               ,5138,1792464,348.86,1792464,348.86,0,0,0,4578,0,0,
11790,GEORGIA                  ,NEWTON                 ,2812,571517,203.24,571516,203.24,0,0,0,2468,0,0,
11800,GEORGIA                  ,OCONEE                 ,435,45551,104.71,45551,104.71,0,0,0,382,0,0,
11801,GEORGIA                  ,OGLETHORPE             ,286,44483,155.53,44483,155.53,0,0,0,260,0,0,
11810,GEORGIA                  ,PAULDING               ,1572,236630,150.53,236630,150.53,0,0,0,1329,0,0,
11811,GEORGIA                  ,PEACH                  ,977,169019,173,169020,173,0,0,0,889,0,0,
11812,GEORGIA                  ,PICKENS                ,693,113876,164.32,113875,164.32,0,0,0,633,0,0,
11820,GEORGIA                  ,PIERCE                 ,747,155922,208.73,155922,208.73,0,0,0,702,0,0,
11821,GEORGIA                  ,PIKE                   ,401,15335,38.24,15335,38.24,0,0,0,350,0,0,
11830,GEORGIA                  ,POLK                   ,1600,212478,132.8,212479,132.8,0,0,0,1458,0,0,
11831,GEORGIA                  ,PULASKI                ,323,28443,88.06,28443,88.06,0,0,0,300,0,0,
11832,GEORGIA                  ,PUTNAM                 ,514,66506,129.39,66505,129.39,0,0,0,467,0,0,
11833,GEORGIA                  ,QUITMAN                ,19,0,0,0,0,0,0,0,19,0,0,
11834,GEORGIA                  ,RABUN                  ,477,79352,166.36,79352,166.36,0,0,0,444,0,0,
11835,GEORGIA                  ,RANDOLPH               ,240,74511,310.46,74511,310.46,0,0,0,226,0,0,
11840,GEORGIA                  ,RICHMOND               ,5988,837680,139.89,837680,139.89,0,0,0,5148,0,0,
11841,GEORGIA                  ,ROCKDALE               ,1503,428785,285.29,428785,285.29,0,0,0,1283,0,0,
11842,GEORGIA                  ,SCHLEY                 ,96,3059,31.86,3060,31.88,0,0,0,88,0,0,
11850,GEORGIA                  ,SCREVEN                ,426,102548,240.72,102548,240.72,0,0,0,389,0,0,
11851,GEORGIA                  ,SEMINOLE               ,333,85411,256.49,85411,256.49,0,0,0,313,0,0,
11860,GEORGIA                  ,SPALDING               ,2263,427716,189,427716,189,0,0,0,2051,0,0,
11861,GEORGIA                  ,STEPHENS               ,1314,288564,219.61,288565,219.61,0,0,0,1224,0,0,
11862,GEORGIA                  ,STEWART                ,151,8827,58.46,8827,58.46,0,0,0,134,0,0,
11870,GEORGIA                  ,SUMTER                 ,821,89838,109.43,89838,109.43,0,0,0,768,0,0,
11880,GEORGIA                  ,TALBOT                 ,245,30420,124.16,30420,124.16,0,0,0,228,0,0,
11881,GEORGIA                  ,TALIAFERRO             ,58,11074,190.93,11074,190.93,0,0,0,56,0,0,
11882,GEORGIA                  ,TATTNALL               ,650,215850,332.08,215851,332.08,0,0,0,592,0,0,
11883,GEORGIA                  ,TAYLOR                 ,327,33108,101.25,33108,101.25,0,0,0,302,0,0,
11884,GEORGIA                  ,TELFAIR                ,531,85207,160.47,85207,160.47,0,0,0,489,0,0,
11885,GEORGIA                  ,TERRELL                ,262,25226,96.28,25226,96.28,0,0,0,243,0,0,
11890,GEORGIA                  ,THOMAS                 ,1964,100893,51.37,100894,51.37,0,0,0,1836,0,0,
11900,GEORGIA                  ,TIFT                   ,1311,278848,212.7,278848,212.7,0,0,0,1217,0,0,
11901,GEORGIA                  ,TOOMBS                 ,1226,372700,304,372700,304,0,0,0,1135,0,0,
11902,GEORGIA                  ,TOWNS                  ,331,101396,306.33,101396,306.33,0,0,0,301,0,0,
11903,GEORGIA                  ,TREUTLEN               ,227,89098,392.5,89099,392.51,0,0,0,217,0,0,
11910,GEORGIA                  ,TROUP                  ,2162,407421,188.45,407421,188.45,0,0,0,1964,0,0,
11911,GEORGIA                  ,TURNER                 ,327,84319,257.86,84320,257.86,0,0,0,302,0,0,
11912,GEORGIA                  ,TWIGGS                 ,322,4658,14.47,4657,14.46,0,0,0,293,0,0,
11913,GEORGIA                  ,UNION                  ,574,149561,260.56,149561,260.56,0,0,0,535,0,0,
11920,GEORGIA                  ,UPSON                  ,954,233470,244.73,233469,244.73,0,0,0,890,0,0,
11921,GEORGIA                  ,WALKER                 ,2632,418947,159.17,418947,159.17,0,0,0,2420,0,0,
11930,GEORGIA                  ,WALTON                 ,1968,575644,292.5,575644,292.5,0,0,0,1725,0,0,
11940,GEORGIA                  ,WARE                   ,2031,152515,75.09,152515,75.09,0,0,0,1894,0,0,
11941,GEORGIA                  ,WARREN                 ,179,9047,50.54,9047,50.54,0,0,0,161,0,0,
11950,GEORGIA                  ,WASHINGTON             ,578,80655,139.54,80654,139.54,0,0,0,524,0,0,
11960,GEORGIA                  ,WAYNE                  ,874,180683,206.73,180683,206.73,0,0,0,822,0,0,
11961,GEORGIA                  ,WEBSTER                ,60,0,0,0,0,0,0,0,55,0,0,
11962,GEORGIA                  ,WHEELER                ,193,50226,260.24,50226,260.24,0,0,0,180,0,0,
11963,GEORGIA                  ,WHITE                  ,616,127174,206.45,127175,206.45,0,0,0,561,0,0,
11970,GEORGIA                  ,WHITFIELD              ,3120,450349,144.34,450348,144.34,0,0,0,2921,0,0,
11971,GEORGIA                  ,WILCOX                 ,280,17201,61.43,17201,61.43,0,0,0,249,0,0,
11972,GEORGIA                  ,WILKES                 ,335,45733,136.52,45732,136.51,0,0,0,311,0,0,
11973,GEORGIA                  ,WILKINSON              ,472,69335,146.9,69335,146.9,0,0,0,422,0,0,
11980,GEORGIA                  ,WORTH                  ,494,104902,212.35,104903,212.35,0,0,0,464,0,0,
12010,HAWAII                   ,HAWAII                 ,3245,246391,75.93,246391,75.93,0,0,0,2666,0,0,
12020,HAWAII                   ,HONOLULU               ,8180,1100688,134.56,1100689,134.56,0,0,0,6456,0,0,
12030,HAWAII                   ,KALAWAO                ,1,0,0,0,0,0,0,0,1,0,0,
12040,HAWAII                   ,KAUAI                  ,847,99123,117.03,99123,117.03,0,0,0,683,0,0,
12050,HAWAII                   ,MAUI                   ,1883,84626,44.94,84626,44.94,0,0,0,1507,0,0,
13000,IDAHO                    ,ADA                    ,5830,1106315,189.76,1106316,189.76,0,0,0,4879,0,0,
13010,IDAHO                    ,ADAMS                  ,87,30104,346.02,30104,346.02,0,0,0,78,0,0,
13020,IDAHO                    ,BANNOCK                ,2185,163284,74.73,163284,74.73,0,0,0,1977,0,0,
13030,IDAHO                    ,BEAR LAKE              ,148,0,0,0,0,0,0,0,130,0,0,
13040,IDAHO                    ,BENEWAH                ,389,25374,65.23,25374,65.23,0,0,0,353,0,0,
13050,IDAHO                    ,BINGHAM                ,815,16139,19.8,16139,19.8,0,0,0,722,0,0,
13060,IDAHO                    ,BLAINE                 ,114,0,0,0,0,0,0,0,99,0,0,
13070,IDAHO                    ,BOISE                  ,114,56551,496.06,56552,496.07,0,0,0,93,0,0,
13080,IDAHO                    ,BONNER                 ,1008,93668,92.92,93668,92.92,0,0,0,894,0,0,
13090,IDAHO                    ,BONNEVILLE             ,2318,269668,116.34,269667,116.34,0,0,0,2076,0,0,
13100,IDAHO                    ,BOUNDARY               ,300,7035,23.45,7035,23.45,0,0,0,276,0,0,
13110,IDAHO                    ,BUTTE                  ,61,38037,623.56,38038,623.57,0,0,0,55,0,0,
13120,IDAHO                    ,CAMAS                  ,10,0,0,0,0,0,0,0,9,0,0,
13130,IDAHO                    ,CANYON                 ,3339,770973,230.9,770974,230.9,0,0,0,2901,0,0,
13140,IDAHO                    ,CARIBOU                ,93,10292,110.67,10292,110.67,0,0,0,79,0,0,
13150,IDAHO                    ,CASSIA                 ,379,16219,42.79,16219,42.79,0,0,0,337,0,0,
13160,IDAHO                    ,CLARK                  ,7,0,0,0,0,0,0,0,7,0,0,
13170,IDAHO                    ,CLEARWATER             ,318,9226,29.01,9226,29.01,0,0,0,287,0,0,
13180,IDAHO                    ,CUSTER                 ,78,0,0,0,0,0,0,0,66,0,0,
13190,IDAHO                    ,ELMORE                 ,459,87053,189.66,87054,189.66,0,0,0,409,0,0,
13200,IDAHO                    ,FRANKLIN               ,184,0,0,0,0,0,0,0,167,0,0,
13210,IDAHO                    ,FREMONT                ,210,0,0,0,0,0,0,0,193,0,0,
13220,IDAHO                    ,GEM                    ,405,35800,88.4,35800,88.4,0,0,0,347,0,0,
13230,IDAHO                    ,GOODING                ,254,36227,142.63,36226,142.62,0,0,0,227,0,0,
13240,IDAHO                    ,IDAHO                  ,425,14522,34.17,14522,34.17,0,0,0,391,0,0,
13250,IDAHO                    ,JEFFERSON              ,380,71398,187.89,71398,187.89,0,0,0,328,0,0,
13260,IDAHO                    ,JEROME                 ,322,7718,23.97,7718,23.97,0,0,0,284,0,0,
13270,IDAHO                    ,KOOTENAI               ,3492,500637,143.37,500638,143.37,0,0,0,3048,0,0,
13280,IDAHO                    ,LATAH                  ,584,10746,18.4,10745,18.4,0,0,0,527,0,0,
13290,IDAHO                    ,LEMHI                  ,236,0,0,0,0,0,0,0,205,0,0,
13300,IDAHO                    ,LEWIS                  ,270,3442,12.75,3442,12.75,0,0,0,248,0,0,
13310,IDAHO                    ,LINCOLN                ,76,0,0,0,0,0,0,0,69,0,0,
13320,IDAHO                    ,MADISON                ,239,0,0,0,0,0,0,0,208,0,0,
13330,IDAHO                    ,MINIDOKA               ,350,0,0,0,0,0,0,0,312,0,0,
13340,IDAHO                    ,NEZ PERCE              ,1595,28063,17.59,28063,17.59,0,0,0,1457,0,0,
13350,IDAHO                    ,ONEIDA                 ,105,1824,17.37,1824,17.37,0,0,0,96,0,0,
13360,IDAHO                    ,OWYHEE                 ,189,28211,149.26,28210,149.26,0,0,0,170,0,0,
13370,IDAHO                    ,PAYETTE                ,406,55551,136.83,55551,136.83,0,0,0,340,0,0,
13380,IDAHO                    ,POWER                  ,106,22921,216.24,22921,216.24,0,0,0,98,0,0,
13390,IDAHO                    ,SHOSHONE               ,491,947,1.93,947,1.93,0,0,0,430,0,0,
13400,IDAHO                    ,TETON                  ,83,0,0,0,0,0,0,0,77,0,0,
13410,IDAHO                    ,TWIN FALLS             ,1635,255845,156.48,255845,156.48,0,0,0,1461,0,0,
13420,IDAHO                    ,VALLEY                 ,165,0,0,0,0,0,0,0,149,0,0,
13430,IDAHO                    ,WASHINGTON             ,249,12045,48.37,12044,48.37,0,0,0,220,0,0,
14000,ILLINOIS                 ,ADAMS                  ,1963,100660,51.28,100660,51.28,0,0,0,1778,0,0,
14010,ILLINOIS                 ,ALEXANDER              ,400,3970,9.93,3970,9.93,0,0,0,363,0,0,
14020,ILLINOIS                 ,BOND                   ,487,9855,20.24,9855,20.24,0,0,0,442,0,0,
14030,ILLINOIS                 ,BOONE                  ,856,121888,142.39,121888,142.39,0,0,0,734,0,0,
14040,ILLINOIS                 ,BROWN                  ,106,0,0,0,0,0,0,0,92,0,0,
14050,ILLINOIS                 ,BUREAU                 ,668,12593,18.85,12592,18.85,0,0,0,613,0,0,
14060,ILLINOIS                 ,CALHOUN                ,147,8404,57.17,8405,57.18,0,0,0,136,0,0,
14070,ILLINOIS                 ,CARROLL                ,406,31892,78.55,31892,78.55,0,0,0,366,0,0,
14080,ILLINOIS                 ,CASS                   ,322,19026,59.09,19025,59.08,0,0,0,285,0,0,
14090,ILLINOIS                 ,CHAMPAIGN              ,3387,274409,81.02,274410,81.02,0,0,0,3047,0,0,
14100,ILLINOIS                 ,CHRISTIAN              ,953,80360,84.32,80360,84.32,0,0,0,875,0,0,
14110,ILLINOIS                 ,CLARK                  ,405,3862,9.54,3862,9.54,0,0,0,358,0,0,
14120,ILLINOIS                 ,CLAY                   ,446,4106,9.21,4106,9.21,0,0,0,416,0,0,
14130,ILLINOIS                 ,CLINTON                ,608,4713,7.75,4713,7.75,0,0,0,548,0,0,
14140,ILLINOIS                 ,COLES                  ,1231,46868,38.07,46868,38.07,0,0,0,1115,0,0,
14141,ILLINOIS                 ,COOK                   ,96789,7097268,73.33,7097268,73.33,0,0,0,86000,0,0,
14150,ILLINOIS                 ,CRAWFORD               ,493,4380,8.88,4380,8.88,0,0,0,450,0,0,
14160,ILLINOIS                 ,CUMBERLAND             ,276,4145,15.02,4145,15.02,0,0,0,255,0,0,
14170,ILLINOIS                 ,DEKALB                 ,1648,149284,90.58,149283,90.58,0,0,0,1470,0,0,
14180,ILLINOIS                 ,DE WITT                ,402,11400,28.36,11400,28.36,0,0,0,366,0,0,
14190,ILLINOIS                 ,DOUGLAS                ,276,14235,51.58,14235,51.58,0,0,0,255,0,0,
14250,ILLINOIS                 ,DUPAGE                 ,10895,938234,86.12,938233,86.12,0,0,0,9384,0,0,
14310,ILLINOIS                 ,EDGAR                  ,551,19660,35.68,19659,35.68,0,0,0,508,0,0,
14320,ILLINOIS                 ,EDWARDS                ,144,0,0,0,0,0,0,0,130,0,0,
14330,ILLINOIS                 ,EFFINGHAM              ,1012,14503,14.33,14503,14.33,0,0,0,936,0,0,
14340,ILLINOIS                 ,FAYETTE                ,623,24775,39.77,24774,39.77,0,0,0,592,0,0,
14350,ILLINOIS                 ,FORD                   ,271,32335,119.32,32335,119.32,0,0,0,241,0,0,
14360,ILLINOIS                 ,FRANKLIN               ,1779,101575,57.1,101575,57.1,0,0,0,1646,0,0,
14370,ILLINOIS                 ,FULTON                 ,840,138793,165.23,138794,165.23,0,0,0,773,0,0,
14380,ILLINOIS                 ,GALLATIN               ,208,0,0,0,0,0,0,0,190,0,0,
14390,ILLINOIS                 ,GREENE                 ,518,16693,32.23,16694,32.23,0,0,0,486,0,0,
14400,ILLINOIS                 ,GRUNDY                 ,901,33513,37.2,33513,37.2,0,0,0,786,0,0,
14410,ILLINOIS                 ,HAMILTON               ,255,0,0,0,0,0,0,0,235,0,0,
14420,ILLINOIS                 ,HANCOCK                ,469,52656,112.27,52656,112.27,0,0,0,431,0,0,
14421,ILLINOIS                 ,HARDIN                 ,203,11172,55.03,11172,55.03,0,0,0,194,0,0,
14440,ILLINOIS                 ,HENDERSON              ,152,8772,57.71,8772,57.71,0,0,0,136,0,0,
14450,ILLINOIS                 ,HENRY                  ,824,169823,206.1,169822,206.09,0,0,0,739,0,0,
14460,ILLINOIS                 ,IROQUOIS               ,913,19519,21.38,19519,21.38,0,0,0,857,0,0,
14470,ILLINOIS                 ,JACKSON                ,1808,40557,22.43,40557,22.43,0,0,0,1646,0,0,
14480,ILLINOIS                 ,JASPER                 ,216,52601,243.52,52600,243.52,0,0,0,199,0,0,
14490,ILLINOIS                 ,JEFFERSON              ,1322,69363,52.47,69363,52.47,0,0,0,1227,0,0,
14500,ILLINOIS                 ,JERSEY                 ,571,24092,42.19,24092,42.19,0,0,0,525,0,0,
14510,ILLINOIS                 ,JO DAVIESS             ,330,100329,304.03,100329,304.03,0,0,0,288,0,0,
14520,ILLINOIS                 ,JOHNSON                ,399,18999,47.62,18999,47.62,0,0,0,362,0,0,
14530,ILLINOIS                 ,KANE                   ,8351,770717,92.29,770718,92.29,0,0,0,7200,0,0,
14540,ILLINOIS                 ,KANKAKEE               ,3754,309541,82.46,309542,82.46,0,0,0,3434,0,0,
14550,ILLINOIS                 ,KENDALL                ,788,69761,88.53,69762,88.53,0,0,0,654,0,0,
14560,ILLINOIS                 ,KNOX                   ,1535,94311,61.44,94311,61.44,0,0,0,1388,0,0,
14570,ILLINOIS                 ,LAKE                   ,9435,857536,90.89,857537,90.89,0,0,0,8237,0,0,
14580,ILLINOIS                 ,LA SALLE               ,2824,148900,52.73,148900,52.73,0,0,0,2572,0,0,
14590,ILLINOIS                 ,LAWRENCE               ,461,80035,173.61,80035,173.61,0,0,0,429,0,0,
14600,ILLINOIS                 ,LEE                    ,1036,61608,59.47,61608,59.47,0,0,0,942,0,0,
14610,ILLINOIS                 ,LIVINGSTON             ,819,100415,122.61,100415,122.61,0,0,0,744,0,0,
14620,ILLINOIS                 ,LOGAN                  ,657,89204,135.77,89204,135.77,0,0,0,600,0,0,
14630,ILLINOIS                 ,MCDONOUGH              ,610,124675,204.39,124675,204.39,0,0,0,564,0,0,
14640,ILLINOIS                 ,MCHENRY                ,4782,483815,101.17,483816,101.17,0,0,0,4139,0,0,
14650,ILLINOIS                 ,MCLEAN                 ,2833,424634,149.89,424634,149.89,0,0,0,2464,0,0,
14660,ILLINOIS                 ,MACON                  ,3624,93337,25.76,93337,25.76,0,0,0,3284,0,0,
14670,ILLINOIS                 ,MACOUPIN               ,1559,104872,67.27,104872,67.27,0,0,0,1393,0,0,
14680,ILLINOIS                 ,MADISON                ,7340,757539,103.21,757540,103.21,0,0,0,6490,0,0,
14690,ILLINOIS                 ,MARION                 ,1828,98635,53.96,98635,53.96,0,0,0,1703,0,0,
14700,ILLINOIS                 ,MARSHALL               ,240,46499,193.75,46499,193.75,0,0,0,224,0,0,
14710,ILLINOIS                 ,MASON                  ,407,68466,168.22,68466,168.22,0,0,0,368,0,0,
14720,ILLINOIS                 ,MASSAC                 ,608,22689,37.32,22689,37.32,0,0,0,555,0,0,
14730,ILLINOIS                 ,MENARD                 ,247,35610,144.17,35610,144.17,0,0,0,219,0,0,
14740,ILLINOIS                 ,MERCER                 ,260,2887,11.1,2887,11.1,0,0,0,229,0,0,
14750,ILLINOIS                 ,MONROE                 ,484,47724,98.6,47723,98.6,0,0,0,411,0,0,
14760,ILLINOIS                 ,MONTGOMERY             ,1014,16499,16.27,16500,16.27,0,0,0,919,0,0,
14770,ILLINOIS                 ,MORGAN                 ,1027,96802,94.26,96801,94.26,0,0,0,913,0,0,
14780,ILLINOIS                 ,MOULTRIE               ,371,45564,122.81,45563,122.81,0,0,0,330,0,0,
14790,ILLINOIS                 ,OGLE                   ,1038,140021,134.89,140021,134.89,0,0,0,934,0,0,
14800,ILLINOIS                 ,PEORIA                 ,4497,455389,101.27,455389,101.27,0,0,0,4105,0,0,
14810,ILLINOIS                 ,PERRY                  ,635,12881,20.29,12881,20.29,0,0,0,594,0,0,
14820,ILLINOIS                 ,PIATT                  ,304,11173,36.75,11172,36.75,0,0,0,266,0,0,
14830,ILLINOIS                 ,PIKE                   ,448,47513,106.06,47512,106.05,0,0,0,406,0,0,
14831,ILLINOIS                 ,POPE                   ,138,0,0,0,0,0,0,0,129,0,0,
14850,ILLINOIS                 ,PULASKI                ,241,5370,22.28,5369,22.28,0,0,0,228,0,0,
14860,ILLINOIS                 ,PUTNAM                 ,120,2001,16.68,2001,16.68,0,0,0,106,0,0,
14870,ILLINOIS                 ,RANDOLPH               ,901,8210,9.11,8209,9.11,0,0,0,777,0,0,
14880,ILLINOIS                 ,RICHLAND               ,504,29786,59.1,29786,59.1,0,0,0,472,0,0,
14890,ILLINOIS                 ,ROCK ISLAND            ,3173,431589,136.02,431589,136.02,0,0,0,2843,0,0,
14900,ILLINOIS                 ,ST  CLAIR              ,6976,824963,118.26,824963,118.26,0,0,0,6178,0,0,
14910,ILLINOIS                 ,SALINE                 ,1132,53272,47.06,53272,47.06,0,0,0,1055,0,0,
14920,ILLINOIS                 ,SANGAMON               ,5628,457631,81.31,457631,81.31,0,0,0,5061,0,0,
14921,ILLINOIS                 ,SCHUYLER               ,178,10226,57.45,10226,57.45,0,0,0,160,0,0,
14940,ILLINOIS                 ,SCOTT                  ,115,6844,59.51,6844,59.51,0,0,0,101,0,0,
14950,ILLINOIS                 ,SHELBY                 ,579,22181,38.31,22181,38.31,0,0,0,526,0,0,
14960,ILLINOIS                 ,STARK                  ,98,412,4.2,413,4.21,0,0,0,90,0,0,
14970,ILLINOIS                 ,STEPHENSON             ,1336,73924,55.33,73924,55.33,0,0,0,1212,0,0,
14980,ILLINOIS                 ,TAZEWELL               ,2661,335000,125.89,335000,125.89,0,0,0,2400,0,0,
14981,ILLINOIS                 ,UNION                  ,716,37101,51.82,37101,51.82,0,0,0,659,0,0,
14982,ILLINOIS                 ,VERMILION              ,2928,142588,48.7,142589,48.7,0,0,0,2632,0,0,
14983,ILLINOIS                 ,WABASH                 ,325,1372,4.22,1372,4.22,0,0,0,300,0,0,
14984,ILLINOIS                 ,WARREN                 ,371,697,1.88,697,1.88,0,0,0,333,0,0,
14985,ILLINOIS                 ,WASHINGTON             ,269,10128,37.65,10129,37.65,0,0,0,242,0,0,
14986,ILLINOIS                 ,WAYNE                  ,442,14240,32.22,14240,32.22,0,0,0,406,0,0,
14987,ILLINOIS                 ,WHITE                  ,519,52093,100.37,52093,100.37,0,0,0,478,0,0,
14988,ILLINOIS                 ,WHITESIDE              ,1936,338049,174.61,338049,174.61,0,0,0,1785,0,0,
14989,ILLINOIS                 ,WILL                   ,9555,1026565,107.44,1026566,107.44,0,0,0,8209,0,0,
14990,ILLINOIS                 ,WILLIAMSON             ,1913,132312,69.16,132311,69.16,0,0,0,1739,0,0,
14991,ILLINOIS                 ,WINNEBAGO              ,8547,1149881,134.54,1149880,134.54,0,0,0,7646,0,0,
14992,ILLINOIS                 ,WOODFORD               ,480,138249,288.02,138250,288.02,0,0,0,423,0,0,
15000,INDIANA                  ,ADAMS                  ,469,105161,224.22,105162,224.23,0,0,0,412,0,0,
15010,INDIANA                  ,ALLEN                  ,7129,919509,128.98,919509,128.98,0,0,0,6168,0,0,
15020,INDIANA                  ,BARTHOLOMEW            ,2395,336962,140.69,336961,140.69,0,0,0,2119,0,0,
15030,INDIANA                  ,BENTON                 ,233,8002,34.34,8002,34.34,0,0,0,205,0,0,
15040,INDIANA                  ,BLACKFORD              ,415,74211,178.82,74212,178.82,0,0,0,382,0,0,
15050,INDIANA                  ,BOONE                  ,745,111284,149.37,111284,149.37,0,0,0,642,0,0,
15060,INDIANA                  ,BROWN                  ,166,2278,13.72,2277,13.72,0,0,0,142,0,0,
15070,INDIANA                  ,CARROLL                ,341,30624,89.81,30624,89.81,0,0,0,288,0,0,
15080,INDIANA                  ,CASS                   ,1079,226401,209.82,226401,209.82,0,0,0,936,0,0,
15090,INDIANA                  ,CLARK                  ,3654,406089,111.14,406089,111.14,0,0,0,3228,0,0,
15100,INDIANA                  ,CLAY                   ,875,101243,115.71,101243,115.71,0,0,0,786,0,0,
15110,INDIANA                  ,CLINTON                ,812,97971,120.65,97971,120.65,0,0,0,723,0,0,
15120,INDIANA                  ,CRAWFORD               ,453,83836,185.07,83836,185.07,0,0,0,408,0,0,
15130,INDIANA                  ,DAVIESS                ,685,29804,43.51,29804,43.51,0,0,0,620,0,0,
15140,INDIANA                  ,DEARBORN               ,1030,60827,59.06,60828,59.06,0,0,0,891,0,0,
15150,INDIANA                  ,DECATUR                ,594,78405,131.99,78406,132,0,0,0,528,0,0,
15160,INDIANA                  ,DE KALB                ,1126,57369,50.95,57370,50.95,0,0,0,972,0,0,
15170,INDIANA                  ,DELAWARE               ,3842,306498,79.78,306497,79.78,0,0,0,3524,0,0,
15180,INDIANA                  ,DUBOIS                 ,704,67918,96.47,67919,96.48,0,0,0,632,0,0,
15190,INDIANA                  ,ELKHART                ,4079,596962,146.35,596962,146.35,0,0,0,3677,0,0,
15200,INDIANA                  ,FAYETTE                ,1111,6045,5.44,6045,5.44,0,0,0,1046,0,0,
15210,INDIANA                  ,FLOYD                  ,2594,206021,79.42,206020,79.42,0,0,0,2311,0,0,
15220,INDIANA                  ,FOUNTAIN               ,488,3776,7.74,3777,7.74,0,0,0,443,0,0,
15230,INDIANA                  ,FRANKLIN               ,416,11758,28.26,11758,28.26,0,0,0,365,0,0,
15240,INDIANA                  ,FULTON                 ,436,102689,235.53,102689,235.53,0,0,0,385,0,0,
15250,INDIANA                  ,GIBSON                 ,766,62579,81.7,62579,81.7,0,0,0,679,0,0,
15260,INDIANA                  ,GRANT                  ,2646,209337,79.11,209337,79.11,0,0,0,2376,0,0,
15270,INDIANA                  ,GREENE                 ,1014,130567,128.76,130567,128.76,0,0,0,912,0,0,
15280,INDIANA                  ,HAMILTON               ,2149,204477,95.15,204477,95.15,0,0,0,1757,0,0,
15290,INDIANA                  ,HANCOCK                ,1089,276110,253.54,276109,253.54,0,0,0,936,0,0,
15300,INDIANA                  ,HARRISON               ,1105,117214,106.08,117214,106.08,0,0,0,981,0,0,
15310,INDIANA                  ,HENDRICKS              ,1548,259431,167.59,259431,167.59,0,0,0,1247,0,0,
15320,INDIANA                  ,HENRY                  ,1506,57858,38.42,57859,38.42,0,0,0,1366,0,0,
15330,INDIANA                  ,HOWARD                 ,2994,325226,108.63,325227,108.63,0,0,0,2718,0,0,
15340,INDIANA                  ,HUNTINGTON             ,802,218299,272.19,218298,272.19,0,0,0,685,0,0,
15350,INDIANA                  ,JACKSON                ,1105,83821,75.86,83821,75.86,0,0,0,971,0,0,
15360,INDIANA                  ,JASPER                 ,758,66670,87.96,66669,87.95,0,0,0,673,0,0,
15370,INDIANA                  ,JAY                    ,545,59421,109.03,59421,109.03,0,0,0,485,0,0,
15380,INDIANA                  ,JEFFERSON              ,1499,120021,80.07,120021,80.07,0,0,0,1373,0,0,
15390,INDIANA                  ,JENNINGS               ,989,103918,105.07,103918,105.07,0,0,0,885,0,0,
15400,INDIANA                  ,JOHNSON                ,2338,323349,138.3,323349,138.3,0,0,0,1987,0,0,
15410,INDIANA                  ,KNOX                   ,1469,98659,67.16,98659,67.16,0,0,0,1362,0,0,
15420,INDIANA                  ,KOSCIUSKO              ,1096,76801,70.07,76802,70.07,0,0,0,971,0,0,
15430,INDIANA                  ,LAGRANGE               ,557,72767,130.64,72767,130.64,0,0,0,494,0,0,
15440,INDIANA                  ,LAKE                   ,13389,593334,44.32,593334,44.32,0,0,0,12078,0,0,
15450,INDIANA                  ,LA PORTE               ,3057,238768,78.11,238769,78.11,0,0,0,2724,0,0,
15460,INDIANA                  ,LAWRENCE               ,1324,129916,98.12,129916,98.12,0,0,0,1214,0,0,
15470,INDIANA                  ,MADISON                ,4477,558263,124.7,558263,124.7,0,0,0,4060,0,0,
15480,INDIANA                  ,MARION                 ,23448,2515281,107.27,2515280,107.27,0,0,0,20342,0,0,
15490,INDIANA                  ,MARSHALL               ,857,180110,210.16,180111,210.16,0,0,0,769,0,0,
15500,INDIANA                  ,MARTIN                 ,332,4104,12.36,4104,12.36,0,0,0,296,0,0,
15510,INDIANA                  ,MIAMI                  ,1033,134370,130.08,134371,130.08,0,0,0,926,0,0,
15520,INDIANA                  ,MONROE                 ,2556,424717,166.16,424717,166.16,0,0,0,2304,0,0,
15530,INDIANA                  ,MONTGOMERY             ,1062,77574,73.05,77574,73.05,0,0,0,955,0,0,
15540,INDIANA                  ,MORGAN                 ,1534,86622,56.47,86622,56.47,0,0,0,1334,0,0,
15550,INDIANA                  ,NEWTON                 ,326,50928,156.22,50928,156.22,0,0,0,293,0,0,
15560,INDIANA                  ,NOBLE                  ,937,109853,117.24,109853,117.24,0,0,0,817,0,0,
15570,INDIANA                  ,OHIO                   ,153,50204,328.13,50204,328.13,0,0,0,134,0,0,
15580,INDIANA                  ,ORANGE                 ,631,80515,127.6,80516,127.6,0,0,0,573,0,0,
15590,INDIANA                  ,OWEN                   ,500,55741,111.48,55741,111.48,0,0,0,440,0,0,
15600,INDIANA                  ,PARKE                  ,414,14717,35.55,14718,35.55,0,0,0,358,0,0,
15610,INDIANA                  ,PERRY                  ,504,75961,150.72,75962,150.72,0,0,0,455,0,0,
15620,INDIANA                  ,PIKE                   ,392,84374,215.24,84374,215.24,0,0,0,361,0,0,
15630,INDIANA                  ,PORTER                 ,3634,280672,77.24,280673,77.24,0,0,0,3201,0,0,
