Physician Geographic Practice Cost Indices by Calendar Year,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,State,County Name,Locality 2014,Carrier 2014,GPCI WK 2008,GPCI WK 2009,GPCI WK 2010,GPCI WK 2011,GPCI WK 2012,GPCI WK 2013,GPCI WK 2014,GPCI PE 2008,GPCI PE 2009,GPCI PE 2010,GPCI PE 2011,GPCI PE 2012,GPCI PE 2013,GPCI PE 2014,GPCI MP 2008,GPCI MP 2009,GPCI MP 2010,GPCI MP 2011,GPCI MP 2012,GPCI MP 2013,GPCI MP 2014
14740,ILLINOIS,Mercer,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14750,ILLINOIS,Monroe,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.929,0.919,0.960,0.962,0.936,0.936,0.935,1.757,1.793,1.793,1.851,1.934,1.934,1.910
14760,ILLINOIS,Montgomery,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.929,0.919,0.960,0.962,0.936,0.936,0.935,1.757,1.793,1.793,1.851,1.934,1.934,1.910
14770,ILLINOIS,Morgan,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14780,ILLINOIS,Moultrie,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14790,ILLINOIS,Ogle,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14800,ILLINOIS,Peoria,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14810,ILLINOIS,Perry,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14820,ILLINOIS,Piatt,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14830,ILLINOIS,Pike,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14831,ILLINOIS,Pope,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14850,ILLINOIS,Pulaski,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14860,ILLINOIS,Putnam,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14870,ILLINOIS,Randolph,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.929,0.919,0.960,0.962,0.936,0.936,0.935,1.757,1.793,1.793,1.851,1.934,1.934,1.910
14880,ILLINOIS,Richland,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14890,ILLINOIS,Rock Island,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14900,ILLINOIS,St. Clair,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.929,0.919,0.960,0.962,0.936,0.936,0.935,1.757,1.793,1.793,1.851,1.934,1.934,1.910
14910,ILLINOIS,Saline,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14920,ILLINOIS,Sangamon,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14921,ILLINOIS,Schuyler,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14940,ILLINOIS,Scott,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14950,ILLINOIS,Shelby,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14960,ILLINOIS,Stark,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14970,ILLINOIS,Stephenson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14980,ILLINOIS,Tazewell,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14981,ILLINOIS,Union,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14982,ILLINOIS,Vermilion,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14983,ILLINOIS,Wabash,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14984,ILLINOIS,Warren,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14985,ILLINOIS,Washington,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.929,0.919,0.960,0.962,0.936,0.936,0.935,1.757,1.793,1.793,1.851,1.934,1.934,1.910
14986,ILLINOIS,Wayne,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14987,ILLINOIS,White,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14988,ILLINOIS,Whiteside,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14989,ILLINOIS,Will,06102,15,1.017,1.017,1.017,1.021,1.025,1.025,1.019,1.093,1.068,1.068,1.056,1.072,1.072,1.065,1.628,1.629,1.629,1.665,1.706,1.706,1.671
14990,ILLINOIS,Williamson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14991,ILLINOIS,Winnebago,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
14992,ILLINOIS,Woodford,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.877,0.880,0.940,0.941,0.909,0.909,0.909,1.196,1.219,1.219,1.274,1.336,1.336,1.295
15000,INDIANA,Adams,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15010,INDIANA,Allen,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15020,INDIANA,Bartholomew,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15030,INDIANA,Benton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15040,INDIANA,Blackford,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15050,INDIANA,Boone,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15060,INDIANA,Brown,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15070,INDIANA,Carroll,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15080,INDIANA,Cass,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15090,INDIANA,Clark,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15100,INDIANA,Clay,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15110,INDIANA,Clinton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15120,INDIANA,Crawford,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15130,INDIANA,Daviess,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15140,INDIANA,Dearborn,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15150,INDIANA,Decatur,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15160,INDIANA,De Kalb,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15170,INDIANA,Delaware,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15180,INDIANA,Dubois,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15190,INDIANA,Elkhart,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15200,INDIANA,Fayette,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15210,INDIANA,Floyd,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15220,INDIANA,Fountain,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15230,INDIANA,Franklin,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15240,INDIANA,Fulton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15250,INDIANA,Gibson,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15260,INDIANA,Grant,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15270,INDIANA,Greene,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15280,INDIANA,Hamilton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15290,INDIANA,Hancock,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15300,INDIANA,Harrison,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15310,INDIANA,Hendricks,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15320,INDIANA,Henry,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15330,INDIANA,Howard,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15340,INDIANA,Huntington,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15350,INDIANA,Jackson,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15360,INDIANA,Jasper,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15370,INDIANA,Jay,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15380,INDIANA,Jefferson,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15390,INDIANA,Jennings,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15400,INDIANA,Johnson,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15410,INDIANA,Knox,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15420,INDIANA,Kosciusko,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15430,INDIANA,Lagrange,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15440,INDIANA,Lake,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15450,INDIANA,La Porte,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15460,INDIANA,Lawrence,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15470,INDIANA,Madison,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15480,INDIANA,Marion,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15490,INDIANA,Marshall,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15500,INDIANA,Martin,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15510,INDIANA,Miami,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15520,INDIANA,Monroe,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15530,INDIANA,Montgomery,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15540,INDIANA,Morgan,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15550,INDIANA,Newton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15560,INDIANA,Noble,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15570,INDIANA,Ohio,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15580,INDIANA,Orange,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15590,INDIANA,Owen,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15600,INDIANA,Parke,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15610,INDIANA,Perry,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15620,INDIANA,Pike,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15630,INDIANA,Porter,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15640,INDIANA,Posey,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15650,INDIANA,Pulaski,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15660,INDIANA,Putnam,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15670,INDIANA,Randolph,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15680,INDIANA,Ripley,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15690,INDIANA,Rush,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15700,INDIANA,St. Joseph,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15710,INDIANA,Scott,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15720,INDIANA,Shelby,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15730,INDIANA,Spencer,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15740,INDIANA,Starke,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15750,INDIANA,Steuben,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15760,INDIANA,Sullivan,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15770,INDIANA,Switzerland,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15780,INDIANA,Tippecanoe,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15790,INDIANA,Tipton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15800,INDIANA,Union,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15810,INDIANA,Vanderburgh,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15820,INDIANA,Vermillion,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15830,INDIANA,Vigo,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15840,INDIANA,Wabash,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15850,INDIANA,Warren,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15860,INDIANA,Warrick,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15870,INDIANA,Washington,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15880,INDIANA,Wayne,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15890,INDIANA,Wells,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15900,INDIANA,White,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
15910,INDIANA,Whitley,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.912,0.918,0.960,0.957,0.923,0.923,0.922,0.514,0.599,0.599,0.603,0.613,0.613,0.615
16000,IOWA,Adair,05102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.869,0.870,0.935,0.934,0.887,0.887,0.892,0.506,0.434,0.434,0.443,0.456,0.456,0.475
16010,IOWA,Adams,05102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.869,0.870,0.935,0.934,0.887,0.887,0.892,0.506,0.434,0.434,0.443,0.456,0.456,0.475
16020,IOWA,Allamakee,05102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.869,0.870,0.935,0.934,0.887,0.887,0.892,0.506,0.434,0.434,0.443,0.456,0.456,0.475
