DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,
15870,INDIANA                  ,WASHINGTON,"-2,955","-7,629","-2,422",-871,614,,,,,,
15880,INDIANA                  ,WAYNE,850,"2,603","2,096","6,239","2,388",,,,,,
15890,INDIANA                  ,WELLS,-902,-611,"-3,080","-2,411","-5,941",,,,,,
15900,INDIANA                  ,WHITE,"5,725","2,084","3,639","4,449","3,808",,,,,,
15910,INDIANA                  ,WHITLEY,"-2,987","-1,262","-1,331","-2,156","-3,185",,,,,,
16000,IOWA                     ,ADAIR,-28,0,0,-422,"-1,221",,,,,,
16010,IOWA                     ,ADAMS,-235,0,0,0,0,,,,,,
16020,IOWA                     ,ALLAMAKEE,-615,"-1,490",-150,-437,53,,,,,,
16030,IOWA                     ,APPANOOSE,-316,-429,-507,-583,-235,,,,,,
16040,IOWA                     ,AUDUBON,-97,-40,-470,-114,-243,,,,,,
16050,IOWA                     ,BENTON,133,-566,386,-322,496,,,,,,
16060,IOWA                     ,BLACK HAWK,"-11,054","-10,014","-13,450","-9,083","-4,261",,,,,,
16070,IOWA                     ,BOONE,"-1,211","-1,254",-289,-685,"-1,955",,,,,,
16080,IOWA                     ,BREMER,-332,-915,"-1,110",-549,-266,,,,,,
16090,IOWA                     ,BUCHANAN,-637,"-1,922","-1,436",-945,-252,,,,,,
16100,IOWA                     ,BUENA VISTA,-480,"-1,268","-1,307",-583,-324,,,,,,
16110,IOWA                     ,BUTLER,"-1,063","-2,072",-684,-498,0,,,,,,
16120,IOWA                     ,CALHOUN,-968,"-1,001",-608,"-1,136",-274,,,,,,
16130,IOWA                     ,CARROLL,-808,-714,"-1,737","-1,670",-779,,,,,,
16140,IOWA                     ,CASS,"-1,651","-1,376","-1,320",-696,-551,,,,,,
16150,IOWA                     ,CEDAR,-284,89,2,-409,86,,,,,,
16160,IOWA                     ,CERRO GORDO,"-2,612","-6,997","-3,733","-3,979","-3,430",,,,,,
16170,IOWA                     ,CHEROKEE,-355,-441,-431,-515,-278,,,,,,
16180,IOWA                     ,CHICKASAW,-435,-793,-125,-419,55,,,,,,
16190,IOWA                     ,CLARKE,-758,"-1,157",-328,-313,-227,,,,,,
16200,IOWA                     ,CLAY,-124,-951,-583,-800,"-1,422",,,,,,
16210,IOWA                     ,CLAYTON,-706,"-1,561",18,-253,-144,,,,,,
16220,IOWA                     ,CLINTON,"-1,632","-5,300","-1,774","-2,157","-2,827",,,,,,
16230,IOWA                     ,CRAWFORD,-560,"-1,068",-600,-892,-301,,,,,,
16240,IOWA                     ,DALLAS,-77,"-2,677","-1,879","-6,791","-3,949",,,,,,
16250,IOWA                     ,DAVIS,-12,-280,-413,-120,5,,,,,,
16260,IOWA                     ,DECATUR,"-1,002",-999,-183,-264,-352,,,,,,
16270,IOWA                     ,DELAWARE,-252,346,-293,26,-85,,,,,,
16280,IOWA                     ,DES MOINES,"-2,226","-6,538","-4,159","-3,026","-1,923",,,,,,
16290,IOWA                     ,DICKINSON,-103,-410,-71,-330,-324,,,,,,
16300,IOWA                     ,DUBUQUE,"-6,016","14,907","-3,018","3,563","3,889",,,,,,
16310,IOWA                     ,EMMET,-228,"-1,910",-406,-364,-352,,,,,,
16320,IOWA                     ,FAYETTE,-190,"-1,006","-1,497","-1,447","-1,059",,,,,,
16330,IOWA                     ,FLOYD,-428,"-2,191","-1,567","-1,403",-721,,,,,,
16340,IOWA                     ,FRANKLIN,-445,"-1,305",-251,-122,-451,,,,,,
16350,IOWA                     ,FREMONT,0,114,-348,-324,-459,,,,,,
16360,IOWA                     ,GREENE,-884,421,-601,-161,-481,,,,,,
16370,IOWA                     ,GRUNDY,-143,-260,-162,-99,26,,,,,,
16380,IOWA                     ,GUTHRIE,-61,-303,-356,-122,-597,,,,,,
16390,IOWA                     ,HAMILTON,-740,-618,-549,"-1,721",-450,,,,,,
16400,IOWA                     ,HANCOCK,"-1,037","-1,139",-332,-390,-266,,,,,,
16410,IOWA                     ,HARDIN,-935,-982,"-1,112",-518,-766,,,,,,
16420,IOWA                     ,HARRISON,"1,005","1,546","1,005","1,791","-1,042",,,,,,
16430,IOWA                     ,HENRY,"-1,225",-366,-250,-911,-687,,,,,,
16440,IOWA                     ,HOWARD,-262,-625,-242,-283,-114,,,,,,
16450,IOWA                     ,HUMBOLDT,"-1,056",-343,-114,-617,-438,,,,,,
16460,IOWA                     ,IDA,-13,-733,-117,-24,-41,,,,,,
16470,IOWA                     ,IOWA,-253,-627,530,0,-655,,,,,,
16480,IOWA                     ,JACKSON,-223,"1,710",188,-110,-524,,,,,,
16490,IOWA                     ,JASPER,-721,"-5,150","-2,148","-1,537","-1,747",,,,,,
16500,IOWA                     ,JEFFERSON,-53,"-1,159","1,892",-746,-443,,,,,,
16510,IOWA                     ,JOHNSON,"4,756","9,064","2,714",847,"-5,950",,,,,,
16520,IOWA                     ,JONES,530,676,201,438,-86,,,,,,
16530,IOWA                     ,KEOKUK,21,144,-37,72,-194,,,,,,
16540,IOWA                     ,KOSSUTH,-153,"-1,770",-229,-140,-259,,,,,,
16550,IOWA                     ,LEE,"-3,533","-3,539","-3,041","-2,964","-3,807",,,,,,
16560,IOWA                     ,LINN,"3,290","-2,564","2,830","2,987","3,232",,,,,,
16570,IOWA                     ,LOUISA,-566,-292,-575,-961,"-1,696",,,,,,
16580,IOWA                     ,LUCAS,-471,-876,-121,-344,-78,,,,,,
16590,IOWA                     ,LYON,-231,-518,-269,-260,-283,,,,,,
16600,IOWA                     ,MADISON,49,-261,-396,-711,-200,,,,,,
16610,IOWA                     ,MAHASKA,-277,"-1,240",-395,-686,-130,,,,,,
16620,IOWA                     ,MARION,-998,"-1,281",-979,-345,-895,,,,,,
16630,IOWA                     ,MARSHALL,-814,"-2,004","-1,541","-1,237","-2,423",,,,,,
16640,IOWA                     ,MILLS,279,-178,-292,245,-747,,,,,,
16650,IOWA                     ,MITCHELL,-171,-131,0,-539,-317,,,,,,
16660,IOWA                     ,MONONA,-442,-387,-557,-209,-913,,,,,,
16670,IOWA                     ,MONROE,-199,-638,-846,-280,-120,,,,,,
16680,IOWA                     ,MONTGOMERY,-461,"-1,483",-871,-336,-111,,,,,,
16690,IOWA                     ,MUSCATINE,-578,"-4,327","-1,283","-1,562","-2,239",,,,,,
16700,IOWA                     ,O'BRIEN,-144,-150,-176,-72,-17,,,,,,
16710,IOWA                     ,OSCEOLA,0,0,-108,0,0,,,,,,
16720,IOWA                     ,PAGE,-377,-755,-515,-563,-272,,,,,,
16730,IOWA                     ,PALO ALTO,225,-98,-542,-111,-66,,,,,,
16740,IOWA                     ,PLYMOUTH,-613,"-1,176",-667,-237,-424,,,,,,
16750,IOWA                     ,POCAHONTAS,-89,-643,-408,299,-286,,,,,,
16760,IOWA                     ,POLK,"12,102","-22,121","-32,596","-49,618","-63,636",,,,,,
16770,IOWA                     ,POTTAWATTAMIE,"12,250","8,649","5,329","3,240","-5,101",,,,,,
16780,IOWA                     ,POWESHIEK,-481,"-2,587",-664,-28,-525,,,,,,
16790,IOWA                     ,RINGGOLD,32,-43,-61,0,0,,,,,,
16800,IOWA                     ,SAC,"-1,076","-1,483",-649,-155,-324,,,,,,
16810,IOWA                     ,SCOTT,"19,743","37,840","45,234","45,710","11,732",,,,,,
16820,IOWA                     ,SHELBY,-378,-44,-210,-709,-884,,,,,,
16830,IOWA                     ,SIOUX,-978,-468,-550,-300,-129,,,,,,
16840,IOWA                     ,STORY,"-4,867","-1,852","-3,713","-6,164","-4,308",,,,,,
16850,IOWA                     ,TAMA,37,"-1,327",-969,-103,-71,,,,,,
16860,IOWA                     ,TAYLOR,-206,-745,-483,-296,-182,,,,,,
16870,IOWA                     ,UNION,-263,-381,-326,331,-766,,,,,,
16880,IOWA                     ,VAN BUREN,39,4,-33,-603,-170,,,,,,
16890,IOWA                     ,WAPELLO,"-1,599","-5,869","1,973","-1,553","-1,292",,,,,,
16900,IOWA                     ,WARREN,379,"-2,436","-3,269","-4,747","-2,970",,,,,,
16910,IOWA                     ,WASHINGTON,531,925,-60,403,-999,,,,,,
16920,IOWA                     ,WAYNE,-34,-64,-379,0,-164,,,,,,
16930,IOWA                     ,WEBSTER,"-2,007","-4,434","-2,447","-1,795","-2,264",,,,,,
16940,IOWA                     ,WINNEBAGO,"-1,421",-818,-291,"-1,217",-241,,,,,,
16950,IOWA                     ,WINNESHIEK,-252,-758,-54,-179,-410,,,,,,
16960,IOWA                     ,WOODBURY,"-1,466","3,810","1,602",-295,"-12,938",,,,,,
16970,IOWA                     ,WORTH,-549,-605,-224,-269,-46,,,,,,
16980,IOWA                     ,WRIGHT,-183,-672,-224,-379,-307,,,,,,
17000,KANSAS                   ,ALLEN,-529,"-1,174","-1,835",-494,-958,,,,,,
17010,KANSAS                   ,ANDERSON,-245,"-1,025",-552,-228,0,,,,,,
17020,KANSAS                   ,ATCHISON,-425,-966,"-1,269",-475,"-1,073",,,,,,
17030,KANSAS                   ,BARBER,0,-64,0,-278,-176,,,,,,
17040,KANSAS                   ,BARTON,-347,-682,"-1,102",-552,"-1,437",,,,,,
17050,KANSAS                   ,BOURBON,-625,"-2,526","-1,245",-726,-655,,,,,,
17060,KANSAS                   ,BROWN,"1,339",-479,0,-123,-23,,,,,,
17070,KANSAS                   ,BUTLER,"-5,289","-4,685","-7,573","-4,391",-235,,,,,,
17080,KANSAS                   ,CHASE,-89,366,"-1,082",-190,-185,,,,,,
17090,KANSAS                   ,CHAUTAUQUA,-84,-148,-565,-163,-443,,,,,,
17100,KANSAS                   ,CHEROKEE,"-5,799","-4,564","-3,714","-1,507","-2,009",,,,,,
17110,KANSAS                   ,CHEYENNE,-364,-384,-23,-965,-562,,,,,,
17120,KANSAS                   ,CLARK,-6,0,0,0,0,,,,,,
17130,KANSAS                   ,CLAY,444,-442,-827,-418,-380,,,,,,
17140,KANSAS                   ,CLOUD,-199,37,-208,-820,-226,,,,,,
17150,KANSAS                   ,COFFEY,26,-84,-578,-230,-5,,,,,,
17160,KANSAS                   ,COMANCHE,0,-28,-270,-86,-52,,,,,,
17170,KANSAS                   ,COWLEY,-462,"-1,066","-1,669",-575,-907,,,,,,
17180,KANSAS                   ,CRAWFORD,"-3,011","-3,106","-5,416","-3,469","-3,523",,,,,,
17190,KANSAS                   ,DECATUR,27,0,0,0,0,,,,,,
17200,KANSAS                   ,DICKINSON,-123,-108,"-1,426",-203,-61,,,,,,
17210,KANSAS                   ,DONIPHAN,"3,208","-3,195","-3,003","-2,783","-2,016",,,,,,
17220,KANSAS                   ,DOUGLAS,774,"-1,424","-3,715","-3,478","-5,395",,,,,,
17230,KANSAS                   ,EDWARDS,-500,-32,0,-97,0,,,,,,
17240,KANSAS                   ,ELK,-28,-102,-92,0,-158,,,,,,
17250,KANSAS                   ,ELLIS,179,-974,"-1,377",-800,"-1,265",,,,,,
17260,KANSAS                   ,ELLSWORTH,-236,-421,0,-80,-760,,,,,,
17270,KANSAS                   ,FINNEY,"-1,363","-1,059",-837,-129,"-1,168",,,,,,
17280,KANSAS                   ,FORD,141,-746,"-1,011",-685,-723,,,,,,
17290,KANSAS                   ,FRANKLIN,-804,"-2,667","-1,623","-4,031","-1,947",,,,,,
17300,KANSAS                   ,GEARY,-249,-190,"-1,608",61,-863,,,,,,
17310,KANSAS                   ,GOVE,-46,-99,0,-30,-26,,,,,,
17320,KANSAS                   ,GRAHAM,0,0,0,0,0,,,,,,
17330,KANSAS                   ,GRANT,0,"-1,054",-204,-217,-20,,,,,,
17340,KANSAS                   ,GRAY,-860,-443,0,-123,-274,,,,,,
17350,KANSAS                   ,GREELEY,0,0,0,0,0,,,,,,
17360,KANSAS                   ,GREENWOOD,-607,-266,0,-588,-454,,,,,,
17370,KANSAS                   ,HAMILTON,0,0,0,0,0,,,,,,
17380,KANSAS                   ,HARPER,-686,-448,-171,0,-5,,,,,,
17390,KANSAS                   ,HARVEY,"-5,966","-5,955","-4,622","-2,266",-239,,,,,,
17391,KANSAS                   ,HASKELL,0,0,73,-98,0,,,,,,
17410,KANSAS                   ,HODGEMAN,0,0,0,0,0,,,,,,
17420,KANSAS                   ,JACKSON,594,599,-176,123,649,,,,,,
17430,KANSAS                   ,JEFFERSON,755,534,-279,-725,593,,,,,,
17440,KANSAS                   ,JEWELL,-28,0,-269,-65,-219,,,,,,
17450,KANSAS                   ,JOHNSON,"-11,558","-23,738","-41,723","-35,194","-25,266",,,,,,
17451,KANSAS                   ,KEARNY,0,0,0,0,-50,,,,,,
17470,KANSAS                   ,KINGMAN,-302,0,0,-193,-177,,,,,,
17480,KANSAS                   ,KIOWA,-41,-404,-97,-147,-137,,,,,,
17490,KANSAS                   ,LABETTE,-344,"-1,296","-1,350",-662,-955,,,,,,
17500,KANSAS                   ,LANE,0,0,0,0,0,,,,,,
17510,KANSAS                   ,LEAVENWORTH,"-1,616","-4,129","-4,842","-4,510","-4,935",,,,,,
17520,KANSAS                   ,LINCOLN,-73,0,-439,-19,-52,,,,,,
17530,KANSAS                   ,LINN,0,-248,-376,-830,"-1,277",,,,,,
17540,KANSAS                   ,LOGAN,44,0,0,0,-34,,,,,,
17550,KANSAS                   ,LYON,-323,"-1,826",-673,"-1,305",-638,,,,,,
17560,KANSAS                   ,MCPHERSON,-403,-626,-653,490,-164,,,,,,
17570,KANSAS                   ,MARION,-346,-121,-411,-235,-378,,,,,,
17580,KANSAS                   ,MARSHALL,392,-540,-509,-31,-36,,,,,,
17590,KANSAS                   ,MEADE,0,0,0,0,0,,,,,,
17600,KANSAS                   ,MIAMI,"-1,075","-3,967","-2,297","-4,575","-3,311",,,,,,
17610,KANSAS                   ,MITCHELL,-171,-426,-607,-42,-304,,,,,,
17620,KANSAS                   ,MONTGOMERY,"-1,596","-3,547","-3,254","-2,247","-2,474",,,,,,
17630,KANSAS                   ,MORRIS,609,-132,-216,-119,-126,,,,,,
17640,KANSAS                   ,MORTON,-245,3,-53,0,0,,,,,,
17650,KANSAS                   ,NEMAHA,-93,-599,"-1,035",-420,-415,,,,,,
17660,KANSAS                   ,NEOSHO,-588,-984,"-1,204",-686,"-1,169",,,,,,
17670,KANSAS                   ,NESS,-65,0,-16,0,-8,,,,,,
17680,KANSAS                   ,NORTON,0,-94,-505,0,0,,,,,,
17690,KANSAS                   ,OSAGE,450,168,-392,-120,-143,,,,,,
17700,KANSAS                   ,OSBORNE,0,"-1,016",-449,-159,-84,,,,,,
17710,KANSAS                   ,OTTAWA,-184,-120,-349,-211,-175,,,,,,
17720,KANSAS                   ,PAWNEE,-10,0,0,-186,0,,,,,,
17730,KANSAS                   ,PHILLIPS,0,-108,-584,-238,-117,,,,,,
17740,KANSAS                   ,POTTAWATOMIE,126,113,-219,-133,-106,,,,,,
17750,KANSAS                   ,PRATT,-449,-634,-75,-306,-103,,,,,,
17760,KANSAS                   ,RAWLINS,-26,-47,-78,0,-471,,,,,,
17770,KANSAS                   ,RENO,"-2,206","-5,517","-7,753","-2,496","-2,760",,,,,,
17780,KANSAS                   ,REPUBLIC,-67,-145,-101,-101,-62,,,,,,
17790,KANSAS                   ,RICE,-339,-402,"-1,085",-612,-530,,,,,,
17800,KANSAS                   ,RILEY,-138,-367,-569,-842,-711,,,,,,
17810,KANSAS                   ,ROOKS,-21,0,-266,-222,-240,,,,,,
17820,KANSAS                   ,RUSH,-208,0,-288,-77,-74,,,,,,
17830,KANSAS                   ,RUSSELL,-91,-401,-717,-210,-429,,,,,,
17840,KANSAS                   ,SALINE,"-1,057","-4,192","-6,489","-3,129","-5,514",,,,,,
17841,KANSAS                   ,SCOTT,0,0,0,-57,-63,,,,,,
17860,KANSAS                   ,SEDGWICK,"-50,031","-48,775","-65,718","-44,538","-4,843",,,,,,
17870,KANSAS                   ,SEWARD,95,15,"-1,061",-350,-132,,,,,,
17880,KANSAS                   ,SHAWNEE,"32,875","12,444","-4,296","5,651","13,509",,,,,,
17890,KANSAS                   ,SHERIDAN,0,0,0,0,0,,,,,,
17900,KANSAS                   ,SHERMAN,-257,46,-33,-853,-746,,,,,,
17910,KANSAS                   ,SMITH,-33,-30,-174,-24,-158,,,,,,
17920,KANSAS                   ,STAFFORD,-161,-365,-712,-187,0,,,,,,
17921,KANSAS                   ,STANTON,0,0,0,-86,0,,,,,,
17940,KANSAS                   ,STEVENS,0,-824,0,-6,0,,,,,,
17950,KANSAS                   ,SUMNER,"-1,696","-2,433","-1,896",-105,-111,,,,,,
17960,KANSAS                   ,THOMAS,-187,-206,-333,-220,-97,,,,,,
17970,KANSAS                   ,TREGO,0,0,-16,-56,0,,,,,,
17980,KANSAS                   ,WABAUNSEE,"1,251",103,-212,423,344,,,,,,
17981,KANSAS                   ,WALLACE,0,-16,-207,-10,0,,,,,,
17982,KANSAS                   ,WASHINGTON,-27,-60,-340,-154,-128,,,,,,
17983,KANSAS                   ,WICHITA,0,0,0,-482,0,,,,,,
17984,KANSAS                   ,WILSON,-204,"-1,446",-997,-440,-291,,,,,,
17985,KANSAS                   ,WOODSON,-337,-810,-53,-213,-43,,,,,,
17986,KANSAS                   ,WYANDOTTE,"-7,738","-20,202","-28,389","-29,615","-19,389",,,,,,
18000,KENTUCKY                 ,ADAIR,-527,"-1,710",-578,-878,-311,,,,,,
18010,KENTUCKY                 ,ALLEN,470,338,-431,-205,-474,,,,,,
18020,KENTUCKY                 ,ANDERSON,-929,"-1,158",-167,-116,-251,,,,,,
18030,KENTUCKY                 ,BALLARD,-112,-33,-69,-275,-188,,,,,,
18040,KENTUCKY                 ,BARREN,-297,"-1,433",-666,-373,-596,,,,,,
18050,KENTUCKY                 ,BATH,-210,-359,22,-37,-36,,,,,,
18060,KENTUCKY                 ,BELL,"-1,353","-1,989","-2,502","-4,401","-2,970",,,,,,
18070,KENTUCKY                 ,BOONE,"-9,397","-5,143","-5,169","-8,353",741,,,,,,
18080,KENTUCKY                 ,BOURBON,-610,-605,-93,-179,-370,,,,,,
18090,KENTUCKY                 ,BOYD,"-2,618","-5,731","-3,411",-267,"4,553",,,,,,
18100,KENTUCKY                 ,BOYLE,-296,-974,-702,-384,-582,,,,,,
18110,KENTUCKY                 ,BRACKEN,-833,-650,-98,-654,87,,,,,,
18120,KENTUCKY                 ,BREATHITT,-223,-347,-502,-885,-638,,,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-2,308","-1,021",-401,-630,-414,,,,,,
18140,KENTUCKY                 ,BULLITT,"-6,642","-3,284","-1,771","-1,817","-1,139",,,,,,
18150,KENTUCKY                 ,BUTLER,-97,-93,-238,"-1,361",-477,,,,,,
18160,KENTUCKY                 ,CALDWELL,-436,-547,-290,-912,5,,,,,,
18170,KENTUCKY                 ,CALLOWAY,95,-408,-70,-191,-604,,,,,,
18180,KENTUCKY                 ,CAMPBELL,"-7,762","-2,889","-1,210","-5,892",917,,,,,,
18190,KENTUCKY                 ,CARLISLE,-5,-35,-204,-195,-412,,,,,,
18191,KENTUCKY                 ,CARROLL,-651,-274,-84,-685,-168,,,,,,
18210,KENTUCKY                 ,CARTER,-526,"-1,634",-281,-364,200,,,,,,
18220,KENTUCKY                 ,CASEY,-273,-177,-90,-455,-172,,,,,,
18230,KENTUCKY                 ,CHRISTIAN,"-13,519","-13,043","-4,055","-5,860","-14,446",,,,,,
18240,KENTUCKY                 ,CLARK,"-5,080","-1,210",474,"1,780",141,,,,,,
18250,KENTUCKY                 ,CLAY,-348,-536,-575,-724,"-1,271",,,,,,
18260,KENTUCKY                 ,CLINTON,13,"-1,291","-1,605",-120,-540,,,,,,
18270,KENTUCKY                 ,CRITTENDEN,-89,-152,-275,-369,-395,,,,,,
18271,KENTUCKY                 ,CUMBERLAND,-180,-251,-113,-74,-392,,,,,,
18290,KENTUCKY                 ,DAVIESS,"-41,007","-41,679","-30,138","-33,924","-25,213",,,,,,
18291,KENTUCKY                 ,EDMONSON,"2,956",197,526,"-1,328",-141,,,,,,
18310,KENTUCKY                 ,ELLIOTT,-96,-109,-47,-168,-29,,,,,,
18320,KENTUCKY                 ,ESTILL,-47,-158,-280,-218,-240,,,,,,
18330,KENTUCKY                 ,FAYETTE,"-13,327","-11,529",-441,895,-905,,,,,,
18340,KENTUCKY                 ,FLEMING,-29,-190,-99,-591,-529,,,,,,
18350,KENTUCKY                 ,FLOYD,-527,-644,-753,"-2,103","-1,456",,,,,,
18360,KENTUCKY                 ,FRANKLIN,"-7,510","-10,365","-5,707","-8,488","-9,883",,,,,,
18361,KENTUCKY                 ,FULTON,-753,-130,-649,-175,-467,,,,,,
18362,KENTUCKY                 ,GALLATIN,"-3,009","-1,197",-44,-269,47,,,,,,
18390,KENTUCKY                 ,GARRARD,-34,-118,-120,-174,-525,,,,,,
18400,KENTUCKY                 ,GRANT,"-2,582",-838,-767,"-1,681",288,,,,,,
18410,KENTUCKY                 ,GRAVES,332,-597,-692,"-1,180","-1,074",,,,,,
18420,KENTUCKY                 ,GRAYSON,"-1,878","-1,027","-1,266","-2,574","-2,616",,,,,,
18421,KENTUCKY                 ,GREEN,-126,-992,-87,-401,-964,,,,,,
18440,KENTUCKY                 ,GREENUP,"-5,088","-4,480","-5,778","-1,774","3,290",,,,,,
18450,KENTUCKY                 ,HANCOCK,"-2,996","-4,257",-897,"-2,915",-313,,,,,,
18460,KENTUCKY                 ,HARDIN,"-14,583","-15,252","-18,005","-34,142","-32,052",,,,,,
18470,KENTUCKY                 ,HARLAN,-371,-716,"-2,066","-1,008","-1,176",,,,,,
18480,KENTUCKY                 ,HARRISON,-689,-923,-273,-942,-344,,,,,,
18490,KENTUCKY                 ,HART,19,-35,-202,-499,-373,,,,,,
18500,KENTUCKY                 ,HENDERSON,"-6,748","-5,343","-1,528","-2,315","-6,125",,,,,,
18510,KENTUCKY                 ,HENRY,"-1,483","-1,574",-333,-167,-526,,,,,,
18511,KENTUCKY                 ,HICKMAN,-85,-572,-194,-508,-142,,,,,,
18530,KENTUCKY                 ,HOPKINS,"-1,651","-3,516","-1,361","-3,184","-2,208",,,,,,
18540,KENTUCKY                 ,JACKSON,-56,-83,-197,-447,-162,,,,,,
18550,KENTUCKY                 ,JEFFERSON,"-91,912","-120,447","-45,275","-25,908","-23,797",,,,,,
18560,KENTUCKY                 ,JESSAMINE,"-2,026",-587,-10,-65,-517,,,,,,
18570,KENTUCKY                 ,JOHNSON,-210,"-1,020",-598,-343,-663,,,,,,
18580,KENTUCKY                 ,KENTON,"-15,488","-8,088","-4,526","-11,680","1,110",,,,,,
18590,KENTUCKY                 ,KNOTT,-143,-337,-798,-639,-529,,,,,,
18600,KENTUCKY                 ,KNOX,-149,-401,-392,"-1,726",-864,,,,,,
18610,KENTUCKY                 ,LARUE,"-3,480","-2,293","-2,704","-3,925","-2,835",,,,,,
18620,KENTUCKY                 ,LAUREL,-402,-516,"-1,467",-980,-977,,,,,,
18630,KENTUCKY                 ,LAWRENCE,-138,-374,-254,-125,-125,,,,,,
18640,KENTUCKY                 ,LEE,-167,-424,-287,-467,-640,,,,,,
18650,KENTUCKY                 ,LESLIE,-272,-152,0,-169,-342,,,,,,
18660,KENTUCKY                 ,LETCHER,-521,-772,-266,-792,"-1,113",,,,,,
18670,KENTUCKY                 ,LEWIS,"-1,010",-224,-493,-697,-506,,,,,,
18680,KENTUCKY                 ,LINCOLN,-109,"-1,124",-664,-585,-842,,,,,,
18690,KENTUCKY                 ,LIVINGSTON,-72,-89,-192,-313,-106,,,,,,
18700,KENTUCKY                 ,LOGAN,442,-986,-320,-526,-320,,,,,,
18710,KENTUCKY                 ,LYON,-45,-134,-69,-376,-781,,,,,,
18720,KENTUCKY                 ,MCCRACKEN,-555,"-2,197","-2,711","-2,990","-2,313",,,,,,
18730,KENTUCKY                 ,MCCREARY,-738,"-1,413","-1,415",-467,-407,,,,,,
18740,KENTUCKY                 ,MCLEAN,"-4,074","-3,733","-5,541","-3,336","-1,435",,,,,,
18750,KENTUCKY                 ,MADISON,-430,"-1,008",-711,-636,"-1,327",,,,,,
18760,KENTUCKY                 ,MAGOFFIN,-337,-547,-706,-60,-568,,,,,,
18770,KENTUCKY                 ,MARION,-272,"-1,265",-635,"-1,343",-602,,,,,,
18780,KENTUCKY                 ,MARSHALL,-350,-464,-492,-786,-718,,,,,,
18790,KENTUCKY                 ,MARTIN,-59,-24,-234,-120,-229,,,,,,
18800,KENTUCKY                 ,MASON,-402,-227,-973,"-1,001",-412,,,,,,
18801,KENTUCKY                 ,MEADE,"-3,171","-4,686","-1,749","-3,785",-975,,,,,,
18802,KENTUCKY                 ,MENIFEE,-57,-448,-815,-117,21,,,,,,
18830,KENTUCKY                 ,MERCER,-137,-238,-243,-663,-381,,,,,,
18831,KENTUCKY                 ,METCALFE,-271,-275,"-1,364",-348,-917,,,,,,
18850,KENTUCKY                 ,MONROE,"-1,098",-620,"-1,279",-607,-276,,,,,,
18860,KENTUCKY                 ,MONTGOMERY,-893,-267,-280,59,-72,,,,,,
18861,KENTUCKY                 ,MORGAN,-386,-147,-371,-252,-106,,,,,,
18880,KENTUCKY                 ,MUHLENBERG,-441,"-4,430","-1,250","-1,606","-2,812",,,,,,
18890,KENTUCKY                 ,NELSON,"-3,295","-4,716","-1,733","-2,978",-712,,,,,,
18900,KENTUCKY                 ,NICHOLAS,-73,-191,-119,-514,-132,,,,,,
18910,KENTUCKY                 ,OHIO,-159,"-3,190",-909,"-1,047","-3,023",,,,,,
18920,KENTUCKY                 ,OLDHAM,"-2,757","-5,398",-812,-900,-673,,,,,,
18930,KENTUCKY                 ,OWEN,-196,-154,-92,-96,-383,,,,,,
18931,KENTUCKY                 ,OWSLEY,-111,-101,-165,-74,-188,,,,,,
18932,KENTUCKY                 ,PENDLETON,-344,"-1,197","-1,160",-816,75,,,,,,
18960,KENTUCKY                 ,PERRY,-686,-540,-963,"-1,606","-1,249",,,,,,
18970,KENTUCKY                 ,PIKE,-486,"-3,347","-2,537","-2,699","-2,262",,,,,,
18971,KENTUCKY                 ,POWELL,"-1,133",-246,-243,-240,-30,,,,,,
18972,KENTUCKY                 ,PULASKI,-780,-217,"-1,100","-1,447","-1,956",,,,,,
18973,KENTUCKY                 ,ROBERTSON,-4,-36,0,-32,-27,,,,,,
18974,KENTUCKY                 ,ROCKCASTLE,-117,-221,-301,-357,-821,,,,,,
18975,KENTUCKY                 ,ROWAN,-122,-514,-419,-683,-747,,,,,,
18976,KENTUCKY                 ,RUSSELL,-73,456,-19,-327,"1,088",,,,,,
18977,KENTUCKY                 ,SCOTT,-742,"-1,586",-54,190,159,,,,,,
18978,KENTUCKY                 ,SHELBY,"-2,732","-4,513","-2,390",-646,-805,,,,,,
18979,KENTUCKY                 ,SIMPSON,-949,-539,"-1,072",-697,-379,,,,,,
18980,KENTUCKY                 ,SPENCER,"-1,963","-3,715","-1,555",-571,-323,,,,,,
18981,KENTUCKY                 ,TAYLOR,"-1,338","-3,328","-1,225","-2,905","-1,040",,,,,,
18982,KENTUCKY                 ,TODD,-607,-118,-145,-878,"-1,850",,,,,,
18983,KENTUCKY                 ,TRIGG,"-1,207","-1,155",-91,-595,-248,,,,,,
18984,KENTUCKY                 ,TRIMBLE,"-1,340","-1,264",-452,-64,-92,,,,,,
18985,KENTUCKY                 ,UNION,"-1,943","-1,403",-418,-586,-582,,,,,,
18986,KENTUCKY                 ,WARREN,"9,742","2,670",-750,"-6,333","-3,581",,,,,,
18987,KENTUCKY                 ,WASHINGTON,-216,-434,-179,-461,-260,,,,,,
18988,KENTUCKY                 ,WAYNE,-624,-138,-178,"-1,377",-153,,,,,,
