DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,
27390,MONTANA                  ,PRAIRIE,0,0,0,0,0,,,,,,
27400,MONTANA                  ,RAVALLI,"3,908","3,702","1,190","4,922","2,124",,,,,,
27410,MONTANA                  ,RICHLAND,"1,047",322,"1,826",253,0,,,,,,
27420,MONTANA                  ,ROOSEVELT,-65,-396,289,36,639,,,,,,
27430,MONTANA                  ,ROSEBUD,8,-162,109,25,204,,,,,,
27440,MONTANA                  ,SANDERS,985,"1,526",142,440,137,,,,,,
27450,MONTANA                  ,SHERIDAN,0,-26,0,211,-47,,,,,,
27460,MONTANA                  ,SILVER BOW,"7,727","13,522","17,843","12,210","9,821",,,,,,
27470,MONTANA                  ,STILLWATER,308,899,"1,022",988,216,,,,,,
27480,MONTANA                  ,SWEET GRASS,0,29,-139,0,26,,,,,,
27490,MONTANA                  ,TETON,112,93,414,"4,129",422,,,,,,
27500,MONTANA                  ,TOOLE,-270,226,352,0,0,,,,,,
27510,MONTANA                  ,TREASURE,0,0,-11,0,0,,,,,,
27520,MONTANA                  ,VALLEY,405,0,-40,"2,444",78,,,,,,
27530,MONTANA                  ,WHEATLAND,0,-135,0,0,0,,,,,,
27540,MONTANA                  ,WIBAUX,0,0,0,0,26,,,,,,
27550,MONTANA                  ,YELLOWSTONE,-302,"-2,385","-2,611","1,483","7,701",,,,,,
28000,NEBRASKA                 ,ADAMS,896,"4,447",897,-467,-540,,,,,,
28010,NEBRASKA                 ,ANTELOPE,255,183,186,-95,41,,,,,,
28020,NEBRASKA                 ,ARTHUR,0,0,0,0,-53,,,,,,
28030,NEBRASKA                 ,BANNER,0,0,212,0,0,,,,,,
28040,NEBRASKA                 ,BLAINE,0,0,52,0,0,,,,,,
28050,NEBRASKA                 ,BOONE,0,381,150,28,27,,,,,,
28060,NEBRASKA                 ,BOX BUTTE,96,532,-31,-20,-2,,,,,,
28070,NEBRASKA                 ,BOYD,0,54,17,-16,0,,,,,,
28080,NEBRASKA                 ,BROWN,0,0,0,0,-13,,,,,,
28090,NEBRASKA                 ,BUFFALO,352,"1,335",587,-373,174,,,,,,
28100,NEBRASKA                 ,BURT,75,-443,126,453,-252,,,,,,
28110,NEBRASKA                 ,BUTLER,3,285,-12,-483,105,,,,,,
28120,NEBRASKA                 ,CASS,"1,587","2,355","1,635",380,"-1,092",,,,,,
28130,NEBRASKA                 ,CEDAR,3,357,2,0,-261,,,,,,
28140,NEBRASKA                 ,CHASE,2,32,31,-33,0,,,,,,
28150,NEBRASKA                 ,CHERRY,-139,0,28,0,"-1,018",,,,,,
28160,NEBRASKA                 ,CHEYENNE,1,-354,218,-30,-332,,,,,,
28170,NEBRASKA                 ,CLAY,14,238,433,-142,-262,,,,,,
28180,NEBRASKA                 ,COLFAX,439,"1,523",127,-263,14,,,,,,
28190,NEBRASKA                 ,CUMING,101,8,159,-83,-15,,,,,,
28200,NEBRASKA                 ,CUSTER,317,"1,955","1,108",-980,-79,,,,,,
28210,NEBRASKA                 ,DAKOTA,116,641,278,-971,"-3,911",,,,,,
28220,NEBRASKA                 ,DAWES,4,4,-8,0,63,,,,,,
28230,NEBRASKA                 ,DAWSON,830,526,85,-160,308,,,,,,
28240,NEBRASKA                 ,DEUEL,0,50,"-1,025",-88,-31,,,,,,
28250,NEBRASKA                 ,DIXON,-3,868,235,193,-280,,,,,,
28260,NEBRASKA                 ,DODGE,"1,448","4,257","3,487",-410,354,,,,,,
28270,NEBRASKA                 ,DOUGLAS,"48,779","70,705","36,758","32,987","-38,700",,,,,,
28280,NEBRASKA                 ,DUNDY,12,0,-98,-103,-22,,,,,,
28290,NEBRASKA                 ,FILLMORE,-738,35,196,-311,-157,,,,,,
28300,NEBRASKA                 ,FRANKLIN,85,260,171,0,-8,,,,,,
28310,NEBRASKA                 ,FRONTIER,15,56,0,-46,0,,,,,,
28320,NEBRASKA                 ,FURNAS,0,650,16,-350,-45,,,,,,
28330,NEBRASKA                 ,GAGE,-271,118,829,-467,-128,,,,,,
28340,NEBRASKA                 ,GARDEN,0,0,-68,-34,79,,,,,,
28350,NEBRASKA                 ,GARFIELD,0,105,0,-27,0,,,,,,
28360,NEBRASKA                 ,GOSPER,0,229,0,0,0,,,,,,
28370,NEBRASKA                 ,GRANT,0,0,0,0,0,,,,,,
28380,NEBRASKA                 ,GREELEY,7,0,0,0,-16,,,,,,
28390,NEBRASKA                 ,HALL,"1,235","3,300","2,166","-1,090",-191,,,,,,
28400,NEBRASKA                 ,HAMILTON,313,515,619,-108,44,,,,,,
28410,NEBRASKA                 ,HARLAN,8,136,136,0,-9,,,,,,
28420,NEBRASKA                 ,HAYES,0,0,0,0,0,,,,,,
28430,NEBRASKA                 ,HITCHCOCK,0,111,50,0,-7,,,,,,
28440,NEBRASKA                 ,HOLT,47,388,655,-490,183,,,,,,
28450,NEBRASKA                 ,HOOKER,-46,-77,0,0,42,,,,,,
28460,NEBRASKA                 ,HOWARD,0,64,186,-7,-11,,,,,,
28470,NEBRASKA                 ,JEFFERSON,0,91,140,-133,-218,,,,,,
28480,NEBRASKA                 ,JOHNSON,2,72,329,44,116,,,,,,
28490,NEBRASKA                 ,KEARNEY,20,236,116,-162,-68,,,,,,
28500,NEBRASKA                 ,KEITH,89,70,-236,11,-705,,,,,,
28510,NEBRASKA                 ,KEYA PAHA,0,0,0,0,0,,,,,,
28520,NEBRASKA                 ,KIMBALL,39,64,57,-218,-123,,,,,,
28530,NEBRASKA                 ,KNOX,28,0,-3,-48,245,,,,,,
28540,NEBRASKA                 ,LANCASTER,"-16,078","-9,391","-3,999","-8,027","-15,682",,,,,,
28550,NEBRASKA                 ,LINCOLN,"1,197","1,917","2,191","-1,396",272,,,,,,
28560,NEBRASKA                 ,LOGAN,0,48,0,-2,0,,,,,,
28570,NEBRASKA                 ,LOUP,5,0,0,0,0,,,,,,
28580,NEBRASKA                 ,MCPHERSON,0,0,0,0,0,,,,,,
28590,NEBRASKA                 ,MADISON,900,"2,224","1,389",-756,-966,,,,,,
28600,NEBRASKA                 ,MERRICK,11,670,536,-266,91,,,,,,
28610,NEBRASKA                 ,MORRILL,55,73,623,-179,-26,,,,,,
28620,NEBRASKA                 ,NANCE,250,457,530,39,7,,,,,,
28630,NEBRASKA                 ,NEMAHA,206,258,102,-11,71,,,,,,
28640,NEBRASKA                 ,NUCKOLLS,135,26,237,-5,-36,,,,,,
28650,NEBRASKA                 ,OTOE,-268,293,377,-518,-32,,,,,,
28660,NEBRASKA                 ,PAWNEE,0,261,0,0,-87,,,,,,
28670,NEBRASKA                 ,PERKINS,0,0,0,0,0,,,,,,
28680,NEBRASKA                 ,PHELPS,21,488,-55,-142,-22,,,,,,
28690,NEBRASKA                 ,PIERCE,5,867,"1,025",-82,-26,,,,,,
28700,NEBRASKA                 ,PLATTE,444,"1,185",179,-305,-152,,,,,,
28710,NEBRASKA                 ,POLK,2,7,0,-108,144,,,,,,
28720,NEBRASKA                 ,RED WILLOW,103,828,96,-167,-5,,,,,,
28730,NEBRASKA                 ,RICHARDSON,-891,572,225,-114,-16,,,,,,
28740,NEBRASKA                 ,ROCK,0,0,0,0,0,,,,,,
28750,NEBRASKA                 ,SALINE,85,"1,069",641,-222,-76,,,,,,
28760,NEBRASKA                 ,SARPY,"8,521","8,424","7,747","8,635","-7,922",,,,,,
28770,NEBRASKA                 ,SAUNDERS,-31,"1,390","1,330",662,"-1,035",,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,921,"4,296","3,043","-1,001",234,,,,,,
28790,NEBRASKA                 ,SEWARD,"-2,069","-1,380",-617,"-1,557","-1,117",,,,,,
28800,NEBRASKA                 ,SHERIDAN,36,110,384,-66,0,,,,,,
28810,NEBRASKA                 ,SHERMAN,0,0,0,-74,-15,,,,,,
28820,NEBRASKA                 ,SIOUX,0,0,0,0,0,,,,,,
28830,NEBRASKA                 ,STANTON,0,0,265,0,0,,,,,,
28840,NEBRASKA                 ,THAYER,-129,0,0,-32,-19,,,,,,
28850,NEBRASKA                 ,THOMAS,0,0,0,0,0,,,,,,
28860,NEBRASKA                 ,THURSTON,58,516,614,-121,-722,,,,,,
28870,NEBRASKA                 ,VALLEY,2,241,0,-44,-19,,,,,,
28880,NEBRASKA                 ,WASHINGTON,516,293,721,472,-591,,,,,,
28890,NEBRASKA                 ,WAYNE,12,14,73,-104,-3,,,,,,
28900,NEBRASKA                 ,WEBSTER,1,444,229,-13,0,,,,,,
28910,NEBRASKA                 ,WHEELER,0,0,0,0,0,,,,,,
28920,NEBRASKA                 ,YORK,175,70,123,-186,-257,,,,,,
29000,NEVADA                   ,CHURCHILL,"-2,069",193,575,-7,154,,,,,,
29010,NEVADA                   ,CLARK,"-102,640","-182,724","-290,436","-341,363","-243,127",,,,,,
29020,NEVADA                   ,DOUGLAS,"8,939","1,339",423,800,261,,,,,,
29030,NEVADA                   ,ELKO,"1,658","2,373","2,492","3,258",362,,,,,,
29040,NEVADA                   ,ESMERALDA,0,0,0,0,-563,,,,,,
29050,NEVADA                   ,EUREKA,-214,6,0,-43,-64,,,,,,
29060,NEVADA                   ,HUMBOLDT,-555,205,-151,34,"-1,607",,,,,,
29070,NEVADA                   ,LANDER,-438,0,0,-14,-285,,,,,,
29080,NEVADA                   ,LINCOLN,367,"-1,758","-9,547","-19,286","-16,240",,,,,,
29090,NEVADA                   ,LYON,"4,116","2,285","1,953","3,072",-545,,,,,,
29100,NEVADA                   ,MINERAL,356,21,569,613,-296,,,,,,
29110,NEVADA                   ,NYE,-446,-83,"-5,736","-2,342",-492,,,,,,
29120,NEVADA                   ,CARSON CITY,"18,340","6,582","2,870","1,895",989,,,,,,
29130,NEVADA                   ,PERSHING,"1,594",50,95,0,0,,,,,,
29140,NEVADA                   ,STOREY,"3,142",45,0,-143,-296,,,,,,
29150,NEVADA                   ,WASHOE,"-55,694","6,026","1,094","-11,581","-27,693",,,,,,
29160,NEVADA                   ,WHITE PINE,"1,173",33,"-2,720",-162,44,,,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"-5,914","6,063","8,512","2,000","-2,821",,,,,,
30010,NEW HAMPSHIRE            ,CARROLL,"-1,395","2,981","6,115","1,950",-220,,,,,,
30020,NEW HAMPSHIRE            ,CHESHIRE,"-3,366","3,951","10,554","3,663","-3,189",,,,,,
30030,NEW HAMPSHIRE            ,COOS,"-4,521","3,076","5,942","2,518","-1,221",,,,,,
30040,NEW HAMPSHIRE            ,GRAFTON,"-8,958","3,284","7,517","1,350","-1,752",,,,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"-14,408","-28,198","-3,611","29,690","-4,696",,,,,,
30060,NEW HAMPSHIRE            ,MERRIMACK,"-8,995","11,329","12,270","9,977","-4,271",,,,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,733,"5,254",695,"2,476","-2,379",,,,,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"2,007","8,648","4,920","7,238","-1,868",,,,,,
30090,NEW HAMPSHIRE            ,SULLIVAN,"-9,404","2,572","4,286",941,-595,,,,,,
31000,NEW JERSEY               ,ATLANTIC,"6,334","48,625","108,427","178,269","156,179",,,,,,
31100,NEW JERSEY               ,BERGEN,"-2,023","44,426","34,343","43,200","29,313",,,,,,
31150,NEW JERSEY               ,BURLINGTON,"-26,979","-18,880","-20,815","-13,150","11,136",,,,,,
31160,NEW JERSEY               ,CAMDEN,"-34,639","-27,669","-34,251","-27,800","4,465",,,,,,
31180,NEW JERSEY               ,CAPE MAY,"-37,998","-41,022","18,607","-13,520","12,360",,,,,,
31190,NEW JERSEY               ,CUMBERLAND,"37,742","34,050","41,841","45,496","38,266",,,,,,
31200,NEW JERSEY               ,ESSEX,"-300,778","-270,745","-116,737","-126,173","-12,954",,,,,,
31220,NEW JERSEY               ,GLOUCESTER,"-11,798","-8,468","-7,321","-9,488",-512,,,,,,
31230,NEW JERSEY               ,HUDSON,"-3,160","46,362","35,616","42,702","28,105",,,,,,
31250,NEW JERSEY               ,HUNTERDON,"-7,729","-9,735","-4,685","-3,612","1,175",,,,,,
31260,NEW JERSEY               ,MERCER,"-38,562","-11,668","22,049","91,469","137,049",,,,,,
31270,NEW JERSEY               ,MIDDLESEX,"-78,588","-82,729","-22,765","-2,243","46,576",,,,,,
31290,NEW JERSEY               ,MONMOUTH,"-70,071","-68,870","-19,723","5,623","48,365",,,,,,
31300,NEW JERSEY               ,MORRIS,"-77,906","-71,982","-34,933","-40,492","-3,501",,,,,,
31310,NEW JERSEY               ,OCEAN,"-64,948","-63,540","-18,602","3,439","45,543",,,,,,
31320,NEW JERSEY               ,PASSAIC,"1,207","31,179","22,367","26,244","20,146",,,,,,
31340,NEW JERSEY               ,SALEM,"-7,290","-1,391","2,432",951,"-1,861",,,,,,
31350,NEW JERSEY               ,SOMERSET,"-19,901","-21,202","-5,876","2,319","14,699",,,,,,
31360,NEW JERSEY               ,SUSSEX,"-20,548","-19,319","-6,968","-9,865","-1,019",,,,,,
31370,NEW JERSEY               ,UNION,"-138,767","-95,551","-43,272","-50,197","-1,404",,,,,,
31390,NEW JERSEY               ,WARREN,"-17,342","-13,626","-14,416","-1,625",-171,,,,,,
32000,NEW MEXICO               ,BERNALILLO,"23,763","55,841","35,574","31,541","19,455",,,,,,
32010,NEW MEXICO               ,CATRON,-28,0,0,0,0,,,,,,
32020,NEW MEXICO               ,CHAVES,960,"3,377","1,894","1,717","1,565",,,,,,
32025,NEW MEXICO               ,CIBOLA,"2,201","2,159","2,652","1,175",850,,,,,,
32030,NEW MEXICO               ,COLFAX,-184,603,-86,-629,192,,,,,,
32040,NEW MEXICO               ,CURRY,393,"1,186",137,543,"1,525",,,,,,
32050,NEW MEXICO               ,DEBACA,-32,108,-9,57,137,,,,,,
32060,NEW MEXICO               ,DONA ANA,"15,937","11,565","6,694","1,550","7,427",,,,,,
32070,NEW MEXICO               ,EDDY,"3,464","1,592",918,660,886,,,,,,
32080,NEW MEXICO               ,GRANT,"1,859","1,448",295,-160,111,,,,,,
32090,NEW MEXICO               ,GUADALUPE,330,"1,365",965,150,311,,,,,,
32100,NEW MEXICO               ,HARDING,-9,0,0,0,32,,,,,,
32110,NEW MEXICO               ,HIDALGO,0,493,142,-69,915,,,,,,
32120,NEW MEXICO               ,LEA,868,"1,121",996,851,748,,,,,,
32130,NEW MEXICO               ,LINCOLN,85,511,-341,-42,40,,,,,,
32131,NEW MEXICO               ,LOS ALAMOS,410,7,4,41,0,,,,,,
32140,NEW MEXICO               ,LUNA,"2,122","4,869",661,-879,976,,,,,,
32150,NEW MEXICO               ,MCKINLEY,"1,680","4,700","2,455",999,696,,,,,,
32160,NEW MEXICO               ,MORA,-19,102,481,272,0,,,,,,
32170,NEW MEXICO               ,OTERO,-58,"1,566",867,210,718,,,,,,
32180,NEW MEXICO               ,QUAY,107,129,219,299,354,,,,,,
32190,NEW MEXICO               ,RIO ARRIBA,-822,990,-228,"-1,692",-618,,,,,,
32200,NEW MEXICO               ,ROOSEVELT,318,162,-65,56,247,,,,,,
32210,NEW MEXICO               ,SANDOVAL,"2,591","11,959","6,910","4,479","2,024",,,,,,
32220,NEW MEXICO               ,SAN JUAN,"15,154","47,795","22,605","8,857",-303,,,,,,
32230,NEW MEXICO               ,SAN MIGUEL,-897,"1,839","-1,714","-3,305",-375,,,,,,
32240,NEW MEXICO               ,SANTA FE,"-10,529","-5,268","-8,869","-14,200","-10,756",,,,,,
32250,NEW MEXICO               ,SIERRA,643,"1,607",129,51,303,,,,,,
32260,NEW MEXICO               ,SOCORRO,171,117,511,643,323,,,,,,
32270,NEW MEXICO               ,TAOS,800,"2,991",-362,301,-81,,,,,,
32280,NEW MEXICO               ,TORRANCE,342,"3,819","1,296","1,454",786,,,,,,
32290,NEW MEXICO               ,UNION,-15,98,844,-222,-205,,,,,,
32300,NEW MEXICO               ,VALENCIA,"1,669","8,534","5,220","3,342",743,,,,,,
33000,NEW YORK                 ,ALBANY,"10,196","1,635","-5,437","4,728",-761,,,,,,
33010,NEW YORK                 ,ALLEGANY,472,640,165,199,947,,,,,,
33020,NEW YORK                 ,BRONX,"15,928","94,639","58,907","86,306","49,738",,,,,,
33030,NEW YORK                 ,BROOME,"-11,242",-995,"-7,745","-5,345","-6,821",,,,,,
33040,NEW YORK                 ,CATTARAUGUS,"2,418","3,897","1,163","3,837","2,052",,,,,,
33050,NEW YORK                 ,CAYUGA,436,"1,453","-1,579","1,234","1,641",,,,,,
33060,NEW YORK                 ,CHAUTAUQUA,"-2,051","1,395",-76,"3,679","1,898",,,,,,
33070,NEW YORK                 ,CHEMUNG,"11,085","9,803","6,348","9,642","6,766",,,,,,
33080,NEW YORK                 ,CHENANGO,-285,"1,097",-492,876,"1,725",,,,,,
33090,NEW YORK                 ,CLINTON,"1,015","2,512",-573,"1,526","1,696",,,,,,
33200,NEW YORK                 ,COLUMBIA,"1,148","3,045",967,"4,577","3,736",,,,,,
33210,NEW YORK                 ,CORTLAND,-15,880,-152,939,722,,,,,,
33220,NEW YORK                 ,DELAWARE,"1,067",895,-57,352,349,,,,,,
33230,NEW YORK                 ,DUTCHESS,"46,784","65,336","28,713","25,915","29,183",,,,,,
33240,NEW YORK                 ,ERIE,"120,729","130,627","99,014","125,692","59,726",,,,,,
33260,NEW YORK                 ,ESSEX,"1,740","1,264",-82,586,174,,,,,,
33270,NEW YORK                 ,FRANKLIN,184,-32,-296,342,-838,,,,,,
33280,NEW YORK                 ,FULTON,734,843,664,95,949,,,,,,
33290,NEW YORK                 ,GENESEE,"-1,100","1,713",162,"1,775","1,891",,,,,,
33300,NEW YORK                 ,GREENE,-371,"1,026",-192,"1,082","1,939",,,,,,
33310,NEW YORK                 ,HAMILTON,0,488,37,617,0,,,,,,
33320,NEW YORK                 ,HERKIMER,"5,324","7,017","5,488","7,419","7,227",,,,,,
33330,NEW YORK                 ,JEFFERSON,212,"1,792",503,"1,402","1,165",,,,,,
33331,NEW YORK                 ,KINGS,"18,681","98,661","65,946","109,615","67,170",,,,,,
33340,NEW YORK                 ,LEWIS,210,838,536,12,166,,,,,,
33350,NEW YORK                 ,LIVINGSTON,-893,-259,391,"1,795","1,550",,,,,,
33360,NEW YORK                 ,MADISON,"1,809","3,252","3,298","4,014","3,766",,,,,,
33370,NEW YORK                 ,MONROE,"-11,048","-4,891","10,272","29,695","22,586",,,,,,
33380,NEW YORK                 ,MONTGOMERY,-261,"1,487","1,956","1,101",838,,,,,,
33400,NEW YORK                 ,NASSAU,"57,552","123,398","139,584","230,231","142,833",,,,,,
33420,NEW YORK                 ,NEW YORK,"18,714","81,489","45,024","68,247","48,356",,,,,,
33500,NEW YORK                 ,NIAGARA,"38,971","35,974","28,525","34,738","18,537",,,,,,
33510,NEW YORK                 ,ONEIDA,"32,744","36,301","37,377","39,724","40,013",,,,,,
33520,NEW YORK                 ,ONONDAGA,"4,951","17,928","12,801","8,981","18,795",,,,,,
33530,NEW YORK                 ,ONTARIO,"-1,951",-365,"1,784","4,612","2,195",,,,,,
33540,NEW YORK                 ,ORANGE,"44,334","49,015","18,620","22,971","24,375",,,,,,
33550,NEW YORK                 ,ORLEANS,479,"1,524",591,779,793,,,,,,
33560,NEW YORK                 ,OSWEGO,"1,375","2,810","3,452","2,304","4,376",,,,,,
33570,NEW YORK                 ,OTSEGO,118,"1,664",689,874,"1,522",,,,,,
33580,NEW YORK                 ,PUTNAM,"1,373","6,079","4,877","5,007","1,182",,,,,,
33590,NEW YORK                 ,QUEENS,"28,536","117,436","96,234","133,745","77,591",,,,,,
33600,NEW YORK                 ,RENSSELAER,218,"-4,513","-3,850","3,136","4,130",,,,,,
33610,NEW YORK                 ,RICHMOND,"2,782","30,296","16,931","20,551","16,350",,,,,,
33620,NEW YORK                 ,ROCKLAND,"7,508","30,172","14,970","21,389","16,137",,,,,,
33630,NEW YORK                 ,ST. LAWRENCE,"4,093","1,939",783,"1,490","1,295",,,,,,
33640,NEW YORK                 ,SARATOGA,"2,980","3,940",880,-190,"-1,343",,,,,,
33650,NEW YORK                 ,SCHENECTADY,"5,372",687,"-1,951","5,022",-873,,,,,,
33660,NEW YORK                 ,SCHOHARIE,161,-329,292,-100,31,,,,,,
33670,NEW YORK                 ,SCHUYLER,227,663,-271,477,232,,,,,,
33680,NEW YORK                 ,SENECA,-471,81,138,"1,159","1,613",,,,,,
33690,NEW YORK                 ,STEUBEN,"1,000","2,227",792,"1,765","2,633",,,,,,
33700,NEW YORK                 ,SUFFOLK,"81,499","182,058","209,495","343,180","220,916",,,,,,
33710,NEW YORK                 ,SULLIVAN,"2,742","3,984","1,505","2,752","3,502",,,,,,
33720,NEW YORK                 ,TIOGA,"-1,057",-713,-528,"-1,106",-305,,,,,,
33730,NEW YORK                 ,TOMPKINS,"-1,320",-709,"-5,728","-1,549","1,176",,,,,,
33740,NEW YORK                 ,ULSTER,"-12,563","11,390","5,337","10,066","11,205",,,,,,
33750,NEW YORK                 ,WARREN,"1,657","-1,550","-1,030","-3,723","-1,720",,,,,,
33760,NEW YORK                 ,WASHINGTON,-568,"-1,782","-1,152","-2,313",163,,,,,,
33770,NEW YORK                 ,WAYNE,"-1,801","-1,656","2,949","5,987","4,168",,,,,,
33800,NEW YORK                 ,WESTCHESTER,"13,542","62,915","37,376","53,539","33,285",,,,,,
33900,NEW YORK                 ,WYOMING,"2,055","1,637",112,542,474,,,,,,
33910,NEW YORK                 ,YATES,-289,345,62,422,618,,,,,,
34000,NORTH CAROLINA           ,ALAMANCE,"-16,493","-14,040","-16,400","-12,820","-5,569",,,,,,
34010,NORTH CAROLINA           ,ALEXANDER,"-6,623","-6,611","-5,469","-5,055","-8,971",,,,,,
34020,NORTH CAROLINA           ,ALLEGHANY,"-2,984","-4,285","-3,132","-2,169",-599,,,,,,
34030,NORTH CAROLINA           ,ANSON,"-5,320","-4,510","-3,092",713,"1,926",,,,,,
34040,NORTH CAROLINA           ,ASHE,"-4,450","-6,746","-4,149","-2,198","-1,037",,,,,,
34050,NORTH CAROLINA           ,AVERY,"-7,899","-4,066","-8,133","-5,328","-1,854",,,,,,
34060,NORTH CAROLINA           ,BEAUFORT,"-1,887","-6,335","-9,003","-6,171","-5,667",,,,,,
34070,NORTH CAROLINA           ,BERTIE,"-9,142","-7,001","-5,145","-4,683","-4,647",,,,,,
34080,NORTH CAROLINA           ,BLADEN,"-15,182","-5,575","-11,813","-5,861","-4,989",,,,,,
34090,NORTH CAROLINA           ,BRUNSWICK,"-13,731","-9,215","-8,685","-17,347","-10,902",,,,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"-78,763","-91,450","-73,294","-89,086","-45,584",,,,,,
34110,NORTH CAROLINA           ,BURKE,"-27,274","-24,923","-25,302","-17,365","-18,211",,,,,,
34120,NORTH CAROLINA           ,CABARRUS,"-12,444","-12,417","-7,559","2,560","12,646",,,,,,
34130,NORTH CAROLINA           ,CALDWELL,"-18,078","-22,883","-23,756","-10,225","-14,937",,,,,,
34140,NORTH CAROLINA           ,CAMDEN,-449,-194,"-1,493",-424,-35,,,,,,
34150,NORTH CAROLINA           ,CARTERET,"-16,132","-10,854","-9,195","-9,314","-5,128",,,,,,
34160,NORTH CAROLINA           ,CASWELL,"-5,377","-7,036","-3,044","-3,961","-1,696",,,,,,
34170,NORTH CAROLINA           ,CATAWBA,"-40,350","-34,860","-36,249","-27,824","-29,336",,,,,,
34180,NORTH CAROLINA           ,CHATHAM,"-3,527","-2,668","-1,832","-3,146",215,,,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"-6,171","-5,856","-3,195","-2,931","-3,914",,,,,,
34200,NORTH CAROLINA           ,CHOWAN,"-3,591","-4,849","-1,443","-2,921","-2,634",,,,,,
34210,NORTH CAROLINA           ,CLAY,"-1,622","-2,402","-1,458","-1,503",-546,,,,,,
34220,NORTH CAROLINA           ,CLEVELAND,"-16,931","-13,905","-17,420","-14,320","-1,020",,,,,,
34230,NORTH CAROLINA           ,COLUMBUS,"-19,034","-20,029","-18,856","-15,821","-12,206",,,,,,
34240,NORTH CAROLINA           ,CRAVEN,"-14,008","-22,163","-13,060","-14,106","-12,213",,,,,,
34250,NORTH CAROLINA           ,CUMBERLAND,"-70,961","-72,199","-101,613","-104,378","-62,782",,,,,,
34251,NORTH CAROLINA           ,CURRITUCK,69,"1,121",241,637,351,,,,,,
34270,NORTH CAROLINA           ,DARE,-210,-289,-625,-814,"-1,714",,,,,,
34280,NORTH CAROLINA           ,DAVIDSON,"-23,176","-30,241","-23,429","-15,613","-11,506",,,,,,
34290,NORTH CAROLINA           ,DAVIE,"-7,694","-3,902","-4,892","-3,081",138,,,,,,
34300,NORTH CAROLINA           ,DUPLIN,"-17,612","-9,794","-4,835","-6,631","-3,591",,,,,,
34310,NORTH CAROLINA           ,DURHAM,"-21,043","-7,859","3,043","-3,578","2,709",,,,,,
34320,NORTH CAROLINA           ,EDGECOMBE,"-8,570","-8,615","-5,678","-15,099","-4,299",,,,,,
34330,NORTH CAROLINA           ,FORSYTH,"-59,894","-48,187","-53,695","-42,491","6,408",,,,,,
34340,NORTH CAROLINA           ,FRANKLIN,"-10,103","-7,890","-7,914","-10,089","-5,609",,,,,,
34350,NORTH CAROLINA           ,GASTON,"-19,667","-22,159","-9,395","-2,558","11,031",,,,,,
34360,NORTH CAROLINA           ,GATES,"-2,437","-2,559","-1,122","-1,377",-386,,,,,,
34370,NORTH CAROLINA           ,GRAHAM,"-2,417","-1,962","-1,417",-324,"-1,504",,,,,,
34380,NORTH CAROLINA           ,GRANVILLE,"-12,517","-4,887","-5,746","-5,025","-3,023",,,,,,
34390,NORTH CAROLINA           ,GREENE,"-2,726","-1,653","-1,537","-1,549","-2,393",,,,,,
34400,NORTH CAROLINA           ,GUILFORD,"-122,284","-121,730","-100,525","-108,912","-69,508",,,,,,
34410,NORTH CAROLINA           ,HALIFAX,"-14,723","-16,978","-19,394","-11,789","-6,124",,,,,,
34420,NORTH CAROLINA           ,HARNETT,"-22,634","-18,356","-19,380","-17,264","-12,180",,,,,,
34430,NORTH CAROLINA           ,HAYWOOD,"-21,731","-21,012","-11,607","-19,341","-13,463",,,,,,
34440,NORTH CAROLINA           ,HENDERSON,"-27,125","-43,786","-44,076","-46,807","-24,747",,,,,,
34450,NORTH CAROLINA           ,HERTFORD,"-6,470","-11,071","-7,507","-4,682","-3,265",,,,,,
34460,NORTH CAROLINA           ,HOKE,"-5,432","-5,092","-9,795","-9,792","-10,363",,,,,,
34470,NORTH CAROLINA           ,HYDE,-723,40,0,-719,-395,,,,,,
34480,NORTH CAROLINA           ,IREDELL,"-29,492","-36,663","-32,947","-18,592","-11,286",,,,,,
34490,NORTH CAROLINA           ,JACKSON,"-3,457","-6,005","-6,758","-5,379","-3,622",,,,,,
34500,NORTH CAROLINA           ,JOHNSTON,"-34,018","-38,927","-27,619","-39,186","-26,586",,,,,,
34510,NORTH CAROLINA           ,JONES,"-1,383","-4,490","-3,629",-800,-432,,,,,,
34520,NORTH CAROLINA           ,LEE,"-10,418","-9,601","-13,682","-8,288","-6,583",,,,,,
34530,NORTH CAROLINA           ,LENOIR,"-21,502","-22,132","-21,236","-12,362","-8,352",,,,,,
34540,NORTH CAROLINA           ,LINCOLN,"-15,586","-15,517","-10,022","-9,011","-5,033",,,,,,
34550,NORTH CAROLINA           ,MCDOWELL,"-10,847","-11,671","-11,555","-9,821","-6,244",,,,,,
34560,NORTH CAROLINA           ,MACON,"-6,613","-7,456","-6,493","-7,067","-5,034",,,,,,
