AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,
04290,ARKANSAS                 ,HOT SPRING,"-27,804","-28,139","-2,752","-6,184","-5,532",,,,,,
04300,ARKANSAS                 ,HOWARD,"-5,258","-11,198","-1,039","9,119","4,418",,,,,,
04310,ARKANSAS                 ,INDEPENDENCE,"-12,029","-23,981","12,995","46,853","36,801",,,,,,
04320,ARKANSAS                 ,IZARD,"-4,974","-8,681","3,245","15,820","10,499",,,,,,
04330,ARKANSAS                 ,JACKSON,"-10,425","-13,386","13,544","25,069","24,471",,,,,,
04340,ARKANSAS                 ,JEFFERSON,"50,978","82,089","194,849","48,013","88,818",,,,,,
04350,ARKANSAS                 ,JOHNSON,"-6,535","-9,551","3,970","9,926","8,659",,,,,,
04360,ARKANSAS                 ,LAFAYETTE,"-5,026","-10,572","-2,371","5,734","-1,943",,,,,,
04370,ARKANSAS                 ,LAWRENCE,-891,"-8,209","7,054","14,231","11,424",,,,,,
04380,ARKANSAS                 ,LEE,"-1,314","-1,373",518,"1,296","2,058",,,,,,
04390,ARKANSAS                 ,LINCOLN,"11,712","14,889","37,886","8,526","23,929",,,,,,
04400,ARKANSAS                 ,LITTLE RIVER,"-14,331","-18,339","-2,930","6,895",356,,,,,,
04410,ARKANSAS                 ,LOGAN,"-13,061","-12,791","4,102","20,694","10,620",,,,,,
04420,ARKANSAS                 ,LONOKE,"-44,464","-9,300","16,574","20,436","16,668",,,,,,
04430,ARKANSAS                 ,MADISON,"6,536","1,385","14,987","17,878","-22,472",,,,,,
04440,ARKANSAS                 ,MARION,"-4,067","-8,427","3,046","11,594","9,388",,,,,,
04450,ARKANSAS                 ,MILLER,"-97,683","-167,775","-127,712","-88,733","-101,414",,,,,,
04460,ARKANSAS                 ,MISSISSIPPI,"-1,788","-11,089","21,085","43,543","25,553",,,,,,
04470,ARKANSAS                 ,MONROE,"-1,468","-2,755","2,066","5,785","4,433",,,,,,
04480,ARKANSAS                 ,MONTGOMERY,"-7,134","-7,380",863,"6,879","3,727",,,,,,
04490,ARKANSAS                 ,NEVADA,"-2,916","-5,429","2,263","6,174","5,502",,,,,,
04500,ARKANSAS                 ,NEWTON,"-1,016","-3,549","1,979","3,666","3,861",,,,,,
04510,ARKANSAS                 ,OUACHITA,"-13,859","-22,616","10,290","34,694","29,241",,,,,,
04520,ARKANSAS                 ,PERRY,"-11,700",-991,"3,009","6,784","3,338",,,,,,
04530,ARKANSAS                 ,PHILLIPS,"-5,922","-3,915",79,"1,336",568,,,,,,
04540,ARKANSAS                 ,PIKE,"-6,735","-11,106","-2,324","2,953",783,,,,,,
04550,ARKANSAS                 ,POINSETT,"18,835","14,890","38,631","46,095","23,817",,,,,,
