DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,"2,008","2,009","2,010","2,011","2,012",,,,,,,,,,,
45560,TEXAS                    ,GLASSCOCK,107,0,49,0,0,,,,,,,,,,,
45561,TEXAS                    ,GOLIAD,"-8,965","-6,609","-5,394","-7,074","-19,915",,,,,,,,,,,
45562,TEXAS                    ,GONZALES,"-46,682","-76,300","-46,371","-48,236","-26,577",,,,,,,,,,,
45563,TEXAS                    ,GRAY,"-28,150","-49,515","-19,870","-40,058","-13,719",,,,,,,,,,,
45564,TEXAS                    ,GRAYSON,"99,951","72,749","14,191","-112,344","-27,113",,,,,,,,,,,
45570,TEXAS                    ,GREGG,"47,338","85,583","88,128","-162,822","-226,530",,,,,,,,,,,
45580,TEXAS                    ,GRIMES,"-18,199","-21,493","-58,749","-26,251","-36,004",,,,,,,,,,,
45581,TEXAS                    ,GUADALUPE,"-120,799","-146,675","-123,083","-119,177","-78,946",,,,,,,,,,,
45582,TEXAS                    ,HALE,"12,940","-7,479","9,983","14,268","17,620",,,,,,,,,,,
45583,TEXAS                    ,HALL,723,"-2,825","-7,458","1,590","-1,818",,,,,,,,,,,
45590,TEXAS                    ,HAMILTON,523,"-2,006","-6,498","-16,538","-4,491",,,,,,,,,,,
45591,TEXAS                    ,HANSFORD,"1,151","-1,054",103,765,"-5,724",,,,,,,,,,,
45592,TEXAS                    ,HARDEMAN,"-7,116","-12,451","-9,548","-11,758","-4,277",,,,,,,,,,,
45600,TEXAS                    ,HARDIN,"-41,758","-64,461","-24,405","-34,082","-20,313",,,,,,,,,,,
45610,TEXAS                    ,HARRIS,"9,425,681","11,186,557","11,369,355","11,763,163","11,927,817",,,,,,,,,,,
45620,TEXAS                    ,HARRISON,"-13,730","-13,456","-20,038","-118,444","-110,009",,,,,,,,,,,
45621,TEXAS                    ,HARTLEY,-147,0,0,219,621,,,,,,,,,,,
45630,TEXAS                    ,HASKELL,"-4,485","-8,989","14,227","-3,810","-7,945",,,,,,,,,,,
45631,TEXAS                    ,HAYS,"-31,352","-40,449","42,059","-9,596","-37,678",,,,,,,,,,,
45632,TEXAS                    ,HEMPHILL,-373,"-1,640","-4,033",-196,"-2,813",,,,,,,,,,,
45640,TEXAS                    ,HENDERSON,"-35,515","-72,741","-53,424","-16,261","-37,758",,,,,,,,,,,
45650,TEXAS                    ,HIDALGO,"-2,546,455","-2,295,493","-2,788,262","-1,824,891","-1,769,223",,,,,,,,,,,
45651,TEXAS                    ,HILL,"-45,174","-50,227","-64,736","-5,542","-18,869",,,,,,,,,,,
45652,TEXAS                    ,HOCKLEY,"-19,610","-20,107","-2,040","1,157","10,378",,,,,,,,,,,
45653,TEXAS                    ,HOOD,"-37,337","1,590","-54,202","-24,470","-29,019",,,,,,,,,,,
45654,TEXAS                    ,HOPKINS,"1,546","24,409","22,427","-3,101","-5,537",,,,,,,,,,,
45660,TEXAS                    ,HOUSTON,"-16,117","-18,239","-22,852","-5,915","48,012",,,,,,,,,,,
45661,TEXAS                    ,HOWARD,"-58,622","-24,888","-56,082","-30,213","-64,654",,,,,,,,,,,
45662,TEXAS                    ,HUDSPETH,"-11,197","-5,494","-8,620","1,296","-7,544",,,,,,,,,,,
45670,TEXAS                    ,HUNT,"-71,349","-10,410","-45,773","-36,342","-18,511",,,,,,,,,,,
45671,TEXAS                    ,HUTCHINSON,"-32,401",-929,"-11,651","-31,075","-16,105",,,,,,,,,,,
45672,TEXAS                    ,IRION,192,"-3,570",-532,"-3,543","-2,834",,,,,,,,,,,
45680,TEXAS                    ,JACK,"-4,990",-765,973,"-21,677","-6,276",,,,,,,,,,,
45681,TEXAS                    ,JACKSON,"-17,976","-8,601","-1,971","2,419","1,085",,,,,,,,,,,
45690,TEXAS                    ,JASPER,"-49,867","13,517","-27,664","3,248","23,990",,,,,,,,,,,
45691,TEXAS                    ,JEFF DAVIS,-524,94,"-4,597",-320,"-3,083",,,,,,,,,,,
45700,TEXAS                    ,JEFFERSON,"-126,405","-104,664","30,876","71,691","-45,545",,,,,,,,,,,
45710,TEXAS                    ,JIM HOGG,"-25,154","-16,066","-23,524","-20,256","-19,527",,,,,,,,,,,
45711,TEXAS                    ,JIM WELLS,"-60,651","-19,701","-6,072","-7,045","25,020",,,,,,,,,,,
45720,TEXAS                    ,JOHNSON,"48,317","-32,466","26,718","73,869","115,590",,,,,,,,,,,
45721,TEXAS                    ,JONES,"-16,775","-13,213","-2,584","-7,309",409,,,,,,,,,,,
45722,TEXAS                    ,KARNES,"-19,658","-18,895","-32,344","-10,043","-21,287",,,,,,,,,,,
45730,TEXAS                    ,KAUFMAN,-144,"-83,712","-23,992","2,254","38,820",,,,,,,,,,,
45731,TEXAS                    ,KENDALL,"-5,830","12,843","-27,743","-15,482","10,606",,,,,,,,,,,
45732,TEXAS                    ,KENEDY,505,344,0,682,965,,,,,,,,,,,
45733,TEXAS                    ,KENT,0,930,-518,265,"-1,329",,,,,,,,,,,
45734,TEXAS                    ,KERR,"-18,804","-3,074","-31,109","-4,977","-41,363",,,,,,,,,,,
45740,TEXAS                    ,KIMBLE,"-15,548","-5,708","-3,785","-2,607",727,,,,,,,,,,,
45741,TEXAS                    ,KING,"-1,843",251,-285,904,429,,,,,,,,,,,
45742,TEXAS                    ,KINNEY,"1,495","-5,752","-14,675",445,"-3,923",,,,,,,,,,,
45743,TEXAS                    ,KLEBERG,556,"-11,172","-2,470","28,932","40,430",,,,,,,,,,,
45744,TEXAS                    ,KNOX,-237,"-12,839","-3,902","-11,378","-1,688",,,,,,,,,,,
45750,TEXAS                    ,LAMAR,"-121,721","-74,878","-116,622","-131,241","-117,383",,,,,,,,,,,
45751,TEXAS                    ,LAMB,"-29,397","-7,925",-402,"-13,036","-7,314",,,,,,,,,,,
45752,TEXAS                    ,LAMPASAS,"24,886","-1,672","-11,199","-20,384","-8,710",,,,,,,,,,,
45753,TEXAS                    ,LA SALLE,"-9,039","-9,519","-2,530",-614,"-4,736",,,,,,,,,,,
45754,TEXAS                    ,LAVACA,"-21,176","-32,946","-29,117","-10,162","-25,238",,,,,,,,,,,
45755,TEXAS                    ,LEE,"-26,207",354,"-17,340","-14,901","-20,244",,,,,,,,,,,
45756,TEXAS                    ,LEON,"-1,164","-11,392","-50,000","-46,310","-76,433",,,,,,,,,,,
45757,TEXAS                    ,LIBERTY,"27,408","-2,303","69,535","17,684","35,861",,,,,,,,,,,
45758,TEXAS                    ,LIMESTONE,"-58,865","-66,447","-59,230","-36,881","23,917",,,,,,,,,,,
45759,TEXAS                    ,LIPSCOMB,"-4,135","5,884","-2,077","-4,631","7,900",,,,,,,,,,,
45760,TEXAS                    ,LIVE OAK,"-10,196","-5,570","-14,163","-8,345","1,202",,,,,,,,,,,
45761,TEXAS                    ,LLANO,"6,408","-13,715","-1,209","-4,490","-59,549",,,,,,,,,,,
45762,TEXAS                    ,LOVING,0,0,0,0,0,,,,,,,,,,,
45770,TEXAS                    ,LUBBOCK,"-434,075","-250,341","-244,634","-268,485","-121,330",,,,,,,,,,,
45771,TEXAS                    ,LYNN,"-26,803","-4,267","-9,364","-4,073","-17,828",,,,,,,,,,,
45772,TEXAS                    ,MCCULLOCH,"-9,950","-11,415","-36,825","-10,464","-6,366",,,,,,,,,,,
45780,TEXAS                    ,MCLENNAN,"13,347","-40,714","-70,083","-115,136","-191,486",,,,,,,,,,,
45781,TEXAS                    ,MCMULLEN,0,0,0,0,-946,,,,,,,,,,,
45782,TEXAS                    ,MADISON,"-14,419","-9,846","-5,078","-12,196","-18,069",,,,,,,,,,,
45783,TEXAS                    ,MARION,"-15,292","-10,274","6,869","-12,246","-25,195",,,,,,,,,,,
45784,TEXAS                    ,MARTIN,"-15,580","2,407","1,409",-618,"-12,306",,,,,,,,,,,
45785,TEXAS                    ,MASON,"-8,228","-4,724","-2,816","2,598","-6,621",,,,,,,,,,,
45790,TEXAS                    ,MATAGORDA,"35,916","34,614","50,635","26,457","26,263",,,,,,,,,,,
45791,TEXAS                    ,MAVERICK,"-6,296","22,070","51,347","56,963","103,914",,,,,,,,,,,
45792,TEXAS                    ,MEDINA,"-10,395","-21,068","-57,625","-10,478","-5,881",,,,,,,,,,,
45793,TEXAS                    ,MENARD,"-3,628","-9,631",-167,"5,678",-346,,,,,,,,,,,
45794,TEXAS                    ,MIDLAND,"70,275","76,911","28,142","-23,713","-4,663",,,,,,,,,,,
45795,TEXAS                    ,MILAM,"-22,528","-103,340","-68,169","-57,157","-57,737",,,,,,,,,,,
45796,TEXAS                    ,MILLS,"-1,235","-5,107","-3,604","-4,929","-4,313",,,,,,,,,,,
45797,TEXAS                    ,MITCHELL,"-8,505","-7,058","-7,852","-11,561","4,546",,,,,,,,,,,
45800,TEXAS                    ,MONTAGUE,"-30,274","-30,743","-31,446","-67,228","-44,733",,,,,,,,,,,
45801,TEXAS                    ,MONTGOMERY,"144,537","229,325","226,767","270,152","278,026",,,,,,,,,,,
45802,TEXAS                    ,MOORE,"-10,054","-9,543","-8,981",227,"-5,848",,,,,,,,,,,
45803,TEXAS                    ,MORRIS,"22,997","3,421","2,095","-24,462","-15,359",,,,,,,,,,,
45804,TEXAS                    ,MOTLEY,708,0,"-1,968",306,"-3,493",,,,,,,,,,,
45810,TEXAS                    ,NACOGDOCHES,"-52,218","-53,714","-100,811","-51,992","-14,082",,,,,,,,,,,
45820,TEXAS                    ,NAVARRO,"-47,193","-8,236","22,875","-26,694","-68,759",,,,,,,,,,,
45821,TEXAS                    ,NEWTON,"-8,495","2,429","11,999","15,963","7,990",,,,,,,,,,,
45822,TEXAS                    ,NOLAN,"-24,535","-10,674","-18,006","-10,488","-17,017",,,,,,,,,,,
45830,TEXAS                    ,NUECES,"-162,254","-164,368","-59,365","91,386","360,913",,,,,,,,,,,
45831,TEXAS                    ,OCHILTREE,-218,"-4,830","-5,347","1,415","1,339",,,,,,,,,,,
45832,TEXAS                    ,OLDHAM,393,166,-432,"1,752",581,,,,,,,,,,,
45840,TEXAS                    ,ORANGE,"-15,008","-19,344","-38,261","-4,457","-35,016",,,,,,,,,,,
45841,TEXAS                    ,PALO PINTO,"-22,048","-40,539","-21,272","-36,628","6,822",,,,,,,,,,,
45842,TEXAS                    ,PANOLA,"-16,185","-28,146","-16,164","-28,626","-23,122",,,,,,,,,,,
45843,TEXAS                    ,PARKER,"-3,882","-30,962",-363,"17,895","16,564",,,,,,,,,,,
45844,TEXAS                    ,PARMER,"-9,052","4,052","-2,180","2,650","1,555",,,,,,,,,,,
45845,TEXAS                    ,PECOS,"-20,692","-6,905","-7,337","-14,491","-11,554",,,,,,,,,,,
45850,TEXAS                    ,POLK,"-116,722","-26,397","-26,684","90,635","-3,299",,,,,,,,,,,
45860,TEXAS                    ,POTTER,"-156,430","-112,845","-31,152","-5,285","-64,667",,,,,,,,,,,
45861,TEXAS                    ,PRESIDIO,"-26,564","-4,197",-396,"-3,008",-250,,,,,,,,,,,
45870,TEXAS                    ,RAINS,"5,200","-5,322","-7,475","-6,565","-15,018",,,,,,,,,,,
45871,TEXAS                    ,RANDALL,"-15,712","-16,600","2,120","-6,223","-9,538",,,,,,,,,,,
45872,TEXAS                    ,REAGAN,53,"-5,786",129,-679,"1,471",,,,,,,,,,,
45873,TEXAS                    ,REAL,"6,817","-6,819","-3,110","-2,621","1,957",,,,,,,,,,,
45874,TEXAS                    ,RED RIVER,"-26,005","-30,613","-23,097","-26,593","-22,694",,,,,,,,,,,
45875,TEXAS                    ,REEVES,"-56,170","-9,402","-21,133","-34,984","-12,255",,,,,,,,,,,
45876,TEXAS                    ,REFUGIO,"-11,196","-9,921","-2,014","-7,749","-8,863",,,,,,,,,,,
45877,TEXAS                    ,ROBERTS,153,"-1,017","-2,719",0,-8,,,,,,,,,,,
45878,TEXAS                    ,ROBERTSON,"-14,069","-7,369","-23,496","-27,894","-37,937",,,,,,,,,,,
45879,TEXAS                    ,ROCKWALL,"76,804","29,110","26,295","26,103","25,892",,,,,,,,,,,
45880,TEXAS                    ,RUNNELS,"-32,086","-13,582","-23,804","-20,118","-11,544",,,,,,,,,,,
45881,TEXAS                    ,RUSK,"-32,279","-22,846","16,724","-26,737","-47,407",,,,,,,,,,,
45882,TEXAS                    ,SABINE,"-30,449","-12,237","-29,219","3,444","-4,048",,,,,,,,,,,
45883,TEXAS                    ,SAN AUGUSTINE,"-14,101","22,250","-8,869","-4,190","-27,559",,,,,,,,,,,
45884,TEXAS                    ,SAN JACINTO,"-25,321","9,303","-18,227","58,687","36,814",,,,,,,,,,,
45885,TEXAS                    ,SAN PATRICIO,"-50,453","-24,289","-18,312","-25,527","27,626",,,,,,,,,,,
45886,TEXAS                    ,SAN SABA,"-7,388","-7,472","-18,328","-3,030","-4,594",,,,,,,,,,,
45887,TEXAS                    ,SCHLEICHER,"-6,092","-1,569","-6,227","-11,022","-7,677",,,,,,,,,,,
45888,TEXAS                    ,SCURRY,"-6,202","-23,194","-35,048","-24,741","-29,346",,,,,,,,,,,
45889,TEXAS                    ,SHACKELFORD,"-2,157",358,560,-958,"-1,109",,,,,,,,,,,
45890,TEXAS                    ,SHELBY,"-24,759","-41,811","-50,968","-25,390","-7,478",,,,,,,,,,,
45891,TEXAS                    ,SHERMAN,715,"-1,420",441,781,177,,,,,,,,,,,
45892,TEXAS                    ,SMITH,"47,855","131,515","159,189","8,314","-5,731",,,,,,,,,,,
45893,TEXAS                    ,SOMERVELL,"-5,062","-8,883","-5,885",-849,"-4,013",,,,,,,,,,,
45900,TEXAS                    ,STARR,"-308,356","-235,038","-372,359","-305,320","-295,130",,,,,,,,,,,
45901,TEXAS                    ,STEPHENS,"-14,412","-7,411","-8,618","-6,606","-4,183",,,,,,,,,,,
45902,TEXAS                    ,STERLING,"-4,481","-1,100","-1,549","-20,281",-194,,,,,,,,,,,
45903,TEXAS                    ,STONEWALL,"-1,695",-87,-946,"-3,383",-890,,,,,,,,,,,
45904,TEXAS                    ,SUTTON,"-3,160","-8,797","-4,688","-3,831",-188,,,,,,,,,,,
45905,TEXAS                    ,SWISHER,"-18,880","-2,914","-10,816","-6,605","-14,777",,,,,,,,,,,
45910,TEXAS                    ,TARRANT,"2,535,374","2,373,013","2,576,011","2,688,162","3,410,176",,,,,,,,,,,
45911,TEXAS                    ,TAYLOR,"-97,387","-85,016","-60,822","-73,202","-81,699",,,,,,,,,,,
45912,TEXAS                    ,TERRELL,"-1,015",-542,-901,"-1,084",-50,,,,,,,,,,,
45913,TEXAS                    ,TERRY,"-12,711","-15,368","-16,072","-35,184","-15,394",,,,,,,,,,,
45920,TEXAS                    ,THROCKMORTON,-914,"-1,037","-5,451","3,690","-5,970",,,,,,,,,,,
45921,TEXAS                    ,TITUS,"-15,394","-5,177","-44,938","-37,858","-8,304",,,,,,,,,,,
45930,TEXAS                    ,TOM GREEN,"-247,189","-275,323","-343,563","-279,091","-189,066",,,,,,,,,,,
45940,TEXAS                    ,TRAVIS,"522,283","562,938","88,495","282,151","256,078",,,,,,,,,,,
45941,TEXAS                    ,TRINITY,"-7,181","16,157","-20,887","-13,322",636,,,,,,,,,,,
45942,TEXAS                    ,TYLER,"-25,746","-14,189","-10,015","-6,516","47,231",,,,,,,,,,,
45943,TEXAS                    ,UPSHUR,"-23,554","-7,206","-17,243","-62,430","-65,861",,,,,,,,,,,
45944,TEXAS                    ,UPTON,"-9,733","-2,165","-1,705","-7,998","1,660",,,,,,,,,,,
45945,TEXAS                    ,UVALDE,"-23,249","-24,236","-10,634","-42,457","-23,021",,,,,,,,,,,
45946,TEXAS                    ,VAL VERDE,"-15,509",481,"-13,388","-14,571","-28,998",,,,,,,,,,,
45947,TEXAS                    ,VAN ZANDT,"6,440","-1,852","34,300",-797,"-22,781",,,,,,,,,,,
45948,TEXAS                    ,VICTORIA,"-143,948","-138,346","-7,796","-82,422","-9,192",,,,,,,,,,,
45949,TEXAS                    ,WALKER,"-11,835","9,424","-16,428","10,370","17,849",,,,,,,,,,,
45950,TEXAS                    ,WALLER,"31,263","24,426","-8,661","13,037","31,145",,,,,,,,,,,
45951,TEXAS                    ,WARD,"-41,946","-14,943","-9,974","-20,441","-3,900",,,,,,,,,,,
45952,TEXAS                    ,WASHINGTON,"-29,700","-37,968","-46,532","-26,822","-55,682",,,,,,,,,,,
45953,TEXAS                    ,WEBB,"-469,849","-700,459","-695,319","-713,705","-866,484",,,,,,,,,,,
45954,TEXAS                    ,WHARTON,"3,498","14,033","5,742","12,396","2,706",,,,,,,,,,,
45955,TEXAS                    ,WHEELER,"-8,321","1,952","-2,203","-6,054","-4,841",,,,,,,,,,,
45960,TEXAS                    ,WICHITA,"-383,601","-461,046","-524,738","-521,815","-549,121",,,,,,,,,,,
45961,TEXAS                    ,WILBARGER,"-23,122","-53,364","-61,899","-51,132","-32,604",,,,,,,,,,,
45962,TEXAS                    ,WILLACY,"-116,735","-131,209","-99,864","-90,877","-135,184",,,,,,,,,,,
45970,TEXAS                    ,WILLIAMSON,"207,803","227,855","98,351","-58,096","-34,949",,,,,,,,,,,
45971,TEXAS                    ,WILSON,"-34,601","-24,706","-23,514","-12,870","-2,363",,,,,,,,,,,
45972,TEXAS                    ,WINKLER,"-21,750","-10,143","-11,529","-14,792","-7,446",,,,,,,,,,,
45973,TEXAS                    ,WISE,"12,163",865,"-27,878","-19,981","8,746",,,,,,,,,,,
45974,TEXAS                    ,WOOD,"-23,209","-7,059","-30,609","-33,259","-36,092",,,,,,,,,,,
45980,TEXAS                    ,YOAKUM,"-9,433","-4,320","-3,556","-5,245","-3,697",,,,,,,,,,,
45981,TEXAS                    ,YOUNG,"-49,514","-38,947","-54,950","-43,881","-37,139",,,,,,,,,,,
45982,TEXAS                    ,ZAPATA,"-40,986","-59,972","-30,199","-39,397","-26,864",,,,,,,,,,,
45983,TEXAS                    ,ZAVALA,"-35,876","3,495","-12,038","-27,654","15,431",,,,,,,,,,,
46000,UTAH                     ,BEAVER,-739,650,"1,109","3,273",444,,,,,,,,,,,
46010,UTAH                     ,BOX ELDER,"16,099","20,061","31,443","13,633","20,173",,,,,,,,,,,
46020,UTAH                     ,CACHE,"38,205","61,975","78,340","72,086","81,477",,,,,,,,,,,
46030,UTAH                     ,CARBON,"-29,203","13,313","7,475","25,871","13,939",,,,,,,,,,,
46040,UTAH                     ,DAGGETT,261,0,"2,165","3,009",514,,,,,,,,,,,
46050,UTAH                     ,DAVIS,"87,977","163,811","160,552","194,295","124,851",,,,,,,,,,,
46060,UTAH                     ,DUCHESNE,"2,413","1,305","21,454","16,804","22,572",,,,,,,,,,,
46070,UTAH                     ,EMERY,"-2,194","-1,166","3,833","-1,579",643,,,,,,,,,,,
46080,UTAH                     ,GARFIELD,83,"1,911","2,284","2,756","2,138",,,,,,,,,,,
46090,UTAH                     ,GRAND,"-2,132","-1,986","2,940","3,712","-8,710",,,,,,,,,,,
46100,UTAH                     ,IRON,"3,555",350,"5,988","2,147","4,923",,,,,,,,,,,
46110,UTAH                     ,JUAB,"-1,142","6,237","4,217","12,513","12,437",,,,,,,,,,,
46120,UTAH                     ,KANE,"-1,465",173,"2,629","10,127",95,,,,,,,,,,,
46130,UTAH                     ,MILLARD,768,"3,088","1,442","3,672","2,735",,,,,,,,,,,
46140,UTAH                     ,MORGAN,"-7,914","2,691","-6,085","2,230","1,816",,,,,,,,,,,
46150,UTAH                     ,PIUTE,"-2,851",345,"1,727",298,530,,,,,,,,,,,
46160,UTAH                     ,RICH,381,-132,547,"1,748",-238,,,,,,,,,,,
46170,UTAH                     ,SALT LAKE,"785,647","760,409","1,130,222","1,063,011","1,045,295",,,,,,,,,,,
46180,UTAH                     ,SAN JUAN,"21,645","7,450","13,517","6,252","5,508",,,,,,,,,,,
46190,UTAH                     ,SANPETE,"57,294","3,654","12,316","16,530","109,556",,,,,,,,,,,
46200,UTAH                     ,SEVIER,91,"1,739","8,178","25,092","9,138",,,,,,,,,,,
46210,UTAH                     ,SUMMIT,"5,804","8,118","17,024","11,163","16,111",,,,,,,,,,,
46220,UTAH                     ,TOOELE,"26,715","26,232","42,998","63,509","34,367",,,,,,,,,,,
46230,UTAH                     ,UINTAH,"-1,046","-1,609","2,312","20,231","-1,604",,,,,,,,,,,
46240,UTAH                     ,UTAH,"311,483","447,526","523,598","457,177","474,245",,,,,,,,,,,
46250,UTAH                     ,WASATCH,"61,036","22,330","32,254","123,387","16,144",,,,,,,,,,,
46260,UTAH                     ,WASHINGTON,"-46,057","12,242","13,095","17,710","6,219",,,,,,,,,,,
46270,UTAH                     ,WAYNE,"1,056",237,839,"-4,772","1,288",,,,,,,,,,,
46280,UTAH                     ,WEBER,"63,000","140,985","182,887","144,274","123,326",,,,,,,,,,,
47000,VERMONT                  ,ADDISON,"-35,108","-20,358","-34,634","-25,581","-20,811",,,,,,,,,,,
47010,VERMONT                  ,BENNINGTON,"49,525","24,767","-1,010","-3,788","-4,416",,,,,,,,,,,
47020,VERMONT                  ,CALEDONIA,"-8,904","-13,219","-21,138","-25,741","-29,629",,,,,,,,,,,
47030,VERMONT                  ,CHITTENDEN,"-137,549","-142,994","-119,455","-93,733","-78,045",,,,,,,,,,,
47040,VERMONT                  ,ESSEX,651,"-5,204","-6,581","-5,254","-4,380",,,,,,,,,,,
47050,VERMONT                  ,FRANKLIN,"-43,791","-69,680","-37,344","-54,701","-56,361",,,,,,,,,,,
47060,VERMONT                  ,GRAND ISLE,"-7,838","-11,983","-6,665","-1,825","-11,329",,,,,,,,,,,
47070,VERMONT                  ,LAMOILLE,"-48,604","-44,497","-56,716","-57,945","-70,367",,,,,,,,,,,
47080,VERMONT                  ,ORANGE,"-24,650","-1,545","-37,832","-4,269","-31,458",,,,,,,,,,,
47090,VERMONT                  ,ORLEANS,"-24,238","-17,835","-25,247","-11,845","-8,651",,,,,,,,,,,
47100,VERMONT                  ,RUTLAND,"-33,127","-23,765","-178,848","-56,088","-83,162",,,,,,,,,,,
47110,VERMONT                  ,WASHINGTON,"-24,423","-37,226","-138,902","-39,300","-60,881",,,,,,,,,,,
47120,VERMONT                  ,WINDHAM,500,"-7,590","-14,999","-22,899","-41,908",,,,,,,,,,,
47130,VERMONT                  ,WINDSOR,"7,472","9,275","-9,903","-9,290","-46,706",,,,,,,,,,,
48010,VIRGIN ISLANDS           ,ST. CROIX,"12,771","1,006","22,166","34,667","16,712",,,,,,,,,,,
48020,VIRGIN ISLANDS           ,ST. JOHN,"7,371","9,065","22,436","1,080","-9,290",,,,,,,,,,,
49000,VIRGINIA                 ,ACCOMACK,"10,813","-5,528","-31,541","-28,552","-1,276",,,,,,,,,,,
49010,VIRGINIA                 ,ALBEMARLE,-523,"22,036","13,034","3,065","-12,011",,,,,,,,,,,
49011,VIRGINIA                 ,ALEXANDRIA CITY,"76,299","84,704","40,801","19,538","27,068",,,,,,,,,,,
